,who,leads,the,islamic,state,?
a,0.36608949303627014,0.2486605942249298,0.5829201340675354,0.20177602767944336,0.25097307562828064,0.23916715383529663
wahhabi/salafi,0.3227105140686035,0.1525508165359497,0.3171427249908447,0.6058161854743958,0.26263195276260376,0.2559947371482849
jihadist,0.24429146945476532,0.17861424386501312,0.22023388743400574,0.5656576752662659,0.23820793628692627,0.19052539765834808
extremist,0.3363332152366638,0.242497518658638,0.2740326523780823,0.48300832509994507,0.19938907027244568,0.14525245130062103
militant,0.32849565148353577,0.15582869946956635,0.1975293606519699,0.5135795474052429,0.2682318687438965,0.20093010365962982
group,0.33690139651298523,0.09778948873281479,0.30795547366142273,0.18744540214538574,0.16570743918418884,0.13827809691429138
which,0.3688730001449585,0.26977476477622986,0.6521818041801453,0.21128115057945251,0.27248382568359375,0.25814583897590637
is,0.24293622374534607,0.29526054859161377,0.5823672413825989,0.17644661664962769,0.2627358138561249,0.22961433231830597
led,0.2450801581144333,0.4701138138771057,0.3267505168914795,0.2107054889202118,0.1409255415201187,0.09273858368396759
by,0.39727845788002014,0.23493564128875732,0.4408751428127289,0.1815912425518036,0.2263980358839035,0.17966607213020325
and,0.41279885172843933,0.28972697257995605,0.5171257257461548,0.2192772477865219,0.2653750479221344,0.20544172823429108
mainly,0.3283936381340027,0.1774800568819046,0.3790479004383087,0.20460200309753418,0.20216234028339386,0.07608037441968918
composed,0.13117516040802002,0.13862484693527222,0.21816956996917725,0.0959823951125145,0.17963431775569916,0.0784355029463768
of,0.2827862501144409,0.3671194314956665,0.733189046382904,0.25656506419181824,0.34253445267677307,0.1826142966747284
sunni,0.2636675238609314,0.13928262889385223,0.23035748302936554,0.6079015135765076,0.21899448335170746,0.17507030069828033
arabs,0.3120726943016052,0.12705272436141968,0.2739878296852112,0.47831088304519653,0.2217244654893875,0.12848976254463196
from,0.27839982509613037,0.19720116257667542,0.40150508284568787,0.17753800749778748,0.29024070501327515,0.19969791173934937
iraq,0.15108831226825714,0.10761740058660507,0.2386751025915146,0.5077990293502808,0.2750273644924164,0.13788843154907227
and,0.41279885172843933,0.28972697257995605,0.5171257257461548,0.2192772477865219,0.2653750479221344,0.20544172823429108
syria,0.16937099397182465,0.12270830571651459,0.25272905826568604,0.4174184501171112,0.22659975290298462,0.1554446816444397
.,0.3541337847709656,0.2178809642791748,0.5934505462646484,0.20520655810832977,0.31380724906921387,0.4130953550338745
