,where,did,support,from,governmental,and,religious,groups,come,from,?
movement,0.2221783995628357,0.12124674767255783,0.23729251325130463,0.23928771913051605,0.2641408443450928,0.2837696671485901,0.33417871594429016,0.3407631814479828,0.13445422053337097,0.23928771913051605,0.1423349231481552
established,0.16059793531894684,0.18989217281341553,0.17956671118736267,0.13375751674175262,0.3034721612930298,0.2369968742132187,0.24048258364200592,0.2877660095691681,0.17312313616275787,0.13375751674175262,0.15917523205280304
for,0.38599511981010437,0.318512886762619,0.3156939148902893,0.314039945602417,0.27043163776397705,0.5064792633056641,0.21258823573589325,0.21627482771873474,0.2792086601257324,0.314039945602417,0.264628142118454
impoverished,0.192128986120224,0.2422298789024353,0.17783963680267334,0.22241361439228058,0.19035544991493225,0.338289737701416,0.28835970163345337,0.17999741435050964,0.18913307785987854,0.22241361439228058,0.10106796026229858
afghan,0.11452877521514893,0.17158199846744537,0.22009360790252686,0.14255806803703308,0.26882681250572205,0.2275148630142212,0.22996993362903595,0.20809730887413025,0.08708164095878601,0.14255806803703308,0.10384320467710495
refugees,0.26203805208206177,0.1909419149160385,0.23224733769893646,0.20087158679962158,0.3618086874485016,0.21498335897922516,0.3209269642829895,0.2678641676902771,0.20062848925590515,0.20087158679962158,0.10817430168390274
and,0.43859338760375977,0.34479495882987976,0.25609129667282104,0.3601827025413513,0.3014513850212097,1.0,0.30280056595802307,0.29783302545547485,0.3412281572818756,0.3601827025413513,0.20544172823429108
supported,0.1296750009059906,0.3048703968524933,0.7087500691413879,0.17345474660396576,0.3590661287307739,0.3113573491573334,0.2198326140642166,0.20724879205226898,0.24008092284202576,0.17345474660396576,0.11593948304653168
by,0.2641284465789795,0.18574509024620056,0.16184203326702118,0.3373257517814636,0.23668672144412994,0.4289871156215668,0.19244135916233063,0.22748439013957977,0.11457374691963196,0.3373257517814636,0.17966607213020325
governmental,0.13286972045898438,0.21905939280986786,0.2762258052825928,0.13949118554592133,0.9999998807907104,0.3014513850212097,0.39967119693756104,0.24876494705677032,0.1306166797876358,0.13949118554592133,0.21953752636909485
and,0.43859338760375977,0.34479495882987976,0.25609129667282104,0.3601827025413513,0.3014513850212097,1.0,0.30280056595802307,0.29783302545547485,0.3412281572818756,0.3601827025413513,0.20544172823429108
religious,0.16584265232086182,0.2198762446641922,0.21854299306869507,0.14288437366485596,0.39967119693756104,0.30280056595802307,0.9999998807907104,0.23779352009296417,0.14861372113227844,0.14288437366485596,0.15727058053016663
groups,0.18735745549201965,0.1589982509613037,0.16549962759017944,0.23281575739383698,0.24876494705677032,0.29783302545547485,0.23779352009296417,1.0,0.28009143471717834,0.23281575739383698,0.14349548518657684
in,0.5344807505607605,0.2593238651752472,0.17618270218372345,0.4274188280105591,0.27156323194503784,0.4954058527946472,0.24099457263946533,0.22620722651481628,0.26272067427635193,0.4274188280105591,0.20430970191955566
neighboring,0.2410007268190384,0.1133442223072052,0.05897696688771248,0.20317400991916656,0.2621488869190216,0.29547446966171265,0.18415379524230957,0.31816399097442627,0.24157433211803436,0.20317400991916656,0.05513705313205719
pakistan,0.18051078915596008,0.13211274147033691,0.13755105435848236,0.16445404291152954,0.28377315402030945,0.2796770930290222,0.24724024534225464,0.22626984119415283,0.1376134157180786,0.16445404291152954,0.1329864263534546
.,0.41390106081962585,0.35288307070732117,0.2751289904117584,0.41536515951156616,0.23718272149562836,0.588965117931366,0.23880675435066223,0.2408272922039032,0.2866859436035156,0.41536515951156616,0.4130953550338745
