,where,was,tesla,'s,laboratory,established,?
united,0.23721055686473846,0.31727492809295654,0.1552019715309143,-0.03853745758533478,0.28453749418258667,0.23238983750343323,0.17266890406608582
states,0.24649012088775635,0.2847922146320343,0.17635658383369446,-0.004298824816942215,0.2570270001888275,0.23627129197120667,0.16272737085819244
",",0.3149496018886566,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.23480524122714996,0.22739723324775696,0.31091248989105225
and,0.43859338760375977,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.22443610429763794,0.2369968742132187,0.20544172823429108
established,0.16059793531894684,0.26515325903892517,0.14575746655464172,-0.05163693428039551,0.18633389472961426,0.9999998807907104,0.15917523205280304
his,0.29880598187446594,0.4405253231525421,0.1580733060836792,0.047556519508361816,0.19819805026054382,0.18046686053276062,0.18075084686279297
south,0.2539864182472229,0.2792486846446991,0.11634603887796402,0.06268392503261566,0.09996694326400757,0.18483494222164154,0.12336621433496475
fifth,0.18818055093288422,0.3496854901313782,0.12238476425409317,0.1189347356557846,0.07158536463975906,0.11673350632190704,0.13128890097141266
avenue,0.17533548176288605,0.19987185299396515,0.1154039055109024,0.09186780452728271,0.16801945865154266,0.1529560685157776,0.06327427178621292
laboratory,0.24821273982524872,0.24070261418819427,0.3209504187107086,0.00510451290756464,1.0,0.18633389472961426,0.07445509731769562
",",0.3149496018886566,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.23480524122714996,0.22739723324775696,0.31091248989105225
and,0.43859338760375977,0.3740963041782379,0.19560420513153076,0.06895173341035843,0.22443610429763794,0.2369968742132187,0.20544172823429108
later,0.2942849397659302,0.5684447288513184,0.1893843412399292,0.05591587722301483,0.2458467334508896,0.25740846991539,0.1417175978422165
another,0.42079871892929077,0.34961897134780884,0.1668986827135086,0.026405371725559235,0.1790301501750946,0.1605229526758194,0.295511931180954
at,0.4402937591075897,0.36707764863967896,0.16552478075027466,-0.08481216430664062,0.2700659930706024,0.211637482047081,0.21978627145290375
46,0.2767350673675537,0.140107661485672,0.2623067796230316,-0.0630774199962616,0.2501150369644165,0.2021368443965912,0.042453374713659286
e.,0.016833506524562836,0.04124482721090317,-0.0135305505245924,-0.06661205738782883,0.08586516231298447,0.054696645587682724,0.04848470166325569
houston,0.20381973683834076,0.31953680515289307,0.18676048517227173,-0.061052944511175156,0.19568076729774475,0.10470787435770035,0.14217448234558105
street,0.2266174852848053,0.21281053125858307,0.15601496398448944,0.06000900641083717,0.15843816101551056,0.14314499497413635,0.07315441966056824
",",0.3149496018886566,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.23480524122714996,0.22739723324775696,0.31091248989105225
in,0.5344807505607605,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.2533527612686157,0.3118882477283478,0.20430970191955566
new,0.26026442646980286,0.2748313844203949,0.15999311208724976,-0.008355522528290749,0.20390251278877258,0.21703021228313446,0.14782847464084625
york,0.21910661458969116,0.2746913433074951,0.15629629790782928,-0.02817569300532341,0.17925597727298737,0.19488133490085602,0.15262620151042938
.,0.41390106081962585,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.21163994073867798,0.23771190643310547,0.4130953550338745
