,other,than,land,laws,",",what,else,were,the,californios,dissatisfied,with,?
cow,0.1912534385919571,0.11874458193778992,0.2001885175704956,0.2050388902425766,0.2281271368265152,0.20010283589363098,0.16208842396736145,0.1240699514746666,0.15861596167087555,0.15142036974430084,0.12793543934822083,0.12422524392604828,0.17381127178668976
counties,0.23910102248191833,0.1535879522562027,0.20546002686023712,0.27400022745132446,0.2766191363334656,0.18263769149780273,0.1173885241150856,0.23248808085918427,0.23370873928070068,0.1622675508260727,0.17181697487831116,0.17983654141426086,0.09521792083978653
'',0.021007593721151352,0.03252623230218887,-0.007173419930040836,0.05879716947674751,-0.037358131259679794,0.08143015950918198,-0.0641096830368042,0.007215402089059353,0.041273195296525955,0.01597749814391136,-0.03772149980068207,0.07907696813344955,0.018684765323996544
of,0.38583824038505554,0.33036211133003235,0.3057127296924591,0.2539142072200775,0.4946078956127167,0.33290785551071167,0.1318979412317276,0.34038281440734863,0.733189046382904,0.25518128275871277,0.3011750876903534,0.41827285289764404,0.1826142966747284
southern,0.22025135159492493,0.16775213181972504,0.25394871830940247,0.17411479353904724,0.2795628309249878,0.18679563701152802,0.13437920808792114,0.21199744939804077,0.3282862603664398,0.31217095255851746,0.12274621427059174,0.18574869632720947,0.11225555837154388
california,0.19346874952316284,0.17079950869083405,0.15137773752212524,0.14587156474590302,0.2704589068889618,0.1811584085226059,0.0663122609257698,0.11519664525985718,0.2750805914402008,0.9074768424034119,0.10540738701820374,0.1391957849264145,0.1409905105829239
attempted,0.16377799212932587,0.11992506682872772,0.1356654167175293,0.23985135555267334,0.24146170914173126,0.16848506033420563,0.13638073205947876,0.23902763426303864,0.2688039243221283,0.10696856677532196,0.20988692343235016,0.21191240847110748,0.11123745888471603
three,0.35207873582839966,0.3105981945991516,0.18127861618995667,0.20802350342273712,0.3347506821155548,0.24888746440410614,0.08471457660198212,0.38429051637649536,0.43452659249305725,0.23989246785640717,0.18065638840198517,0.35964319109916687,0.20928427577018738
times,0.28404101729393005,0.34413233399391174,0.1410026103258133,0.20627649128437042,0.2897866368293762,0.21414996683597565,0.1923970729112625,0.23779702186584473,0.29093852639198303,0.13206222653388977,0.20403024554252625,0.3026435673236847,0.18880689144134521
in,0.39989137649536133,0.3270052373409271,0.22871792316436768,0.2591988444328308,0.5201468467712402,0.30808621644973755,0.22759012877941132,0.3815755248069763,0.6662389636039734,0.2472102791070938,0.23298972845077515,0.4080928862094879,0.20430970191955566
the,0.44152235984802246,0.3227543234825134,0.28587454557418823,0.2587076723575592,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.3906462490558624,1.0,0.28861939907073975,0.28091561794281006,0.4223487675189972,0.22068053483963013
1850s,0.36522814631462097,0.35410064458847046,0.24051426351070404,0.28475478291511536,0.35826677083969116,0.4903399646282196,0.47568657994270325,0.2506040334701538,0.3501615524291992,0.17909696698188782,0.2593829035758972,0.3128417134284973,0.45955878496170044
to,0.4193183183670044,0.3192550539970398,0.2885280251502991,0.2910608649253845,0.44245919585227966,0.455847829580307,0.36551961302757263,0.31913647055625916,0.535392165184021,0.20502883195877075,0.26055023074150085,0.4239959120750427,0.29463258385658264
achieve,0.19512556493282318,0.31216931343078613,0.19980493187904358,0.22535285353660583,0.17202849686145782,0.2524374723434448,0.19932673871517181,0.1543014496564865,0.23965083062648773,0.17293652892112732,0.22777195274829865,0.22856736183166504,0.17526866495609283
a,0.2806335389614105,0.3126874566078186,0.247930645942688,0.1722979098558426,0.427140474319458,0.3320399522781372,0.22029639780521393,0.17203083634376526,0.5829201340675354,0.2747225761413574,0.21467028558254242,0.3783375024795532,0.23916715383529663
separate,0.41537147760391235,0.27558332681655884,0.1498863697052002,0.2382258027791977,0.2999747693538666,0.33215096592903137,0.16234293580055237,0.3257561922073364,0.3612915575504303,0.13439030945301056,0.1754569560289383,0.29082512855529785,0.16835719347000122
statehood,0.2028251439332962,0.2155543565750122,0.1921084076166153,0.36479154229164124,0.2897523045539856,0.28968217968940735,0.19666597247123718,0.19645939767360687,0.30020198225975037,0.22199536859989166,0.29756632447242737,0.11309412866830826,0.22488634288311005
or,0.5325124859809875,0.5002588033676147,0.17952218651771545,0.2778708338737488,0.3769497275352478,0.33867141604423523,0.3894272446632385,0.3389680087566376,0.4174870550632477,0.16840361058712006,0.1387493759393692,0.38158315420150757,0.32389625906944275
territorial,0.23371949791908264,0.15407000482082367,0.32776638865470886,0.3037235736846924,0.2575375437736511,0.21081089973449707,0.1914520114660263,0.1739758998155594,0.3039662539958954,0.10640805214643478,0.18270574510097504,0.18444287776947021,0.10118355602025986
status,0.20979522168636322,0.16353335976600647,0.14730288088321686,0.24341508746147156,0.2404196411371231,0.1975356787443161,0.21298566460609436,0.15414895117282867,0.23601171374320984,0.15363816916942596,0.20025666058063507,0.12184803932905197,0.16403266787528992
separate,0.41537147760391235,0.27558332681655884,0.1498863697052002,0.2382258027791977,0.2999747693538666,0.33215096592903137,0.16234293580055237,0.3257561922073364,0.3612915575504303,0.13439030945301056,0.1754569560289383,0.29082512855529785,0.16835719347000122
from,0.30141791701316833,0.2633618414402008,0.21997374296188354,0.24255718290805817,0.39760664105415344,0.2737620174884796,0.17752891778945923,0.29991888999938965,0.40150508284568787,0.22241254150867462,0.18279998004436493,0.26272761821746826,0.19969791173934937
northern,0.2566784620285034,0.17106010019779205,0.26193469762802124,0.17845474183559418,0.29473260045051575,0.19332477450370789,0.1463538408279419,0.17930571734905243,0.3422943353652954,0.20478062331676483,0.08462372422218323,0.18022236227989197,0.13149388134479523
california,0.19346874952316284,0.17079950869083405,0.15137773752212524,0.14587156474590302,0.2704589068889618,0.1811584085226059,0.0663122609257698,0.11519664525985718,0.2750805914402008,0.9074768424034119,0.10540738701820374,0.1391957849264145,0.1409905105829239
.,0.41511186957359314,0.3594527542591095,0.259204238653183,0.2222834676504135,0.6812511086463928,0.3567904531955719,0.30548352003097534,0.3378238379955292,0.5934505462646484,0.2875785827636719,0.2514351010322571,0.4446153938770294,0.4130953550338745
