,approximately,how,many,items,are,in,the,v,&,a,'s,textiles,collection,?
all,0.31132447719573975,0.3725806474685669,0.5443700551986694,0.35547971725463867,0.5343062281608582,0.3335905969142914,0.4860881567001343,0.13731379806995392,0.18021400272846222,0.2696802616119385,0.03181743621826172,0.1769951432943344,0.2583276331424713,0.29575422406196594
populated,0.34030967950820923,0.1526753008365631,0.26790016889572144,0.18526719510555267,0.3164038062095642,0.3159521818161011,0.33048298954963684,0.05809516832232475,0.05040525272488594,0.22658881545066833,-0.025941722095012665,0.22129109501838684,0.17230242490768433,0.20106194913387299
continents,0.26003408432006836,0.19737280905246735,0.3435114920139313,0.22126998007297516,0.31132277846336365,0.2691466808319092,0.3213147521018982,0.08224298059940338,0.032397691160440445,0.15901458263397217,0.15938495099544525,0.19576191902160645,0.18265976011753082,0.14156782627105713
are,0.28388988971710205,0.311818927526474,0.5655534863471985,0.3372188210487366,1.0,0.3841303884983063,0.40399202704429626,0.07239489257335663,0.17888472974300385,0.265255331993103,-0.008927806280553341,0.2753138542175293,0.22862131893634796,0.24591213464736938
represented,0.25098201632499695,0.16157718002796173,0.20285002887248993,0.10743652284145355,0.25353574752807617,0.33309870958328247,0.3256146013736725,0.13714782893657684,0.07141020148992538,0.3039659857749939,0.09158138185739517,0.09233018755912781,0.1968824714422226,0.11276352405548096
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.21073096990585327,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.26673367619514465,0.2277175933122635,0.31091248989105225
dating,0.21222923696041107,0.1927265226840973,0.2347424179315567,0.19424866139888763,0.1769600808620453,0.2300887107849121,0.23401090502738953,0.03615359961986542,0.08294995874166489,0.18985961377620697,-0.07326678186655045,0.22140759229660034,0.18527427315711975,0.1135709211230278
from,0.302482545375824,0.22939439117908478,0.33099696040153503,0.22521184384822845,0.2674213647842407,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,-0.01936490088701248,0.21983686089515686,0.2754948139190674,0.19969791173934937
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.23580949008464813,0.40399202704429626,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.26939645409584045,0.25281965732574463,0.22068053483963013
1st,0.21199527382850647,0.2490033507347107,0.1638202965259552,0.02768024429678917,0.11071398854255676,0.25422170758247375,0.2525756061077118,0.08536887168884277,0.1968456655740738,0.19251465797424316,-0.007647468242794275,0.10338198393583298,0.14563968777656555,0.2033112645149231
century,0.17752541601657867,0.1569085419178009,0.3132779002189636,0.19323131442070007,0.217155322432518,0.3174034655094147,0.3617299497127533,0.07531309127807617,0.1201460063457489,0.19417014718055725,-0.0005286295781843364,0.36113661527633667,0.2717791497707367,0.1026201918721199
ad,0.2282377928495407,0.11213856190443039,0.11962909996509552,0.13039128482341766,0.11269818991422653,0.1957923024892807,0.24233382940292358,0.16219553351402283,0.07509695738554001,0.1853104531764984,-0.026603031903505325,0.18952348828315735,0.10016218572854996,0.20824462175369263
to,0.27967149019241333,0.44169697165489197,0.40243685245513916,0.3191612660884857,0.3504326641559601,0.45010748505592346,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.03782717138528824,0.25099560618400574,0.15417452156543732,0.29463258385658264
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.23580949008464813,0.40399202704429626,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.26939645409584045,0.25281965732574463,0.22068053483963013
present,0.20949971675872803,0.17780441045761108,0.14346416294574738,0.14186568558216095,0.20985287427902222,0.23905439674854279,0.2829846143722534,0.15913373231887817,0.0991305410861969,0.14277903735637665,0.010861009359359741,0.16969351470470428,0.1550484299659729,0.21759982407093048
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.21073096990585327,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.26673367619514465,0.2277175933122635,0.31091248989105225
this,0.26554980874061584,0.45272302627563477,0.43532639741897583,0.31618455052375793,0.35762670636177063,0.45205554366111755,0.6274310946464539,0.20022960007190704,0.10073830187320709,0.5422310829162598,0.02106832154095173,0.24281571805477142,0.2634904980659485,0.3155723512172699
is,0.2724578380584717,0.22544461488723755,0.2649032473564148,0.24396629631519318,0.5330929756164551,0.5394441485404968,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.02396530658006668,0.20650741457939148,0.21135231852531433,0.22961433231830597
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.23580949008464813,0.40399202704429626,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.26939645409584045,0.25281965732574463,0.22068053483963013
largest,0.3624786138534546,0.08743762224912643,0.23644231259822845,0.14552421867847443,0.23992078006267548,0.3017216920852661,0.3757036626338959,0.06051240116357803,0.13004033267498016,0.24042341113090515,-0.02050611935555935,0.2554835379123688,0.22454601526260376,0.12401245534420013
such,0.17027804255485535,0.307365357875824,0.5649948120117188,0.3291822075843811,0.4654397666454315,0.2704046070575714,0.3575236201286316,0.11022654175758362,0.1514441817998886,0.2706976532936096,0.05073437839746475,0.3171910345554352,0.2619282305240631,0.17851735651493073
collection,0.15115109086036682,0.11592676490545273,0.24966391921043396,0.38827261328697205,0.22862131893634796,0.23004686832427979,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.003388406243175268,0.24477313458919525,0.9999998807907104,0.20069393515586853
in,0.3145860731601715,0.2601168751716614,0.41474202275276184,0.2189844399690628,0.3841303884983063,1.0,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,-0.037580832839012146,0.2786903977394104,0.23004686832427979,0.20430970191955566
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.23580949008464813,0.40399202704429626,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,-0.01540423184633255,0.26939645409584045,0.25281965732574463,0.22068053483963013
world,0.2201811820268631,0.25969967246055603,0.3418862819671631,0.22287340462207794,0.22463127970695496,0.3038199245929718,0.33604270219802856,0.06254376471042633,0.15911176800727844,0.22239887714385986,0.11877062171697617,0.1856795847415924,0.1882934868335724,0.17579582333564758
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.23707115650177002,0.3452940285205841,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,-0.003708066651597619,0.24163475632667542,0.2516246736049652,0.4130953550338745
