,how,old,are,the,fossils,found,that,represent,ctenophhores,?
represent,0.2381424456834793,0.1871633380651474,0.3746086657047272,0.3288072943687439,0.23489755392074585,0.2021806240081787,0.31693750619888306,1.0,0.2626282572746277,0.1972627341747284
ctenophores,0.2594645917415619,0.1391923427581787,0.35426098108291626,0.2543465793132782,0.5183635354042053,0.32198694348335266,0.3005664348602295,0.26890915632247925,0.9519769549369812,0.2054179310798645
",",0.22659391164779663,0.26524028182029724,0.4062570035457611,0.4933079481124878,0.21695511043071747,0.27385151386260986,0.4137537479400635,0.26053929328918457,0.28010106086730957,0.31091248989105225
apparently,0.34855177998542786,0.24290400743484497,0.23020438849925995,0.27692100405693054,0.26656341552734375,0.2703741490840912,0.45604047179222107,0.16628143191337585,0.3051844537258148,0.3236613869667053
with,0.3525622487068176,0.20720098912715912,0.38996943831443787,0.4223487675189972,0.16163332760334015,0.2364431470632553,0.4154358208179474,0.255270391702652,0.2008453905582428,0.2433311939239502
no,0.2603875398635864,0.14675575494766235,0.2432553917169571,0.3461136817932129,0.14432072639465332,0.18801116943359375,0.41830796003341675,0.16814309358596802,0.1900186836719513,0.32165053486824036
tentacles,0.2421608567237854,0.11197401583194733,0.3209848701953888,0.24109509587287903,0.3400595784187317,0.15879622101783752,0.2598695456981659,0.14671148359775543,0.5262011885643005,0.15145425498485565
but,0.43101516366004944,0.21863391995429993,0.47990062832832336,0.4859698414802551,0.2830428183078766,0.32550859451293945,0.7244205474853516,0.27932146191596985,0.2638571262359619,0.27921953797340393
many,0.4425291419029236,0.2612006664276123,0.5655534863471985,0.4335206151008606,0.29095715284347534,0.27700337767601013,0.5391656160354614,0.25196078419685364,0.28577107191085815,0.2124512493610382
more,0.4319567084312439,0.1680077612400055,0.4066504240036011,0.39758381247520447,0.19407662749290466,0.23245514929294586,0.4813884496688843,0.23556779325008392,0.23559953272342682,0.27894994616508484
comb-rows,0.3049473762512207,0.18364007771015167,0.35602062940597534,0.27182552218437195,0.260189026594162,0.22986555099487305,0.29044416546821594,0.32726791501045227,0.316129207611084,0.2980233430862427
than,0.29763275384902954,0.17871636152267456,0.39206281304359436,0.3227543234825134,0.2119034081697464,0.21039707958698273,0.4891277849674225,0.26018619537353516,0.1811968982219696,0.24917294085025787
modern,0.15316444635391235,0.3061637878417969,0.21159417927265167,0.3283970355987549,0.28369659185409546,0.16013142466545105,0.24473170936107635,0.22010603547096252,0.2532983422279358,0.12475407868623734
forms,0.17325511574745178,0.17066001892089844,0.32807791233062744,0.2950737178325653,0.29245030879974365,0.21121713519096375,0.31152746081352234,0.3204195499420166,0.34230467677116394,0.1196754202246666
",",0.22659391164779663,0.26524028182029724,0.4062570035457611,0.4933079481124878,0.21695511043071747,0.27385151386260986,0.4137537479400635,0.26053929328918457,0.28010106086730957,0.31091248989105225
have,0.4370637536048889,0.21096763014793396,0.6577680706977844,0.40389683842658997,0.31919050216674805,0.32803434133529663,0.6182622313499451,0.36942538619041443,0.35351237654685974,0.32991164922714233
been,0.26456597447395325,0.26078689098358154,0.4703826308250427,0.3563927710056305,0.26965126395225525,0.3022008240222931,0.4152003228664398,0.22286899387836456,0.19917473196983337,0.24354910850524902
found,0.12975606322288513,0.18667027354240417,0.2740558087825775,0.3452354073524475,0.44371047616004944,0.9999999403953552,0.29063743352890015,0.2021806240081787,0.33952125906944275,0.16790300607681274
in,0.2601168751716614,0.2865324318408966,0.3841303884983063,0.6662389636039734,0.2852701246738434,0.39141854643821716,0.435920387506485,0.29122525453567505,0.22384461760520935,0.20430970191955566
lagerstätten,0.22545966506004333,0.2542526423931122,0.3363783657550812,0.3344047963619232,0.6040382385253906,0.4051657021045685,0.2953657805919647,0.25502756237983704,0.4671984910964966,0.2321130633354187
as,0.33782753348350525,0.24722114205360413,0.3826591968536377,0.48381632566452026,0.22297149896621704,0.20543651282787323,0.4735107421875,0.28808435797691345,0.2678484320640564,0.27043893933296204
far,0.3041025996208191,0.15159477293491364,0.30228713154792786,0.38564538955688477,0.24652940034866333,0.2330441027879715,0.34760522842407227,0.16051651537418365,0.16761237382888794,0.2170870453119278
back,0.2557322680950165,0.22640980780124664,0.18491026759147644,0.3612101674079895,0.22244764864444733,0.19299741089344025,0.34040841460227966,0.1945888251066208,0.16070401668548584,0.2397768795490265
as,0.33782753348350525,0.24722114205360413,0.3826591968536377,0.48381632566452026,0.22297149896621704,0.20543651282787323,0.4735107421875,0.28808435797691345,0.2678484320640564,0.27043893933296204
the,0.33890387415885925,0.31849798560142517,0.40399202704429626,1.0,0.2495197057723999,0.3452354073524475,0.5473989248275757,0.3288072943687439,0.28400054574012756,0.22068053483963013
early,0.2415190190076828,0.2939879298210144,0.21465954184532166,0.34442198276519775,0.2645024359226227,0.1977369338274002,0.29580917954444885,0.21808460354804993,0.24925878643989563,0.15272949635982513
cambrian,0.1657557636499405,0.21847067773342133,0.1963662952184677,0.2575351595878601,0.5108596682548523,0.1903088092803955,0.2572137713432312,0.1920628547668457,0.4342712163925171,0.10118120908737183
",",0.22659391164779663,0.26524028182029724,0.4062570035457611,0.4933079481124878,0.21695511043071747,0.27385151386260986,0.4137537479400635,0.26053929328918457,0.28010106086730957,0.31091248989105225
about,0.44264400005340576,0.2740228772163391,0.36165615916252136,0.37995871901512146,0.2782515585422516,0.2971428334712982,0.4500710964202881,0.1809646636247635,0.2462378293275833,0.302409827709198
515,0.07345414906740189,0.11226841062307358,0.24728924036026,0.3182307779788971,0.2103787511587143,0.1751323938369751,0.18351644277572632,0.15566129982471466,0.31245556473731995,0.06722166389226913
million,0.21114659309387207,0.2500693202018738,0.21881309151649475,0.277012437582016,0.3239833414554596,0.14410199224948883,0.2637370228767395,0.15763814747333527,0.20562158524990082,0.23092924058437347
years,0.21949264407157898,0.4551808536052704,0.17491404712200165,0.2912273406982422,0.33178845047950745,0.21100080013275146,0.27599525451660156,0.20303316414356232,0.23372897505760193,0.1914375126361847
ago,0.3028433620929718,0.3357829749584198,0.2402445375919342,0.23063679039478302,0.4381564259529114,0.25708508491516113,0.3563132584095001,0.1635560542345047,0.2887974679470062,0.2202194780111313
.,0.3287222981452942,0.32390445470809937,0.3452940285205841,0.5934505462646484,0.2062237411737442,0.3618174195289612,0.4460422694683075,0.22431740164756775,0.27223441004753113,0.4130953550338745
,how,old,are,the,fossils,found,that,represent,ctenophhores,?
a,0.29312583804130554,0.2846200466156006,0.265255331993103,0.5829201340675354,0.20956139266490936,0.2869448959827423,0.47537946701049805,0.2923792004585266,0.2557328939437866,0.23916715383529663
recent,0.2783147990703583,0.22404745221138,0.2818499803543091,0.31046223640441895,0.2856636941432953,0.1790943592786789,0.3408474624156952,0.17956511676311493,0.295504093170166,0.2544887959957123
molecular,0.2647314667701721,0.10595262050628662,0.2298266738653183,0.23136529326438904,0.334759384393692,0.21719475090503693,0.2576657831668854,0.1905667930841446,0.4205728769302368,0.1327144205570221
phylogenetics,0.26813966035842896,0.0641695111989975,0.23813652992248535,0.1787722408771515,0.42146769165992737,0.22021587193012238,0.24896284937858582,0.18943585455417633,0.5676310658454895,0.2129790335893631
analysis,0.289559006690979,0.0868748128414154,0.232616126537323,0.24241644144058228,0.2836708128452301,0.20896293222904205,0.34139660000801086,0.25697311758995056,0.3804227113723755,0.15352053940296173
concluded,0.19403867423534393,0.030214905738830566,0.17746682465076447,0.3024786412715912,0.33929896354675293,0.21373553574085236,0.376585453748703,0.2039514034986496,0.3314319849014282,0.13595789670944214
that,0.557814359664917,0.2827931344509125,0.45265161991119385,0.5473989248275757,0.29984185099601746,0.29063743352890015,1.0,0.31693750619888306,0.3203459680080414,0.32716336846351624
the,0.33890387415885925,0.31849798560142517,0.40399202704429626,1.0,0.2495197057723999,0.3452354073524475,0.5473989248275757,0.3288072943687439,0.28400054574012756,0.22068053483963013
common,0.17140580713748932,0.27520090341567993,0.3463647663593292,0.2705984115600586,0.2432733029127121,0.2702949643135071,0.2786630392074585,0.2696710526943207,0.33359748125076294,0.20434872806072235
ancestor,0.1517612189054489,0.2768750786781311,0.20168296992778778,0.2142530232667923,0.37232068181037903,0.20604059100151062,0.2760840356349945,0.2795487940311432,0.3570185899734497,0.14805565774440765
of,0.2480744868516922,0.30522194504737854,0.39081433415412903,0.733189046382904,0.2560483515262604,0.2982911467552185,0.41498205065727234,0.40416419506073,0.2969971299171448,0.1826142966747284
all,0.3725806474685669,0.2080867439508438,0.5343062281608582,0.4860881567001343,0.21508847177028656,0.24743787944316864,0.53305584192276,0.32074904441833496,0.2931727170944214,0.29575422406196594
modern,0.15316444635391235,0.3061637878417969,0.21159417927265167,0.3283970355987549,0.28369659185409546,0.16013142466545105,0.24473170936107635,0.22010603547096252,0.2532983422279358,0.12475407868623734
ctenophores,0.2594645917415619,0.1391923427581787,0.35426098108291626,0.2543465793132782,0.5183635354042053,0.32198694348335266,0.3005664348602295,0.26890915632247925,0.9519769549369812,0.2054179310798645
was,0.16678167879581451,0.2867572605609894,0.3076191842556,0.48711544275283813,0.14649035036563873,0.18447895348072052,0.33670201897621155,0.1853761374950409,0.12123984843492508,0.18412111699581146
cydippid-like,0.36008432507514954,0.26377031207084656,0.37220892310142517,0.35584965348243713,0.3565722107887268,0.29525187611579895,0.40024492144584656,0.2852211594581604,0.5638433694839478,0.26385825872421265
",",0.22659391164779663,0.26524028182029724,0.4062570035457611,0.4933079481124878,0.21695511043071747,0.27385151386260986,0.4137537479400635,0.26053929328918457,0.28010106086730957,0.31091248989105225
and,0.33647966384887695,0.29022282361984253,0.48576638102531433,0.5171257257461548,0.23379240930080414,0.27978911995887756,0.4731321930885315,0.2796897888183594,0.25314363837242126,0.20544172823429108
that,0.557814359664917,0.2827931344509125,0.45265161991119385,0.5473989248275757,0.29984185099601746,0.29063743352890015,1.0,0.31693750619888306,0.3203459680080414,0.32716336846351624
all,0.3725806474685669,0.2080867439508438,0.5343062281608582,0.4860881567001343,0.21508847177028656,0.24743787944316864,0.53305584192276,0.32074904441833496,0.2931727170944214,0.29575422406196594
the,0.33890387415885925,0.31849798560142517,0.40399202704429626,1.0,0.2495197057723999,0.3452354073524475,0.5473989248275757,0.3288072943687439,0.28400054574012756,0.22068053483963013
modern,0.15316444635391235,0.3061637878417969,0.21159417927265167,0.3283970355987549,0.28369659185409546,0.16013142466545105,0.24473170936107635,0.22010603547096252,0.2532983422279358,0.12475407868623734
groups,0.18221695721149445,0.10078418999910355,0.41374143958091736,0.27790749073028564,0.21158255636692047,0.179585799574852,0.2701875567436218,0.25200292468070984,0.3303720951080322,0.14349548518657684
appeared,0.16278916597366333,0.22394250333309174,0.20065969228744507,0.30265679955482483,0.2509162724018097,0.21357440948486328,0.23015998303890228,0.22017192840576172,0.23202991485595703,0.1384376585483551
relatively,0.33017563819885254,0.15049967169761658,0.3542642295360565,0.33481109142303467,0.35760048031806946,0.27617207169532776,0.3896230161190033,0.2367706298828125,0.3615429699420929,0.1281091868877411
recently,0.24310024082660675,0.28304556012153625,0.33520767092704773,0.2774651348590851,0.2502363920211792,0.18462014198303223,0.4045799970626831,0.16626004874706268,0.2137656807899475,0.18352322280406952
",",0.22659391164779663,0.26524028182029724,0.4062570035457611,0.4933079481124878,0.21695511043071747,0.27385151386260986,0.4137537479400635,0.26053929328918457,0.28010106086730957,0.31091248989105225
probably,0.3665387034416199,0.16769586503505707,0.28501585125923157,0.3722526729106903,0.3489377796649933,0.27783241868019104,0.47973746061325073,0.14911699295043945,0.33943942189216614,0.3524723947048187
after,0.23871733248233795,0.2722609341144562,0.19438853859901428,0.4565047025680542,0.11988725513219833,0.18869371712207794,0.373811811208725,0.1420329064130783,0.1703168898820877,0.16608688235282898
the,0.33890387415885925,0.31849798560142517,0.40399202704429626,1.0,0.2495197057723999,0.3452354073524475,0.5473989248275757,0.3288072943687439,0.28400054574012756,0.22068053483963013
cretaceous–paleogene,0.21520420908927917,0.1537265181541443,0.2353128343820572,0.3062284290790558,0.6738667488098145,0.3513530194759369,0.31192901730537415,0.24506421387195587,0.5296217203140259,0.20868074893951416
extinction,0.21304452419281006,0.07780730724334717,0.19723588228225708,0.26832786202430725,0.49842455983161926,0.19164897501468658,0.3000577688217163,0.20171447098255157,0.4299120604991913,0.17184245586395264
event,0.1736278086900711,0.12037393450737,0.1376582384109497,0.2960145175457001,0.2817508280277252,0.13157783448696136,0.3453879952430725,0.222857266664505,0.2045510858297348,0.16076280176639557
66,-0.06321986764669418,0.046073444187641144,-0.10484620928764343,-0.01815365068614483,0.0017124754376709461,-0.027114326134324074,-0.041402418166399,-0.06663127988576889,-0.026477159932255745,-0.056611161679029465
million,0.21114659309387207,0.2500693202018738,0.21881309151649475,0.277012437582016,0.3239833414554596,0.14410199224948883,0.2637370228767395,0.15763814747333527,0.20562158524990082,0.23092924058437347
years,0.21949264407157898,0.4551808536052704,0.17491404712200165,0.2912273406982422,0.33178845047950745,0.21100080013275146,0.27599525451660156,0.20303316414356232,0.23372897505760193,0.1914375126361847
ago,0.3028433620929718,0.3357829749584198,0.2402445375919342,0.23063679039478302,0.4381564259529114,0.25708508491516113,0.3563132584095001,0.1635560542345047,0.2887974679470062,0.2202194780111313
.,0.3287222981452942,0.32390445470809937,0.3452940285205841,0.5934505462646484,0.2062237411737442,0.3618174195289612,0.4460422694683075,0.22431740164756775,0.27223441004753113,0.4130953550338745
