,what,is,one,condition,that,an,element,p,of,r,must,satisfy,in,order,to,be,considered,a,prime,element,?
zero,0.2301647663116455,0.21958836913108826,0.2857370376586914,0.21391244232654572,0.3027239143848419,0.20065678656101227,0.29983440041542053,0.10088714212179184,0.20139671862125397,0.17662352323532104,0.3029436469078064,0.2711356282234192,0.15261036157608032,0.12298571318387985,0.2340279519557953,0.22941190004348755,0.2667229473590851,0.24872185289859772,0.2576468586921692,0.29983440041542053,0.16971594095230103
nor,0.33353856205940247,0.21989871561527252,0.26543405652046204,0.24614569544792175,0.38310906291007996,0.18121276795864105,0.21488729119300842,0.14490358531475067,0.19705849885940552,0.024120084941387177,0.33139723539352417,0.3294563293457031,0.22536039352416992,0.12106714397668839,0.29058706760406494,0.3314928710460663,0.2445926070213318,0.24612422287464142,0.128061443567276,0.21488729119300842,0.2602383494377136
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.28835010528564453,0.47537946701049805,0.44552403688430786,0.3271445333957672,0.15866722166538239,0.5052502155303955,0.2452096939086914,0.3016769587993622,0.1882748305797577,0.539380669593811,0.24138490855693817,0.45503583550453186,0.39883795380592346,0.36109375953674316,1.0,0.17998681962490082,0.3271445333957672,0.23916715383529663
unit,0.175853431224823,0.1913307011127472,0.21058395504951477,0.12954652309417725,0.18498452007770538,0.1805073320865631,0.27981260418891907,0.08538272231817245,0.26649972796440125,0.1260436624288559,0.16538000106811523,0.07160128653049469,0.21935637295246124,0.18155281245708466,0.19828897714614868,0.20246148109436035,0.1830856204032898,0.26746660470962524,0.11494176834821701,0.27981260418891907,0.09069886058568954
(,0.2411840260028839,0.35393038392066956,0.2922096848487854,0.16016486287117004,0.2264307141304016,0.286407470703125,0.1971597820520401,0.28021711111068726,0.35032153129577637,0.24793408811092377,0.20299430191516876,0.16612756252288818,0.3087427020072937,0.1917618215084076,0.30882009863853455,0.2349044382572174,0.22818490862846375,0.3206180930137634,0.21646767854690552,0.1971597820520401,0.40561532974243164
i.e.,0.012638997286558151,0.005189675372093916,-0.057222120463848114,0.10963429510593414,-0.003975445870310068,0.048235949128866196,0.07838644087314606,0.06220455467700958,0.04800353944301605,0.03425484523177147,-0.09199974685907364,0.07425198704004288,0.08286412060260773,0.04590747877955437,-0.003404579358175397,0.024768013507127762,0.05499337241053581,0.03616265580058098,0.12544824182987213,0.07838644087314606,-0.022609230130910873
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.16265787184238434,0.4137537479400635,0.3581022024154663,0.20181523263454437,0.291064590215683,0.4946078956127167,0.22747072577476501,0.2231246829032898,0.19334660470485687,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.39254459738731384,0.32932984828948975,0.427140474319458,0.2565026581287384,0.20181523263454437,0.31091248989105225
does,0.38564667105674744,0.4403602182865143,0.2924913763999939,0.2549469470977783,0.4764937460422516,0.29477936029434204,0.24992139637470245,0.10012779384851456,0.3119818866252899,0.12696172297000885,0.5070070028305054,0.2527441084384918,0.214483380317688,0.25689154863357544,0.4391997456550598,0.28696945309638977,0.24906520545482635,0.38201746344566345,0.19604897499084473,0.24992139637470245,0.338003009557724
not,0.5449194312095642,0.3776007890701294,0.3642125129699707,0.3942917287349701,0.6600887179374695,0.3722182512283325,0.25042957067489624,0.18450647592544556,0.3307090103626251,0.10246633738279343,0.48002883791923523,0.3578874170780182,0.3403114080429077,0.24432697892189026,0.5149973034858704,0.5788898468017578,0.41997629404067993,0.3791346549987793,0.12917746603488922,0.25042957067489624,0.41942933201789856
have,0.39808809757232666,0.3613572418689728,0.4507926106452942,0.30931687355041504,0.6182622313499451,0.22897054255008698,0.2231040596961975,0.10824868083000183,0.3802283704280853,0.11406112462282181,0.4243750274181366,0.3452739119529724,0.36843645572662354,0.2561849355697632,0.4544740617275238,0.5760743618011475,0.30449429154396057,0.338716596364975,0.1710582673549652,0.2231040596961975,0.32991164922714233
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.28835010528564453,0.47537946701049805,0.44552403688430786,0.3271445333957672,0.15866722166538239,0.5052502155303955,0.2452096939086914,0.3016769587993622,0.1882748305797577,0.539380669593811,0.24138490855693817,0.45503583550453186,0.39883795380592346,0.36109375953674316,1.0,0.17998681962490082,0.3271445333957672,0.23916715383529663
multiplicative,0.2836953103542328,0.27585485577583313,0.29649126529693604,0.29825854301452637,0.29215994477272034,0.2411241978406906,0.45697930455207825,0.2641970217227936,0.21724992990493774,0.2843446433544159,0.2988536059856415,0.3875475227832794,0.17892491817474365,0.17314989864826202,0.21954789757728577,0.25459417700767517,0.192220538854599,0.30326369404792786,0.21873736381530762,0.45697930455207825,0.20572884380817413
inverse,0.18740041553974152,0.27327731251716614,0.2723068594932556,0.23643642663955688,0.26740193367004395,0.2124355137348175,0.4219144284725189,0.22754590213298798,0.22207649052143097,0.25494518876075745,0.239691361784935,0.29079973697662354,0.17583106458187103,0.18910527229309082,0.1778864860534668,0.2701859176158905,0.19935443997383118,0.27019181847572327,0.23116394877433777,0.4219144284725189,0.11542194336652756
),0.26259949803352356,0.37732169032096863,0.31658053398132324,0.15360169112682343,0.23478686809539795,0.2873353958129883,0.18885937333106995,0.26532381772994995,0.3680361211299896,0.2419971376657486,0.19068287312984467,0.19798800349235535,0.3326910734176636,0.2052282840013504,0.31236231327056885,0.24578070640563965,0.2430245578289032,0.3640355169773102,0.20705947279930115,0.18885937333106995,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.21314062178134918,0.4731321930885315,0.2838519215583801,0.16833719611167908,0.198231041431427,0.5116966962814331,0.18390944600105286,0.33253467082977295,0.21505236625671387,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.41766801476478577,0.3359341621398926,0.3739250600337982,0.21528048813343048,0.16833719611167908,0.20544172823429108
satisfies,0.33320382237434387,0.25165045261383057,0.2890781760215759,0.386220246553421,0.31689122319221497,0.2183653861284256,0.283754825592041,0.19490313529968262,0.22506923973560333,0.24063538014888763,0.32545387744903564,0.8283705115318298,0.1770900934934616,0.17302130162715912,0.23353587090969086,0.3114326000213623,0.21023063361644745,0.2438277304172516,0.1513243466615677,0.283754825592041,0.3173271417617798
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.27454710006713867,0.5473989248275757,0.4207492768764496,0.2041647583246231,0.16481639444828033,0.733189046382904,0.1519533395767212,0.2713140547275543,0.1686170995235443,0.6662389636039734,0.3284194767475128,0.535392165184021,0.4248143136501312,0.4028765559196472,0.5829201340675354,0.19960100948810577,0.2041647583246231,0.22068053483963013
following,0.2506418824195862,0.21705439686775208,0.3153666853904724,0.17717668414115906,0.3429057002067566,0.28730031847953796,0.15831008553504944,0.09307059645652771,0.3576679527759552,0.11963614076375961,0.16949987411499023,0.22011438012123108,0.355264812707901,0.26139435172080994,0.31711265444755554,0.27440395951271057,0.169228196144104,0.27489006519317627,0.147273987531662,0.15831008553504944,0.1555173695087433
requirement,0.3455283045768738,0.2691333293914795,0.2888958752155304,0.40315404534339905,0.4118568003177643,0.24463318288326263,0.3218747675418854,0.12139229476451874,0.25398141145706177,0.15276622772216797,0.5304656028747559,0.4417857229709625,0.17425359785556793,0.29970094561576843,0.339241087436676,0.3755672872066498,0.29560425877571106,0.27365487813949585,0.1289873868227005,0.3218747675418854,0.3024540841579437
:,-0.12022944539785385,-0.07222653180360794,0.05350891128182411,-0.06345817446708679,-0.12200210988521576,-0.08487251400947571,-0.028815485537052155,-0.025548074394464493,-0.08807745575904846,-0.06164971739053726,-0.10110048204660416,-0.048874568194150925,0.020521078258752823,-0.057803407311439514,-0.09243495017290115,-0.09417453408241272,0.0004551890306174755,-0.0007584693375974894,0.07601520419120789,-0.028815485537052155,-0.07156077772378922
given,0.21883496642112732,0.249215230345726,0.3207673132419586,0.25418946146965027,0.3486595153808594,0.25091034173965454,0.21445025503635406,0.1331670582294464,0.39388060569763184,0.11038075387477875,0.2687784731388092,0.2693757712841034,0.2528568208217621,0.2850513160228729,0.3428947925567627,0.2965909540653229,0.35598024725914,0.3335871398448944,0.14018583297729492,0.21445025503635406,0.2570464313030243
x,0.13783220946788788,0.1738782823085785,0.2038899064064026,0.15999965369701385,0.2282639741897583,0.20501652359962463,0.2400302141904831,0.19367241859436035,0.1708947718143463,0.2370641976594925,0.1944480687379837,0.20713762938976288,0.16749148070812225,0.1274254471063614,0.21431612968444824,0.22865693271160126,0.11419488489627838,0.21952441334724426,0.10484098643064499,0.2400302141904831,0.23304535448551178
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.21314062178134918,0.4731321930885315,0.2838519215583801,0.16833719611167908,0.198231041431427,0.5116966962814331,0.18390944600105286,0.33253467082977295,0.21505236625671387,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.41766801476478577,0.3359341621398926,0.3739250600337982,0.21528048813343048,0.16833719611167908,0.20544172823429108
y,0.1446227878332138,0.15005770325660706,0.16578826308250427,0.16043692827224731,0.1836707890033722,0.14772340655326843,0.15141521394252777,0.245817631483078,0.12763753533363342,0.22619737684726715,0.136244997382164,0.20901444554328918,0.14807109534740448,0.10785878449678421,0.20773886144161224,0.1817682832479477,0.06267699599266052,0.1800517588853836,0.1524459272623062,0.15141521394252777,0.2510884404182434
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.2555321156978607,0.435920387506485,0.2605783939361572,0.16983667016029358,0.10853569954633713,0.5696388483047485,0.15392769873142242,0.18276341259479523,0.19020676612854004,1.0,0.24184700846672058,0.45010748505592346,0.3481820821762085,0.28591203689575195,0.539380669593811,0.18097394704818726,0.16983667016029358,0.20430970191955566
r,0.14495669305324554,0.16748011112213135,0.18569806218147278,0.18404285609722137,0.1240740716457367,0.16103550791740417,0.2402554601430893,0.4023478627204895,0.22769418358802795,1.0,0.11935780942440033,0.23507191240787506,0.15392769873142242,0.09901382029056549,0.1677994728088379,0.11826493591070175,0.05681825801730156,0.2452096939086914,0.09969370812177658,0.2402554601430893,0.16570481657981873
such,0.23989605903625488,0.23545363545417786,0.3596789240837097,0.24851687252521515,0.4479874074459076,0.2025681436061859,0.21334904432296753,0.12065056711435318,0.3209529519081116,0.09780067950487137,0.25305888056755066,0.23633241653442383,0.2704046070575714,0.21846400201320648,0.2871878743171692,0.5239806771278381,0.32339993119239807,0.2706976532936096,0.13806600868701935,0.21334904432296753,0.17851735651493073
that,0.6297725439071655,0.3995479643344879,0.5133185982704163,0.3550138473510742,1.0,0.365763783454895,0.29008960723876953,0.15546166896820068,0.41498205065727234,0.1240740716457367,0.42000943422317505,0.35248446464538574,0.435920387506485,0.2761181890964508,0.5436353087425232,0.6036020517349243,0.37593913078308105,0.47537946701049805,0.18163643777370453,0.29008960723876953,0.32716336846351624
p,0.18586504459381104,0.11757151037454605,0.2361234873533249,0.17419344186782837,0.15546166896820068,0.11000028997659683,0.18992440402507782,1.0,0.18174134194850922,0.4023478627204895,0.11845693737268448,0.20902399718761444,0.10853569954633713,0.08168314397335052,0.14269764721393585,0.12313798069953918,0.0441615991294384,0.15866722166538239,0.17530764639377594,0.18992440402507782,0.20840544998645782
divides,0.20584960281848907,0.3161165714263916,0.29248517751693726,0.17860126495361328,0.2414834052324295,0.16998371481895447,0.21146506071090698,0.1431995928287506,0.3720552325248718,0.07830837368965149,0.1561121642589569,0.18551506102085114,0.29945501685142517,0.13203655183315277,0.22537542879581451,0.18136665225028992,0.20013374090194702,0.30681201815605164,0.22129584848880768,0.21146506071090698,0.11238449811935425
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.27454710006713867,0.5473989248275757,0.4207492768764496,0.2041647583246231,0.16481639444828033,0.733189046382904,0.1519533395767212,0.2713140547275543,0.1686170995235443,0.6662389636039734,0.3284194767475128,0.535392165184021,0.4248143136501312,0.4028765559196472,0.5829201340675354,0.19960100948810577,0.2041647583246231,0.22068053483963013
product,0.2465333193540573,0.2903512120246887,0.24257348477840424,0.26706236600875854,0.34754347801208496,0.24065615236759186,0.3150767982006073,0.22179964184761047,0.19526132941246033,0.17882151901721954,0.23281724750995636,0.31560930609703064,0.17412906885147095,0.1572093367576599,0.24510730803012848,0.30949610471725464,0.2042464166879654,0.26422351598739624,0.20358866453170776,0.3150767982006073,0.19651241600513458
xy,0.13129743933677673,0.19742056727409363,0.2388049066066742,0.17486079037189484,0.23397250473499298,0.12922510504722595,0.30924543738365173,0.19237658381462097,0.15010429918766022,0.1815740466117859,0.18428707122802734,0.23179225623607635,0.20374707877635956,0.17375808954238892,0.15844738483428955,0.18674889206886292,0.09936556220054626,0.2138674110174179,0.15522024035453796,0.30924543738365173,0.22032320499420166
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.16265787184238434,0.4137537479400635,0.3581022024154663,0.20181523263454437,0.291064590215683,0.4946078956127167,0.22747072577476501,0.2231246829032898,0.19334660470485687,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.39254459738731384,0.32932984828948975,0.427140474319458,0.2565026581287384,0.20181523263454437,0.31091248989105225
then,0.4072686731815338,0.24618037045001984,0.35938480496406555,0.22869357466697693,0.455153226852417,0.18823587894439697,0.19023744761943817,0.21893106400966644,0.2937326431274414,0.1094222217798233,0.3702858090400696,0.28203466534614563,0.36253848671913147,0.22572141885757446,0.5203860402107239,0.38089728355407715,0.13687272369861603,0.3970017731189728,0.17920778691768646,0.19023744761943817,0.2884598970413208
p,0.18586504459381104,0.11757151037454605,0.2361234873533249,0.17419344186782837,0.15546166896820068,0.11000028997659683,0.18992440402507782,1.0,0.18174134194850922,0.4023478627204895,0.11845693737268448,0.20902399718761444,0.10853569954633713,0.08168314397335052,0.14269764721393585,0.12313798069953918,0.0441615991294384,0.15866722166538239,0.17530764639377594,0.18992440402507782,0.20840544998645782
divides,0.20584960281848907,0.3161165714263916,0.29248517751693726,0.17860126495361328,0.2414834052324295,0.16998371481895447,0.21146506071090698,0.1431995928287506,0.3720552325248718,0.07830837368965149,0.1561121642589569,0.18551506102085114,0.29945501685142517,0.13203655183315277,0.22537542879581451,0.18136665225028992,0.20013374090194702,0.30681201815605164,0.22129584848880768,0.21146506071090698,0.11238449811935425
x,0.13783220946788788,0.1738782823085785,0.2038899064064026,0.15999965369701385,0.2282639741897583,0.20501652359962463,0.2400302141904831,0.19367241859436035,0.1708947718143463,0.2370641976594925,0.1944480687379837,0.20713762938976288,0.16749148070812225,0.1274254471063614,0.21431612968444824,0.22865693271160126,0.11419488489627838,0.21952441334724426,0.10484098643064499,0.2400302141904831,0.23304535448551178
or,0.33867141604423523,0.41870999336242676,0.4022330939769745,0.3727584481239319,0.4729836881160736,0.3096676766872406,0.2506079077720642,0.1296345591545105,0.3792596757411957,0.12147538363933563,0.43512776494026184,0.26815250515937805,0.3586423695087433,0.29889947175979614,0.38921234011650085,0.5260903835296631,0.35840076208114624,0.48853766918182373,0.12635108828544617,0.2506079077720642,0.32389625906944275
y,0.1446227878332138,0.15005770325660706,0.16578826308250427,0.16043692827224731,0.1836707890033722,0.14772340655326843,0.15141521394252777,0.245817631483078,0.12763753533363342,0.22619737684726715,0.136244997382164,0.20901444554328918,0.14807109534740448,0.10785878449678421,0.20773886144161224,0.1817682832479477,0.06267699599266052,0.1800517588853836,0.1524459272623062,0.15141521394252777,0.2510884404182434
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.17553938925266266,0.4460422694683075,0.3581749200820923,0.24230757355690002,0.2982616722583771,0.5352458953857422,0.27156728506088257,0.27722811698913574,0.26223263144493103,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.4383580684661865,0.29356086254119873,0.50484299659729,0.17658381164073944,0.24230757355690002,0.4130953550338745
