,who,was,the,panthers,',tackle,leader,for,2015,?
the,0.3733934462070465,0.48711544275283813,1.0,0.2602776288986206,0.474788099527359,0.1645001471042633,0.27799519896507263,0.4739971458911896,0.1466771513223648,0.22068053483963013
pro,0.23716162145137787,0.21248771250247955,0.2149612456560135,0.20294983685016632,0.12970347702503204,0.2688415050506592,0.21298812329769135,0.2676255404949188,0.052606672048568726,0.17645101249217987
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.34713199734687805,0.10706733912229538,0.29723793268203735,0.12655285000801086,0.24430087208747864,0.0710686594247818,0.21118052303791046
:,-0.0025186005514115095,0.002802103292196989,-0.03403344005346298,0.08325675874948502,-0.06090058758854866,-0.010635021142661572,0.13722100853919983,-0.02522280067205429,0.08327299356460571,-0.07156077772378922
thomas,0.26103657484054565,0.26629963517189026,0.23505409061908722,0.17461064457893372,0.16858984529972076,0.14937077462673187,0.13242867588996887,0.19489257037639618,0.09675221145153046,0.16133050620555878
davis,0.2547153830528259,0.23191459476947784,0.25552070140838623,0.19226649403572083,0.18871194124221802,0.26608672738075256,0.2155378758907318,0.20754043757915497,-0.09296467900276184,0.17094263434410095
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.2230100929737091,0.3053182065486908,0.20274214446544647,0.23547638952732086,0.5064792633056641,0.015077123418450356,0.20544172823429108
luke,0.2952806353569031,0.15930382907390594,0.22767658531665802,0.19249506294727325,0.18302768468856812,0.16362012922763824,0.2111014723777771,0.1600639671087265,0.07837898284196854,0.07725545018911362
kuechly,0.3713963031768799,0.32569700479507446,0.306910902261734,0.28543418645858765,0.23223285377025604,0.18255643546581268,0.22949889302253723,0.2347632497549057,0.1654721349477768,0.28055086731910706
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.23446570336818695,0.4806240200996399,0.2322828769683838,0.21285216510295868,0.4726039469242096,0.06607602536678314,0.4130953550338745
,who,was,the,panthers,',tackle,leader,for,2015,?
pro,0.23716162145137787,0.21248771250247955,0.2149612456560135,0.20294983685016632,0.12970347702503204,0.2688415050506592,0.21298812329769135,0.2676255404949188,0.052606672048568726,0.17645101249217987
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.34713199734687805,0.10706733912229538,0.29723793268203735,0.12655285000801086,0.24430087208747864,0.0710686594247818,0.21118052303791046
defensive,0.18336546421051025,0.21982474625110626,0.2644767463207245,0.37187400460243225,0.193093404173851,0.5519148707389832,0.15650765597820282,0.2951942980289459,0.011006657965481281,0.1711898148059845
tackle,0.2198176085948944,0.16864433884620667,0.1645001471042633,0.2929748296737671,0.19522349536418915,1.0,0.17221587896347046,0.311522513628006,-0.1146756187081337,0.20533707737922668
kawann,0.21092753112316132,0.2680847942829132,0.2608884871006012,0.19933579862117767,0.24473318457603455,0.217817485332489,0.14443181455135345,0.20466339588165283,-0.07165989279747009,0.19973447918891907
short,0.18928885459899902,0.20147566497325897,0.29603123664855957,0.2301217019557953,0.2533470392227173,0.1774539202451706,0.03649017587304115,0.2793668806552887,0.017980266362428665,0.16194626688957214
led,0.2450801581144333,0.34443995356559753,0.3267505168914795,0.20059871673583984,0.1525333672761917,0.18842807412147522,0.428101122379303,0.2628403306007385,0.1679353564977646,0.09273858368396759
the,0.3733934462070465,0.48711544275283813,1.0,0.2602776288986206,0.474788099527359,0.1645001471042633,0.27799519896507263,0.4739971458911896,0.1466771513223648,0.22068053483963013
team,0.22248858213424683,0.13986483216285706,0.22564226388931274,0.333659291267395,0.23008745908737183,0.25555485486984253,0.23272831737995148,0.25615394115448,-0.009967954829335213,0.11243411153554916
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.2115829735994339,0.4158826768398285,0.19911520183086395,0.22669851779937744,0.4322226941585541,0.0891268327832222,0.20430970191955566
sacks,0.16894300282001495,0.1737009435892105,0.23296904563903809,0.3019881248474121,0.14246787130832672,0.3544894754886627,0.2244478166103363,0.2247573584318161,0.14142829179763794,0.0761517658829689
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.23276561498641968,0.2546919286251068,0.17800575494766235,0.16914516687393188,0.39140474796295166,-0.05818283185362816,0.2433311939239502
11,0.11859084665775299,0.08354385942220688,-0.0219515822827816,-0.007205528672784567,-0.01764361932873726,-0.05259324610233307,-0.050483785569667816,-0.05063733458518982,-0.14060333371162415,-0.04295448586344719
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2494642585515976,0.5178600549697876,0.25377723574638367,0.23893310129642487,0.4464869201183319,0.06568983197212219,0.31091248989105225
while,0.4068111777305603,0.3253832161426544,0.39804592728614807,0.19775532186031342,0.1912580281496048,0.23086920380592346,0.15297728776931763,0.4232339859008789,-0.013383761048316956,0.21076419949531555
also,0.47919341921806335,0.4032125174999237,0.6021018624305725,0.2513844072818756,0.4253612458705902,0.24500471353530884,0.2305959016084671,0.5373267531394958,-0.004504992160946131,0.21848613023757935
forcing,0.3017413914203644,0.12590284645557404,0.31176233291625977,0.12269148975610733,0.1207597628235817,0.19009004533290863,0.16021166741847992,0.2308533489704132,0.09211763739585876,0.19852621853351593
three,0.2491552233695984,0.2748996615409851,0.43452659249305725,0.2735981047153473,0.2094462364912033,0.05382711812853813,0.18501457571983337,0.3032672107219696,0.05434681847691536,0.20928427577018738
fumbles,0.2144661247730255,0.22568732500076294,0.21007823944091797,0.350493848323822,0.17837455868721008,0.4143957495689392,0.2913801968097687,0.2659422755241394,0.05402925983071327,0.1826416552066803
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.2230100929737091,0.3053182065486908,0.20274214446544647,0.23547638952732086,0.5064792633056641,0.015077123418450356,0.20544172823429108
recovering,0.19735199213027954,0.27904412150382996,0.33151477575302124,0.17602668702602386,0.1884884536266327,0.25284966826438904,0.19487163424491882,0.3250366151332855,0.0005668986705131829,0.10804368555545807
two,0.2791741192340851,0.27166637778282166,0.43858039379119873,0.2664221525192261,0.23614099621772766,0.0649290606379509,0.12050534039735794,0.34734001755714417,0.04786928743124008,0.19645625352859497
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.23446570336818695,0.4806240200996399,0.2322828769683838,0.21285216510295868,0.4726039469242096,0.06607602536678314,0.4130953550338745
