,where,was,the,summer,theatre,located,?
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.31081318855285645,0.26776230335235596,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.48711544275283813,1.0,0.2685571610927582,0.25594043731689453,0.407527357339859,0.22068053483963013
inter-war,0.3004276752471924,0.24459849298000336,0.3546973168849945,0.21296828985214233,0.23819439113140106,0.21090510487556458,0.2168840914964676
period,0.17816729843616486,0.2820133864879608,0.3125074505805969,0.2067716419696808,0.2130453735589981,0.12054086476564407,0.18706195056438446
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.269391804933548,0.29216358065605164,0.2678719460964203,0.31091248989105225
the,0.5003893971443176,0.48711544275283813,1.0,0.2685571610927582,0.25594043731689453,0.407527357339859,0.22068053483963013
theatre,0.2170681208372116,0.2824205458164215,0.25594043731689453,0.21918942034244537,1.0,0.18840843439102173,0.1159285232424736
complex,0.27347394824028015,0.15738925337791443,0.25326284766197205,0.0464404858648777,0.19855040311813354,0.2615203857421875,0.17752902209758759
also,0.5413004159927368,0.4032125174999237,0.6021018624305725,0.288154274225235,0.20066715776920319,0.25066080689430237,0.21848613023757935
included,0.18757428228855133,0.3148443400859833,0.3825419843196869,0.17648358643054962,0.11791057884693146,0.24634100496768951,0.14385655522346497
momus,0.18661180138587952,0.23792313039302826,0.26761189103126526,0.17954659461975098,0.19901488721370697,0.14678995311260223,0.23615162074565887
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.269391804933548,0.29216358065605164,0.2678719460964203,0.31091248989105225
warsaw,0.1062634214758873,0.2614976763725281,0.23137180507183075,0.2052324265241623,0.26380211114883423,0.15582799911499023,0.09769917279481888
's,0.0007701900321990252,0.008974763564765453,-0.01540423184633255,-0.004993056878447533,0.041160330176353455,-0.031078986823558807,-0.023395681753754616
first,0.3238157331943512,0.5022147297859192,0.49448907375335693,0.23611345887184143,0.22594355046749115,0.17927506566047668,0.18701928853988647
literary,0.10324560105800629,0.2289194017648697,0.20471718907356262,0.14848239719867706,0.3027908205986023,0.057072609663009644,0.14493726193904877
cabaret,0.2155640423297882,0.2094697654247284,0.21999342739582062,0.3052729368209839,0.4491404592990875,0.10179316997528076,0.15239831805229187
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.269391804933548,0.29216358065605164,0.2678719460964203,0.31091248989105225
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.28653737902641296,0.2638216018676758,0.24183952808380127,0.20544172823429108
leon,0.12661924958229065,0.20790810883045197,0.14508309960365295,0.14124326407909393,0.15985360741615295,0.06093604117631912,0.1691356748342514
schiller,0.17846210300922394,0.2660825848579407,0.27807119488716125,0.159453347325325,0.2791788578033447,0.1064978614449501,0.1644025593996048
's,0.0007701900321990252,0.008974763564765453,-0.01540423184633255,-0.004993056878447533,0.041160330176353455,-0.031078986823558807,-0.023395681753754616
musical,0.1353694647550583,0.22424104809761047,0.2295164167881012,0.15607401728630066,0.3870292007923126,0.10010809451341629,0.187048077583313
theatre,0.2170681208372116,0.2824205458164215,0.25594043731689453,0.21918942034244537,1.0,0.18840843439102173,0.1159285232424736
melodram,0.1421690434217453,0.23670576512813568,0.16549666225910187,0.1606658399105072,0.26771366596221924,0.1522294133901596,0.15151634812355042
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.29990968108177185,0.2394188642501831,0.28226932883262634,0.4130953550338745
