,when,was,the,scottish,constitutional,convention,held,?
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.21369139850139618,0.26596060395240784,0.2018413096666336,0.2880980372428894,0.31091248989105225
leading,0.23494918644428253,0.27386704087257385,0.3809107840061188,0.15823088586330414,0.22986532747745514,0.0967671200633049,0.1795833855867386,0.1360926628112793
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.1268421709537506,0.2574991285800934,0.2850709557533264,0.22177374362945557,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,1.0,0.21724988520145416,0.2926941215991974,0.2588678300380707,0.32185450196266174,0.22068053483963013
1989,-0.1379205584526062,0.06480737775564194,-0.009533590637147427,0.15430748462677002,-0.003125580959022045,-0.024853762239217758,-0.04105721414089203,0.08110656589269638
scottish,0.12086563557386398,0.20229777693748474,0.21724988520145416,1.0000001192092896,0.17661277949810028,0.14133977890014648,0.14091922342777252,0.06442669779062271
constitutional,0.1960805505514145,0.2571640908718109,0.2926941215991974,0.17661277949810028,1.0,0.4651345908641815,0.2733960747718811,0.2199033498764038
convention,0.15882909297943115,0.21512652933597565,0.2588678300380707,0.14133977890014648,0.4651345908641815,1.0000001192092896,0.2670374810695648,0.1647067815065384
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.20394033193588257,0.13216137886047363,0.18620410561561584,0.1774713099002838,0.2433311939239502
various,0.26877567172050476,0.14120686054229736,0.3235042691230774,0.08751434832811356,0.2017480880022049,0.20086289942264557,0.1786193549633026,0.12823495268821716
organisations,0.17212381958961487,0.18685998022556305,0.30271175503730774,0.19463305175304413,0.30432477593421936,0.37859290838241577,0.2520579695701599,0.1916545331478119
such,0.27679547667503357,0.12487147748470306,0.3575236201286316,0.11958443373441696,0.18368327617645264,0.14777350425720215,0.10326326638460159,0.17851735651493073
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.185140922665596,0.2500109374523163,0.256980836391449,0.16727563738822937,0.27043893933296204
scottish,0.12086563557386398,0.20229777693748474,0.21724988520145416,1.0000001192092896,0.17661277949810028,0.14133977890014648,0.14091922342777252,0.06442669779062271
churches,0.168574258685112,0.1949601173400879,0.2626241147518158,0.1727590411901474,0.25533315539360046,0.21278828382492065,0.23780684173107147,0.19824735820293427
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.21369139850139618,0.26596060395240784,0.2018413096666336,0.2880980372428894,0.31091248989105225
political,0.1841188669204712,0.24282537400722504,0.20477235317230225,0.2110433280467987,0.4708436131477356,0.2940286099910736,0.21772760152816772,0.17130474746227264
parties,0.252829372882843,0.15179266035556793,0.2535073459148407,0.21848653256893158,0.38454675674438477,0.31017839908599854,0.24155084788799286,0.16949701309204102
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.2972351908683777,0.2651209533214569,0.225796639919281,0.22757986187934875,0.20544172823429108
representatives,0.17181353271007538,0.24171686172485352,0.2691882848739624,0.21117885410785675,0.4336529076099396,0.33457398414611816,0.2698517441749573,0.14079871773719788
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.1698460429906845,0.3563419580459595,0.2509908974170685,0.28960686922073364,0.1826142966747284
industry,0.20660990476608276,0.28708288073539734,0.26942890882492065,0.11759356409311295,0.18602803349494934,0.20648089051246643,0.16803035140037537,0.11813290417194366
taking,0.3613632917404175,0.20663641393184662,0.32714390754699707,0.16164223849773407,0.15801721811294556,0.21622899174690247,0.2986048758029938,0.19960761070251465
part,0.35435768961906433,0.3407018780708313,0.527681291103363,0.08492352068424225,0.21769128739833832,0.23578304052352905,0.2854076027870178,0.08557961881160736
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.20125295221805573,0.22597159445285797,0.2022661417722702,0.2628571093082428,0.4130953550338745
