,why,are,debates,on,proposed,motions,by,an,msp,conducted,?
minister,0.144883930683136,0.11621653288602829,0.13590388000011444,0.14813750982284546,0.18366925418376923,0.05970681086182594,0.15696930885314941,0.07818209379911423,0.3053703010082245,0.11453249305486679,0.10825661569833755
.,0.32909876108169556,0.3452940285205841,0.2395041137933731,0.49257001280784607,0.22405166923999786,0.22670577466487885,0.3936232924461365,0.3581749200820923,0.26093077659606934,0.1726469248533249,0.4130953550338745
,why,are,debates,on,proposed,motions,by,an,msp,conducted,?
such,0.2994317412376404,0.4654397666454315,0.20986028015613556,0.3181164264678955,0.19583038985729218,0.3063269257545471,0.2736194431781769,0.2025681436061859,0.08822601288557053,0.18224895000457764,0.17851735651493073
motions,0.29772546887397766,0.2911463677883148,0.2969628870487213,0.23295734822750092,0.19428926706314087,1.0,0.24006181955337524,0.12359663099050522,0.07424293458461761,0.11476653069257736,0.19395221769809723
are,0.3273901343345642,1.0,0.2259225845336914,0.268924742937088,0.10830419510602951,0.2911463677883148,0.37842893600463867,0.1556541919708252,0.1303374469280243,0.14265146851539612,0.24591213464736938
on,0.2698206305503845,0.268924742937088,0.294811874628067,0.9999999403953552,0.2377385050058365,0.23295734822750092,0.33887791633605957,0.3192969560623169,0.25964438915252686,0.26555413007736206,0.2714994251728058
issues,0.26777684688568115,0.2136288285255432,0.504530668258667,0.2723107933998108,0.30505678057670593,0.3038877844810486,0.17440913617610931,0.15693901479244232,0.21786607801914215,0.14850671589374542,0.320565789937973
which,0.4444611668586731,0.42922598123550415,0.2730225920677185,0.4245251417160034,0.24526996910572052,0.32936373353004456,0.40543368458747864,0.3611921966075897,0.22752848267555237,0.21014678478240967,0.25814583897590637
may,0.25454580783843994,0.3162533640861511,0.21560928225517273,0.3428080081939697,0.18123309314250946,0.2031804621219635,0.1970296949148178,0.30457955598831177,0.21809902787208557,0.15335428714752197,0.2768254578113556
be,0.4042811989784241,0.5556803941726685,0.2708921730518341,0.37900757789611816,0.1802700310945511,0.2701115012168884,0.43158695101737976,0.33041056990623474,0.16379432380199432,0.1521461009979248,0.3324260413646698
of,0.28464117646217346,0.39081433415412903,0.2293700873851776,0.3966929316520691,0.26188141107559204,0.2702312767505646,0.3646814823150635,0.32280945777893066,0.2572315037250519,0.22415050864219666,0.1826142966747284
interest,0.30843985080718994,0.22280853986740112,0.3436333239078522,0.23407423496246338,0.2749045491218567,0.1727505326271057,0.21001383662223816,0.18294550478458405,0.09192894399166107,0.22080428898334503,0.2411724328994751
to,0.4100138247013092,0.3504326641559601,0.2710517346858978,0.41031414270401,0.28162798285484314,0.29014214873313904,0.33534231781959534,0.3138085603713989,0.22173245251178741,0.2032870501279831,0.29463258385658264
a,0.2667238116264343,0.265255331993103,0.25301557779312134,0.3848365545272827,0.2374454140663147,0.20871812105178833,0.32094135880470276,0.44552403688430786,0.2784733176231384,0.1929338276386261,0.23916715383529663
particular,0.41611579060554504,0.3587656319141388,0.3030979037284851,0.2615351676940918,0.26637977361679077,0.2920151650905609,0.2932211756706238,0.34505125880241394,0.19232188165187836,0.18706360459327698,0.2741454839706421
area,0.18206411600112915,0.25780194997787476,0.09782002866268158,0.20868615806102753,0.11705959588289261,0.11173950880765915,0.22557134926319122,0.23076042532920837,0.19550184905529022,0.23251348733901978,0.12640461325645447
such,0.2994317412376404,0.4654397666454315,0.20986028015613556,0.3181164264678955,0.19583038985729218,0.3063269257545471,0.2736194431781769,0.2025681436061859,0.08822601288557053,0.18224895000457764,0.17851735651493073
as,0.3103298544883728,0.3826591968536377,0.2341407835483551,0.36047765612602234,0.2582518458366394,0.2228563278913498,0.3815547823905945,0.37218472361564636,0.21805118024349213,0.19096605479717255,0.27043893933296204
a,0.2667238116264343,0.265255331993103,0.25301557779312134,0.3848365545272827,0.2374454140663147,0.20871812105178833,0.32094135880470276,0.44552403688430786,0.2784733176231384,0.1929338276386261,0.23916715383529663
member,0.13207381963729858,0.16299262642860413,0.1721682846546173,0.1643621176481247,0.16872595250606537,0.13252170383930206,0.14692413806915283,0.20242485404014587,0.3981706202030182,0.18411631882190704,0.06826172769069672
's,-0.016663772985339165,-0.008927806280553341,-0.015364437364041805,0.0026888418942689896,-0.011876605451107025,-0.04410909116268158,-0.010884488001465797,0.025255560874938965,-0.012182459235191345,-0.011587770655751228,-0.023395681753754616
own,0.2613687515258789,0.29801490902900696,0.20174166560173035,0.305448979139328,0.22392097115516663,0.2450585961341858,0.2755888104438782,0.1993594467639923,0.18983164429664612,0.23045307397842407,0.1937696635723114
constituency,0.1400725245475769,0.1456686109304428,0.2687157392501831,0.18384131789207458,0.2424534261226654,0.12674234807491302,0.10763180255889893,0.11300449073314667,0.5069069862365723,0.12727218866348267,0.05170569196343422
",",0.2827242314815521,0.4062570035457611,0.23192787170410156,0.49057599902153015,0.23817701637744904,0.196624755859375,0.3680937886238098,0.3581022024154663,0.24401330947875977,0.23980332911014557,0.31091248989105225
an,0.22638356685638428,0.1556541919708252,0.19316443800926208,0.3192969560623169,0.15246838331222534,0.12359663099050522,0.2719563841819763,1.0,0.253377765417099,0.12335710227489471,0.19793890416622162
upcoming,0.21100272238254547,0.14212946593761444,0.2789950966835022,0.3085022568702698,0.18574124574661255,0.24106252193450928,0.23285546898841858,0.16756579279899597,0.2189701795578003,0.15633578598499298,0.24273672699928284
or,0.3391086459159851,0.5374364256858826,0.1841897815465927,0.2897229492664337,0.16687864065170288,0.29178550839424133,0.30274316668510437,0.3096676766872406,0.17398998141288757,0.12620843946933746,0.32389625906944275
past,0.33946990966796875,0.3411732614040375,0.27733343839645386,0.19519099593162537,0.16944347321987152,0.2895207405090332,0.23232793807983398,0.12413995712995529,0.1512959599494934,0.1488541066646576,0.2598046660423279
event,0.22333648800849915,0.1376582384109497,0.28975003957748413,0.21758322417736053,0.15526491403579712,0.18581131100654602,0.2186535894870758,0.188729926943779,0.13408267498016357,0.1880192905664444,0.16076280176639557
or,0.3391086459159851,0.5374364256858826,0.1841897815465927,0.2897229492664337,0.16687864065170288,0.29178550839424133,0.30274316668510437,0.3096676766872406,0.17398998141288757,0.12620843946933746,0.32389625906944275
any,0.4423638582229614,0.40178635716438293,0.2804378867149353,0.2894362509250641,0.199196919798851,0.3480578064918518,0.2681882679462433,0.3555181324481964,0.1789993792772293,0.11138996481895447,0.4113408327102661
other,0.321101576089859,0.5932393670082092,0.2533341646194458,0.3410046398639679,0.18131552636623383,0.3230051100254059,0.3321913778781891,0.1556563824415207,0.11030151695013046,0.14280126988887787,0.24682199954986572
item,0.21757084131240845,0.19882294535636902,0.21757128834724426,0.17866696417331696,0.1150430291891098,0.18249113857746124,0.14509552717208862,0.19937273859977722,0.12626789510250092,0.01634489931166172,0.2842435836791992
which,0.4444611668586731,0.42922598123550415,0.2730225920677185,0.4245251417160034,0.24526996910572052,0.32936373353004456,0.40543368458747864,0.3611921966075897,0.22752848267555237,0.21014678478240967,0.25814583897590637
would,0.4549354612827301,0.32024338841438293,0.27129486203193665,0.35589995980262756,0.38949111104011536,0.27820885181427,0.28394925594329834,0.2650099992752075,0.19846782088279724,0.22629518806934357,0.37178951501846313
otherwise,0.3565461039543152,0.3766326308250427,0.28499001264572144,0.21278241276741028,0.18580855429172516,0.2107781618833542,0.24314837157726288,0.24171516299247742,0.1340639740228653,0.1398352086544037,0.29367905855178833
not,0.5504072904586792,0.46186959743499756,0.3045099377632141,0.3516409695148468,0.2552351951599121,0.24980834126472473,0.291808545589447,0.3722182512283325,0.20391486585140228,0.17005906999111176,0.41942933201789856
be,0.4042811989784241,0.5556803941726685,0.2708921730518341,0.37900757789611816,0.1802700310945511,0.2701115012168884,0.43158695101737976,0.33041056990623474,0.16379432380199432,0.1521461009979248,0.3324260413646698
accorded,0.16405858099460602,0.1692802757024765,0.22254416346549988,0.2874118387699127,0.2816258668899536,0.14817534387111664,0.24813665449619293,0.11396630108356476,0.16167598962783813,0.21497008204460144,0.2173735797405243
official,0.21596777439117432,0.12171322852373123,0.12238079309463501,0.2521604001522064,0.13500499725341797,0.05904311314225197,0.2104732245206833,0.1352531611919403,0.23394979536533356,0.19891053438186646,0.18097688257694244
parliamentary,0.17403148114681244,0.1733841449022293,0.39465397596359253,0.2180326133966446,0.31736665964126587,0.2488955408334732,0.18308788537979126,0.1632050722837448,0.48363927006721497,0.16748769581317902,0.1612216979265213
time,0.3247860372066498,0.24188680946826935,0.22064734995365143,0.30044233798980713,0.28802555799484253,0.2872098386287689,0.26502725481987,0.17594800889492035,0.19336684048175812,0.2634393870830536,0.27391523122787476
.,0.32909876108169556,0.3452940285205841,0.2395041137933731,0.49257001280784607,0.22405166923999786,0.22670577466487885,0.3936232924461365,0.3581749200820923,0.26093077659606934,0.1726469248533249,0.4130953550338745
