,what,will,cause,the,lake,near,the,rhine,to,silt,up,?
up,0.28591108322143555,0.3349364995956421,0.257290780544281,0.38423117995262146,0.16002324223518372,0.22440887987613678,0.38423117995262146,0.1867746114730835,0.40375280380249023,0.28897589445114136,1.0000001192092896,0.1819818764925003
the,0.42745697498321533,0.3635469079017639,0.2551237642765045,1.0,0.24325428903102875,0.2879819869995117,1.0,0.30735138058662415,0.535392165184021,0.3025934100151062,0.38423117995262146,0.22068053483963013
lake,0.17778855562210083,0.155476376414299,0.12933865189552307,0.24325428903102875,1.0000001192092896,0.30304625630378723,0.24325428903102875,0.22246339917182922,0.16680742800235748,0.3546181917190552,0.16002324223518372,0.07226386666297913
.,0.3567904531955719,0.33682769536972046,0.267557293176651,0.5934505462646484,0.18603695929050446,0.2532462477684021,0.5934505462646484,0.2089352011680603,0.4645031690597534,0.20849193632602692,0.351434588432312,0.4130953550338745
,what,will,cause,the,lake,near,the,rhine,to,silt,up,?
its,0.30393704771995544,0.26816651225090027,0.2207125723361969,0.559237003326416,0.16622896492481232,0.24676969647407532,0.559237003326416,0.17144687473773956,0.3691340684890747,0.2699759900569916,0.2559551000595093,0.15103481709957123
water,0.17456887662410736,0.22281214594841003,0.20052722096443176,0.297396719455719,0.40283486247062683,0.22301539778709412,0.297396719455719,0.18943050503730774,0.27858173847198486,0.49451756477355957,0.24995703995227814,0.14731885492801666
has,0.20338068902492523,0.3418941795825958,0.20474109053611755,0.4177538752555847,0.1515447497367859,0.1869899034500122,0.4177538752555847,0.12709470093250275,0.3619994819164276,0.22005416452884674,0.27017050981521606,0.15994466841220856
a,0.3320399522781372,0.3401327431201935,0.2715701162815094,0.5829201340675354,0.20924630761146545,0.25033900141716003,0.5829201340675354,0.1823403388261795,0.45503583550453186,0.25697657465934753,0.32523053884506226,0.23916715383529663
darker,0.22355221211910248,0.29729992151260376,0.22852671146392822,0.2918477952480316,0.16477127373218536,0.15380942821502686,0.2918477952480316,0.11599254608154297,0.22125601768493652,0.38279423117637634,0.2054356187582016,0.13548153638839722
color,0.2746529281139374,0.1928393542766571,0.18501099944114685,0.21895472705364227,0.09800820797681808,0.14121562242507935,0.21895472705364227,0.11107546091079712,0.2497486025094986,0.23440508544445038,0.1975770741701126,0.21299609541893005
than,0.29388150572776794,0.33491280674934387,0.26915109157562256,0.3227543234825134,0.12597329914569855,0.14371472597122192,0.3227543234825134,0.15938840806484222,0.3192550539970398,0.311122864484787,0.2813877463340759,0.24917294085025787
the,0.42745697498321533,0.3635469079017639,0.2551237642765045,1.0,0.24325428903102875,0.2879819869995117,1.0,0.30735138058662415,0.535392165184021,0.3025934100151062,0.38423117995262146,0.22068053483963013
rhine,0.16475653648376465,0.17326505482196808,0.13412822782993317,0.30735138058662415,0.22246339917182922,0.2615382969379425,0.30735138058662415,1.0,0.1736302673816681,0.2833569645881653,0.1867746114730835,0.13754533231258392
;,0.10986888408660889,0.026484351605176926,-0.01763676479458809,0.09152708947658539,0.04412246495485306,-0.12607239186763763,0.09152708947658539,0.029798196628689766,0.0979827418923378,0.04174527898430824,-0.028705401346087456,0.10349778085947037
the,0.42745697498321533,0.3635469079017639,0.2551237642765045,1.0,0.24325428903102875,0.2879819869995117,1.0,0.30735138058662415,0.535392165184021,0.3025934100151062,0.38423117995262146,0.22068053483963013
latter,0.25606152415275574,0.2204325795173645,0.13181838393211365,0.37523433566093445,0.10389173775911331,0.1427668333053589,0.37523433566093445,0.15683239698410034,0.283441424369812,0.1655801236629486,0.24566242098808289,0.12733961641788483
's,0.02692362666130066,0.00371179124340415,-0.04770376905798912,-0.01540423184633255,0.020127112045884132,-0.09597858041524887,-0.01540423184633255,0.0778765007853508,0.03782717138528824,0.058823104947805405,-0.08862818777561188,-0.023395681753754616
lighter,0.23391853272914886,0.2518041431903839,0.18232260644435883,0.2500673532485962,0.1056126207113266,0.12724141776561737,0.2500673532485962,0.1584247648715973,0.26037511229515076,0.40331244468688965,0.3051353991031647,0.13723474740982056
suspended,0.15452195703983307,0.18854740262031555,0.15193277597427368,0.28768354654312134,0.15681050717830658,0.05249839276075363,0.28768354654312134,0.101970374584198,0.20259469747543335,0.151676744222641,0.22865912318229675,0.13118882477283478
load,0.15150345861911774,0.2555798292160034,0.2593217194080353,0.1801917552947998,0.13474078476428986,0.09627050161361694,0.1801917552947998,0.10710694640874863,0.21808886528015137,0.3031270503997803,0.21274863183498383,0.25886332988739014
comes,0.2575639486312866,0.24135589599609375,0.17363573610782623,0.32399529218673706,0.18451766669750214,0.12947610020637512,0.32399529218673706,0.15093252062797546,0.24878157675266266,0.25282207131385803,0.23960737884044647,0.15980161726474762
from,0.2737620174884796,0.193743497133255,0.2778934836387634,0.40150508284568787,0.1707027703523636,0.2486431896686554,0.40150508284568787,0.2181936800479889,0.4069952368736267,0.21235759556293488,0.2719550132751465,0.19969791173934937
higher,0.2538340389728546,0.3060893714427948,0.25972309708595276,0.3292480409145355,0.1405833512544632,0.15091490745544434,0.3292480409145355,0.20673836767673492,0.3279348313808441,0.2989158034324646,0.2824382185935974,0.15679465234279633
up,0.28591108322143555,0.3349364995956421,0.257290780544281,0.38423117995262146,0.16002324223518372,0.22440887987613678,0.38423117995262146,0.1867746114730835,0.40375280380249023,0.28897589445114136,1.0000001192092896,0.1819818764925003
the,0.42745697498321533,0.3635469079017639,0.2551237642765045,1.0,0.24325428903102875,0.2879819869995117,1.0,0.30735138058662415,0.535392165184021,0.3025934100151062,0.38423117995262146,0.22068053483963013
mountains,0.1498076319694519,0.13386400043964386,0.12887269258499146,0.27269288897514343,0.35578399896621704,0.3309731185436249,0.27269288897514343,0.22178804874420166,0.2097938507795334,0.29038187861442566,0.20150098204612732,0.08633821457624435
.,0.3567904531955719,0.33682769536972046,0.267557293176651,0.5934505462646484,0.18603695929050446,0.2532462477684021,0.5934505462646484,0.2089352011680603,0.4645031690597534,0.20849193632602692,0.351434588432312,0.4130953550338745
