,what,was,the,name,of,the,leader,through,the,great,depression,and,world,war,ii,?
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.01118219830095768,-0.020649312064051628,-0.01540423184633255,-0.014279589988291264,0.06027135252952576,0.06895173341035843,0.11877062171697617,0.06856801360845566,0.06274007260799408,-0.023395681753754616
long,0.28276848793029785,0.1968146562576294,0.3075225353240967,0.11445201933383942,0.2567519545555115,0.3075225353240967,0.08586807548999786,0.27183258533477783,0.3075225353240967,0.22639094293117523,0.22213086485862732,0.3395216166973114,0.17942118644714355,0.19095177948474884,0.08415567874908447,0.19699987769126892
tenure,0.2016105353832245,0.2806069850921631,0.25439196825027466,0.12614105641841888,0.30861806869506836,0.25439196825027466,0.22027285397052765,0.07108225673437119,0.25439196825027466,0.14106693863868713,0.16046203672885895,0.22747702896595,0.20871737599372864,0.23741324245929718,0.14466716349124908,0.19726786017417908
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.2302042543888092,0.19420890510082245,0.33289089798927307,0.20725277066230774,0.1582239419221878,0.4862271547317505,0.22099611163139343,0.17743611335754395,0.2315233051776886,0.40561532974243164
1869–1909,0.17139846086502075,0.21400032937526703,0.08334412425756454,0.07646746933460236,0.08486848324537277,0.08334412425756454,0.23597803711891174,0.0015597451711073518,0.08334412425756454,0.09417622536420822,0.07701651751995087,0.12188403308391571,0.19189845025539398,0.19803084433078766,0.1906571090221405,0.17179414629936218
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.261921226978302,0.21381281316280365,0.3456730246543884,0.21160492300987244,0.16531336307525635,0.4961937665939331,0.22386978566646576,0.183685764670372,0.22346186637878418,0.42300865054130554
transformed,0.1665840744972229,0.22072833776474,0.2591012716293335,0.16627079248428345,0.2842146158218384,0.2591012716293335,0.19816626608371735,0.27974796295166016,0.2591012716293335,0.19644108414649963,0.11549174040555954,0.26701194047927856,0.18926559388637543,0.17494012415409088,0.18921621143817902,0.08252272009849548
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.27799519896507263,0.44071322679519653,1.0,0.2822027802467346,0.18764227628707886,0.5171257257461548,0.33604270219802856,0.366199791431427,0.2631464898586273,0.22068053483963013
college,0.20568516850471497,0.275774210691452,0.19751401245594025,0.16414910554885864,0.2384195327758789,0.19751401245594025,0.15375292301177979,0.1598307490348816,0.19751401245594025,0.1517643928527832,0.17055587470531464,0.24619808793067932,0.1405039131641388,0.15044967830181122,0.1307162195444107,0.11076676845550537
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.23547638952732086,0.3666759729385376,0.5171257257461548,0.2591964602470398,0.27271053194999695,1.0,0.3246132433414459,0.29695844650268555,0.27599602937698364,0.20544172823429108
affiliated,0.13132897019386292,0.1505669206380844,0.2365114837884903,0.19854101538658142,0.23497317731380463,0.2365114837884903,0.2926473021507263,0.17175327241420746,0.2365114837884903,0.1357778012752533,0.17628894746303558,0.2078104466199875,0.21770240366458893,0.1431421935558319,0.08877871185541153,0.09345421195030212
professional,0.20202119648456573,0.22944867610931396,0.1869824379682541,0.1876848042011261,0.21265500783920288,0.1869824379682541,0.15240931510925293,0.14970774948596954,0.1869824379682541,0.13557222485542297,0.16175486147403717,0.2247244119644165,0.2446502149105072,0.13412292301654816,0.07029823958873749,0.13074518740177155
schools,0.1820785105228424,0.19736053049564362,0.22905772924423218,0.12527719140052795,0.265506386756897,0.22905772924423218,0.15324528515338898,0.19748453795909882,0.22905772924423218,0.1570356786251068,0.16072580218315125,0.29319998621940613,0.20659546554088593,0.1727747768163681,0.14276811480522156,0.18349280953407288
into,0.2180619090795517,0.2322220653295517,0.39493247866630554,0.19626246392726898,0.32255905866622925,0.39493247866630554,0.09751526266336441,0.4954398572444916,0.39493247866630554,0.1532941609621048,0.23616161942481995,0.36597734689712524,0.17360785603523254,0.1791244000196457,0.15706144273281097,0.15662476420402527
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.21384623646736145,0.3399752974510193,0.5829201340675354,0.21836373209953308,0.21818584203720093,0.3739250600337982,0.22239887714385986,0.2368277609348297,0.2111874669790268,0.23916715383529663
modern,0.2655639946460724,0.23571695387363434,0.3283970355987549,0.17239713668823242,0.3482828736305237,0.3283970355987549,0.12894544005393982,0.16752590239048004,0.3283970355987549,0.10969915241003036,0.13366065919399261,0.3277876079082489,0.2036588191986084,0.17776364088058472,0.12347978353500366,0.12475407868623734
research,0.237140491604805,0.21417704224586487,0.24391183257102966,0.15973985195159912,0.22573977708816528,0.24391183257102966,0.09138903021812439,0.173234760761261,0.24391183257102966,0.13364486396312714,0.1988256275653839,0.27611881494522095,0.22563357651233673,0.16995827853679657,0.15618588030338287,0.13481977581977844
university,0.20256435871124268,0.290752112865448,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,0.19484947621822357,0.17105956375598907,0.263973206281662,0.15072298049926758,0.1507878601551056,0.2665814459323883,0.20149318873882294,0.2177136391401291,0.14705397188663483,0.11887256056070328
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,0.01776505447924137,0.054534342139959335,0.09152708947658539,-0.022777970880270004,0.12812209129333496,0.09152708947658539,0.20101696252822876,0.02662571333348751,0.08403264731168747,0.09254426509141922,0.048548635095357895,0.02680506370961666,0.10349778085947037
harvard,0.2177114188671112,0.2415156066417694,0.24496200680732727,0.15755295753479004,0.25842633843421936,0.24496200680732727,0.1580597162246704,0.16138264536857605,0.24496200680732727,0.09202533960342407,0.24039222300052643,0.2453373372554779,0.2200595736503601,0.20771680772304535,0.22113975882530212,0.11685016006231308
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.3073844909667969,0.21752823889255524,0.48711544275283813,0.19652196764945984,0.16957174241542816,0.3740963041782379,0.3097524344921112,0.3560331463813782,0.25630512833595276,0.18412111699581146
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.21384623646736145,0.3399752974510193,0.5829201340675354,0.21836373209953308,0.21818584203720093,0.3739250600337982,0.22239887714385986,0.2368277609348297,0.2111874669790268,0.23916715383529663
founding,0.2093554586172104,0.36926978826522827,0.34138360619544983,0.2714325487613678,0.3665546774864197,0.34138360619544983,0.37185966968536377,0.10459355264902115,0.34138360619544983,0.15861350297927856,0.16000378131866455,0.28134027123451233,0.2118031084537506,0.22338873147964478,0.20412881672382355,0.1416333168745041
member,0.09932345896959305,0.31559354066848755,0.2806392312049866,0.22240453958511353,0.2701796889305115,0.2806392312049866,0.4305499792098999,0.14771968126296997,0.2806392312049866,0.13007596135139465,0.10125979036092758,0.28606608510017395,0.2164575159549713,0.13819606602191925,0.1313101202249527,0.06826172769069672
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.24122127890586853,0.3647414743900299,0.733189046382904,0.3168134391307831,0.23178668320178986,0.5116966962814331,0.2828933000564575,0.31680163741111755,0.2844806909561157,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.27799519896507263,0.44071322679519653,1.0,0.2822027802467346,0.18764227628707886,0.5171257257461548,0.33604270219802856,0.366199791431427,0.2631464898586273,0.22068053483963013
association,0.13908448815345764,0.21210947632789612,0.26550325751304626,0.13332952558994293,0.2501356303691864,0.26550325751304626,0.14449365437030792,0.11226007342338562,0.26550325751304626,0.1670232117176056,0.20584292709827423,0.22647784650325775,0.25226882100105286,0.1844293624162674,0.15711885690689087,0.1542656421661377
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.24122127890586853,0.3647414743900299,0.733189046382904,0.3168134391307831,0.23178668320178986,0.5116966962814331,0.2828933000564575,0.31680163741111755,0.2844806909561157,0.1826142966747284
american,0.1909721940755844,0.31632548570632935,0.24562937021255493,0.14227524399757385,0.22180068492889404,0.24562937021255493,0.22098705172538757,0.12300042062997818,0.24562937021255493,0.13104276359081268,0.15942177176475525,0.32290002703666687,0.2989591062068939,0.2592540383338928,0.22073259949684143,0.18877598643302917
universities,0.1630716770887375,0.21258553862571716,0.2619408071041107,0.1392572820186615,0.29948264360427856,0.2619408071041107,0.1533140391111374,0.1588365137577057,0.2619408071041107,0.13476362824440002,0.15613171458244324,0.3038506805896759,0.26004111766815186,0.1797204166650772,0.1195080354809761,0.16836881637573242
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.22669851779937744,0.38533157110214233,0.6662389636039734,0.23348836600780487,0.20161645114421844,0.4954058527946472,0.3038199245929718,0.29904094338417053,0.21453368663787842,0.20430970191955566
1900,0.10477770119905472,0.10391559451818466,0.12699992954730988,0.07310179620981216,0.0774914026260376,0.12699992954730988,0.010418497025966644,0.08123362809419632,0.12699992954730988,0.02245941571891308,0.051058437675237656,0.038666315376758575,0.22879599034786224,0.08742856234312057,0.10196101665496826,0.12663045525550842
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.21285216510295868,0.3174465596675873,0.5934505462646484,0.2178412526845932,0.26034101843833923,0.588965117931366,0.3177160322666168,0.3000848889350891,0.27393630146980286,0.4130953550338745
