,with,whom,are,teachers,required,to,register,?
the,0.4223487675189972,0.23752936720848083,0.40399202704429626,0.22025763988494873,0.27848219871520996,0.535392165184021,0.21045131981372833,0.22068053483963013
teaching,0.17801906168460846,0.21853317320346832,0.23373855650424957,0.6562570333480835,0.18910564482212067,0.2762126624584198,0.17184394598007202,0.20424684882164001
council,0.10649243742227554,0.20361916720867157,0.1583584100008011,0.217071071267128,0.1782836765050888,0.23829470574855804,0.17481711506843567,0.1160062924027443
act,0.18591532111167908,0.13946084678173065,0.22266654670238495,0.18836207687854767,0.2910161018371582,0.24833928048610687,0.25484171509742737,0.1482519507408142
2001,-0.08751817047595978,-0.1485869139432907,-0.16456030309200287,-0.08949100971221924,-0.06536510586738586,-0.1482970118522644,-0.12012174725532532,-0.08740651607513428
",",0.4120737314224243,0.25587570667266846,0.4062570035457611,0.28049156069755554,0.22653338313102722,0.44245919585227966,0.20487578213214874,0.31091248989105225
a,0.3783375024795532,0.21455949544906616,0.265255331993103,0.2509842813014984,0.2891559302806854,0.45503583550453186,0.2840311527252197,0.23916715383529663
person,0.22800223529338837,0.23682710528373718,0.2964897155761719,0.24609681963920593,0.28612783551216125,0.33486208319664,0.19737020134925842,0.324093222618103
employed,0.29051893949508667,0.28246840834617615,0.21375364065170288,0.3187313377857208,0.2667245864868164,0.22010761499404907,0.16392622888088226,0.1261894851922989
in,0.4080928862094879,0.20012985169887543,0.3841303884983063,0.2128150761127472,0.20162324607372284,0.45010748505592346,0.23328366875648499,0.20430970191955566
any,0.34412381052970886,0.21757611632347107,0.40178635716438293,0.21405577659606934,0.45782944560050964,0.46410247683525085,0.3393982946872711,0.4113408327102661
capacity,0.19318057596683502,0.15867720544338226,0.1653287708759308,0.11179235577583313,0.2750365734100342,0.24764131009578705,0.16311107575893402,0.17383241653442383
in,0.4080928862094879,0.20012985169887543,0.3841303884983063,0.2128150761127472,0.20162324607372284,0.45010748505592346,0.23328366875648499,0.20430970191955566
a,0.3783375024795532,0.21455949544906616,0.265255331993103,0.2509842813014984,0.2891559302806854,0.45503583550453186,0.2840311527252197,0.23916715383529663
recognised,0.21970130503177643,0.23897983133792877,0.2507559657096863,0.19410134851932526,0.2534177303314209,0.1954433172941208,0.28935226798057556,0.1985509693622589
teaching,0.17801906168460846,0.21853317320346832,0.23373855650424957,0.6562570333480835,0.18910564482212067,0.2762126624584198,0.17184394598007202,0.20424684882164001
post,0.2006140798330307,0.12851513922214508,0.1266157627105713,0.10745217651128769,0.16285894811153412,0.24259215593338013,0.13509973883628845,0.23729883134365082
-,0.26225757598876953,0.11389247328042984,0.16516205668449402,0.13929817080497742,0.1785370409488678,0.24889779090881348,0.15699218213558197,0.3336010277271271
who,0.3282766342163086,0.6214004158973694,0.27294138073921204,0.34250906109809875,0.1756134033203125,0.42656609416007996,0.22290268540382385,0.26220351457595825
is,0.3250955045223236,0.15196239948272705,0.5330929756164551,0.15701442956924438,0.21426478028297424,0.42745086550712585,0.18546757102012634,0.22961433231830597
not,0.3409014642238617,0.28049328923225403,0.46186959743499756,0.22176165878772736,0.45116889476776123,0.5149973034858704,0.22850875556468964,0.41942933201789856
registered,0.15469864010810852,0.2599727213382721,0.2125171422958374,0.222023606300354,0.2894635796546936,0.2159089893102646,0.8081307411193848,0.24155336618423462
with,0.9999999403953552,0.3374587297439575,0.38996943831443787,0.17936164140701294,0.27981439232826233,0.4239959120750427,0.08248954266309738,0.2433311939239502
the,0.4223487675189972,0.23752936720848083,0.40399202704429626,0.22025763988494873,0.27848219871520996,0.535392165184021,0.21045131981372833,0.22068053483963013
teaching,0.17801906168460846,0.21853317320346832,0.23373855650424957,0.6562570333480835,0.18910564482212067,0.2762126624584198,0.17184394598007202,0.20424684882164001
council,0.10649243742227554,0.20361916720867157,0.1583584100008011,0.217071071267128,0.1782836765050888,0.23829470574855804,0.17481711506843567,0.1160062924027443
-,0.26225757598876953,0.11389247328042984,0.16516205668449402,0.13929817080497742,0.1785370409488678,0.24889779090881348,0.15699218213558197,0.3336010277271271
may,0.23512546718120575,0.1197756826877594,0.3162533640861511,0.21395352482795715,0.24076144397258759,0.391582727432251,0.20362639427185059,0.2768254578113556
not,0.3409014642238617,0.28049328923225403,0.46186959743499756,0.22176165878772736,0.45116889476776123,0.5149973034858704,0.22850875556468964,0.41942933201789856
be,0.36101722717285156,0.21567033231258392,0.5556803941726685,0.20256873965263367,0.3677930235862732,0.4972836375236511,0.25457626581192017,0.3324260413646698
paid,0.22099155187606812,0.2819913327693939,0.1507190614938736,0.2793026566505432,0.29922571778297424,0.2345556914806366,0.18313604593276978,0.20964482426643372
from,0.26272761821746826,0.19855497777462006,0.2674213647842407,0.2124260663986206,0.1592145413160324,0.4069952368736267,0.17092981934547424,0.19969791173934937
oireachtas,0.17980261147022247,0.20453599095344543,0.22524544596672058,0.30508169531822205,0.3155224919319153,0.30927151441574097,0.33803728222846985,0.18889372050762177
funds,0.17613829672336578,0.23929136991500854,0.1764296293258667,0.30540943145751953,0.29309210181236267,0.33157411217689514,0.30552661418914795,0.12731410562992096
.,0.4446153938770294,0.26115289330482483,0.3452940285205841,0.24628326296806335,0.2724599838256836,0.4645031690597534,0.1815701276063919,0.4130953550338745
