,at,a-level,",",what,percentage,of,british,students,attend,fee-paying,schools,?
doing,0.2849787771701813,0.25010594725608826,0.31285786628723145,0.5205235481262207,0.3113658130168915,0.25269845128059387,0.1466289907693863,0.2663121521472931,0.21581880748271942,0.5181027054786682,0.18771903216838837,0.4119948446750641
so,0.2824224531650543,0.19884437322616577,0.3716299831867218,0.539469838142395,0.31648290157318115,0.3184450566768646,0.18135784566402435,0.25517624616622925,0.19506724178791046,0.40834227204322815,0.21603114902973175,0.43163934350013733
at,1.0,0.1896611601114273,0.38314947485923767,0.2838611304759979,0.18349309265613556,0.42558613419532776,0.21751968562602997,0.26965975761413574,0.3939802646636963,0.26050686836242676,0.21788150072097778,0.21978627145290375
fee-paying,0.26050686836242676,0.11792367696762085,0.2464849054813385,0.3864109516143799,0.3330725431442261,0.24557237327098846,0.20247437059879303,0.30140969157218933,0.3500087559223175,1.0,0.25693243741989136,0.2790212333202362
schools,0.21788150072097778,0.19443902373313904,0.2760516405105591,0.1820785105228424,0.1464802473783493,0.265506386756897,0.1199653223156929,0.6169943809509277,0.4374011754989624,0.25693243741989136,1.0,0.18349280953407288
at,1.0,0.1896611601114273,0.38314947485923767,0.2838611304759979,0.18349309265613556,0.42558613419532776,0.21751968562602997,0.26965975761413574,0.3939802646636963,0.26050686836242676,0.21788150072097778,0.21978627145290375
gsce,0.23474456369876862,0.2883910834789276,0.3104749321937561,0.32753244042396545,0.30052369832992554,0.3012672960758209,0.15402403473854065,0.286142498254776,0.22560273110866547,0.2611824870109558,0.21127840876579285,0.3660135567188263
level,0.24496568739414215,0.8463600873947144,0.23317520320415497,0.27376922965049744,0.281300812959671,0.23504668474197388,0.07195603102445602,0.2275455743074417,0.1783594787120819,0.20304158329963684,0.22917918860912323,0.20528386533260345
and,0.3571503460407257,0.2551346719264984,0.6633074283599854,0.31309178471565247,0.24926191568374634,0.5116966962814331,0.325880765914917,0.28111961483955383,0.26535022258758545,0.31551119685173035,0.29319998621940613,0.20544172823429108
13,-0.0434831939637661,-0.03077021613717079,0.028695285320281982,-0.0796622633934021,-0.01735183410346508,0.019282439723610878,-0.08281373977661133,-0.006667551584541798,-0.003231222042813897,-0.08299296349287033,0.018976612016558647,-0.11384815722703934
per,0.19678546488285065,0.21920539438724518,0.26711323857307434,0.21384303271770477,0.33415210247039795,0.17468707263469696,0.06905875355005264,0.13741245865821838,0.14754031598567963,0.24916210770606995,0.13300858438014984,0.22323818504810333
cent,0.1505783200263977,0.1107906773686409,0.23339736461639404,0.17630065977573395,0.3120506703853607,0.17454902827739716,0.10621654987335205,0.1852884143590927,0.13284115493297577,0.22364400327205658,0.18740835785865784,0.21050448715686798
at,1.0,0.1896611601114273,0.38314947485923767,0.2838611304759979,0.18349309265613556,0.42558613419532776,0.21751968562602997,0.26965975761413574,0.3939802646636963,0.26050686836242676,0.21788150072097778,0.21978627145290375
a-level,0.1896611601114273,1.0,0.229188933968544,0.24031977355480194,0.24813631176948547,0.17308586835861206,0.0961480587720871,0.21893180906772614,0.16855482757091522,0.11792367696762085,0.19443902373313904,0.24620802700519562
.,0.4549728035926819,0.25903138518333435,0.6812511086463928,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.23159366846084595,0.2607303857803345,0.1994091272354126,0.265247642993927,0.2752705216407776,0.4130953550338745
