,who,appointed,samuel,phillips,to,man,the,tiger,team,to,find,answers,?
to,0.42656609416007996,0.21184861660003662,0.07316149771213531,0.19412821531295776,1.0,0.2487562596797943,0.535392165184021,0.10677976906299591,0.23889471590518951,1.0,0.42702093720436096,0.27147388458251953,0.29463258385658264
head,0.20998527109622955,0.3099108636379242,0.07324115931987762,0.15739008784294128,0.2177244871854782,0.2098415642976761,0.3079071640968323,0.20370332896709442,0.11526045948266983,0.2177244871854782,0.04847712442278862,0.1724383533000946,0.10879309475421906
a,0.36608949303627014,0.18327824771404266,0.19971542060375214,0.23526975512504578,0.45503583550453186,0.27759313583374023,0.5829201340675354,0.18936870992183685,0.19125498831272125,0.45503583550453186,0.2540014088153839,0.21281369030475616,0.23916715383529663
``,0.02397952415049076,0.07393311709165573,0.05463053286075592,-0.025114484131336212,0.06720756739377975,-0.01888413168489933,0.029072100296616554,-0.008582601323723793,0.017291011288762093,0.06720756739377975,-0.017867403104901314,0.06003180146217346,0.0685480609536171
tiger,0.1680096834897995,0.025062233209609985,0.13533060252666473,0.1316000372171402,0.10677976906299591,0.23681877553462982,0.22069649398326874,0.9999999403953552,0.13269607722759247,0.10677976906299591,0.09070661664009094,0.05439460277557373,0.15837858617305756
team,0.22248858213424683,0.144041508436203,0.1076124832034111,0.21123676002025604,0.23889471590518951,0.15712019801139832,0.22564226388931274,0.13269607722759247,1.0,0.23889471590518951,0.1678033173084259,0.11160510033369064,0.11243411153554916
'',0.024401003494858742,0.023523930460214615,-0.026990238577127457,-0.004817919339984655,-0.009905828163027763,0.010321373119950294,0.041273195296525955,0.045835405588150024,-0.023808861151337624,-0.009905828163027763,0.03271616995334625,-0.12471818923950195,0.018684765323996544
to,0.42656609416007996,0.21184861660003662,0.07316149771213531,0.19412821531295776,1.0,0.2487562596797943,0.535392165184021,0.10677976906299591,0.23889471590518951,1.0,0.42702093720436096,0.27147388458251953,0.29463258385658264
investigate,0.26686617732048035,0.28246042132377625,0.11187560111284256,0.1683860570192337,0.23519323766231537,0.24411927163600922,0.25379443168640137,0.11010865122079849,0.1264963001012802,0.23519323766231537,0.3838793635368347,0.34031152725219727,0.16237691044807434
north,0.11026738584041595,0.1401587575674057,0.12333853542804718,0.20063628256320953,0.2743184268474579,0.07712116837501526,0.36298373341560364,0.12180764228105545,0.13787305355072021,0.2743184268474579,0.12651664018630981,0.05550844222307205,0.11829731613397598
american,0.3093835413455963,0.22847925126552582,0.24069947004318237,0.3670904040336609,0.16338081657886505,0.22423110902309418,0.24562937021255493,0.1581360250711441,0.11424583196640015,0.16338081657886505,0.16049824655056,0.1370743364095688,0.18877598643302917
's,0.05599616840481758,-0.07290255278348923,-0.025841904804110527,-0.00032562139676883817,0.03782717138528824,-0.04544515535235405,-0.01540423184633255,0.018844660371541977,0.04450521618127823,0.03782717138528824,0.08746320754289627,0.055344946682453156,-0.023395681753754616
problems,0.25277501344680786,0.18222874402999878,0.07563076913356781,0.14544960856437683,0.28989166021347046,0.2042948603630066,0.2659202516078949,0.10452646017074585,0.098353810608387,0.28989166021347046,0.29659050703048706,0.3406413495540619,0.2638136148452759
and,0.41279885172843933,0.2608291208744049,0.19269035756587982,0.30171456933021545,0.48971283435821533,0.22261469066143036,0.5171257257461548,0.1563476026058197,0.22394508123397827,0.48971283435821533,0.3228435218334198,0.19816471636295319,0.20544172823429108
identify,0.3389873802661896,0.18428121507167816,0.10128162056207657,0.12517206370830536,0.3323211371898651,0.15627948939800262,0.2653810381889343,0.05130507051944733,0.10432569682598114,0.3323211371898651,0.4782347083091736,0.2069571614265442,0.20891983807086945
corrections,0.12863248586654663,0.1841493844985962,0.10689982771873474,0.24636903405189514,0.31590238213539124,0.15393972396850586,0.26831090450286865,0.048695698380470276,0.15181666612625122,0.31590238213539124,0.24730968475341797,0.3700782060623169,0.24641917645931244
.,0.3541337847709656,0.23383042216300964,0.18295735120773315,0.2573055326938629,0.4645031690597534,0.27014487981796265,0.5934505462646484,0.18663038313388824,0.26467522978782654,0.4645031690597534,0.3133861720561981,0.3089219927787781,0.4130953550338745
,who,appointed,samuel,phillips,to,man,the,tiger,team,to,find,answers,?
phillips,0.24433107674121857,0.24900004267692566,0.2733888626098633,0.9999998807907104,0.19412821531295776,0.22226621210575104,0.1886449009180069,0.1316000372171402,0.21123676002025604,0.19412821531295776,0.19446928799152374,0.249596506357193,0.15470919013023376
documented,0.18395178020000458,0.1760893613100052,0.15236937999725342,0.0849272683262825,0.2301853895187378,0.15556977689266205,0.33553433418273926,0.09115633368492126,0.11742421984672546,0.2301853895187378,0.22424007952213287,0.17573042213916779,0.21683016419410706
his,0.44966956973075867,0.32482656836509705,0.22755518555641174,0.2541598379611969,0.3715193271636963,0.3181658685207367,0.4394008219242096,0.19412514567375183,0.222738116979599,0.3715193271636963,0.21452046930789948,0.17589892446994781,0.18075084686279297
findings,0.2158423513174057,0.1582709401845932,0.07796003669500351,0.17022983729839325,0.30011293292045593,0.20688681304454803,0.2911088168621063,0.1069493293762207,0.18272152543067932,0.30011293292045593,0.46339061856269836,0.34437504410743713,0.16064861416816711
in,0.2792111933231354,0.23088723421096802,0.20420196652412415,0.21452437341213226,0.45010748505592346,0.19554144144058228,0.6662389636039734,0.18998859822750092,0.18841172754764557,0.45010748505592346,0.2040027230978012,0.13650743663311005,0.20430970191955566
a,0.36608949303627014,0.18327824771404266,0.19971542060375214,0.23526975512504578,0.45503583550453186,0.27759313583374023,0.5829201340675354,0.18936870992183685,0.19125498831272125,0.45503583550453186,0.2540014088153839,0.21281369030475616,0.23916715383529663
december,0.2259318083524704,0.20274712145328522,0.19995959103107452,0.25675252079963684,0.21181435883045197,0.13134248554706573,0.23266014456748962,0.13728447258472443,0.18191520869731903,0.21181435883045197,0.13267309963703156,0.16013580560684204,0.2480352818965912
19,-0.12102775275707245,-0.16404284536838531,-0.08145124465227127,-0.1668284833431244,-0.09078327566385269,-0.08407556265592575,-0.17766842246055603,-0.08486234396696091,-0.15253528952598572,-0.09078327566385269,0.00847056694328785,0.12308213114738464,0.008002291433513165
letter,0.21075382828712463,0.1849495768547058,0.23229891061782837,0.19533483684062958,0.19918757677078247,0.09982243180274963,0.26056721806526184,0.0677892342209816,0.15434159338474274,0.19918757677078247,0.17656658589839935,0.26286324858665466,0.14808706939220428
to,0.42656609416007996,0.21184861660003662,0.07316149771213531,0.19412821531295776,1.0,0.2487562596797943,0.535392165184021,0.10677976906299591,0.23889471590518951,1.0,0.42702093720436096,0.27147388458251953,0.29463258385658264
naa,0.095696359872818,0.021493107080459595,0.14226482808589935,0.09259893000125885,0.04827884957194328,0.13353918492794037,0.15375682711601257,0.17787833511829376,0.12373126298189163,0.04827884957194328,0.0784277394413948,0.11199504882097244,0.2571319043636322
president,0.22565458714962006,0.4252060055732727,0.22952257096767426,0.1798754334449768,0.21247753500938416,0.16814158856868744,0.24330610036849976,0.11536245048046112,0.22187405824661255,0.21247753500938416,0.05199211835861206,0.12145897001028061,0.14148259162902832
lee,0.23078079521656036,0.2084258645772934,0.2726719081401825,0.2797231376171112,0.21539461612701416,0.1901814043521881,0.16821028292179108,0.16293220221996307,0.09039653092622757,0.21539461612701416,0.06066370755434036,0.1260327845811844,0.19113655388355255
atwood,0.2035827338695526,0.16150245070457458,0.21586956083774567,0.4554806649684906,0.12182379513978958,0.2268076390028,0.1883513480424881,0.25946250557899475,0.06136167794466019,0.12182379513978958,0.19691435992717743,0.20805689692497253,0.1791912466287613
",",0.3365725874900818,0.27665549516677856,0.23438695073127747,0.35821542143821716,0.44245919585227966,0.26654794812202454,0.4933079481124878,0.2062486857175827,0.21287471055984497,0.44245919585227966,0.27622509002685547,0.2679816782474518,0.31091248989105225
with,0.3282766342163086,0.13655053079128265,0.13008104264736176,0.22208432853221893,0.4239959120750427,0.175505131483078,0.4223487675189972,0.13795848190784454,0.21111343801021576,0.4239959120750427,0.24964970350265503,0.1946248710155487,0.2433311939239502
a,0.36608949303627014,0.18327824771404266,0.19971542060375214,0.23526975512504578,0.45503583550453186,0.27759313583374023,0.5829201340675354,0.18936870992183685,0.19125498831272125,0.45503583550453186,0.2540014088153839,0.21281369030475616,0.23916715383529663
strongly,0.31230759620666504,0.14733870327472687,0.07734338194131851,0.11056458204984665,0.33276939392089844,0.13265740871429443,0.2760447859764099,0.06800205260515213,0.05626137927174568,0.33276939392089844,0.16390785574913025,0.2168920338153839,0.1874239444732666
worded,0.2476753443479538,0.2545100450515747,0.16255249083042145,0.13261227309703827,0.36198845505714417,0.1878255009651184,0.2669876515865326,0.15862181782722473,0.0709875151515007,0.36198845505714417,0.2745666205883026,0.32133832573890686,0.4457875192165375
letter,0.21075382828712463,0.1849495768547058,0.23229891061782837,0.19533483684062958,0.19918757677078247,0.09982243180274963,0.26056721806526184,0.0677892342209816,0.15434159338474274,0.19918757677078247,0.17656658589839935,0.26286324858665466,0.14808706939220428
by,0.39727845788002014,0.24135704338550568,0.21829962730407715,0.18476730585098267,0.33534231781959534,0.17209449410438538,0.4408751428127289,0.10243389755487442,0.12826743721961975,0.33534231781959534,0.14509552717208862,0.14333601295948029,0.17966607213020325
mueller,0.25541362166404724,0.2127954214811325,0.49152711033821106,0.31965869665145874,0.08670014888048172,0.22424495220184326,0.2319459170103073,0.24510367214679718,0.16966776549816132,0.08670014888048172,0.11198414117097855,0.16465440392494202,0.1575169712305069
",",0.3365725874900818,0.27665549516677856,0.23438695073127747,0.35821542143821716,0.44245919585227966,0.26654794812202454,0.4933079481124878,0.2062486857175827,0.21287471055984497,0.44245919585227966,0.27622509002685547,0.2679816782474518,0.31091248989105225
and,0.41279885172843933,0.2608291208744049,0.19269035756587982,0.30171456933021545,0.48971283435821533,0.22261469066143036,0.5171257257461548,0.1563476026058197,0.22394508123397827,0.48971283435821533,0.3228435218334198,0.19816471636295319,0.20544172823429108
also,0.47919341921806335,0.17235983908176422,0.13949932157993317,0.22276492416858673,0.5348826050758362,0.2846953868865967,0.6021018624305725,0.21301068365573883,0.20497789978981018,0.5348826050758362,0.29545000195503235,0.17691615223884583,0.21848613023757935
gave,0.22712452709674835,0.29302114248275757,0.21243372559547424,0.1740882694721222,0.27167177200317383,0.18010875582695007,0.32555076479911804,0.06446176022291183,0.09647965431213379,0.27167177200317383,0.22396938502788544,0.21979723870754242,0.1910865753889084
a,0.36608949303627014,0.18327824771404266,0.19971542060375214,0.23526975512504578,0.45503583550453186,0.27759313583374023,0.5829201340675354,0.18936870992183685,0.19125498831272125,0.45503583550453186,0.2540014088153839,0.21281369030475616,0.23916715383529663
presentation,0.13282035291194916,0.21141336858272552,0.12842483818531036,0.18368464708328247,0.2997148036956787,0.16725517809391022,0.27664121985435486,0.04534062370657921,0.08656880259513855,0.2997148036956787,0.19485819339752197,0.265024334192276,0.17073048651218414
of,0.2827862501144409,0.3280673027038574,0.08824485540390015,0.19958513975143433,0.41548454761505127,0.16490690410137177,0.733189046382904,0.14740905165672302,0.20352502167224884,0.41548454761505127,0.2276865392923355,0.15953181684017181,0.1826142966747284
the,0.3733934462070465,0.2626524269580841,0.15008985996246338,0.1886449009180069,0.535392165184021,0.23171134293079376,1.0,0.22069649398326874,0.22564226388931274,0.535392165184021,0.2696352005004883,0.21366693079471588,0.22068053483963013
results,0.18289725482463837,0.11973465234041214,0.13889767229557037,0.11192324757575989,0.24358662962913513,0.11746665090322495,0.2863679826259613,0.11599941551685333,0.19771631062030792,0.24358662962913513,0.2992810308933258,0.31827405095100403,0.21797199547290802
to,0.42656609416007996,0.21184861660003662,0.07316149771213531,0.19412821531295776,1.0,0.2487562596797943,0.535392165184021,0.10677976906299591,0.23889471590518951,1.0,0.42702093720436096,0.27147388458251953,0.29463258385658264
mueller,0.25541362166404724,0.2127954214811325,0.49152711033821106,0.31965869665145874,0.08670014888048172,0.22424495220184326,0.2319459170103073,0.24510367214679718,0.16966776549816132,0.08670014888048172,0.11198414117097855,0.16465440392494202,0.1575169712305069
and,0.41279885172843933,0.2608291208744049,0.19269035756587982,0.30171456933021545,0.48971283435821533,0.22261469066143036,0.5171257257461548,0.1563476026058197,0.22394508123397827,0.48971283435821533,0.3228435218334198,0.19816471636295319,0.20544172823429108
deputy,0.24006639420986176,0.5378864407539368,0.1372986137866974,0.2060529887676239,0.1834849715232849,0.14167821407318115,0.2075105756521225,0.06717745959758759,0.2161363810300827,0.1834849715232849,0.1503448486328125,0.18033623695373535,0.08738585561513901
administrator,0.29738950729370117,0.36824923753738403,0.10341828316450119,0.19987930357456207,0.291531503200531,0.2287950962781906,0.23136885464191437,0.07013792544603348,0.1780249923467636,0.291531503200531,0.17947331070899963,0.2313029021024704,0.2915230691432953
robert,0.2748492956161499,0.282183438539505,0.3205108046531677,0.3531841039657593,0.16130879521369934,0.22999894618988037,0.2257954627275467,0.0071473680436611176,0.1528206616640091,0.16130879521369934,0.11174126714468002,0.1460743546485901,0.11293095350265503
seamans,0.29676353931427,0.27704918384552,0.263685017824173,0.26818811893463135,0.22647839784622192,0.24661925435066223,0.29178768396377563,0.1951412409543991,0.23278887569904327,0.22647839784622192,0.2287999838590622,0.15850673615932465,0.15091076493263245
.,0.3541337847709656,0.23383042216300964,0.18295735120773315,0.2573055326938629,0.4645031690597534,0.27014487981796265,0.5934505462646484,0.18663038313388824,0.26467522978782654,0.4645031690597534,0.3133861720561981,0.3089219927787781,0.4130953550338745
