,what,was,the,name,of,wesley,'s,famous,sermon,in,which,he,warned,against,the,dangers,of,drinking,?
famous,0.1616666167974472,0.31606587767601013,0.28616565465927124,0.26536229252815247,0.3074295222759247,0.2743346095085144,0.01744024269282818,1.0,0.21527771651744843,0.34673580527305603,0.24636515974998474,0.32830536365509033,0.15359288454055786,0.18187788128852844,0.28616565465927124,0.13027116656303406,0.3074295222759247,0.22481343150138855,0.10379006713628769
sermon,0.2927270531654358,0.20237168669700623,0.2812419533729553,0.12129167467355728,0.23472066223621368,0.3364819884300232,-0.029223140329122543,0.21527771651744843,1.0000001192092896,0.22135332226753235,0.2750553786754608,0.2232895940542221,0.22265423834323883,0.17807912826538086,0.2812419533729553,0.1902923583984375,0.23472066223621368,0.17760121822357178,0.24739065766334534
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.262672483921051,-0.0016132977325469255,0.2816491723060608,0.25290775299072266,0.5201468467712402,0.3658004403114319,0.40251094102859497,0.2480981945991516,0.31168749928474426,0.4933079481124878,0.22421222925186157,0.4946078956127167,0.18349970877170563,0.31091248989105225
``,0.008517155423760414,-0.012679691426455975,0.029072100296616554,0.1001104861497879,0.06780257821083069,-0.05419543758034706,-0.03416389226913452,-0.023729778826236725,0.05578693002462387,0.04765888676047325,0.05178012326359749,0.05585138872265816,0.042446721345186234,0.031818777322769165,0.029072100296616554,-0.0003082754265051335,0.06780257821083069,-0.013489527627825737,0.0685480609536171
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,0.1425647884607315,-0.01540423184633255,0.28616565465927124,0.2812419533729553,0.6662389636039734,0.6521818041801453,0.4571082592010498,0.21100614964962006,0.3090755045413971,1.0,0.23784300684928894,0.733189046382904,0.24362654983997345,0.22068053483963013
use,0.3453877568244934,0.17744606733322144,0.34342584013938904,0.2562561333179474,0.2750902473926544,0.14657782018184662,0.004619393963366747,0.1478712409734726,0.20417073369026184,0.2715643048286438,0.39254313707351685,0.1741093397140503,0.2546663284301758,0.18940001726150513,0.34342584013938904,0.3331891894340515,0.2750902473926544,0.26020029187202454,0.32795652747154236
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24075818061828613,1.0,0.18802838027477264,-0.03817026689648628,0.3074295222759247,0.23472066223621368,0.5696388483047485,0.5011631846427917,0.38706058263778687,0.2130305916070938,0.2669808566570282,0.733189046382904,0.18729081749916077,1.0,0.23645314574241638,0.1826142966747284
money,0.2704482674598694,0.26597723364830017,0.2699695825576782,0.17210009694099426,0.23114095628261566,0.17118775844573975,0.11903500556945801,0.24006445705890656,0.2423599660396576,0.2393328845500946,0.2905809283256531,0.3266763389110565,0.17825055122375488,0.26918184757232666,0.2699695825576782,0.26302939653396606,0.23114095628261566,0.3634728789329529,0.2069680541753769
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.262672483921051,-0.0016132977325469255,0.2816491723060608,0.25290775299072266,0.5201468467712402,0.3658004403114319,0.40251094102859497,0.2480981945991516,0.31168749928474426,0.4933079481124878,0.22421222925186157,0.4946078956127167,0.18349970877170563,0.31091248989105225
'',0.08143015950918198,0.04456103965640068,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.03319815546274185,-0.04859459400177002,0.08682139962911606,0.0015918195713311434,0.07432962208986282,-0.03332270681858063,0.039060186594724655,0.0018161511979997158,-0.03918103128671646,0.041273195296525955,-0.020741991698741913,0.13035868108272552,-0.048053573817014694,0.018684765323996544
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.19792525470256805,0.06895173341035843,0.2970265746116638,0.20894311368465424,0.4954058527946472,0.506277859210968,0.45427167415618896,0.2536626160144806,0.3292689621448517,0.5171257257461548,0.2656891942024231,0.5116966962814331,0.27531862258911133,0.20544172823429108
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.14970102906227112,-0.037580832839012146,0.34673580527305603,0.22135332226753235,1.0,0.4840516746044159,0.41690486669540405,0.10955683887004852,0.27273955941200256,0.6662389636039734,0.17403259873390198,0.5696388483047485,0.25444042682647705,0.20430970191955566
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.1914493292570114,0.38364991545677185,0.2921638488769531,0.047556519508361816,0.28745037317276,0.23734797537326813,0.3598145842552185,0.32283493876457214,0.7171558737754822,0.25976091623306274,0.26457494497299194,0.4394008219242096,0.20494212210178375,0.38364991545677185,0.23521114885807037,0.18075084686279297
letter,0.18726862967014313,0.2146918773651123,0.26056721806526184,0.29922914505004883,0.2327217161655426,0.0762595608830452,0.1062178835272789,0.12999476492404938,0.21668708324432373,0.184263214468956,0.23939397931098938,0.17905640602111816,0.2060973346233368,0.11402765661478043,0.26056721806526184,0.1261129528284073,0.2327217161655426,0.07544523477554321,0.14808706939220428
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.27806994318962097,0.41548454761505127,0.18164515495300293,0.03782717138528824,0.12665097415447235,0.2613533139228821,0.45010748505592346,0.5345056653022766,0.385390967130661,0.3152705729007721,0.310872346162796,0.535392165184021,0.28803929686546326,0.41548454761505127,0.23371180891990662,0.29463258385658264
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.22033736109733582,0.32280945777893066,0.23152616620063782,0.025255560874938965,0.17632822692394257,0.13908706605434418,0.2605783939361572,0.3611921966075897,0.281929612159729,0.18519173562526703,0.17087337374687195,0.4207492768764496,0.13844309747219086,0.32280945777893066,0.10076727718114853,0.19793890416622162
alcoholic,0.19762806594371796,0.20181553065776825,0.20575198531150818,0.1474410891532898,0.25724560022354126,0.18684902787208557,-0.0810772255063057,0.22729872167110443,0.20254595577716827,0.2580249607563019,0.2055932879447937,0.22924396395683289,0.19816535711288452,0.17771731317043304,0.20575198531150818,0.17352542281150818,0.25724560022354126,0.5782803297042847,0.15337304770946503
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.20399101078510284,-0.003708066651597619,0.2322506159543991,0.23411345481872559,0.5591574311256409,0.45942068099975586,0.38061028718948364,0.25593021512031555,0.28705209493637085,0.5934505462646484,0.19952420890331268,0.5352458953857422,0.2799438536167145,0.4130953550338745
