,there,was,a,16th,century,huguenot,settlement,near,what,modern,day,florida,city,?
fort,0.17107605934143066,0.30989983677864075,0.16024662554264069,0.04719708487391472,0.18681859970092773,0.28774499893188477,0.3170347809791565,0.328653484582901,0.19451747834682465,0.13516901433467865,0.21253444254398346,0.32555681467056274,0.39447811245918274,0.15686731040477753
caroline,0.09776421636343002,0.29276764392852783,0.19588203728199005,0.1713000386953354,0.21989165246486664,0.2648467719554901,0.12262280285358429,0.16094963252544403,0.19310812652111053,0.12010356038808823,0.17086249589920044,0.23288722336292267,0.17534124851226807,0.13168026506900787
on,0.3521401882171631,0.3909217119216919,0.3848365545272827,0.17842891812324524,0.14449788630008698,0.1345445066690445,0.18260528147220612,0.3508072793483734,0.34226128458976746,0.17548997700214386,0.3332281708717346,0.22258517146110535,0.2549738585948944,0.2714994251728058
the,0.47025805711746216,0.48711544275283813,0.5829201340675354,0.2201097458600998,0.3617299497127533,0.29557526111602783,0.2599570155143738,0.2879819869995117,0.42745697498321533,0.3283970355987549,0.3062323033809662,0.24091358482837677,0.35769423842430115,0.22068053483963013
banks,0.18648570775985718,0.18093253672122955,0.12387599050998688,0.05759628489613533,0.1799260675907135,0.1669202297925949,0.23788399994373322,0.26406246423721313,0.11580011993646622,0.1585930585861206,0.12441898882389069,0.12950098514556885,0.2738252878189087,0.11048095673322678
of,0.44397735595703125,0.4069072902202606,0.5052502155303955,0.13910430669784546,0.2826060354709625,0.29061198234558105,0.25982165336608887,0.2651676535606384,0.33290785551071167,0.3482828736305237,0.2934032380580902,0.2330869883298874,0.32503411173820496,0.1826142966747284
the,0.47025805711746216,0.48711544275283813,0.5829201340675354,0.2201097458600998,0.3617299497127533,0.29557526111602783,0.2599570155143738,0.2879819869995117,0.42745697498321533,0.3283970355987549,0.3062323033809662,0.24091358482837677,0.35769423842430115,0.22068053483963013
st.,0.11620745807886124,0.17142929136753082,0.23918339610099792,0.221808522939682,0.14819175004959106,0.23369340598583221,0.04449967294931412,0.16729621589183807,0.10219959169626236,0.12049815058708191,0.15536078810691833,0.07602295279502869,0.0836162120103836,0.13592876493930817
johns,0.17206907272338867,0.25427502393722534,0.21666383743286133,0.08804108947515488,0.18603090941905975,0.1976366639137268,0.19249655306339264,0.1842176616191864,0.14186497032642365,0.16517683863639832,0.13072450459003448,0.3039551377296448,0.22076734900474548,0.20295952260494232
river,0.1968109905719757,0.15785206854343414,0.20514865219593048,0.07001034170389175,0.19776281714439392,0.16873754560947418,0.28473854064941406,0.40109947323799133,0.13815869390964508,0.18365971744060516,0.195220485329628,0.15521368384361267,0.3428632318973541,0.15390869975090027
in,0.5361666083335876,0.45514053106307983,0.539380669593811,0.1515994518995285,0.3174034655094147,0.26198551058769226,0.26083990931510925,0.40211278200149536,0.30808621644973755,0.29808807373046875,0.2671984136104584,0.2330404818058014,0.3911624252796173,0.20430970191955566
what,0.35085538029670715,0.22111038863658905,0.3320399522781372,0.08221480250358582,0.20422613620758057,0.1912020891904831,0.2558431327342987,0.19414293766021729,0.9999998807907104,0.2655639946460724,0.2990210950374603,0.14450381696224213,0.17493832111358643,0.5051238536834717
is,0.3904260993003845,0.5810302495956421,0.658733606338501,0.20989952981472015,0.20648397505283356,0.12706810235977173,0.24221304059028625,0.25453904271125793,0.28837618231773376,0.24170172214508057,0.17517195641994476,0.1775415539741516,0.3186660706996918,0.22961433231830597
today,0.3810470998287201,0.3137040436267853,0.2396019846200943,0.07951252162456512,0.3821865916252136,0.21656161546707153,0.2396886795759201,0.2053404599428177,0.3814660608768463,0.4959476888179779,0.35229623317718506,0.11371861398220062,0.27847206592559814,0.17338968813419342
jacksonville,0.23102617263793945,0.2742757201194763,0.28008249402046204,0.1869390606880188,0.15092648565769196,0.2305164337158203,0.12530839443206787,0.22511541843414307,0.14578714966773987,0.07692307233810425,0.18692520260810852,0.568950355052948,0.3285287022590637,0.1359667330980301
",",0.4587128460407257,0.45456063747406006,0.427140474319458,0.20284214615821838,0.24487493932247162,0.24752236902713776,0.25103551149368286,0.3141826391220093,0.3087472915649414,0.2557750344276428,0.30821847915649414,0.21896368265151978,0.35839709639549255,0.31091248989105225
florida,0.13199090957641602,0.23693005740642548,0.22540530562400818,0.10551346838474274,0.17139509320259094,0.1520034670829773,0.17341943085193634,0.19627942144870758,0.14450381696224213,0.10203555971384048,0.1364002376794815,1.0,0.26083460450172424,0.13469882309436798
.,0.43897318840026855,0.40146201848983765,0.50484299659729,0.21393761038780212,0.27413639426231384,0.2060975730419159,0.233600914478302,0.2532462477684021,0.3567904531955719,0.22790057957172394,0.24232520163059235,0.23988212645053864,0.29856356978416443,0.4130953550338745
