,university,of,chicago,scholars,played,a,major,part,in,what,development,?
the,0.263973206281662,0.733189046382904,0.27360326051712036,0.2524346709251404,0.2603478729724884,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.42745697498321533,0.3362044394016266,0.22068053483963013
development,0.19025695323944092,0.28700894117355347,0.20306460559368134,0.23333512246608734,0.14197582006454468,0.2762584090232849,0.24778911471366882,0.3120373487472534,0.2550492286682129,0.19014155864715576,0.9999998807907104,0.1211358830332756
of,0.30646374821662903,1.0,0.18391016125679016,0.2583930194377899,0.21120788156986237,0.5052502155303955,0.2641255557537079,0.452393114566803,0.5696388483047485,0.33290785551071167,0.28700894117355347,0.1826142966747284
various,0.1695423722267151,0.3196488320827484,0.16413076221942902,0.26332834362983704,0.14060068130493164,0.17124241590499878,0.27341368794441223,0.17307926714420319,0.266343355178833,0.26045072078704834,0.2537415623664856,0.12823495268821716
academic,0.4402775466442108,0.20802809298038483,0.2689683437347412,0.43488839268684387,0.16128388047218323,0.2290002554655075,0.20329131186008453,0.12050335109233856,0.1914365142583847,0.10352335125207901,0.2274533361196518,0.11011603474617004
disciplines,0.26456382870674133,0.2542676627635956,0.15834924578666687,0.3349032402038574,0.13349340856075287,0.22217227518558502,0.24368713796138763,0.1747373640537262,0.23949874937534332,0.242584228515625,0.2587428092956543,0.09589282423257828
",",0.3017033040523529,0.4946078956127167,0.2679542899131775,0.23522303998470306,0.2987361550331116,0.427140474319458,0.29355156421661377,0.3376222252845764,0.5201468467712402,0.3087472915649414,0.23776917159557343,0.31091248989105225
including,0.22509735822677612,0.44195112586021423,0.14861418306827545,0.22888632118701935,0.19572339951992035,0.21045410633087158,0.2922106981277466,0.24852775037288666,0.35857823491096497,0.18328791856765747,0.19856542348861694,0.1633303165435791
:,-0.0786300003528595,-0.08807745575904846,-0.03952488303184509,-0.08803606778383255,0.08568762987852097,-0.0007584693375974894,0.02358236350119114,0.012250585481524467,0.020521078258752823,-0.12022944539785385,-0.009743602946400642,-0.07156077772378922
the,0.263973206281662,0.733189046382904,0.27360326051712036,0.2524346709251404,0.2603478729724884,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.42745697498321533,0.3362044394016266,0.22068053483963013
chicago,0.29005804657936096,0.18391016125679016,1.0,0.1491868793964386,0.26855260133743286,0.17899899184703827,0.2002526819705963,0.12448146194219589,0.23921214044094086,0.1521448791027069,0.20306460559368134,0.16446958482265472
school,0.48676231503486633,0.2391800880432129,0.25633347034454346,0.3343282639980316,0.16679354012012482,0.2245093584060669,0.1472879946231842,0.21720749139785767,0.26157811284065247,0.18774057924747467,0.21681270003318787,0.15091250836849213
of,0.30646374821662903,1.0,0.18391016125679016,0.2583930194377899,0.21120788156986237,0.5052502155303955,0.2641255557537079,0.452393114566803,0.5696388483047485,0.33290785551071167,0.28700894117355347,0.1826142966747284
economics,0.40750834345817566,0.2429119050502777,0.22661654651165009,0.352399617433548,0.16342584788799286,0.2117287665605545,0.19136087596416473,0.1484246850013733,0.19117838144302368,0.21107932925224304,0.34059277176856995,0.15849412977695465
",",0.3017033040523529,0.4946078956127167,0.2679542899131775,0.23522303998470306,0.2987361550331116,0.427140474319458,0.29355156421661377,0.3376222252845764,0.5201468467712402,0.3087472915649414,0.23776917159557343,0.31091248989105225
the,0.263973206281662,0.733189046382904,0.27360326051712036,0.2524346709251404,0.2603478729724884,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.42745697498321533,0.3362044394016266,0.22068053483963013
chicago,0.29005804657936096,0.18391016125679016,1.0,0.1491868793964386,0.26855260133743286,0.17899899184703827,0.2002526819705963,0.12448146194219589,0.23921214044094086,0.1521448791027069,0.20306460559368134,0.16446958482265472
school,0.48676231503486633,0.2391800880432129,0.25633347034454346,0.3343282639980316,0.16679354012012482,0.2245093584060669,0.1472879946231842,0.21720749139785767,0.26157811284065247,0.18774057924747467,0.21681270003318787,0.15091250836849213
of,0.30646374821662903,1.0,0.18391016125679016,0.2583930194377899,0.21120788156986237,0.5052502155303955,0.2641255557537079,0.452393114566803,0.5696388483047485,0.33290785551071167,0.28700894117355347,0.1826142966747284
sociology,0.4487265348434448,0.226353719830513,0.27816805243492126,0.36977630853652954,0.1478150337934494,0.15741395950317383,0.2190728336572647,0.14230062067508698,0.23124685883522034,0.2294072061777115,0.27252861857414246,0.17508353292942047
",",0.3017033040523529,0.4946078956127167,0.2679542899131775,0.23522303998470306,0.2987361550331116,0.427140474319458,0.29355156421661377,0.3376222252845764,0.5201468467712402,0.3087472915649414,0.23776917159557343,0.31091248989105225
the,0.263973206281662,0.733189046382904,0.27360326051712036,0.2524346709251404,0.2603478729724884,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.42745697498321533,0.3362044394016266,0.22068053483963013
law,0.3317679166793823,0.2816956341266632,0.15157833695411682,0.2440512776374817,0.12856265902519226,0.2212858349084854,0.08499976992607117,0.19317477941513062,0.24850773811340332,0.2145031988620758,0.17893387377262115,0.1528988480567932
and,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.24718980491161346,0.268975168466568,0.3739250600337982,0.29795366525650024,0.35301485657691956,0.4954058527946472,0.31309178471565247,0.26069340109825134,0.20544172823429108
economics,0.40750834345817566,0.2429119050502777,0.22661654651165009,0.352399617433548,0.16342584788799286,0.2117287665605545,0.19136087596416473,0.1484246850013733,0.19117838144302368,0.21107932925224304,0.34059277176856995,0.15849412977695465
movement,0.14403289556503296,0.2662941515445709,0.16302688419818878,0.1919340044260025,0.15821412205696106,0.23380696773529053,0.25120794773101807,0.25884538888931274,0.26725053787231445,0.23934946954250336,0.33462727069854736,0.1423349231481552
in,0.3201795518398285,0.5696388483047485,0.23921214044094086,0.137682244181633,0.27605336904525757,0.539380669593811,0.3249945342540741,0.4499994218349457,1.0,0.30808621644973755,0.2550492286682129,0.20430970191955566
legal,0.19269700348377228,0.2720220685005188,0.10940703004598618,0.2834373414516449,0.11971738189458847,0.24255292117595673,0.14358508586883545,0.15918350219726562,0.256083607673645,0.26388198137283325,0.17563652992248535,0.2143220454454422
analysis,0.18357966840267181,0.24679350852966309,0.2260647565126419,0.2633466422557831,0.1140490472316742,0.26785340905189514,0.15157924592494965,0.2502900958061218,0.19403725862503052,0.2842639982700348,0.3879815340042114,0.15352053940296173
",",0.3017033040523529,0.4946078956127167,0.2679542899131775,0.23522303998470306,0.2987361550331116,0.427140474319458,0.29355156421661377,0.3376222252845764,0.5201468467712402,0.3087472915649414,0.23776917159557343,0.31091248989105225
the,0.263973206281662,0.733189046382904,0.27360326051712036,0.2524346709251404,0.2603478729724884,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.42745697498321533,0.3362044394016266,0.22068053483963013
chicago,0.29005804657936096,0.18391016125679016,1.0,0.1491868793964386,0.26855260133743286,0.17899899184703827,0.2002526819705963,0.12448146194219589,0.23921214044094086,0.1521448791027069,0.20306460559368134,0.16446958482265472
school,0.48676231503486633,0.2391800880432129,0.25633347034454346,0.3343282639980316,0.16679354012012482,0.2245093584060669,0.1472879946231842,0.21720749139785767,0.26157811284065247,0.18774057924747467,0.21681270003318787,0.15091250836849213
of,0.30646374821662903,1.0,0.18391016125679016,0.2583930194377899,0.21120788156986237,0.5052502155303955,0.2641255557537079,0.452393114566803,0.5696388483047485,0.33290785551071167,0.28700894117355347,0.1826142966747284
literary,0.22421513497829437,0.2307562679052353,0.24080690741539001,0.3708920180797577,0.07952287793159485,0.22458039224147797,0.11423495411872864,0.11727242916822433,0.20486970245838165,0.154927596449852,0.20899219810962677,0.14493726193904877
criticism,0.2507263422012329,0.18326933681964874,0.25019705295562744,0.380127876996994,0.09926056116819382,0.1871447116136551,0.16010496020317078,0.14744819700717926,0.18144120275974274,0.30332592129707336,0.29602527618408203,0.23740006983280182
",",0.3017033040523529,0.4946078956127167,0.2679542899131775,0.23522303998470306,0.2987361550331116,0.427140474319458,0.29355156421661377,0.3376222252845764,0.5201468467712402,0.3087472915649414,0.23776917159557343,0.31091248989105225
the,0.263973206281662,0.733189046382904,0.27360326051712036,0.2524346709251404,0.2603478729724884,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.42745697498321533,0.3362044394016266,0.22068053483963013
chicago,0.29005804657936096,0.18391016125679016,1.0,0.1491868793964386,0.26855260133743286,0.17899899184703827,0.2002526819705963,0.12448146194219589,0.23921214044094086,0.1521448791027069,0.20306460559368134,0.16446958482265472
school,0.48676231503486633,0.2391800880432129,0.25633347034454346,0.3343282639980316,0.16679354012012482,0.2245093584060669,0.1472879946231842,0.21720749139785767,0.26157811284065247,0.18774057924747467,0.21681270003318787,0.15091250836849213
of,0.30646374821662903,1.0,0.18391016125679016,0.2583930194377899,0.21120788156986237,0.5052502155303955,0.2641255557537079,0.452393114566803,0.5696388483047485,0.33290785551071167,0.28700894117355347,0.1826142966747284
religion,0.2627820074558258,0.30360451340675354,0.15487882494926453,0.34330692887306213,0.1459614336490631,0.2381647378206253,0.17178840935230255,0.21155402064323425,0.2462482750415802,0.3103729486465454,0.16270215809345245,0.2503177225589752
",",0.3017033040523529,0.4946078956127167,0.2679542899131775,0.23522303998470306,0.2987361550331116,0.427140474319458,0.29355156421661377,0.3376222252845764,0.5201468467712402,0.3087472915649414,0.23776917159557343,0.31091248989105225
and,0.2665814459323883,0.5116966962814331,0.23260825872421265,0.24718980491161346,0.268975168466568,0.3739250600337982,0.29795366525650024,0.35301485657691956,0.4954058527946472,0.31309178471565247,0.26069340109825134,0.20544172823429108
the,0.263973206281662,0.733189046382904,0.27360326051712036,0.2524346709251404,0.2603478729724884,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.42745697498321533,0.3362044394016266,0.22068053483963013
behavioralism,0.2768751382827759,0.2374349981546402,0.2007656693458557,0.29707658290863037,0.1048460528254509,0.2190980464220047,0.16243992745876312,0.1455751657485962,0.1562749743461609,0.37010255455970764,0.37743645906448364,0.21287140250205994
school,0.48676231503486633,0.2391800880432129,0.25633347034454346,0.3343282639980316,0.16679354012012482,0.2245093584060669,0.1472879946231842,0.21720749139785767,0.26157811284065247,0.18774057924747467,0.21681270003318787,0.15091250836849213
of,0.30646374821662903,1.0,0.18391016125679016,0.2583930194377899,0.21120788156986237,0.5052502155303955,0.2641255557537079,0.452393114566803,0.5696388483047485,0.33290785551071167,0.28700894117355347,0.1826142966747284
political,0.26807016134262085,0.27319738268852234,0.17258033156394958,0.2511540651321411,0.15629398822784424,0.21418654918670654,0.19749309122562408,0.1722194403409958,0.22136160731315613,0.21846716105937958,0.19457818567752838,0.17130474746227264
science,0.38669267296791077,0.2616958022117615,0.1513574719429016,0.36484843492507935,0.1542205810546875,0.2378881424665451,0.163925901055336,0.2351449877023697,0.269875705242157,0.2612018585205078,0.29610970616340637,0.17974960803985596
.,0.290679007768631,0.5352458953857422,0.2771213948726654,0.15168285369873047,0.2876244783401489,0.50484299659729,0.3054012954235077,0.32817673683166504,0.5591574311256409,0.3567904531955719,0.2822875380516052,0.4130953550338745
,university,of,chicago,scholars,played,a,major,part,in,what,development,?
chicago,0.29005804657936096,0.18391016125679016,1.0,0.1491868793964386,0.26855260133743286,0.17899899184703827,0.2002526819705963,0.12448146194219589,0.23921214044094086,0.1521448791027069,0.20306460559368134,0.16446958482265472
's,-0.007441582623869181,-0.03817026689648628,-0.0033615175634622574,0.06039043515920639,0.03920676186680794,0.04866964742541313,-0.010959804058074951,0.007562864106148481,-0.037580832839012146,0.02692362666130066,0.004789014346897602,-0.023395681753754616
physics,0.3489263355731964,0.2395489662885666,0.15675680339336395,0.24975116550922394,0.1469346582889557,0.1683787703514099,0.08401234447956085,0.19679883122444153,0.2189493626356125,0.26464056968688965,0.23401962220668793,0.1470423936843872
department,0.3149125874042511,0.3181971311569214,0.19682708382606506,0.14957690238952637,0.12052595615386963,0.17256495356559753,0.1663627177476883,0.2939012050628662,0.3254720866680145,0.20655807852745056,0.28479528427124023,0.1343645304441452
helped,0.18223445117473602,0.26548290252685547,0.22785185277462006,0.2050197720527649,0.23579517006874084,0.24550430476665497,0.2098400890827179,0.18525241315364838,0.304380863904953,0.1926339715719223,0.25519293546676636,0.16572049260139465
develop,0.10900941491127014,0.2259741723537445,0.16207869350910187,0.23462218046188354,0.052818819880485535,0.27134326100349426,0.16702528297901154,0.2254333347082138,0.22882415354251862,0.20962175726890564,0.6566487550735474,0.15784582495689392
the,0.263973206281662,0.733189046382904,0.27360326051712036,0.2524346709251404,0.2603478729724884,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.42745697498321533,0.3362044394016266,0.22068053483963013
world,0.20149318873882294,0.2828933000564575,0.20659899711608887,0.21627283096313477,0.20028933882713318,0.22239887714385986,0.24147333204746246,0.25128042697906494,0.3038199245929718,0.21669597923755646,0.22477082908153534,0.17579582333564758
's,-0.007441582623869181,-0.03817026689648628,-0.0033615175634622574,0.06039043515920639,0.03920676186680794,0.04866964742541313,-0.010959804058074951,0.007562864106148481,-0.037580832839012146,0.02692362666130066,0.004789014346897602,-0.023395681753754616
first,0.2596641778945923,0.3536086082458496,0.24072907865047455,0.19820952415466309,0.2724764943122864,0.4287874400615692,0.3049021065235138,0.2607765197753906,0.4127444326877594,0.28086137771606445,0.25595250725746155,0.18701928853988647
man-made,0.23573817312717438,0.36321189999580383,0.28002381324768066,0.2478422373533249,0.32322409749031067,0.4091786742210388,0.28565678000450134,0.27672427892684937,0.3418141305446625,0.31004461646080017,0.2710351347923279,0.3001144826412201
",",0.3017033040523529,0.4946078956127167,0.2679542899131775,0.23522303998470306,0.2987361550331116,0.427140474319458,0.29355156421661377,0.3376222252845764,0.5201468467712402,0.3087472915649414,0.23776917159557343,0.31091248989105225
self-sustaining,0.23248973488807678,0.3065984547138214,0.2542857229709625,0.13390761613845825,0.16302825510501862,0.3731256425380707,0.21901148557662964,0.20198707282543182,0.36662331223487854,0.29150331020355225,0.36460521817207336,0.2591235339641571
nuclear,0.21154196560382843,0.2591283917427063,0.15351411700248718,0.2182406485080719,0.11646350473165512,0.20050431787967682,0.18342654407024384,0.18955177068710327,0.2580479681491852,0.23862333595752716,0.26441675424575806,0.1865687519311905
reaction,0.12184078246355057,0.16853101551532745,0.16766643524169922,0.0801054909825325,0.05518382042646408,0.23682725429534912,0.11894170194864273,0.1771203875541687,0.21261514723300934,0.304030179977417,0.19341401755809784,0.2138621062040329
beneath,0.10734318196773529,0.31467050313949585,0.1537718027830124,0.09039200842380524,0.07572200894355774,0.20104257762432098,0.14873191714286804,0.21378213167190552,0.2530617415904999,0.19599653780460358,0.12200426310300827,0.16626206040382385
the,0.263973206281662,0.733189046382904,0.27360326051712036,0.2524346709251404,0.2603478729724884,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.42745697498321533,0.3362044394016266,0.22068053483963013
university,1.0,0.30646374821662903,0.29005804657936096,0.3846139907836914,0.2068624645471573,0.20256656408309937,0.167424276471138,0.24883095920085907,0.3201795518398285,0.20256435871124268,0.19025695323944092,0.11887256056070328
's,-0.007441582623869181,-0.03817026689648628,-0.0033615175634622574,0.06039043515920639,0.03920676186680794,0.04866964742541313,-0.010959804058074951,0.007562864106148481,-0.037580832839012146,0.02692362666130066,0.004789014346897602,-0.023395681753754616
stagg,0.22059381008148193,0.2357608675956726,0.2574574649333954,0.11139148473739624,0.15757176280021667,0.1914295256137848,0.18523001670837402,0.1282481700181961,0.2111746370792389,0.14340578019618988,0.18053342401981354,0.20493288338184357
field,0.2145719975233078,0.20410659909248352,0.17056646943092346,0.18351930379867554,0.16662807762622833,0.2030690312385559,0.24071118235588074,0.11071691662073135,0.20553018152713776,0.1825202852487564,0.17069639265537262,0.11279727518558502
.,0.290679007768631,0.5352458953857422,0.2771213948726654,0.15168285369873047,0.2876244783401489,0.50484299659729,0.3054012954235077,0.32817673683166504,0.5591574311256409,0.3567904531955719,0.2822875380516052,0.4130953550338745
