,when,did,tesla,admit,to,a,reporter,that,maybe,he,'d,sacrificed,too,much,by,not,having,a,relationship,?
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2409670203924179,0.44245919585227966,0.427140474319458,0.278059720993042,0.4137537479400635,0.25553908944129944,0.40251094102859497,0.11865904182195663,0.19152215123176575,0.30976784229278564,0.36182254552841187,0.3680937886238098,0.3769696354866028,0.3154076039791107,0.427140474319458,0.23936419188976288,0.31091248989105225
``,0.07174111902713776,-0.029888948425650597,0.04274534806609154,0.033199507743120193,0.06720756739377975,0.07272057235240936,-0.0403822585940361,0.05285148695111275,0.07233735173940659,0.05585138872265816,0.08918466418981552,0.0004361435421742499,0.027792401611804962,0.02682921104133129,-0.030704375356435776,0.09406080842018127,0.07802174240350723,0.07272057235240936,0.11167515814304352,0.0685480609536171
sometimes,0.412046879529953,0.28058236837387085,0.129081130027771,0.17088811099529266,0.4055429697036743,0.3788676857948303,0.1742834597826004,0.3928869664669037,0.24818596243858337,0.23116429150104523,-0.0030180388130247593,0.16578640043735504,0.29672500491142273,0.39499786496162415,0.22042182087898254,0.4352559447288513,0.3104715645313263,0.3788676857948303,0.19140326976776123,0.1751544177532196
i,0.33498305082321167,0.32301032543182373,0.21594347059726715,0.4072463810443878,0.3140375316143036,0.3155658543109894,0.21026496589183807,0.4255519211292267,0.5439079403877258,0.2982874810695648,0.014721684157848358,0.16065305471420288,0.3328646421432495,0.3154860734939575,0.2243548333644867,0.4217516779899597,0.3033292591571808,0.3155658543109894,0.15719595551490784,0.4695145785808563
feel,0.3020144999027252,0.3044363260269165,0.12741635739803314,0.4380834400653839,0.3145853281021118,0.2556643486022949,0.16420505940914154,0.41628018021583557,0.45186153054237366,0.18510694801807404,0.003970884718000889,0.1662255823612213,0.4065438210964203,0.35791242122650146,0.21513183414936066,0.4563479423522949,0.3664677143096924,0.2556643486022949,0.26425451040267944,0.39212626218795776
that,0.5860282182693481,0.47518548369407654,0.22102725505828857,0.42431357502937317,0.5436353087425232,0.47537946701049805,0.2176346629858017,1.0,0.4786423146724701,0.36068853735923767,-0.011180663481354713,0.3067094385623932,0.465911328792572,0.4869440197944641,0.37496164441108704,0.6600887179374695,0.4370327591896057,0.47537946701049805,0.33911964297294617,0.32716336846351624
by,0.4376842677593231,0.18574509024620056,0.16513796150684357,0.21263054013252258,0.33534231781959534,0.32094135880470276,0.2150280624628067,0.37496164441108704,0.2043415606021881,0.2485479861497879,-0.03503657132387161,0.23467646539211273,0.29126206040382385,0.24959969520568848,1.0000001192092896,0.291808545589447,0.26870235800743103,0.32094135880470276,0.20575353503227234,0.17966607213020325
not,0.4799930453300476,0.6481515765190125,0.12018213421106339,0.4451179504394531,0.5149973034858704,0.3791346549987793,0.17694291472434998,0.6600887179374695,0.4925623834133148,0.29440581798553467,0.017328526824712753,0.2443809062242508,0.4887581467628479,0.4392215311527252,0.291808545589447,0.9999999403953552,0.45144879817962646,0.3791346549987793,0.2483322024345398,0.41942933201789856
marrying,0.3220841586589813,0.2592950463294983,0.044030532240867615,0.27270954847335815,0.30442702770233154,0.24515433609485626,0.11822455376386642,0.2967575788497925,0.17156678438186646,0.3188026547431946,-0.06845494359731674,0.3613342344760895,0.22616684436798096,0.2126203328371048,0.21149185299873352,0.28559908270835876,0.36231088638305664,0.24515433609485626,0.41948363184928894,0.19158244132995605
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2409670203924179,0.44245919585227966,0.427140474319458,0.278059720993042,0.4137537479400635,0.25553908944129944,0.40251094102859497,0.11865904182195663,0.19152215123176575,0.30976784229278564,0.36182254552841187,0.3680937886238098,0.3769696354866028,0.3154076039791107,0.427140474319458,0.23936419188976288,0.31091248989105225
i,0.33498305082321167,0.32301032543182373,0.21594347059726715,0.4072463810443878,0.3140375316143036,0.3155658543109894,0.21026496589183807,0.4255519211292267,0.5439079403877258,0.2982874810695648,0.014721684157848358,0.16065305471420288,0.3328646421432495,0.3154860734939575,0.2243548333644867,0.4217516779899597,0.3033292591571808,0.3155658543109894,0.15719595551490784,0.4695145785808563
made,0.2936893105506897,0.3068731725215912,0.1893712431192398,0.18475206196308136,0.3377571105957031,0.3180864453315735,0.14010784029960632,0.3437977731227875,0.20020556449890137,0.27847591042518616,0.03785396367311478,0.23964127898216248,0.20706863701343536,0.2675171494483948,0.34175434708595276,0.35529249906539917,0.2245357483625412,0.3180864453315735,0.06638425588607788,0.17218779027462006
too,0.4218566417694092,0.36231496930122375,0.114986352622509,0.3354191184043884,0.37087053060531616,0.32342976331710815,0.11808575689792633,0.465911328792572,0.4122188687324524,0.22451673448085785,-0.09033206105232239,0.21449153125286102,1.0,0.5544722676277161,0.29126206040382385,0.4887581467628479,0.38615351915359497,0.32342976331710815,0.25854915380477905,0.33757779002189636
great,0.2342798113822937,0.2083706259727478,0.12483514845371246,0.1442243456840515,0.1880372017621994,0.21836373209953308,0.09867599606513977,0.2783016562461853,0.1997142881155014,0.2380380630493164,-0.0741133838891983,0.22512073814868927,0.19226299226284027,0.3239916265010834,0.1775381863117218,0.1675761491060257,0.18356099724769592,0.21836373209953308,0.1683751940727234,0.13135133683681488
a,0.44397395849227905,0.2552328109741211,0.2211925983428955,0.2463129758834839,0.45503583550453186,1.0,0.24925528466701508,0.47537946701049805,0.3954240381717682,0.4393508732318878,0.023557579144835472,0.22124114632606506,0.32342976331710815,0.2958075702190399,0.32094135880470276,0.3791346549987793,0.3929923176765442,1.0,0.25691166520118713,0.23916715383529663
sacrifice,0.2015104591846466,0.16800463199615479,0.16143620014190674,0.18466725945472717,0.21181610226631165,0.2224871963262558,0.06894157081842422,0.27495360374450684,0.19166527688503265,0.16239143908023834,-0.11381716281175613,0.9072437286376953,0.161530539393425,0.14200833439826965,0.17954447865486145,0.22785715758800507,0.14815887808799744,0.2224871963262558,0.18598943948745728,0.16962945461273193
to,0.5423505902290344,0.4452643394470215,0.17548894882202148,0.32985082268714905,1.0,0.45503583550453186,0.19395318627357483,0.5436353087425232,0.3627176284790039,0.385390967130661,0.05016035959124565,0.23298585414886475,0.37087053060531616,0.40610215067863464,0.33534231781959534,0.5149973034858704,0.3992697596549988,0.45503583550453186,0.25194117426872253,0.29463258385658264
my,0.20919087529182434,0.2537900507450104,0.20675992965698242,0.35014966130256653,0.27499768137931824,0.2919403612613678,0.18216177821159363,0.3501027226448059,0.5041465163230896,0.25311392545700073,-0.04572713375091553,0.2198464572429657,0.3150903284549713,0.26359719038009644,0.14884181320667267,0.302336722612381,0.27085402607917786,0.2919403612613678,0.18365807831287384,0.4195883572101593
work,0.2500542998313904,0.336654931306839,0.2545209228992462,0.20619194209575653,0.3482864499092102,0.266241192817688,0.18853884935379028,0.34257015585899353,0.3581506013870239,0.3134653568267822,0.1537438929080963,0.2054000049829483,0.2985774576663971,0.38858485221862793,0.25005507469177246,0.3568844795227051,0.27329254150390625,0.266241192817688,0.21627525985240936,0.2621155381202698
...,0.017524629831314087,0.04458035156130791,0.12339819222688675,-0.037018340080976486,-0.012529745697975159,0.11324790120124817,0.1396004557609558,-0.035931192338466644,-0.08190362900495529,0.22987064719200134,0.42194250226020813,0.004966040141880512,-0.1068584993481636,-0.06475517153739929,0.035524122416973114,-0.03594308719038963,-0.04354527220129967,0.11324790120124817,0.07488128542900085,-0.07163430005311966
'',-0.07688097655773163,0.01978493109345436,0.048713020980358124,-0.014469978399574757,-0.009905828163027763,0.04890415817499161,0.021125992760062218,0.007880004122853279,0.08197380602359772,0.039060186594724655,0.03993942216038704,-0.14235152304172516,-0.08990582823753357,-0.014185515232384205,-0.010275691747665405,0.04262445494532585,0.030195889994502068,0.04890415817499161,-0.026206104084849358,0.018684765323996544
there,0.34822648763656616,0.29736605286598206,0.16046448051929474,0.25534820556640625,0.40669289231300354,0.4214206337928772,0.12614232301712036,0.6006520986557007,0.3702276945114136,0.29805925488471985,0.0480978861451149,0.20252785086631775,0.3498709797859192,0.31076255440711975,0.20383623242378235,0.43214359879493713,0.3940759599208832,0.4214206337928772,0.16667471826076508,0.29405656456947327
have,0.40555819869041443,0.3783526122570038,0.12181562930345535,0.420934796333313,0.4544740617275238,0.338716596364975,0.20280620455741882,0.6182622313499451,0.4473588168621063,0.3020331561565399,0.03716495260596275,0.21850234270095825,0.43338721990585327,0.440376877784729,0.3359639644622803,0.5619372129440308,0.5942753553390503,0.338716596364975,0.2631465792655945,0.32991164922714233
been,0.3339833617210388,0.2835664749145508,0.049614984542131424,0.3338046371936798,0.34945759177207947,0.3315402865409851,0.2590835392475128,0.4152003228664398,0.2778771221637726,0.387533038854599,0.017227649688720703,0.20967304706573486,0.28208720684051514,0.34950098395347595,0.39107078313827515,0.39571741223335266,0.4628734588623047,0.3315402865409851,0.22869418561458588,0.24354910850524902
numerous,0.18119986355304718,0.18944735825061798,0.07919003069400787,0.20564764738082886,0.23493526875972748,0.1547548472881317,0.13406164944171906,0.3390238285064697,0.13072985410690308,0.25866109132766724,0.017710309475660324,0.2181432992219925,0.17909905314445496,0.20629078149795532,0.2434663027524948,0.23434092104434967,0.2813112139701843,0.1547548472881317,0.17652225494384766,0.0875130444765091
accounts,0.23573487997055054,0.23968100547790527,0.1607649028301239,0.3008192181587219,0.2852049767971039,0.17580410838127136,0.22471588850021362,0.35750067234039307,0.38944706320762634,0.2116326242685318,0.05567839741706848,0.12352750450372696,0.18117278814315796,0.25432175397872925,0.22200484573841095,0.31261834502220154,0.25683069229125977,0.17580410838127136,0.14255836606025696,0.32252734899520874
of,0.3757161796092987,0.2513895630836487,0.18837453424930573,0.17787644267082214,0.41548454761505127,0.5052502155303955,0.16590984165668488,0.41498205065727234,0.24428507685661316,0.38706058263778687,0.14069612324237823,0.18518298864364624,0.22150669991970062,0.2671096920967102,0.3646814823150635,0.3307090103626251,0.38889452815055847,0.5052502155303955,0.22000651061534882,0.1826142966747284
women,0.1503998041152954,0.24222777783870697,0.09748174995183945,0.2103251814842224,0.24881750345230103,0.20322243869304657,0.2713601589202881,0.18742111325263977,0.23269513249397278,0.2777116000652313,0.018997592851519585,0.11208105087280273,0.1659010797739029,0.13494792580604553,0.13107776641845703,0.20434243977069855,0.23922188580036163,0.20322243869304657,0.12741638720035553,0.1616753786802292
vying,0.4148191213607788,0.34185802936553955,0.23020732402801514,0.3406559228897095,0.3840048313140869,0.3549829423427582,0.1668008267879486,0.47047144174575806,0.33652421832084656,0.32761937379837036,0.013618986122310162,0.3720240592956543,0.33071449398994446,0.3443003296852112,0.28811103105545044,0.4094816744327545,0.50871342420578,0.3549829423427582,0.2912808954715729,0.27908748388290405
for,0.43402108550071716,0.318512886762619,0.13983871042728424,0.20137156546115875,0.4451248347759247,0.44038116931915283,0.24308809638023376,0.4137635827064514,0.3268699049949646,0.4540175199508667,0.05031507834792137,0.21261310577392578,0.31008657813072205,0.2994346022605896,0.3248702883720398,0.39280617237091064,0.38465240597724915,0.44038116931915283,0.1835637241601944,0.264628142118454
tesla,0.1504557579755783,0.09757418930530548,0.9999999403953552,0.11796323955059052,0.17548894882202148,0.2211925983428955,0.15096569061279297,0.22102725505828857,0.17961223423480988,0.12373391538858414,0.1656404584646225,0.1351262480020523,0.114986352622509,0.20609156787395477,0.16513796150684357,0.12018213421106339,0.09314358234405518,0.2211925983428955,0.11410068720579147,0.10250775516033173
's,-0.03368149697780609,0.05069678649306297,0.06449045985937119,-0.00399658503010869,0.03782717138528824,0.04866964742541313,-0.012716442346572876,0.04397977516055107,0.03554403781890869,0.024063590914011,-0.054832782596349716,0.012333127669990063,-0.055382270365953445,0.06731651723384857,-0.010884488001465797,0.002583299996331334,-0.0629785805940628,0.04866964742541313,-0.04484357684850693,-0.023395681753754616
affection,0.2570629417896271,0.2253728061914444,0.11166307330131531,0.29847925901412964,0.29395052790641785,0.2451111227273941,0.21500149369239807,0.3282754421234131,0.23556146025657654,0.2715426981449127,-0.09550297260284424,0.2216145247220993,0.3088171184062958,0.34756284952163696,0.19231295585632324,0.2842063307762146,0.34791678190231323,0.2451111227273941,0.36968284845352173,0.23509566485881805
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.2409670203924179,0.44245919585227966,0.427140474319458,0.278059720993042,0.4137537479400635,0.25553908944129944,0.40251094102859497,0.11865904182195663,0.19152215123176575,0.30976784229278564,0.36182254552841187,0.3680937886238098,0.3769696354866028,0.3154076039791107,0.427140474319458,0.23936419188976288,0.31091248989105225
even,0.5135882496833801,0.45816805958747864,0.16614298522472382,0.4274789094924927,0.46467068791389465,0.3278432786464691,0.20281048119068146,0.5503504276275635,0.4121752381324768,0.29277661442756653,0.01692984811961651,0.2580704391002655,0.5132321119308472,0.5521572232246399,0.2642922103404999,0.6105154752731323,0.4597581923007965,0.3278432786464691,0.28155821561813354,0.30082517862319946
some,0.386913925409317,0.42553430795669556,0.17697323858737946,0.25737687945365906,0.4636894166469574,0.34539633989334106,0.14571310579776764,0.6049469113349915,0.3893072307109833,0.2902601659297943,0.10114600509405136,0.2687837481498718,0.4226541519165039,0.498896986246109,0.306446373462677,0.564181387424469,0.39602676033973694,0.34539633989334106,0.20991115272045135,0.2562315762042999
madly,0.34625884890556335,0.30648890137672424,0.0787939578294754,0.3538929522037506,0.28584569692611694,0.25752148032188416,0.22804249823093414,0.3582492768764496,0.2785492241382599,0.317044198513031,-0.18281087279319763,0.38514766097068787,0.3249211609363556,0.2956278920173645,0.21191003918647766,0.34002813696861267,0.3059528172016144,0.25752148032188416,0.3118119537830353,0.2543240189552307
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.19467665255069733,0.45010748505592346,0.539380669593811,0.24421748518943787,0.435920387506485,0.23186536133289337,0.41690486669540405,0.1172151118516922,0.15604270994663239,0.21702995896339417,0.2725222110748291,0.370934396982193,0.3403114080429077,0.32022708654403687,0.539380669593811,0.20233847200870514,0.20430970191955566
love,0.19978494942188263,0.25939130783081055,0.1405874341726303,0.32819893956184387,0.21338175237178802,0.23674970865249634,0.1869504451751709,0.24653686583042145,0.2520962953567505,0.25503915548324585,-0.12139905244112015,0.29425132274627686,0.24800419807434082,0.23217636346817017,0.12564945220947266,0.20164154469966888,0.19506274163722992,0.23674970865249634,0.35822558403015137,0.24261747300624847
with,0.5075214505195618,0.25472134351730347,0.16424812376499176,0.23153440654277802,0.4239959120750427,0.3783375024795532,0.22466178238391876,0.4154358208179474,0.28244003653526306,0.2845253646373749,-0.018016058951616287,0.22769123315811157,0.30133748054504395,0.2808258831501007,0.39731505513191223,0.3409014642238617,0.5057834982872009,0.3783375024795532,0.3188934326171875,0.2433311939239502
him,0.4087010324001312,0.4290095865726471,0.14682093262672424,0.3796110153198242,0.4702378511428833,0.32137390971183777,0.27488410472869873,0.4159553349018097,0.2932155132293701,0.6241704225540161,-0.06853609532117844,0.34509602189064026,0.29036232829093933,0.2968124449253082,0.29878008365631104,0.35652121901512146,0.3774479627609253,0.32137390971183777,0.24051029980182648,0.23943768441677094
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.26943692564964294,0.4645031690597534,0.50484299659729,0.24028262495994568,0.4460422694683075,0.25391077995300293,0.38061028718948364,0.08359452337026596,0.19790901243686676,0.34809815883636475,0.3374604284763336,0.3936232924461365,0.4824007451534271,0.3542446792125702,0.50484299659729,0.22535671293735504,0.4130953550338745
