,where,did,the,chinese,nationalists,move,the,mausoleum,away,from,advancing,chinese,communist,forces,?
another,0.42079871892929077,0.29175329208374023,0.5019711852073669,0.23027917742729187,0.2009088397026062,0.3259005546569824,0.5019711852073669,0.18851929903030396,0.3408152163028717,0.31349602341651917,0.21360042691230774,0.23027917742729187,0.23882025480270386,0.1751062124967575,0.295511931180954
200,-0.31051918864250183,-0.20726703107357025,-0.23840995132923126,-0.1632530391216278,-0.2487097531557083,-0.2762697637081146,-0.23840995132923126,-0.2027580589056015,-0.170883446931839,-0.19933220744132996,-0.26235947012901306,-0.1632530391216278,-0.30746784806251526,-0.24103544652462006,-0.22913911938667297
km,0.18477274477481842,0.02744879759848118,0.21376769244670868,0.03446490317583084,0.12829869985580444,0.1910175383090973,0.21376769244670868,0.20667535066604614,0.32128679752349854,0.21550244092941284,0.18989931046962738,0.03446490317583084,0.1730085015296936,0.17924831807613373,0.08180338144302368
farther,0.3719709813594818,0.23461158573627472,0.34515607357025146,0.12960971891880035,0.11699649691581726,0.33438819646835327,0.34515607357025146,0.1665625423192978,0.4746112823486328,0.3738194704055786,0.2828053832054138,0.12960971891880035,0.14619392156600952,0.14998804032802582,0.08294608443975449
west,0.22786299884319305,0.16852347552776337,0.32918402552604675,0.11133977770805359,0.20501883327960968,0.16327616572380066,0.32918402552604675,0.22221583127975464,0.23234468698501587,0.2389117330312729,0.23123280704021454,0.11133977770805359,0.21092139184474945,0.20036830008029938,0.12088293582201004
to,0.47735077142715454,0.4452643394470215,0.535392165184021,0.17416036128997803,0.22932152450084686,0.37858664989471436,0.535392165184021,0.18265455961227417,0.36056286096572876,0.4069952368736267,0.28604575991630554,0.17416036128997803,0.20094585418701172,0.2581802308559418,0.29463258385658264
the,0.5003893971443176,0.34736719727516174,1.0,0.2785343527793884,0.25943121314048767,0.29817628860473633,1.0,0.21872887015342712,0.29030847549438477,0.40150508284568787,0.34632325172424316,0.2785343527793884,0.24560265243053436,0.3134811818599701,0.22068053483963013
famous,0.3062496483325958,0.22946208715438843,0.28616565465927124,0.21411633491516113,0.24067048728466034,0.0738956555724144,0.28616565465927124,0.24813637137413025,0.18165899813175201,0.23072338104248047,0.120664082467556,0.21411633491516113,0.21700885891914368,0.08888610452413559,0.10379006713628769
tibetan,0.1560230702161789,0.11004411429166794,0.2316000759601593,0.46510982513427734,0.18835164606571198,0.1291922777891159,0.2316000759601593,0.1285650134086609,0.09050771594047546,0.13754774630069733,0.12739072740077972,0.46510982513427734,0.2834641933441162,0.09361337125301361,0.14673879742622375
monastery,0.19567489624023438,0.14108262956142426,0.22441139817237854,0.1885581910610199,0.2654203474521637,0.07648090273141861,0.22441139817237854,0.34812602400779724,0.13971734046936035,0.13423892855644226,0.1510591357946396,0.1885581910610199,0.22106534242630005,0.15602979063987732,0.11713293194770813
of,0.38066378235816956,0.2513895630836487,0.733189046382904,0.24275560677051544,0.212211474776268,0.19058799743652344,0.733189046382904,0.2191164493560791,0.2156001329421997,0.4249346852302551,0.2877073585987091,0.24275560677051544,0.24402955174446106,0.3090144991874695,0.1826142966747284
kumbum,0.18587343394756317,0.17240218818187714,0.2615034878253937,0.3177633583545685,0.19551438093185425,0.1769329160451889,0.2615034878253937,0.2935898005962372,0.24999265372753143,0.26952794194221497,0.15138652920722961,0.3177633583545685,0.19152657687664032,0.1085510402917862,0.19049528241157532
monastery,0.19567489624023438,0.14108262956142426,0.22441139817237854,0.1885581910610199,0.2654203474521637,0.07648090273141861,0.22441139817237854,0.34812602400779724,0.13971734046936035,0.13423892855644226,0.1510591357946396,0.1885581910610199,0.22106534242630005,0.15602979063987732,0.11713293194770813
or,0.3651050925254822,0.28211739659309387,0.4174870550632477,0.285908579826355,0.17313262820243835,0.2978147864341736,0.4174870550632477,0.1072818860411644,0.25713303685188293,0.31242018938064575,0.23544132709503174,0.285908579826355,0.17265631258487701,0.17726115882396698,0.32389625906944275
ta'er,0.1843835711479187,0.15590450167655945,0.21613547205924988,0.330441415309906,0.16555020213127136,0.17460131645202637,0.21613547205924988,0.09998682886362076,0.19539059698581696,0.12517067790031433,0.10499133169651031,0.330441415309906,0.1419561207294464,0.11078128218650818,0.2089136689901352
shi,0.157489612698555,0.11780183762311935,0.19417549669742584,0.43395373225212097,0.24172966182231903,0.13729099929332733,0.19417549669742584,0.2675061821937561,0.1257086545228958,0.16060030460357666,0.1498255580663681,0.43395373225212097,0.2363520860671997,0.20190156996250153,0.15530072152614594
near,0.4188554286956787,0.08748484402894974,0.2879819869995117,0.07118326425552368,0.10358024388551712,0.17041249573230743,0.2879819869995117,0.2644140124320984,0.2665608823299408,0.2486431896686554,0.15320239961147308,0.07118326425552368,0.13876917958259583,0.20423561334609985,0.10734958201646805
xining,0.23158416152000427,0.12434191256761551,0.31630104780197144,0.5490549802780151,0.2365109771490097,0.143903449177742,0.31630104780197144,0.3063760995864868,0.14905981719493866,0.20422600209712982,0.35256844758987427,0.5490549802780151,0.3216957151889801,0.16866734623908997,0.13069920241832733
",",0.3149496018886566,0.3015086054801941,0.4933079481124878,0.2697280943393707,0.20672732591629028,0.25767531991004944,0.4933079481124878,0.2180003970861435,0.24632208049297333,0.39760664105415344,0.2676874101161957,0.2697280943393707,0.2367876023054123,0.2544684410095215,0.31091248989105225
which,0.5477990508079529,0.2750149369239807,0.6521818041801453,0.21241894364356995,0.18622447550296783,0.2914038598537445,0.6521818041801453,0.17151600122451782,0.29619041085243225,0.38755592703819275,0.24034155905246735,0.21241894364356995,0.1786830723285675,0.2267666757106781,0.25814583897590637
soon,0.32082125544548035,0.35734426975250244,0.3431394100189209,0.14873912930488586,0.23236042261123657,0.2168528139591217,0.3431394100189209,0.1695147603750229,0.30954670906066895,0.2704044282436371,0.2678895890712738,0.14873912930488586,0.22843065857887268,0.19680222868919373,0.17460282146930695
fell,0.21285274624824524,0.3227677345275879,0.2598440647125244,0.16728156805038452,0.19445936381816864,0.19176749885082245,0.2598440647125244,0.2351899892091751,0.21028602123260498,0.24594545364379883,0.2976440191268921,0.16728156805038452,0.21653898060321808,0.20227836072444916,0.13107693195343018
under,0.35552138090133667,0.20815621316432953,0.3348022699356079,0.16497169435024261,0.15254878997802734,0.16310173273086548,0.3348022699356079,0.2007291167974472,0.17747753858566284,0.24506589770317078,0.21010050177574158,0.16497169435024261,0.1959165781736374,0.2815481424331665,0.18233340978622437
communist,0.12081950157880783,0.22076168656349182,0.24560265243053436,0.38517898321151733,0.5389044880867004,0.12381362915039062,0.24560265243053436,0.1583881825208664,0.1654949188232422,0.21761903166770935,0.2547881305217743,0.38517898321151733,0.9999999403953552,0.31375035643577576,0.13955675065517426
control,0.23649609088897705,0.22942528128623962,0.32841500639915466,0.11278767138719559,0.23337306082248688,0.20084744691848755,0.32841500639915466,0.10928481817245483,0.2769773304462433,0.19431272149085999,0.31863832473754883,0.11278767138719559,0.21403557062149048,0.329809308052063,0.1620711386203766
.,0.41390106081962585,0.35288307070732117,0.5934505462646484,0.25441038608551025,0.1961246281862259,0.31650546193122864,0.5934505462646484,0.18851764500141144,0.27494382858276367,0.41536515951156616,0.21974453330039978,0.25441038608551025,0.2384379804134369,0.21802116930484772,0.4130953550338745
