,what,did,the,nif,try,to,unify,islamist,opposition,against,?
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.3587944507598877,0.27472031116485596,0.44245919585227966,0.24043713510036469,0.18959079682826996,0.23061631619930267,0.31168749928474426,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.32472866773605347,0.359083354473114,0.48971283435821533,0.23293976485729218,0.19843706488609314,0.23348990082740784,0.3292689621448517,0.20544172823429108
worked,0.168898344039917,0.3377852141857147,0.22615844011306763,0.13882337510585785,0.31809693574905396,0.22250263392925262,0.11250045150518417,0.09578490257263184,0.1655614674091339,0.13236123323440552,0.0901828184723854
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2323044389486313,0.5391331911087036,1.0,0.31632402539253235,0.1878976970911026,0.2251589596271515,0.310872346162796,0.29463258385658264
unify,0.31324344873428345,0.26509910821914673,0.2526540756225586,0.3425084054470062,0.34519726037979126,0.31632402539253235,1.0000001192092896,0.20930741727352142,0.25847911834716797,0.32180055975914,0.27140527963638306
islamist,0.17762082815170288,0.18690630793571472,0.2459319531917572,0.3367355167865753,0.21241439878940582,0.1878976970911026,0.20930741727352142,1.0000001192092896,0.37768369913101196,0.2878921926021576,0.14697067439556122
opposition,0.2798226773738861,0.21891070902347565,0.26783087849617004,0.1529027372598648,0.2602822482585907,0.2251589596271515,0.25847911834716797,0.37768369913101196,0.9999998807907104,0.3797253966331482,0.15647298097610474
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2323044389486313,0.5391331911087036,1.0,0.31632402539253235,0.1878976970911026,0.2251589596271515,0.310872346162796,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,1.0,0.30787211656570435,0.28568562865257263,0.535392165184021,0.2526540756225586,0.2459319531917572,0.26783087849617004,0.3090755045413971,0.22068053483963013
american,0.1909721940755844,0.21486236155033112,0.24562937021255493,0.13906526565551758,0.16095006465911865,0.16338081657886505,0.13387979567050934,0.27025651931762695,0.13773475587368011,0.13537569344043732,0.18877598643302917
attack,0.16093501448631287,0.13678960502147675,0.2508925497531891,0.16156263649463654,0.20183761417865753,0.19954605400562286,0.1496417224407196,0.3040744960308075,0.23665523529052734,0.31037792563438416,0.126759335398674
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.202396959066391,0.2314990907907486,0.41031414270401,0.14244602620601654,0.15223444998264313,0.19688518345355988,0.3163113296031952,0.2714994251728058
iraq,0.19968436658382416,0.17306172847747803,0.2386751025915146,0.33787816762924194,0.13879460096359253,0.18802489340305328,0.1700909584760666,0.4955267906188965,0.2666655480861664,0.23861253261566162,0.13788843154907227
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.2805326282978058,0.24484941363334656,0.45010748505592346,0.20590393245220184,0.19697563350200653,0.21703043580055237,0.27273955941200256,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.30787211656570435,0.28568562865257263,0.535392165184021,0.2526540756225586,0.2459319531917572,0.26783087849617004,0.3090755045413971,0.22068053483963013
1991,0.15930123627185822,0.21974095702171326,0.002508036559447646,0.13069796562194824,0.17930658161640167,0.11084804683923721,0.2599472999572754,0.2680829167366028,0.23296107351779938,0.16006489098072052,0.175977423787117
gulf,0.16739319264888763,0.11704359948635101,0.29029619693756104,0.20919354259967804,0.14621570706367493,0.1890619695186615,0.12289314717054367,0.2441074252128601,0.169300377368927,0.12852083146572113,0.12622930109500885
war,0.22516006231307983,0.27422013878822327,0.366199791431427,0.2573798596858978,0.19439904391765594,0.2610234022140503,0.2405724674463272,0.27099359035491943,0.24474716186523438,0.319843053817749,0.15510529279708862
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.3422772288322449,0.3077121675014496,0.4645031690597534,0.1783779263496399,0.20264555513858795,0.2079138308763504,0.28705209493637085,0.4130953550338745
