,if,the,average,u.s.,worker,were,to,complete,an,additional,year,of,school,",",what,amount,of,growth,would,be,generated,over,5,years,?
completed,0.17459987103939056,0.29278936982154846,0.16785159707069397,0.028839444741606712,0.15041521191596985,0.19010283052921295,0.2867361009120941,0.6404756903648376,0.16179491579532623,0.23140373826026917,0.2218468338251114,0.2491239756345749,0.24625587463378906,0.26047438383102417,0.19063329696655273,0.1565825641155243,0.2491239756345749,0.16741012036800385,0.23682528734207153,0.2236461490392685,0.18181829154491425,0.25255176424980164,0.07400748133659363,0.2700405418872833,0.08272653818130493
just,0.5014921426773071,0.40061673521995544,0.1841992437839508,0.10871724039316177,0.20509999990463257,0.2839916944503784,0.5153104066848755,0.25971534848213196,0.29024219512939453,0.2662184536457062,0.2434857338666916,0.35124439001083374,0.24908654391765594,0.43425118923187256,0.5854880809783936,0.2710188031196594,0.35124439001083374,0.1803990751504898,0.5394622087478638,0.4862116277217865,0.22494681179523468,0.39277568459510803,-0.01272569876164198,0.2373715341091156,0.4144178032875061
one,0.37931159138679504,0.5514441132545471,0.30125629901885986,0.07261612266302109,0.1494779884815216,0.3453167676925659,0.4025384783744812,0.34202226996421814,0.2829729914665222,0.22240111231803894,0.346388578414917,0.4999135136604309,0.20067162811756134,0.3696635365486145,0.376489520072937,0.32451149821281433,0.4999135136604309,0.17276571691036224,0.38529840111732483,0.4154875874519348,0.24553990364074707,0.3846774995326996,-0.004785112105309963,0.33127376437187195,0.2673267424106598
more,0.3938486874103546,0.39758381247520447,0.28232842683792114,0.037427712231874466,0.19941653311252594,0.33779072761535645,0.47084665298461914,0.2551126182079315,0.316240519285202,0.30313533544540405,0.2547462582588196,0.30478984117507935,0.1141543760895729,0.3696524500846863,0.3484537899494171,0.3671000599861145,0.30478984117507935,0.24925704300403595,0.446984201669693,0.5445363521575928,0.2825535237789154,0.452426552772522,0.0770864337682724,0.29188093543052673,0.27894994616508484
year,0.23539488017559052,0.3609684407711029,0.2935159504413605,0.1071796864271164,0.14482562243938446,0.23735305666923523,0.23523004353046417,0.12896934151649475,0.17045794427394867,0.17172358930110931,1.0,0.2578314542770386,0.2321801781654358,0.28560417890548706,0.15184831619262695,0.2676939368247986,0.2578314542770386,0.1888519674539566,0.259968101978302,0.2296248972415924,0.14170566201210022,0.2620522379875183,0.01694861799478531,0.5195499062538147,0.18315006792545319
of,0.2557544410228729,0.733189046382904,0.23717734217643738,0.011562774889171124,0.1631152182817459,0.34038281440734863,0.41548454761505127,0.3009350895881653,0.32280945777893066,0.2518594264984131,0.2578314542770386,1.0,0.2391800880432129,0.4946078956127167,0.33290785551071167,0.2541177570819855,1.0,0.2679378092288971,0.3353942930698395,0.33904364705085754,0.27549460530281067,0.36136594414711,0.1043979674577713,0.2904134690761566,0.1826142966747284
school,0.09458249062299728,0.22953221201896667,0.10084234923124313,0.014218876138329506,0.17530307173728943,0.16513954102993011,0.24496325850486755,0.09674357622861862,0.17441901564598083,0.12644702196121216,0.2321801781654358,0.2391800880432129,1.0,0.27141863107681274,0.18774057924747467,0.060191258788108826,0.2391800880432129,0.1250261515378952,0.13300096988677979,0.16095811128616333,0.08817370235919952,0.14844030141830444,0.035865992307662964,0.24115975201129913,0.15091250836849213
",",0.257730096578598,0.4933079481124878,0.23098047077655792,0.030410487204790115,0.22260382771492004,0.36755475401878357,0.44245919585227966,0.23945219814777374,0.3581022024154663,0.30316734313964844,0.28560417890548706,0.4946078956127167,0.27141863107681274,1.0000001192092896,0.3087472915649414,0.21125462651252747,0.4946078956127167,0.2218456119298935,0.32586824893951416,0.39254459738731384,0.20257380604743958,0.3301127254962921,0.10738879442214966,0.2589467465877533,0.31091248989105225
it,0.35967332124710083,0.6251175999641418,0.25883322954177856,0.011612125672399998,0.17925772070884705,0.25487732887268066,0.513711154460907,0.23172526061534882,0.39472338557243347,0.14385353028774261,0.2363913208246231,0.38761502504348755,0.22964634001255035,0.48329564929008484,0.45803478360176086,0.3270067572593689,0.38761502504348755,0.2740481495857239,0.36398744583129883,0.5203388929367065,0.21769145131111145,0.3669605255126953,0.03559829667210579,0.21688692271709442,0.25732165575027466
would,0.5543612837791443,0.4133751392364502,0.205789715051651,0.11469250172376633,0.22588400542736053,0.37426912784576416,0.5965728163719177,0.26136624813079834,0.2650099992752075,0.2866101562976837,0.259968101978302,0.3353942930698395,0.13300096988677979,0.32586824893951416,0.45766422152519226,0.3228079080581665,0.3353942930698395,0.19281575083732605,1.0000001192092896,0.5202695727348328,0.24898934364318848,0.3247411251068115,0.02515469864010811,0.24754531681537628,0.37178951501846313
add,0.5133745670318604,0.22751019895076752,0.12864451110363007,0.020607508718967438,0.1107279360294342,0.14864368736743927,0.3365766704082489,0.22190989553928375,0.2231859266757965,0.4214726984500885,0.16328001022338867,0.22190609574317932,0.08549553900957108,0.25646987557411194,0.3096190094947815,0.3185860514640808,0.22190609574317932,0.13958263397216797,0.38593530654907227,0.45381614565849304,0.37446191906929016,0.2018362581729889,0.07495676726102829,0.12736564874649048,0.37847816944122314
an,0.26347705721855164,0.4207492768764496,0.27438971400260925,-0.004288777709007263,0.21032008528709412,0.08893381804227829,0.3138085603713989,0.2157072126865387,1.0,0.2082792967557907,0.17045794427394867,0.32280945777893066,0.17441901564598083,0.3581022024154663,0.2821882665157318,0.25767290592193604,0.32280945777893066,0.1870514452457428,0.2650099992752075,0.33041056990623474,0.21952345967292786,0.22070914506912231,0.16594679653644562,0.17872706055641174,0.19793890416622162
additional,0.2871832549571991,0.2539002597332001,0.1379101574420929,0.031631965190172195,0.14683866500854492,0.1950184553861618,0.29850050806999207,0.29666003584861755,0.2082792967557907,1.0000001192092896,0.17172358930110931,0.2518594264984131,0.12644702196121216,0.30316734313964844,0.20172064006328583,0.22738316655158997,0.2518594264984131,0.14008334279060364,0.2866101562976837,0.33379167318344116,0.2881963551044464,0.23017849028110504,0.10285193473100662,0.1755881905555725,0.24309562146663666
$,0.28158438205718994,0.23367542028427124,0.2754773199558258,0.05611317977309227,0.2684640884399414,0.171411395072937,0.22282108664512634,0.18226517736911774,0.14044590294361115,0.26101282238960266,0.30956965684890747,0.11268499493598938,0.18588410317897797,0.21166811883449554,0.24858909845352173,0.33202388882637024,0.11268499493598938,0.1824886053800583,0.25027239322662354,0.2080300748348236,0.23700019717216492,0.24352870881557465,0.016557244583964348,0.2932432293891907,0.2786129117012024
105,0.15184709429740906,0.1126137226819992,0.09899192303419113,0.30603063106536865,-0.01964104361832142,0.20741769671440125,0.12328188866376877,0.018378639593720436,0.021049460396170616,0.016497626900672913,0.17976218461990356,0.08462929725646973,0.014403474517166615,0.14643129706382751,0.1624133586883545,0.046541303396224976,0.08462929725646973,0.10511073470115662,0.10695957392454147,0.07999950647354126,0.053477320820093155,0.14762307703495026,-0.0307347159832716,0.17260141670703888,0.1772395223379135
billion,0.21534733474254608,0.2162325382232666,0.3176586627960205,-0.045589759945869446,0.09838556498289108,0.16785979270935059,0.2046312391757965,0.1764615774154663,0.14776355028152466,0.20566301047801971,0.24917249381542206,0.19335569441318512,0.11754203587770462,0.19861456751823425,0.262668639421463,0.3692147135734558,0.19335569441318512,0.24626819789409637,0.22690428793430328,0.2263132482767105,0.2629113793373108,0.32659122347831726,0.010012730024755001,0.44464391469955444,0.25791820883750916
in,0.2589588761329651,0.6662389636039734,0.23465414345264435,-0.003064807504415512,0.2317148894071579,0.3815755248069763,0.45010748505592346,0.2201821506023407,0.2605783939361572,0.21390613913536072,0.3359307050704956,0.5696388483047485,0.26157811284065247,0.5201468467712402,0.30808621644973755,0.2569429874420166,0.5696388483047485,0.2819603681564331,0.30461156368255615,0.3481820821762085,0.19890514016151428,0.3605569899082184,0.0862177163362503,0.33554986119270325,0.20430970191955566
growth,0.17337800562381744,0.2912366986274719,0.3035612404346466,-0.07163593918085098,0.1726529449224472,0.12751753628253937,0.2701800763607025,0.17290058732032776,0.1870514452457428,0.14008334279060364,0.1888519674539566,0.2679378092288971,0.1250261515378952,0.2218456119298935,0.1739405393600464,0.2924130856990814,0.2679378092288971,1.0000001192092896,0.19281575083732605,0.20039916038513184,0.21375903487205505,0.17924273014068604,0.0350482277572155,0.17453862726688385,0.07547862827777863
to,0.4559597074985504,0.535392165184021,0.2572915256023407,0.09732837975025177,0.16837060451507568,0.31913647055625916,1.0,0.26479288935661316,0.3138085603713989,0.29850050806999207,0.23523004353046417,0.41548454761505127,0.24496325850486755,0.44245919585227966,0.455847829580307,0.309798926115036,0.41548454761505127,0.2701800763607025,0.5965728163719177,0.4972836375236511,0.2428233027458191,0.38635820150375366,0.03588335961103439,0.23891852796077728,0.29463258385658264
the,0.33724796772003174,1.0,0.27058175206184387,0.06592652946710587,0.19223305583000183,0.3906462490558624,0.535392165184021,0.277624249458313,0.4207492768764496,0.2539002597332001,0.3609684407711029,0.733189046382904,0.22953221201896667,0.4933079481124878,0.42745697498321533,0.3336862325668335,0.733189046382904,0.2912366986274719,0.4133751392364502,0.4248143136501312,0.27684199810028076,0.39856547117233276,0.09255307912826538,0.2912273406982422,0.22068053483963013
country,0.18476323783397675,0.30432501435279846,0.15502749383449554,0.017695527523756027,0.12402233481407166,0.19303756952285767,0.31281599402427673,0.14152422547340393,0.19811232388019562,0.2006613314151764,0.25257372856140137,0.28866857290267944,0.18223369121551514,0.27878350019454956,0.22705033421516418,0.17140622437000275,0.28866857290267944,0.21119706332683563,0.19528944790363312,0.2115473747253418,0.20583675801753998,0.23639845848083496,0.15414053201675415,0.20189806818962097,0.12647280097007751
's,-0.0015437148977071047,-0.01540423184633255,0.08544468134641647,-0.015024582855403423,0.055372193455696106,0.007088581565767527,0.03782717138528824,0.0903397724032402,0.025255560874938965,-0.0743386447429657,-0.04087831452488899,-0.03817026689648628,-0.017113132402300835,-0.0016132977325469255,0.02692362666130066,0.051227446645498276,-0.03817026689648628,-0.008487226441502571,0.036968596279621124,0.025217169895768166,-0.06751520931720734,0.016215575858950615,-0.00032236112747341394,0.05563735216856003,-0.023395681753754616
economy,0.14520956575870514,0.24644890427589417,0.22457392513751984,-0.04382159560918808,0.25694912672042847,0.2038474828004837,0.2613506615161896,0.19046862423419952,0.14700748026371002,0.1493801325559616,0.14992986619472504,0.2583308815956116,0.21648594737052917,0.2521176040172577,0.21764783561229706,0.2544834315776825,0.2583308815956116,0.48972833156585693,0.2351885288953781,0.22250409424304962,0.16427282989025116,0.20320317149162292,0.09239374101161957,0.1572808176279068,0.11486924439668655
over,0.2865285277366638,0.39856547117233276,0.23075373470783234,0.07138299196958542,0.1379523128271103,0.30589473247528076,0.38635820150375366,0.23500359058380127,0.22070914506912231,0.23017849028110504,0.2620522379875183,0.36136594414711,0.14844030141830444,0.3301127254962921,0.28007611632347107,0.3027430474758148,0.36136594414711,0.17924273014068604,0.3247411251068115,0.27136483788490295,0.2648976147174835,1.0,0.021855445578694344,0.3751278817653656,0.25742942094802856
five,0.2002227008342743,0.41977158188819885,0.25425928831100464,0.022784696891903877,0.06263075023889542,0.37460240721702576,0.29041585326194763,0.23336417973041534,0.16619600355625153,0.2967171370983124,0.33582794666290283,0.3980514109134674,0.18981637060642242,0.3101605772972107,0.18688078224658966,0.18030884861946106,0.3980514109134674,0.1483587622642517,0.23033055663108826,0.2581751346588135,0.0854453295469284,0.3258861005306244,0.0011743379291146994,0.4054921269416809,0.18342848122119904
years,0.2103022336959839,0.2912273406982422,0.20038852095603943,0.0741155743598938,0.1746581792831421,0.3048669695854187,0.23891852796077728,0.2288486808538437,0.17872706055641174,0.1755881905555725,0.5195499062538147,0.2904134690761566,0.24115975201129913,0.2589467465877533,0.1981470286846161,0.16932423412799835,0.2904134690761566,0.17453862726688385,0.24754531681537628,0.2547864317893982,0.1431972235441208,0.3751278817653656,-0.035731349140405655,1.0,0.1914375126361847
.,0.421799898147583,0.5934505462646484,0.2717139422893524,0.09558769315481186,0.22654937207698822,0.3378238379955292,0.4645031690597534,0.2471141666173935,0.3581749200820923,0.189470574259758,0.32538118958473206,0.5352458953857422,0.24214158952236176,0.6812511086463928,0.3567904531955719,0.24893930554389954,0.5352458953857422,0.2825547754764557,0.35067233443260193,0.4383580684661865,0.2922912836074829,0.37877383828163147,0.1139165610074997,0.31919315457344055,0.4130953550338745
