,what,are,the,``,big,five,'',animals,in,kenya,?
that,0.6297725439071655,0.45265161991119385,0.5473989248275757,0.05285148695111275,0.2977107763290405,0.3205110728740692,0.007880004122853279,0.3000275194644928,0.435920387506485,0.18006594479084015,0.32716336846351624
is,0.28837618231773376,0.5330929756164551,0.5823672413825989,0.058766357600688934,0.22924260795116425,0.22980348765850067,0.0793738141655922,0.2262406051158905,0.5394441485404968,0.17591087520122528,0.22961433231830597
the,0.42745697498321533,0.40399202704429626,1.0,0.029072100296616554,0.308749794960022,0.41977158188819885,0.041273195296525955,0.2939487397670746,0.6662389636039734,0.21657514572143555,0.22068053483963013
lion,0.15693210065364838,0.16331472992897034,0.2764444947242737,0.11590028554201126,0.18695352971553802,0.1880236119031906,0.06816232204437256,0.27687177062034607,0.20196977257728577,0.2198467254638672,0.13262073695659637
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.09681109338998795,0.30276864767074585,0.3101605772972107,-0.037358131259679794,0.23067066073417664,0.5201468467712402,0.23432263731956482,0.31091248989105225
leopard,0.11610668897628784,0.21979859471321106,0.20293891429901123,0.10837489366531372,0.18924486637115479,0.1853722780942917,-0.005984103307127953,0.3772529363632202,0.17576123774051666,0.24019207060337067,0.15125463902950287
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.09681109338998795,0.30276864767074585,0.3101605772972107,-0.037358131259679794,0.23067066073417664,0.5201468467712402,0.23432263731956482,0.31091248989105225
buffalo,0.15750785171985626,0.13617020845413208,0.2457614243030548,-0.004050730727612972,0.22147740423679352,0.1835639923810959,0.023808736354112625,0.3355916142463684,0.24520064890384674,0.20575857162475586,0.13041602075099945
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.09681109338998795,0.30276864767074585,0.3101605772972107,-0.037358131259679794,0.23067066073417664,0.5201468467712402,0.23432263731956482,0.31091248989105225
rhinoceros,0.14991982281208038,0.2875823676586151,0.29083573818206787,0.12236017733812332,0.21699492633342743,0.22178047895431519,0.06505680084228516,0.4662145972251892,0.2121361941099167,0.3187845051288605,0.14517775177955627
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.09681109338998795,0.30276864767074585,0.3101605772972107,-0.037358131259679794,0.23067066073417664,0.5201468467712402,0.23432263731956482,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.036644238978624344,0.30164432525634766,0.33081334829330444,0.021612688899040222,0.3589221239089966,0.4954058527946472,0.20742860436439514,0.20544172823429108
elephant,0.19460220634937286,0.12504257261753082,0.17150750756263733,0.04458673298358917,0.2046271115541458,0.17097455263137817,0.04142594337463379,0.37013885378837585,0.07893848419189453,0.30523091554641724,0.12334275990724564
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.09681109338998795,0.30276864767074585,0.3101605772972107,-0.037358131259679794,0.23067066073417664,0.5201468467712402,0.23432263731956482,0.31091248989105225
can,0.34502777457237244,0.5408529043197632,0.312528520822525,0.12428006529808044,0.22665953636169434,0.19750119745731354,0.008988718502223492,0.30804094672203064,0.26527702808380127,0.1082535833120346,0.3226337134838104
be,0.3929833769798279,0.5556803941726685,0.4248143136501312,0.07670000940561295,0.13724997639656067,0.2581751346588135,0.08835477381944656,0.2701433002948761,0.3481820821762085,0.11485160887241364,0.3324260413646698
found,0.1796332150697708,0.2740558087825775,0.3452354073524475,0.013845388777554035,0.12156683206558228,0.18414954841136932,0.09618200361728668,0.23615117371082306,0.39141854643821716,0.16272814571857452,0.16790300607681274
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.04765888676047325,0.2359251081943512,0.3634254038333893,0.07432962208986282,0.26300355792045593,1.0,0.23621977865695953,0.20430970191955566
kenya,0.18398970365524292,0.1597108691930771,0.21657514572143555,0.06875105202198029,0.13476471602916718,0.16444720327854156,-0.08265174180269241,0.19450241327285767,0.23621977865695953,1.0,0.17197901010513306
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.036644238978624344,0.30164432525634766,0.33081334829330444,0.021612688899040222,0.3589221239089966,0.4954058527946472,0.20742860436439514,0.20544172823429108
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.04765888676047325,0.2359251081943512,0.3634254038333893,0.07432962208986282,0.26300355792045593,1.0,0.23621977865695953,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,1.0,0.029072100296616554,0.308749794960022,0.41977158188819885,0.041273195296525955,0.2939487397670746,0.6662389636039734,0.21657514572143555,0.22068053483963013
masai,0.12811823189258575,0.13070131838321686,0.17241929471492767,0.033579736948013306,0.20704594254493713,0.1387326419353485,0.006321852561086416,0.1688443124294281,0.14661020040512085,0.37148407101631165,0.12548209726810455
mara,0.13444402813911438,0.10238127410411835,0.18405473232269287,-0.0019830705132335424,0.10997217893600464,0.10916385054588318,0.005769152194261551,0.12579193711280823,0.15313810110092163,0.31841954588890076,0.10502629727125168
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.04765888676047325,0.2359251081943512,0.3634254038333893,0.07432962208986282,0.26300355792045593,1.0,0.23621977865695953,0.20430970191955566
particular,0.4548671245574951,0.3587656319141388,0.4066357910633087,0.18959873914718628,0.20401433110237122,0.2066287100315094,0.04492631182074547,0.25689563155174255,0.3090636432170868,0.11340580135583878,0.2741454839706421
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.05720457062125206,0.27374890446662903,0.34172043204307556,-0.07181349396705627,0.27480828762054443,0.5591574311256409,0.24234211444854736,0.4130953550338745
