,when,did,denmark,join,the,eu,?
1985,-0.00747395446524024,0.07323421537876129,-0.04972536116838455,0.05193941667675972,0.02310241386294365,-0.04556426778435707,-0.03005216084420681
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
austria,0.1801789551973343,0.1684301197528839,0.44441598653793335,0.1263633668422699,0.24396029114723206,0.2197759747505188,0.16068434715270996
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
finland,0.1376846581697464,0.15598908066749573,0.4789360761642456,0.16514842212200165,0.24957945942878723,0.23581379652023315,0.11789586395025253
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
norway,0.18879380822181702,0.13200347125530243,0.7279554605484009,0.14689482748508453,0.20952337980270386,0.2157486528158188,0.12105534970760345
and,0.4716290831565857,0.34479495882987976,0.2965224087238312,0.319981187582016,0.5171257257461548,0.16977795958518982,0.20544172823429108
sweden,0.15684205293655396,0.14059685170650482,0.5798749923706055,0.11253459751605988,0.20170342922210693,0.1254003345966339,0.1268482208251953
in,0.4431333839893341,0.2593238651752472,0.21252261102199554,0.26958489418029785,0.6662389636039734,0.12919096648693085,0.20430970191955566
1994,0.030050592496991158,0.18745069205760956,-0.02573806419968605,0.07381116598844528,-0.03378653898835182,0.1015288308262825,0.12888094782829285
(,0.2459595799446106,0.18979617953300476,0.1995791643857956,0.1474592536687851,0.33289089798927307,0.1709967851638794,0.40561532974243164
though,0.45963284373283386,0.4678466022014618,0.1603046953678131,0.18239358067512512,0.38776206970214844,0.14540627598762512,0.3188856542110443
again,0.5500401854515076,0.35250324010849,0.18737179040908813,0.29973000288009644,0.4104243218898773,0.11442927271127701,0.2679590880870819
norway,0.18879380822181702,0.13200347125530243,0.7279554605484009,0.14689482748508453,0.20952337980270386,0.2157486528158188,0.12105534970760345
failed,0.277310311794281,0.5037672519683838,0.16043561697006226,0.18947772681713104,0.32787200808525085,0.1466716229915619,0.16487033665180206
to,0.5423505902290344,0.4452643394470215,0.2133386731147766,0.34188714623451233,0.535392165184021,0.1539587825536728,0.29463258385658264
join,0.27303174138069153,0.272647500038147,0.15234337747097015,1.0000001192092896,0.3205963969230652,0.23299133777618408,0.13127188384532928
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
because,0.6114379167556763,0.45674043893814087,0.18021483719348907,0.2234508991241455,0.44596394896507263,0.14775903522968292,0.2528740465641022
of,0.3757161796092987,0.2513895630836487,0.23152917623519897,0.24810034036636353,0.733189046382904,0.1579294353723526,0.1826142966747284
lack,0.2328537404537201,0.2599813938140869,0.07710089534521103,0.08313595503568649,0.2674623131752014,0.11310144513845444,0.16953514516353607
of,0.3757161796092987,0.2513895630836487,0.23152917623519897,0.24810034036636353,0.733189046382904,0.1579294353723526,0.1826142966747284
support,0.19993360340595245,0.2911772131919861,0.17681066691875458,0.2617153823375702,0.22984638810157776,0.2120240330696106,0.22626608610153198
in,0.4431333839893341,0.2593238651752472,0.21252261102199554,0.26958489418029785,0.6662389636039734,0.12919096648693085,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.2167552262544632,0.3205963969230652,1.0,0.14126400649547577,0.22068053483963013
referendum,0.17355266213417053,0.19246472418308258,0.2702677845954895,0.2738898992538452,0.2520652413368225,0.4140673875808716,0.18056513369083405
),0.2538422644138336,0.18584993481636047,0.22336924076080322,0.1666775494813919,0.3456730246543884,0.1733860969543457,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,0.2167552262544632,0.3205963969230652,1.0,0.14126400649547577,0.22068053483963013
czech,0.10519053041934967,0.10599575191736221,0.3429109752178192,0.12550801038742065,0.2179722785949707,0.2708318531513214,0.2060156762599945
republic,0.1433873176574707,0.14819517731666565,0.2656596899032593,0.212678924202919,0.2862427830696106,0.24766285717487335,0.16880398988723755
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
cyprus,0.19323159754276276,0.1215076670050621,0.32646170258522034,0.163094624876976,0.19548389315605164,0.3853699564933777,0.10052155703306198
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
estonia,0.15559980273246765,0.17567504942417145,0.4529849588871002,0.15562507510185242,0.2499745935201645,0.3117009103298187,0.13120761513710022
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
hungary,0.16170832514762878,0.15388748049736023,0.48075053095817566,0.16507922112941742,0.19512401521205902,0.27064892649650574,0.12299655377864838
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
latvia,0.17557285726070404,0.13563670217990875,0.4033784568309784,0.25594523549079895,0.22341376543045044,0.33565568923950195,0.11183981597423553
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
lithuania,0.2181602567434311,0.13922865688800812,0.38650211691856384,0.2146243453025818,0.3093775808811188,0.3401171565055847,0.13163308799266815
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
malta,0.13393589854240417,0.1609567403793335,0.32239675521850586,0.1572549045085907,0.23261646926403046,0.2762379050254822,0.1617475152015686
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
poland,0.1766313761472702,0.1852528303861618,0.4456320106983185,0.17148110270500183,0.24871079623699188,0.2557816803455353,0.14259830117225647
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
slovakia,0.14699934422969818,0.11968203634023666,0.3838949501514435,0.16505470871925354,0.21855323016643524,0.3260495662689209,0.17104953527450562
and,0.4716290831565857,0.34479495882987976,0.2965224087238312,0.319981187582016,0.5171257257461548,0.16977795958518982,0.20544172823429108
slovenia,0.18535058200359344,0.10516121238470078,0.3545267879962921,0.1573125123977661,0.2766020596027374,0.26142507791519165,0.13889609277248383
in,0.4431333839893341,0.2593238651752472,0.21252261102199554,0.26958489418029785,0.6662389636039734,0.12919096648693085,0.20430970191955566
2004,-0.2735671103000641,-0.11159943789243698,-0.08816105872392654,-0.12244229763746262,-0.2467794269323349,-0.1061829924583435,-0.15923042595386505
",",0.36674630641937256,0.3015086054801941,0.22295208275318146,0.23633374273777008,0.4933079481124878,0.1565755307674408,0.31091248989105225
romania,0.14413006603717804,0.14029914140701294,0.3361177146434784,0.21616078913211823,0.2262336164712906,0.3587346076965332,0.16750475764274597
and,0.4716290831565857,0.34479495882987976,0.2965224087238312,0.319981187582016,0.5171257257461548,0.16977795958518982,0.20544172823429108
bulgaria,0.1520320177078247,0.13732902705669403,0.38909775018692017,0.17590995132923126,0.18048998713493347,0.26714664697647095,0.16436730325222015
in,0.4431333839893341,0.2593238651752472,0.21252261102199554,0.26958489418029785,0.6662389636039734,0.12919096648693085,0.20430970191955566
2007,-0.1582726538181305,-0.2447822093963623,-0.26313334703445435,-0.23389701545238495,-0.23657195270061493,-0.10415828973054886,-0.1664225310087204
and,0.4716290831565857,0.34479495882987976,0.2965224087238312,0.319981187582016,0.5171257257461548,0.16977795958518982,0.20544172823429108
croatia,0.1635703295469284,0.1555240899324417,0.33779802918434143,0.14178451895713806,0.1955404281616211,0.27009737491607666,0.17525659501552582
in,0.4431333839893341,0.2593238651752472,0.21252261102199554,0.26958489418029785,0.6662389636039734,0.12919096648693085,0.20430970191955566
2013,-0.3901043236255646,-0.264662504196167,-0.0566951222717762,-0.2117583006620407,-0.38509321212768555,-0.10460036993026733,-0.2969330847263336
.,0.475719153881073,0.35288307070732117,0.256373792886734,0.2342308759689331,0.5934505462646484,0.1552242487668991,0.4130953550338745
