,what,second,part,of,air,was,deemed,lifeless,by,lavoisier,?
'vital,0.30945470929145813,0.1894141137599945,0.2937517464160919,0.3343459367752075,0.21413758397102356,0.15799883008003235,0.2754836976528168,0.3593378961086273,0.21134677529335022,0.19329914450645447,0.189296156167984
air,0.10361403971910477,0.1602908968925476,0.15813080966472626,0.24196814000606537,1.0000001192092896,0.18898457288742065,0.09272561967372894,0.19626200199127197,0.19110813736915588,0.19386497139930725,0.1491677612066269
',0.3245812654495239,0.2811473309993744,0.3336661756038666,0.39136970043182373,0.17373938858509064,0.33675912022590637,0.1443330943584442,0.15487076342105865,0.2610379159450531,0.17048686742782593,0.330942302942276
",",0.3087472915649414,0.29927265644073486,0.3376222252845764,0.4946078956127167,0.24731357395648956,0.45456063747406006,0.24307559430599213,0.24336209893226624,0.3680937886238098,0.3282681107521057,0.31091248989105225
which,0.5261979103088379,0.336174339056015,0.4460882246494293,0.5011631846427917,0.23809513449668884,0.2830964922904968,0.26097238063812256,0.3477109968662262,0.40543368458747864,0.2198529690504074,0.25814583897590637
is,0.28837618231773376,0.3161451518535614,0.4582172930240631,0.4854315221309662,0.2280944287776947,0.5810302495956421,0.25401318073272705,0.2296481430530548,0.3899846076965332,0.22017990052700043,0.22961433231830597
essential,0.26907849311828613,0.16104623675346375,0.30352380871772766,0.3107908368110657,0.13198524713516235,0.14217691123485565,0.20986242592334747,0.36094459891319275,0.19441169500350952,0.22750717401504517,0.17944687604904175
to,0.455847829580307,0.3098561465740204,0.2875264883041382,0.41548454761505127,0.24103909730911255,0.3636345863342285,0.2932785451412201,0.2632265090942383,0.33534231781959534,0.24892042577266693,0.29463258385658264
combustion,0.2678600549697876,0.1603337973356247,0.1866121143102646,0.25126782059669495,0.3806820511817932,0.24947713315486908,0.1873994618654251,0.29016461968421936,0.22674179077148438,0.4004976153373718,0.2177530825138092
and,0.31309178471565247,0.2743909955024719,0.35301485657691956,0.5116966962814331,0.2508046329021454,0.3740963041782379,0.28854358196258545,0.31092265248298645,0.4289871156215668,0.27694079279899597,0.20544172823429108
respiration,0.23671798408031464,0.13572415709495544,0.26025596261024475,0.2836471498012543,0.28607627749443054,0.1306842565536499,0.11339153349399567,0.3387748599052429,0.21787816286087036,0.22763772308826447,0.17575538158416748
",",0.3087472915649414,0.29927265644073486,0.3376222252845764,0.4946078956127167,0.24731357395648956,0.45456063747406006,0.24307559430599213,0.24336209893226624,0.3680937886238098,0.3282681107521057,0.31091248989105225
and,0.31309178471565247,0.2743909955024719,0.35301485657691956,0.5116966962814331,0.2508046329021454,0.3740963041782379,0.28854358196258545,0.31092265248298645,0.4289871156215668,0.27694079279899597,0.20544172823429108
azote,0.2712484896183014,0.15975616872310638,0.23862946033477783,0.30590829253196716,0.2687859535217285,0.1833498775959015,0.07792660593986511,0.31966328620910645,0.2184295952320099,0.23479323089122772,0.24481700360774994
(,0.2411840260028839,0.27435752749443054,0.2208257019519806,0.35032153129577637,0.17194215953350067,0.2980341613292694,0.1625886857509613,0.14227211475372314,0.20696312189102173,0.21986882388591766,0.40561532974243164
gk,0.1395750790834427,0.17486630380153656,0.0835227444767952,0.11764111369848251,0.14955617487430573,0.18998822569847107,0.11287781596183777,0.13143324851989746,0.21556082367897034,0.1758795976638794,0.3020671606063843
.,0.3567904531955719,0.346034437417984,0.32817673683166504,0.5352458953857422,0.2759295105934143,0.40146201848983765,0.18752548098564148,0.26182034611701965,0.3936232924461365,0.3063303232192993,0.4130953550338745
