,along,with,poppet,valve,gears,",",what,type,of,gears,utilized,separate,admission,and,exhaust,valves,to,give,ideal,events,?
the,0.39495137333869934,0.4223487675189972,0.3235807716846466,0.22700907289981842,0.3416728973388672,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3416728973388672,0.21133577823638916,0.3612915575504303,0.2620483338832855,0.5171257257461548,0.2500286400318146,0.23917143046855927,0.535392165184021,0.29086416959762573,0.25375595688819885,0.3102840185165405,0.22068053483963013
use,0.16399286687374115,0.3356984257698059,0.2122747004032135,0.26073917746543884,0.3263983726501465,0.3276674151420593,0.3453877568244934,0.32010024785995483,0.2750902473926544,0.3263983726501465,0.39853978157043457,0.3277289867401123,0.21761243045330048,0.34145063161849976,0.3322044909000397,0.266258180141449,0.47261837124824524,0.4536600112915039,0.31376388669013977,0.17329375445842743,0.32795652747154236
of,0.34889817237854004,0.41827285289764404,0.23847252130508423,0.18834803998470306,0.25037881731987,0.4946078956127167,0.33290785551071167,0.18112817406654358,1.0,0.25037881731987,0.22926494479179382,0.33388569951057434,0.27535557746887207,0.5116966962814331,0.21567419171333313,0.18978291749954224,0.41548454761505127,0.33489471673965454,0.2763390839099884,0.20782610774040222,0.1826142966747284
the,0.39495137333869934,0.4223487675189972,0.3235807716846466,0.22700907289981842,0.3416728973388672,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3416728973388672,0.21133577823638916,0.3612915575504303,0.2620483338832855,0.5171257257461548,0.2500286400318146,0.23917143046855927,0.535392165184021,0.29086416959762573,0.25375595688819885,0.3102840185165405,0.22068053483963013
simpler,0.09300278127193451,0.23331303894519806,0.2304830700159073,0.21586096286773682,0.3297163248062134,0.28268659114837646,0.4114208221435547,0.2726299464702606,0.1983828842639923,0.3297163248062134,0.3425936698913574,0.3631259500980377,0.12591060996055603,0.2636836767196655,0.27515047788619995,0.2872050404548645,0.37264707684516907,0.29634490609169006,0.3019477427005768,0.12477586418390274,0.3855971693992615
stephenson,0.19704866409301758,0.1881181001663208,0.21744470298290253,0.13995777070522308,0.2195601761341095,0.32128265500068665,0.23027537763118744,0.1793403923511505,0.22236521542072296,0.2195601761341095,0.19621354341506958,0.25464868545532227,0.20047666132450104,0.26722559332847595,0.1485079973936081,0.15027430653572083,0.18496793508529663,0.1292462944984436,0.15183265507221222,0.15499360859394073,0.14790663123130798
",",0.29824912548065186,0.4120737314224243,0.3269796371459961,0.1931651532649994,0.2097143679857254,1.0000001192092896,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2097143679857254,0.17491072416305542,0.2999747693538666,0.1946551650762558,0.6633074283599854,0.19490349292755127,0.22446955740451813,0.44245919585227966,0.2844066619873047,0.18452070653438568,0.16838376224040985,0.31091248989105225
joy,0.11715023964643478,0.1764390766620636,0.22122876346111298,0.09971734136343002,0.1897871494293213,0.22627927362918854,0.1513069123029709,0.08676093816757202,0.16077376902103424,0.1897871494293213,0.09862315654754639,0.07858256250619888,0.19953523576259613,0.2176354080438614,0.10590765625238419,0.10687361657619476,0.11586610227823257,0.17996396124362946,0.22157059609889984,0.11992280185222626,0.07834404706954956
and,0.4213258922100067,0.5477725267410278,0.25431522727012634,0.2032567858695984,0.24915237724781036,0.6633074283599854,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.24915237724781036,0.24055632948875427,0.334524005651474,0.20120634138584137,1.0,0.2602611184120178,0.23570813238620758,0.48971283435821533,0.3040338158607483,0.24742640554904938,0.2040661722421646,0.20544172823429108
walschaerts,0.22425228357315063,0.25138047337532043,0.4236508309841156,0.21423561871051788,0.2218412309885025,0.38904109597206116,0.24723869562149048,0.18986748158931732,0.3776928186416626,0.2218412309885025,0.1977536827325821,0.211868017911911,0.23980595171451569,0.3624262511730194,0.2708231210708618,0.27567777037620544,0.2655254006385803,0.22098645567893982,0.18695327639579773,0.26496776938438416,0.24788807332515717
motions,0.23803965747356415,0.2018052488565445,0.21387754380702972,0.2039986103773117,0.4266912043094635,0.196624755859375,0.2951068878173828,0.14800556004047394,0.2702312767505646,0.4266912043094635,0.2266567200422287,0.2219652682542801,0.22626903653144836,0.2688892185688019,0.3077429533004761,0.2697896361351013,0.29014214873313904,0.22004859149456024,0.2990643382072449,0.3268120288848877,0.19395221769809723
.,0.27491724491119385,0.4446153938770294,0.312093585729599,0.18624946475028992,0.24290511012077332,0.6812511086463928,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.24290511012077332,0.2132994383573532,0.2875625789165497,0.2514549791812897,0.588965117931366,0.22090935707092285,0.2055789828300476,0.4645031690597534,0.34017711877822876,0.19029678404331207,0.1484961062669754,0.4130953550338745
,along,with,poppet,valve,gears,",",what,type,of,gears,utilized,separate,admission,and,exhaust,valves,to,give,ideal,events,?
in,0.3603311777114868,0.4080928862094879,0.29664289951324463,0.1291256695985794,0.22185161709785461,0.5201468467712402,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.22185161709785461,0.21513785421848297,0.3099668025970459,0.2778421938419342,0.4954058527946472,0.16454721987247467,0.12331581115722656,0.45010748505592346,0.20895415544509888,0.23391234874725342,0.2690284550189972,0.20430970191955566
the,0.39495137333869934,0.4223487675189972,0.3235807716846466,0.22700907289981842,0.3416728973388672,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3416728973388672,0.21133577823638916,0.3612915575504303,0.2620483338832855,0.5171257257461548,0.2500286400318146,0.23917143046855927,0.535392165184021,0.29086416959762573,0.25375595688819885,0.3102840185165405,0.22068053483963013
1840s,-0.0035527050495147705,0.056830521672964096,0.020373590290546417,-0.08254925161600113,-0.1304749995470047,0.03638830408453941,-0.16109172999858856,-0.1378927379846573,-0.02980019710958004,-0.1304749995470047,-0.14192306995391846,0.009998155757784843,-0.06843974441289902,0.0006977214361540973,-0.1740073710680008,-0.05556144565343857,-0.07892764359712601,-0.08283736556768417,-0.06919711828231812,0.002395029878243804,-0.14078301191329956
and,0.4213258922100067,0.5477725267410278,0.25431522727012634,0.2032567858695984,0.24915237724781036,0.6633074283599854,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.24915237724781036,0.24055632948875427,0.334524005651474,0.20120634138584137,1.0,0.2602611184120178,0.23570813238620758,0.48971283435821533,0.3040338158607483,0.24742640554904938,0.2040661722421646,0.20544172823429108
50s,0.11289263516664505,0.0625709593296051,0.07264567911624908,0.05431254953145981,-0.006875890772789717,0.13478690385818481,0.02848590351641178,0.023087071254849434,0.10793105512857437,-0.006875890772789717,-0.06449867784976959,0.020496299490332603,-0.06186038255691528,0.12948210537433624,-0.0016423226334154606,0.09962473809719086,0.0714229941368103,0.013303156942129135,-0.06351307779550552,-0.05086645856499672,0.10095585137605667
",",0.29824912548065186,0.4120737314224243,0.3269796371459961,0.1931651532649994,0.2097143679857254,1.0000001192092896,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2097143679857254,0.17491072416305542,0.2999747693538666,0.1946551650762558,0.6633074283599854,0.19490349292755127,0.22446955740451813,0.44245919585227966,0.2844066619873047,0.18452070653438568,0.16838376224040985,0.31091248989105225
there,0.22725200653076172,0.37390366196632385,0.2994788587093353,0.1880122572183609,0.25459223985671997,0.4587128460407257,0.35085538029670715,0.2376682013273239,0.44397735595703125,0.25459223985671997,0.17718634009361267,0.4175649881362915,0.23706018924713135,0.4242868423461914,0.19770020246505737,0.24954070150852203,0.40669289231300354,0.3196693956851959,0.22216646373271942,0.24689601361751556,0.29405656456947327
were,0.30671337246894836,0.3179011940956116,0.21258926391601562,0.16441121697425842,0.24855293333530426,0.36755475401878357,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.24855293333530426,0.25635218620300293,0.3257561922073364,0.18196798861026764,0.42175528407096863,0.13715213537216187,0.2325812429189682,0.31913647055625916,0.20789329707622528,0.162043035030365,0.25512784719467163,0.17890112102031708
attempts,0.11370938271284103,0.1756386160850525,0.23440325260162354,0.13029858469963074,0.24253785610198975,0.17863459885120392,0.192328080534935,0.09437471628189087,0.22225669026374817,0.24253785610198975,0.11059699952602386,0.14251862466335297,0.28317099809646606,0.2632209062576294,0.2202865034341812,0.1608227640390396,0.42883816361427307,0.17110297083854675,0.20742811262607574,0.24929289519786835,0.09428907185792923
to,0.2976071536540985,0.4239959120750427,0.32914257049560547,0.23422010242938995,0.2617085576057434,0.44245919585227966,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2617085576057434,0.24184632301330566,0.3234710395336151,0.3141794502735138,0.48971283435821533,0.2812638282775879,0.24288403987884521,1.0,0.4396136403083801,0.29955336451530457,0.22643153369426727,0.29463258385658264
overcome,0.23215334117412567,0.3254373371601105,0.17092829942703247,0.20128080248832703,0.25412359833717346,0.18838638067245483,0.20512010157108307,0.17650818824768066,0.2338653802871704,0.25412359833717346,0.3426305651664734,0.1743393838405609,0.25762680172920227,0.2620638310909271,0.34675636887550354,0.22404538094997406,0.3601366877555847,0.3039255440235138,0.30719617009162903,0.12431592494249344,0.17361730337142944
this,0.19873085618019104,0.36358317732810974,0.32584884762763977,0.2512601912021637,0.31708693504333496,0.4316047728061676,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.31708693504333496,0.2632894217967987,0.3903748691082001,0.27523162961006165,0.42353692650794983,0.34295693039894104,0.2473006695508957,0.5759071707725525,0.3482663631439209,0.34491389989852905,0.29124999046325684,0.3155723512172699
problem,0.1562660038471222,0.2717578709125519,0.25530576705932617,0.21319399774074554,0.3255770802497864,0.23938199877738953,0.42183366417884827,0.24055761098861694,0.20464475452899933,0.3255770802497864,0.2306368052959442,0.2300688922405243,0.24529096484184265,0.24328261613845825,0.28656697273254395,0.265044629573822,0.2502208352088928,0.2924238443374634,0.29029878973960876,0.15842348337173462,0.3762950301170349
by,0.34227433800697327,0.39731505513191223,0.2398734837770462,0.2077023684978485,0.1789519190788269,0.3680937886238098,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.1789519190788269,0.2461034208536148,0.20910128951072693,0.22830261290073395,0.4289871156215668,0.17077767848968506,0.19573190808296204,0.33534231781959534,0.1874368041753769,0.1778499335050583,0.2042161077260971,0.17966607213020325
means,0.1072574257850647,0.18411244451999664,0.21457476913928986,0.15790955722332,0.19504211843013763,0.24041147530078888,0.2553325295448303,0.21914635598659515,0.29942914843559265,0.19504211843013763,0.2184550017118454,0.2429841160774231,0.18570785224437714,0.25371095538139343,0.22755840420722961,0.2135944962501526,0.2301892638206482,0.2585795521736145,0.2686266303062439,0.16064304113388062,0.21233566105365753
of,0.34889817237854004,0.41827285289764404,0.23847252130508423,0.18834803998470306,0.25037881731987,0.4946078956127167,0.33290785551071167,0.18112817406654358,1.0,0.25037881731987,0.22926494479179382,0.33388569951057434,0.27535557746887207,0.5116966962814331,0.21567419171333313,0.18978291749954224,0.41548454761505127,0.33489471673965454,0.2763390839099884,0.20782610774040222,0.1826142966747284
various,0.2653878331184387,0.27631422877311707,0.18992874026298523,0.17153237760066986,0.2276383936405182,0.30093157291412354,0.26045072078704834,0.16065464913845062,0.3196488320827484,0.2276383936405182,0.31371983885765076,0.340949147939682,0.18450655043125153,0.4264104664325714,0.18745160102844238,0.15881454944610596,0.33564820885658264,0.2517710328102112,0.23507601022720337,0.241580069065094,0.12823495268821716
patent,0.0820530578494072,0.16866575181484222,0.2548157572746277,0.20806601643562317,0.2873288691043854,0.20812061429023743,0.17095203697681427,0.17160318791866302,0.1616990715265274,0.2873288691043854,0.2489684373140335,0.17756842076778412,0.3381127715110779,0.13321366906166077,0.2265213280916214,0.18296459317207336,0.2357501983642578,0.25668492913246155,0.1324807107448578,0.03804657235741615,0.13298413157463074
valve,0.11446475237607956,0.2250760942697525,0.15654557943344116,1.0000001192092896,0.44257956743240356,0.1931651532649994,0.20161333680152893,0.2608834207057953,0.18834803998470306,0.44257956743240356,0.25483572483062744,0.2038879245519638,0.1465533822774887,0.2032567858695984,0.4074186384677887,0.8288286328315735,0.23422010242938995,0.17137473821640015,0.22972241044044495,0.11859120428562164,0.19203683733940125
gears,0.17001716792583466,0.19577565789222717,0.19986291229724884,0.44257956743240356,0.9999998807907104,0.2097143679857254,0.2059195190668106,0.23072773218154907,0.25037881731987,0.9999998807907104,0.3339384198188782,0.21296361088752747,0.20189237594604492,0.24915237724781036,0.39515718817710876,0.4836494028568268,0.2617085576057434,0.21494930982589722,0.24802115559577942,0.23825304210186005,0.14055021107196808
with,0.47997185587882996,0.9999999403953552,0.2695779502391815,0.2250760942697525,0.19577565789222717,0.4120737314224243,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.19577565789222717,0.25059446692466736,0.29082512855529785,0.12267886102199554,0.5477725267410278,0.25839242339134216,0.2232566922903061,0.4239959120750427,0.32338687777519226,0.27428749203681946,0.16211721301078796,0.2433311939239502
a,0.24426962435245514,0.3783375024795532,0.2877601683139801,0.24269413948059082,0.2751893103122711,0.427140474319458,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.2751893103122711,0.23463666439056396,0.3137926161289215,0.28397107124328613,0.3739250600337982,0.3041450083255768,0.2422410100698471,0.45503583550453186,0.3436131179332733,0.3391351103782654,0.21595865488052368,0.23916715383529663
separate,0.22643812000751495,0.29082512855529785,0.19498373568058014,0.2038879245519638,0.21296361088752747,0.2999747693538666,0.33215096592903137,0.1981787383556366,0.33388569951057434,0.21296361088752747,0.2691543698310852,1.0,0.20550082623958588,0.334524005651474,0.2075466513633728,0.2349172830581665,0.3234710395336151,0.2360052466392517,0.22124098241329193,0.11571594327688217,0.16835719347000122
",",0.29824912548065186,0.4120737314224243,0.3269796371459961,0.1931651532649994,0.2097143679857254,1.0000001192092896,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2097143679857254,0.17491072416305542,0.2999747693538666,0.1946551650762558,0.6633074283599854,0.19490349292755127,0.22446955740451813,0.44245919585227966,0.2844066619873047,0.18452070653438568,0.16838376224040985,0.31091248989105225
variable,0.11435401439666748,0.1921028196811676,0.17099423706531525,0.24769528210163116,0.21927128732204437,0.18179240822792053,0.21000628173351288,0.3097578287124634,0.1980873942375183,0.21927128732204437,0.24184557795524597,0.22069814801216125,0.1516627073287964,0.1734716147184372,0.2734958231449127,0.2546748220920563,0.20649605989456177,0.16999687254428864,0.3368002474308014,0.19382350146770477,0.1795729100704193
cutoff,0.22727617621421814,0.2622583508491516,0.20891791582107544,0.29108425974845886,0.31818896532058716,0.37802615761756897,0.3347697854042053,0.1946052461862564,0.23242858052253723,0.31818896532058716,0.26266321539878845,0.1533535271883011,0.26397645473480225,0.3071458339691162,0.3208063244819641,0.3197387456893921,0.3312518298625946,0.28889408707618713,0.21158921718597412,0.14402496814727783,0.2242688238620758
expansion,0.21030807495117188,0.17767347395420074,0.10403475165367126,0.2441917061805725,0.28442054986953735,0.15777990221977234,0.2671823799610138,0.14542020857334137,0.24185356497764587,0.28442054986953735,0.23661203682422638,0.20686639845371246,0.2871713936328888,0.1901247650384903,0.28026747703552246,0.17792333662509918,0.2769574522972107,0.14274398982524872,0.25047174096107483,0.22705349326133728,0.18286365270614624
valve,0.11446475237607956,0.2250760942697525,0.15654557943344116,1.0000001192092896,0.44257956743240356,0.1931651532649994,0.20161333680152893,0.2608834207057953,0.18834803998470306,0.44257956743240356,0.25483572483062744,0.2038879245519638,0.1465533822774887,0.2032567858695984,0.4074186384677887,0.8288286328315735,0.23422010242938995,0.17137473821640015,0.22972241044044495,0.11859120428562164,0.19203683733940125
riding,0.16086848080158234,0.15592993795871735,0.21857646107673645,0.06985779851675034,0.19080159068107605,0.25152555108070374,0.18595094978809357,0.16912828385829926,0.1758982092142105,0.19080159068107605,0.0884968638420105,0.16456238925457,0.18681912124156952,0.2533632516860962,0.21866612136363983,0.11512799561023712,0.20592302083969116,0.161305770277977,0.18516452610492706,0.1901540607213974,0.07419754564762115
on,0.41361382603645325,0.40749499201774597,0.30418556928634644,0.1604728400707245,0.25057196617126465,0.49057599902153015,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.25057196617126465,0.20549115538597107,0.29721102118492126,0.21714679896831512,0.4077630043029785,0.2010808289051056,0.17464767396450043,0.41031414270401,0.24458909034729004,0.17692546546459198,0.17586995661258698,0.2714994251728058
the,0.39495137333869934,0.4223487675189972,0.3235807716846466,0.22700907289981842,0.3416728973388672,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3416728973388672,0.21133577823638916,0.3612915575504303,0.2620483338832855,0.5171257257461548,0.2500286400318146,0.23917143046855927,0.535392165184021,0.29086416959762573,0.25375595688819885,0.3102840185165405,0.22068053483963013
back,0.28330355882644653,0.3237067759037018,0.24905288219451904,0.1717354953289032,0.2497786581516266,0.3066370487213135,0.2965294420719147,0.10375389456748962,0.23051875829696655,0.2497786581516266,0.15238533914089203,0.22592607140541077,0.11759420484304428,0.32774487137794495,0.24071843922138214,0.19625134766101837,0.4675939381122589,0.29843875765800476,0.1471346616744995,0.15523064136505127,0.2397768795490265
of,0.34889817237854004,0.41827285289764404,0.23847252130508423,0.18834803998470306,0.25037881731987,0.4946078956127167,0.33290785551071167,0.18112817406654358,1.0,0.25037881731987,0.22926494479179382,0.33388569951057434,0.27535557746887207,0.5116966962814331,0.21567419171333313,0.18978291749954224,0.41548454761505127,0.33489471673965454,0.2763390839099884,0.20782610774040222,0.1826142966747284
the,0.39495137333869934,0.4223487675189972,0.3235807716846466,0.22700907289981842,0.3416728973388672,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3416728973388672,0.21133577823638916,0.3612915575504303,0.2620483338832855,0.5171257257461548,0.2500286400318146,0.23917143046855927,0.535392165184021,0.29086416959762573,0.25375595688819885,0.3102840185165405,0.22068053483963013
main,0.3070458471775055,0.1962798684835434,0.2055327445268631,0.12676645815372467,0.18823280930519104,0.2989408075809479,0.2344268560409546,0.19361430406570435,0.3177044689655304,0.18823280930519104,0.1183522567152977,0.3640751242637634,0.08318778872489929,0.29831406474113464,0.07528427243232727,0.16013798117637634,0.26116618514060974,0.11989475041627884,0.21577560901641846,0.1612408459186554,0.1665669083595276
slide,0.14752407371997833,0.15865834057331085,0.1638125628232956,0.23654483258724213,0.3740120232105255,0.16487523913383484,0.21071724593639374,0.20183217525482178,0.12596064805984497,0.3740120232105255,0.28787094354629517,0.20444539189338684,0.17295148968696594,0.1717883050441742,0.2950526475906372,0.283414363861084,0.1949516236782074,0.21513593196868896,0.17145971953868866,0.11990465223789215,0.2303084284067154
valve,0.11446475237607956,0.2250760942697525,0.15654557943344116,1.0000001192092896,0.44257956743240356,0.1931651532649994,0.20161333680152893,0.2608834207057953,0.18834803998470306,0.44257956743240356,0.25483572483062744,0.2038879245519638,0.1465533822774887,0.2032567858695984,0.4074186384677887,0.8288286328315735,0.23422010242938995,0.17137473821640015,0.22972241044044495,0.11859120428562164,0.19203683733940125
;,0.04494662955403328,0.12944702804088593,0.019444866105914116,-0.014473401941359043,-0.07445041835308075,0.04938793554902077,0.10986888408660889,-0.004756918177008629,0.054534342139959335,-0.07445041835308075,0.09714965522289276,0.16729925572872162,0.024407031014561653,0.08403264731168747,-0.05439305678009987,-0.05715540423989296,0.0979827418923378,0.01522127166390419,0.041298121213912964,-0.007255034055560827,0.10349778085947037
the,0.39495137333869934,0.4223487675189972,0.3235807716846466,0.22700907289981842,0.3416728973388672,0.4933079481124878,0.42745697498321533,0.21819381415843964,0.733189046382904,0.3416728973388672,0.21133577823638916,0.3612915575504303,0.2620483338832855,0.5171257257461548,0.2500286400318146,0.23917143046855927,0.535392165184021,0.29086416959762573,0.25375595688819885,0.3102840185165405,0.22068053483963013
latter,0.20907481014728546,0.2930402457714081,0.2801001965999603,0.08322588354349136,0.1635349839925766,0.2972133159637451,0.25606152415275574,0.10289988666772842,0.34553682804107666,0.1635349839925766,0.22722415626049042,0.24121592938899994,0.1993667632341385,0.30753543972969055,0.1423770934343338,0.16088984906673431,0.283441424369812,0.16595934331417084,0.1726687252521515,0.21474291384220123,0.12733961641788483
usually,0.23308713734149933,0.3430865705013275,0.23903800547122955,0.2370484173297882,0.2848561406135559,0.21946179866790771,0.32521089911460876,0.4050453305244446,0.33931583166122437,0.2848561406135559,0.2882094383239746,0.33644264936447144,0.19898733496665955,0.3817319869995117,0.29108893871307373,0.3330906331539154,0.3824864327907562,0.3186253011226654,0.2661822438240051,0.253900408744812,0.19435347616672516
had,0.2801559567451477,0.4739086329936981,0.23500847816467285,0.17914874851703644,0.20023956894874573,0.35487717390060425,0.23849567770957947,0.11302465945482254,0.37755560874938965,0.20023956894874573,0.23709839582443237,0.30412039160728455,0.22965532541275024,0.3872550129890442,0.21515730023384094,0.21309058368206024,0.37984350323677063,0.3329158425331116,0.19948333501815796,0.16083382070064545,0.20728366076946259
fixed,0.16165532171726227,0.24560964107513428,0.16502583026885986,0.17723777890205383,0.2906332314014435,0.18453384935855865,0.255135715007782,0.17175178229808807,0.1495256870985031,0.2906332314014435,0.1938561350107193,0.22957967221736908,0.1280902624130249,0.19866685569286346,0.24023984372615814,0.23002374172210693,0.26378992199897766,0.20765945315361023,0.16339808702468872,0.1651575118303299,0.2728462815284729
or,0.2587498426437378,0.38158315420150757,0.2598162293434143,0.19689656794071198,0.2782779335975647,0.3769497275352478,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.2782779335975647,0.2891124486923218,0.39363107085227966,0.24462278187274933,0.4713204801082611,0.29543930292129517,0.26072463393211365,0.38921234011650085,0.34672385454177856,0.29628273844718933,0.2547377347946167,0.32389625906944275
limited,0.1663789600133896,0.2614453434944153,0.14529046416282654,0.16626964509487152,0.23813112080097198,0.29710644483566284,0.23110276460647583,0.18099308013916016,0.3373238146305084,0.23813112080097198,0.33244776725769043,0.2953642010688782,0.2272050678730011,0.28220537304878235,0.2549170255661011,0.12974734604358673,0.2564510405063629,0.22697176039218903,0.21537700295448303,0.2623537480831146,0.09444807469844818
cutoff,0.22727617621421814,0.2622583508491516,0.20891791582107544,0.29108425974845886,0.31818896532058716,0.37802615761756897,0.3347697854042053,0.1946052461862564,0.23242858052253723,0.31818896532058716,0.26266321539878845,0.1533535271883011,0.26397645473480225,0.3071458339691162,0.3208063244819641,0.3197387456893921,0.3312518298625946,0.28889408707618713,0.21158921718597412,0.14402496814727783,0.2242688238620758
