,why,do,police,and,fire,services,fall,under,the,purview,of,the,scottish,parliament,?
.,0.32909876108169556,0.3613996207714081,0.24501752853393555,0.588965117931366,0.2511917054653168,0.2179025262594223,0.2718521058559418,0.2901604175567627,0.5934505462646484,0.29840654134750366,0.5352458953857422,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.4130953550338745
,why,do,police,and,fire,services,fall,under,the,purview,of,the,scottish,parliament,?
the,0.30742117762565613,0.30239659547805786,0.2206914722919464,0.5171257257461548,0.2911929488182068,0.2381475418806076,0.3639753758907318,0.3348022699356079,1.0,0.2987491190433502,0.733189046382904,1.0,0.21724988520145416,0.26521381735801697,0.22068053483963013
specific,0.3428325653076172,0.30611661076545715,0.17219556868076324,0.25608575344085693,0.17141292989253998,0.21371448040008545,0.1520838886499405,0.2559237778186798,0.3501757085323334,0.25050872564315796,0.2744234502315521,0.3501757085323334,0.15849819779396057,0.13450291752815247,0.30923372507095337
devolved,0.1898830384016037,0.2136978805065155,0.2507981061935425,0.3572544753551483,0.2429877370595932,0.28505921363830566,0.16677771508693695,0.23966944217681885,0.39628729224205017,0.24406059086322784,0.40449368953704834,0.39628729224205017,0.3193187713623047,0.4902958273887634,0.1570919156074524
matters,0.32092511653900146,0.29232457280158997,0.24731837213039398,0.3753611743450165,0.13092832267284393,0.3393048942089081,0.15469200909137726,0.2166360467672348,0.32925453782081604,0.2780410349369049,0.298933744430542,0.32925453782081604,0.19743740558624268,0.33087170124053955,0.3182642459869385
are,0.3273901343345642,0.41111594438552856,0.18255393207073212,0.48576638102531433,0.15609590709209442,0.26135778427124023,0.14641925692558289,0.2196284979581833,0.40399202704429626,0.17965683341026306,0.39081433415412903,0.40399202704429626,0.15686963498592377,0.09480422735214233,0.24591213464736938
all,0.3601224720478058,0.38664430379867554,0.12135450541973114,0.4542157053947449,0.20096057653427124,0.2722949981689453,0.248524472117424,0.27064406871795654,0.4860881567001343,0.20258677005767822,0.42798417806625366,0.4860881567001343,0.10985156148672104,0.15717768669128418,0.29575422406196594
subjects,0.34108614921569824,0.30095356702804565,0.1646861732006073,0.34629026055336,0.10072411596775055,0.2813543975353241,0.2172318398952484,0.22205476462841034,0.22999566793441772,0.2522295117378235,0.24864935874938965,0.22999566793441772,0.125273197889328,0.20854972302913666,0.26547127962112427
which,0.4444611668586731,0.31153854727745056,0.17365802824497223,0.506277859210968,0.28463825583457947,0.28976115584373474,0.25509533286094666,0.3235377371311188,0.6521818041801453,0.26862451434135437,0.5011631846427917,0.6521818041801453,0.21085049211978912,0.20252443850040436,0.25814583897590637
are,0.3273901343345642,0.41111594438552856,0.18255393207073212,0.48576638102531433,0.15609590709209442,0.26135778427124023,0.14641925692558289,0.2196284979581833,0.40399202704429626,0.17965683341026306,0.39081433415412903,0.40399202704429626,0.15686963498592377,0.09480422735214233,0.24591213464736938
not,0.5504072904586792,0.6619802713394165,0.17695468664169312,0.39099299907684326,0.16487717628479004,0.1838320642709732,0.26294949650764465,0.21131709218025208,0.4310511648654938,0.27754026651382446,0.3307090103626251,0.4310511648654938,0.19732609391212463,0.22406005859375,0.41942933201789856
explicitly,0.37273088097572327,0.3529110252857208,0.15331147611141205,0.21158362925052643,0.055541399866342545,0.17379438877105713,0.1859430968761444,0.20657342672348022,0.24453070759773254,0.3159801661968231,0.1696290224790573,0.24453070759773254,0.16725635528564453,0.15118245780467987,0.2977891266345978
stated,0.3075902760028839,0.248195618391037,0.2148527055978775,0.23788554966449738,0.11165158450603485,0.21274754405021667,0.23616330325603485,0.21625976264476776,0.2814950942993164,0.38431262969970703,0.22148488461971283,0.2814950942993164,0.17919322848320007,0.1732938289642334,0.24280361831188202
in,0.23227278888225555,0.23402775824069977,0.2662045955657959,0.4954058527946472,0.2514701783657074,0.22287973761558533,0.22958555817604065,0.2535393238067627,0.6662389636039734,0.20469944179058075,0.5696388483047485,0.6662389636039734,0.16512006521224976,0.2323146015405655,0.20430970191955566
schedule,0.21666209399700165,0.2189914882183075,0.14339010417461395,0.2153918594121933,0.11242063343524933,0.254474014043808,0.1642892211675644,0.1399950385093689,0.21986375749111176,0.20325517654418945,0.14875110983848572,0.21986375749111176,0.14309896528720856,0.15851300954818726,0.16743622720241547
5,0.0901717022061348,0.06004996597766876,-0.022505607455968857,0.027511591091752052,-0.012995588593184948,0.016990235075354576,0.04332386329770088,0.04710564762353897,0.09255307912826538,0.061217889189720154,0.1043979674577713,0.09255307912826538,-0.019070254638791084,0.07286834716796875,0.06222071498632431
to,0.4100138247013092,0.38876664638519287,0.27044278383255005,0.48971283435821533,0.2020210474729538,0.27867045998573303,0.1966593861579895,0.27177539467811584,0.535392165184021,0.26671260595321655,0.41548454761505127,0.535392165184021,0.1268421709537506,0.20290622115135193,0.29463258385658264
the,0.30742117762565613,0.30239659547805786,0.2206914722919464,0.5171257257461548,0.2911929488182068,0.2381475418806076,0.3639753758907318,0.3348022699356079,1.0,0.2987491190433502,0.733189046382904,1.0,0.21724988520145416,0.26521381735801697,0.22068053483963013
scotland,0.13361527025699615,0.11975225061178207,0.2299947887659073,0.2930583655834198,0.19689691066741943,0.24140694737434387,0.14555145800113678,0.16565941274166107,0.23846951127052307,0.11104995757341385,0.2208399921655655,0.23846951127052307,0.667405903339386,0.33239492774009705,0.09160218387842178
act,0.14742594957351685,0.2193419635295868,0.26354339718818665,0.2776535749435425,0.1879153698682785,0.25437071919441223,0.14900177717208862,0.20642785727977753,0.28682878613471985,0.046696752309799194,0.2802577316761017,0.28682878613471985,0.1456814855337143,0.33536985516548157,0.1482519507408142
as,0.3103298544883728,0.38329678773880005,0.21138590574264526,0.49487000703811646,0.15623275935649872,0.2673030495643616,0.19012849032878876,0.29018887877464294,0.48381632566452026,0.2927887737751007,0.3886612355709076,0.48381632566452026,0.185140922665596,0.1639251410961151,0.27043893933296204
reserved,0.1651800274848938,0.32901090383529663,0.1895349621772766,0.19763082265853882,0.06983017176389694,0.2646995484828949,0.05373486503958702,0.19216792285442352,0.23639146983623505,0.16484123468399048,0.22991587221622467,0.23639146983623505,0.10959164053201675,0.18815168738365173,0.1177138090133667
matters,0.32092511653900146,0.29232457280158997,0.24731837213039398,0.3753611743450165,0.13092832267284393,0.3393048942089081,0.15469200909137726,0.2166360467672348,0.32925453782081604,0.2780410349369049,0.298933744430542,0.32925453782081604,0.19743740558624268,0.33087170124053955,0.3182642459869385
.,0.32909876108169556,0.3613996207714081,0.24501752853393555,0.588965117931366,0.2511917054653168,0.2179025262594223,0.2718521058559418,0.2901604175567627,0.5934505462646484,0.29840654134750366,0.5352458953857422,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.4130953550338745
