,how,much,did,advertising,revenue,increase,for,abc,between,1953,and,1958,?
had,0.2549138069152832,0.31141290068626404,0.540525496006012,0.1659359335899353,0.16895130276679993,0.3162323832511902,0.3270139992237091,0.18355661630630493,0.28245165944099426,0.08762168884277344,0.3872550129890442,0.07541956007480621,0.20728366076946259
a,0.29312583804130554,0.2958075702190399,0.2552328109741211,0.23148924112319946,0.16661971807479858,0.24428929388523102,0.44038116931915283,0.21331243216991425,0.29385313391685486,0.0864405483007431,0.3739250600337982,0.2913905084133148,0.23916715383529663
national,0.13248363137245178,0.09769453853368759,0.17743784189224243,0.18202166259288788,0.16667035222053528,0.12919001281261444,0.36267757415771484,0.17058564722537994,0.17219378054141998,0.026065176352858543,0.2608908712863922,-0.04491719231009483,0.15643028914928436
reach,0.19447876513004303,0.23055501282215118,0.2372579574584961,0.11208836734294891,0.09079759567975998,0.3468989431858063,0.2664332985877991,0.05181146413087845,0.24736733734607697,0.033571042120456696,0.25625354051589966,0.09025108814239502,0.13152138888835907
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.1315132975578308,0.22400902211666107,0.3156060576438904,0.4185989499092102,0.14607268571853638,0.3737983703613281,0.01972707360982895,0.5116966962814331,0.11629214137792587,0.1826142966747284
between,0.2747800648212433,0.2654217481613159,0.16542956233024597,0.12006881833076477,0.1576097309589386,0.2656986117362976,0.24671313166618347,0.07610002905130386,0.9999999403953552,0.11734151840209961,0.40645647048950195,0.022778889164328575,0.12887074053287506
10,0.09177426248788834,0.14081913232803345,0.1914099007844925,-0.041172727942466736,0.0537136010825634,0.057880692183971405,0.07862305641174316,-0.010600714944303036,0.22865307331085205,-0.08911502361297607,0.2397010177373886,-0.11602447181940079,0.022911956533789635
%,0.1237400695681572,0.26866111159324646,0.1450016051530838,0.11189437657594681,0.220108300447464,0.3205886483192444,0.16658860445022583,0.061222776770591736,0.18733492493629456,-0.09955206513404846,0.24616369605064392,-0.06129305809736252,0.21441808342933655
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.19678813219070435,0.22809793055057526,0.2751924991607666,0.5064792633056641,0.16453155875205994,0.40645647048950195,0.03154578432440758,1.0,0.08034233748912811,0.20544172823429108
18,-0.03501921147108078,0.011515788733959198,-0.16295963525772095,-0.07669786363840103,-0.15381307899951935,-0.07517986744642258,-0.09931658953428268,-0.021510234102606773,-0.05778459459543228,-8.100731793092564e-05,-0.07680561393499374,-0.01868174411356449,-0.04919438064098358
%,0.1237400695681572,0.26866111159324646,0.1450016051530838,0.11189437657594681,0.220108300447464,0.3205886483192444,0.16658860445022583,0.061222776770591736,0.18733492493629456,-0.09955206513404846,0.24616369605064392,-0.06129305809736252,0.21441808342933655
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.1315132975578308,0.22400902211666107,0.3156060576438904,0.4185989499092102,0.14607268571853638,0.3737983703613281,0.01972707360982895,0.5116966962814331,0.11629214137792587,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.2048189342021942,0.22562649846076965,0.32049667835235596,0.4739971458911896,0.2068762183189392,0.39067012071609497,0.10330186039209366,0.5171257257461548,0.1250157356262207,0.22068053483963013
total,0.22199897468090057,0.26354777812957764,0.14788632094860077,0.12960024178028107,0.29130199551582336,0.3245879113674164,0.18924455344676971,0.15866148471832275,0.22594338655471802,0.06119012460112572,0.2520328164100647,-0.05699881911277771,0.14396025240421295
u.s.,0.08785518258810043,0.020610811188817024,0.11472565680742264,-0.07393264025449753,-0.01853923127055168,-0.04133639857172966,0.11615988612174988,0.042879559099674225,0.03985746204853058,-0.01717604510486126,0.011246231384575367,0.017620837315917015,0.07886100560426712
population,0.1651063710451126,0.21015548706054688,0.0652005523443222,0.06218390166759491,0.24738019704818726,0.3007703125476837,0.13321557641029358,0.1183922067284584,0.21691454946994781,-0.002794092521071434,0.23080337047576904,-0.09876693785190582,0.14449454843997955
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.24089011549949646,0.18225017189979553,0.20005576312541962,0.4464869201183319,0.2097204476594925,0.27714940905570984,0.05012056231498718,0.6633074283599854,0.04944115877151489,0.31091248989105225
as,0.33782753348350525,0.36514025926589966,0.3596470057964325,0.26319393515586853,0.19299505650997162,0.24019303917884827,0.44774648547172546,0.2286096066236496,0.22009976208209991,0.033359404653310776,0.49487000703811646,0.03461598977446556,0.27043893933296204
it,0.36714982986450195,0.48116767406463623,0.2993364930152893,0.2082482874393463,0.1880917102098465,0.24231809377670288,0.32171204686164856,0.17324577271938324,0.311247855424881,0.1654452383518219,0.40957894921302795,0.12710356712341309,0.25732165575027466
still,0.38034671545028687,0.45936664938926697,0.38309040665626526,0.2575076222419739,0.15150293707847595,0.20590338110923767,0.37984156608581543,0.09773536026477814,0.22431471943855286,0.09825289994478226,0.37647393345832825,0.10405803471803665,0.3039587736129761
had,0.2549138069152832,0.31141290068626404,0.540525496006012,0.1659359335899353,0.16895130276679993,0.3162323832511902,0.3270139992237091,0.18355661630630493,0.28245165944099426,0.08762168884277344,0.3872550129890442,0.07541956007480621,0.20728366076946259
relatively,0.33017563819885254,0.4164905250072479,0.19489876925945282,0.1610833704471588,0.24741394817829132,0.3753572106361389,0.23884440958499908,0.10631290823221207,0.3224377930164337,0.04672225937247276,0.39721420407295227,0.14640675485134125,0.1281091868877411
fewer,0.276835173368454,0.40754011273384094,0.2303217053413391,0.21706318855285645,0.1973319947719574,0.37965694069862366,0.25661101937294006,0.07302913814783096,0.28468939661979675,0.016588231548666954,0.3560197353363037,0.07436704635620117,0.16989107429981232
affiliates,0.09554769098758698,0.11775617301464081,0.14054901897907257,0.23129390180110931,0.217229962348938,0.15784704685211182,0.21022890508174896,0.26733168959617615,0.1802990734577179,-0.0025879344902932644,0.2033180296421051,-0.10531993210315704,0.11092336475849152
than,0.29763275384902954,0.632695198059082,0.24820660054683685,0.18576864898204803,0.20842896401882172,0.3258068859577179,0.30793827772140503,0.05868885666131973,0.2741905152797699,0.02928459644317627,0.39361441135406494,0.051700156182050705,0.24917294085025787
nbc,0.18301896750926971,0.09775243699550629,0.1728760302066803,0.2689792513847351,0.1612340658903122,0.13693246245384216,0.22503440082073212,0.63486248254776,0.08926419913768768,0.07272374629974365,0.1969573199748993,-0.07211095839738846,0.1680917739868164
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.19678813219070435,0.22809793055057526,0.2751924991607666,0.5064792633056641,0.16453155875205994,0.40645647048950195,0.03154578432440758,1.0,0.08034233748912811,0.20544172823429108
cbs,0.2092750519514084,0.10767864435911179,0.15259867906570435,0.23122766613960266,0.1537100076675415,0.10033237934112549,0.20941372215747833,0.636570394039154,0.09389513731002808,0.033510759472846985,0.2054297775030136,-0.025672050192952156,0.14594407379627228
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.2438061386346817,0.2576211988925934,0.24619564414024353,0.4726039469242096,0.2567209303379059,0.30295518040657043,0.044456131756305695,0.588965117931366,0.12896610796451569,0.4130953550338745
