,what,serves,as,a,biological,barrier,by,competing,for,space,and,food,in,the,gi,tract,?
some,0.4491020441055298,0.13614650070667267,0.4293700158596039,0.34539633989334106,0.2856592833995819,0.24688482284545898,0.306446373462677,0.275155633687973,0.4257155656814575,0.157902792096138,0.5337774157524109,0.2776726186275482,0.4010399878025055,0.4566698372364044,0.15242207050323486,0.2245301455259323,0.2562315762042999
cases,0.2612028121948242,0.1860256791114807,0.2877117991447449,0.3244450092315674,0.19767291843891144,0.24370595812797546,0.20036250352859497,0.15678825974464417,0.3302192687988281,0.2105744630098343,0.31821322441101074,0.1307925283908844,0.24487079679965973,0.33415094017982483,0.10591816902160645,0.23696988821029663,0.25599566102027893
",",0.3087472915649414,0.24305880069732666,0.48816442489624023,0.427140474319458,0.24283190071582794,0.23170435428619385,0.3680937886238098,0.24155019223690033,0.4464869201183319,0.2285580337047577,0.6633074283599854,0.2870374023914337,0.5201468467712402,0.4933079481124878,0.20532312989234924,0.22688284516334534,0.31091248989105225
by,0.2455483376979828,0.10524222254753113,0.3815547823905945,0.32094135880470276,0.21979595720767975,0.21963214874267578,1.0000001192092896,0.1606784611940384,0.3248702883720398,0.16067887842655182,0.4289871156215668,0.18961425125598907,0.370934396982193,0.4408751428127289,0.13702164590358734,0.21239453554153442,0.17966607213020325
changing,0.34731432795524597,0.15501275658607483,0.28571847081184387,0.299060195684433,0.23869681358337402,0.26010817289352417,0.2742876410484314,0.2039676308631897,0.34989234805107117,0.21785543859004974,0.33034461736679077,0.1936033070087433,0.2604178786277771,0.3233613073825836,0.17593421041965485,0.1454845517873764,0.2747461497783661
the,0.42745697498321533,0.3302452266216278,0.48381632566452026,0.5829201340675354,0.22739484906196594,0.32808300852775574,0.4408751428127289,0.25845134258270264,0.4739971458911896,0.24495907127857208,0.5171257257461548,0.3025728166103363,0.6662389636039734,1.0,0.14100977778434753,0.2717020511627197,0.22068053483963013
conditions,0.27960067987442017,0.1758618801832199,0.23607788980007172,0.24847128987312317,0.28436142206192017,0.27475079894065857,0.18849025666713715,0.2607889771461487,0.27253004908561707,0.11391065269708633,0.252461701631546,0.29767802357673645,0.2580132484436035,0.2622014284133911,0.06160210445523262,0.2894268035888672,0.17021824419498444
in,0.30808621644973755,0.2791841924190521,0.3887844979763031,0.539380669593811,0.22642338275909424,0.21822910010814667,0.370934396982193,0.24096709489822388,0.4322226941585541,0.17648501694202423,0.4954058527946472,0.21391697227954865,1.0,0.6662389636039734,0.10754874348640442,0.1937946081161499,0.20430970191955566
their,0.35142919421195984,0.1899387687444687,0.29218852519989014,0.29698723554611206,0.30229777097702026,0.23140332102775574,0.3242124021053314,0.24995701014995575,0.3406745493412018,0.1777881532907486,0.45114588737487793,0.3252806067466736,0.34976133704185486,0.516537070274353,0.12156933546066284,0.22872160375118256,0.1898253709077835
environment,0.213022843003273,0.16680718958377838,0.24648141860961914,0.25667375326156616,0.3815279006958008,0.2994624674320221,0.15333500504493713,0.2355930358171463,0.2984005808830261,0.21811065077781677,0.2753470242023468,0.31110668182373047,0.2854640781879425,0.25819888710975647,0.11152971535921097,0.15835601091384888,0.19478057324886322
",",0.3087472915649414,0.24305880069732666,0.48816442489624023,0.427140474319458,0.24283190071582794,0.23170435428619385,0.3680937886238098,0.24155019223690033,0.4464869201183319,0.2285580337047577,0.6633074283599854,0.2870374023914337,0.5201468467712402,0.4933079481124878,0.20532312989234924,0.22688284516334534,0.31091248989105225
such,0.23989605903625488,0.16730865836143494,0.6207084655761719,0.2706976532936096,0.2533549964427948,0.2715437114238739,0.2736194431781769,0.2845844328403473,0.36098620295524597,0.14706631004810333,0.44540345668792725,0.24158473312854767,0.2704046070575714,0.3575236201286316,0.11496809124946594,0.11520398408174515,0.17851735651493073
as,0.31749409437179565,0.29644614458084106,1.0,0.39550232887268066,0.28737345337867737,0.18706054985523224,0.3815547823905945,0.27776309847831726,0.44774648547172546,0.1954064816236496,0.49487000703811646,0.22014351189136505,0.3887844979763031,0.48381632566452026,0.1357491910457611,0.13274075090885162,0.27043893933296204
ph,0.13175469636917114,0.10994592308998108,0.15384459495544434,0.22079402208328247,0.28739842772483826,0.14984607696533203,0.06340660899877548,0.11354349553585052,0.10159140825271606,0.0852714478969574,0.2153385579586029,0.16574598848819733,0.24498184025287628,0.1419791877269745,0.060235023498535156,0.15204137563705444,0.16463516652584076
or,0.33867141604423523,0.22351416945457458,0.4400654137134552,0.48853766918182373,0.24502988159656525,0.2698207199573517,0.30274316668510437,0.22112131118774414,0.4111599624156952,0.28110602498054504,0.4713204801082611,0.2771800458431244,0.3586423695087433,0.4174870550632477,0.19899500906467438,0.28499361872673035,0.32389625906944275
available,0.22032985091209412,0.19320864975452423,0.23867487907409668,0.19077399373054504,0.16763238608837128,0.170876145362854,0.21741925179958344,0.21657851338386536,0.3672940731048584,0.19821085035800934,0.24201975762844086,0.24557892978191376,0.1939793825149536,0.26723232865333557,0.1097683385014534,0.14857248961925507,0.2501629889011383
iron,0.1444280743598938,0.08300967514514923,0.2332594394683838,0.25579822063446045,0.2061498463153839,0.2116411328315735,0.20939971506595612,0.14479590952396393,0.2107892483472824,0.13321952521800995,0.2576066851615906,0.2174220234155655,0.2270619124174118,0.27578672766685486,0.11884000897407532,0.11305736750364304,0.1309053897857666
.,0.3567904531955719,0.20502176880836487,0.515582263469696,0.50484299659729,0.24752293527126312,0.22136561572551727,0.3936232924461365,0.18471822142601013,0.4726039469242096,0.2385488897562027,0.588965117931366,0.27541688084602356,0.5591574311256409,0.5934505462646484,0.1670284867286682,0.19527077674865723,0.4130953550338745
