,what,doctor,who,spin-off,series,was,commissioned,by,the,bbc,?
davies,0.14111879467964172,0.2710629403591156,0.24405889213085175,0.29158467054367065,0.28206896781921387,0.2509008049964905,0.27900391817092896,0.20479993522167206,0.22865624725818634,0.38797643780708313,0.12641099095344543
to,0.455847829580307,0.22950075566768646,0.42656609416007996,0.26471394300460815,0.19879554212093353,0.3636345863342285,0.23057107627391815,0.33534231781959534,0.535392165184021,0.19421324133872986,0.29463258385658264
produce,0.1685742735862732,0.10840623080730438,0.10283058881759644,0.2762499153614044,0.16570691764354706,0.1402507871389389,0.1642148345708847,0.2717679440975189,0.23457570374011993,0.22746820747852325,0.19229066371917725
a,0.3320399522781372,0.22883038222789764,0.36608949303627014,0.2915399968624115,0.23966510593891144,0.4508470594882965,0.21890051662921906,0.32094135880470276,0.5829201340675354,0.199848011136055,0.23916715383529663
13-part,0.2631014287471771,0.11394620686769485,0.02386832796037197,0.2416093945503235,0.19082258641719818,0.17819969356060028,0.13440784811973572,0.1851193904876709,0.3340366780757904,0.12355034798383713,0.09536131471395493
spin-off,0.17925040423870087,0.25316321849823,0.23322443664073944,1.0,0.34448567032814026,0.21050845086574554,0.14132165908813477,0.2577304542064667,0.24405531585216522,0.20581752061843872,0.1063259020447731
series,0.17328087985515594,0.2712797522544861,0.21484537422657013,0.34448567032814026,1.0000001192092896,0.2261398285627365,0.20346878468990326,0.267352432012558,0.31376904249191284,0.31758952140808105,0.1709602326154709
titled,0.21236079931259155,0.15805187821388245,0.1399403214454651,0.24702483415603638,0.34365206956863403,0.26757439970970154,0.2560429871082306,0.25508368015289307,0.267250657081604,0.23589177429676056,0.23354937136173248
torchwood,0.2638390064239502,0.45518022775650024,0.2899830639362335,0.425921231508255,0.49095726013183594,0.24895407259464264,0.23209135234355927,0.20084117352962494,0.3267632722854614,0.4268866181373596,0.18952997028827667
(,0.2411840260028839,0.1570640504360199,0.2443375140428543,0.18870912492275238,0.21145714819431305,0.2980341613292694,0.15664780139923096,0.20696312189102173,0.33289089798927307,0.1058402881026268,0.40561532974243164
an,0.2821882665157318,0.1790127456188202,0.2848317325115204,0.2539628744125366,0.16255386173725128,0.3694365322589874,0.1750616431236267,0.2719563841819763,0.4207492768764496,0.16644445061683655,0.19793890416622162
anagram,0.1953541338443756,0.21184347569942474,0.18757955729961395,0.35542359948158264,0.1955774426460266,0.19530686736106873,0.12737567722797394,0.16968373954296112,0.1698160618543625,0.16114366054534912,0.16176259517669678
of,0.33290785551071167,0.16895952820777893,0.2827862501144409,0.19919566810131073,0.22268271446228027,0.4069072902202606,0.27537038922309875,0.3646814823150635,0.733189046382904,0.1797877550125122,0.1826142966747284
``,0.008517155423760414,0.03718610852956772,0.02397952415049076,0.016456108540296555,-0.08478077501058578,-0.012679691426455975,-0.03756143897771835,-0.030704375356435776,0.029072100296616554,-0.13304466009140015,0.0685480609536171
doctor,0.20870667695999146,0.9999999403953552,0.3504868149757385,0.25316321849823,0.2712797522544861,0.19672659039497375,0.1453140676021576,0.13681447505950928,0.2820442318916321,0.32370132207870483,0.1462511420249939
who,0.40942975878715515,0.3504868149757385,0.9999998807907104,0.23322443664073944,0.21484537422657013,0.3318818509578705,0.21646440029144287,0.39727845788002014,0.3733934462070465,0.2086644321680069,0.26220351457595825
'',0.08143015950918198,0.06782495975494385,0.024401003494858742,-0.018332049250602722,-0.014226003549993038,0.04456103965640068,0.05347238853573799,-0.010275691747665405,0.041273195296525955,0.022970112040638924,0.018684765323996544
),0.26259949803352356,0.1509941965341568,0.2457384318113327,0.1816142052412033,0.20434704422950745,0.3267642855644226,0.15819500386714935,0.2151763141155243,0.3456730246543884,0.10228727757930756,0.42300865054130554
",",0.3087472915649414,0.20407600700855255,0.3365725874900818,0.33544525504112244,0.24060699343681335,0.45456063747406006,0.22128435969352722,0.3680937886238098,0.4933079481124878,0.14724469184875488,0.31091248989105225
set,0.28954121470451355,0.14196710288524628,0.19352185726165771,0.23324526846408844,0.28456470370292664,0.22985222935676575,0.22443056106567383,0.21600963175296783,0.2927955985069275,0.1881943792104721,0.1698019951581955
in,0.30808621644973755,0.25567495822906494,0.2792111933231354,0.20659251511096954,0.2914260923862457,0.45514053106307983,0.2544098198413849,0.370934396982193,0.6662389636039734,0.22430340945720673,0.20430970191955566
modern-day,0.3245202898979187,0.16297085583209991,0.2174457609653473,0.15606525540351868,0.20820914208889008,0.3210471272468567,0.2940075397491455,0.189428448677063,0.3206247389316559,0.2492399513721466,0.2257315069437027
cardiff,0.10662917047739029,0.24443048238754272,0.14675560593605042,0.18528084456920624,0.2781163454055786,0.20577268302440643,0.20273736119270325,0.10945267975330353,0.25310054421424866,0.3171159625053406,0.1484801173210144
and,0.31309178471565247,0.21673844754695892,0.41279885172843933,0.26920682191848755,0.26972857117652893,0.3740963041782379,0.24769723415374756,0.4289871156215668,0.5171257257461548,0.17831335961818695,0.20544172823429108
investigating,0.25692835450172424,0.20774249732494354,0.24635100364685059,0.21789701282978058,0.2480018138885498,0.21514922380447388,0.2735121548175812,0.23421600461006165,0.2909804582595825,0.24531050026416779,0.16215763986110687
alien,0.18439561128616333,0.2928544580936432,0.2849388122558594,0.27089130878448486,0.29370149970054626,0.14488688111305237,0.12951211631298065,0.2192615270614624,0.20959727466106415,0.13953158259391785,0.15268287062644958
activities,0.21757790446281433,0.10471702367067337,0.1925259530544281,0.1605759561061859,0.179080531001091,0.16647951304912567,0.23673927783966064,0.17174109816551208,0.2626894414424896,0.16071152687072754,0.11289679259061813
and,0.31309178471565247,0.21673844754695892,0.41279885172843933,0.26920682191848755,0.26972857117652893,0.3740963041782379,0.24769723415374756,0.4289871156215668,0.5171257257461548,0.17831335961818695,0.20544172823429108
crime,0.24425745010375977,0.2243698686361313,0.24320223927497864,0.17341631650924683,0.2753884792327881,0.16935916244983673,0.22614330053329468,0.24834075570106506,0.2052120864391327,0.18198499083518982,0.2067868858575821
.,0.3567904531955719,0.22361043095588684,0.3541337847709656,0.2917240262031555,0.3121925890445709,0.40146201848983765,0.243389293551445,0.3936232924461365,0.5934505462646484,0.20265105366706848,0.4130953550338745
