,which,doctor,who,show,was,the,largest,simulcast,of,a,tv,drama,?
world,0.29213306307792664,0.17958073318004608,0.25158336758613586,0.2047518640756607,0.3097524344921112,0.33604270219802856,0.344524085521698,0.3193521499633789,0.2828933000564575,0.22239887714385986,0.14635077118873596,0.139276385307312,0.17579582333564758
",",0.3658004403114319,0.20407600700855255,0.3365725874900818,0.31928569078445435,0.45456063747406006,0.4933079481124878,0.26626327633857727,0.2549011707305908,0.4946078956127167,0.427140474319458,0.2778550088405609,0.240437850356102,0.31091248989105225
the,0.6521818041801453,0.2820442318916321,0.3733934462070465,0.319829523563385,0.48711544275283813,1.0,0.3757036626338959,0.31249719858169556,0.733189046382904,0.5829201340675354,0.20034731924533844,0.2408958077430725,0.22068053483963013
``,0.05178012326359749,0.03718610852956772,0.02397952415049076,0.015512588433921337,-0.012679691426455975,0.029072100296616554,0.06791853159666061,-0.12132809311151505,0.06780257821083069,0.07272057235240936,-0.07521960884332657,-0.04820840805768967,0.0685480609536171
most,0.4637843072414398,0.17011499404907227,0.35393568873405457,0.20260784029960632,0.29933857917785645,0.47635307908058167,0.3954915702342987,0.1884923279285431,0.4178851246833801,0.3508910834789276,0.1211390346288681,0.11764247715473175,0.2107497900724411
successful,0.27150410413742065,0.10717684030532837,0.22461774945259094,0.19617031514644623,0.3046294152736664,0.31354787945747375,0.18199650943279266,0.2386251837015152,0.2304827868938446,0.28627005219459534,0.20046888291835785,0.22027871012687683,0.1132197454571724
'',-0.03332270681858063,0.06782495975494385,0.024401003494858742,0.04856986179947853,0.04456103965640068,0.041273195296525955,0.010605577379465103,0.00825493410229683,0.13035868108272552,0.04890415817499161,0.037697382271289825,0.07456447929143906,0.018684765323996544
science,0.27382832765579224,0.3319964110851288,0.19709691405296326,0.2331794947385788,0.22005605697631836,0.24037593603134155,0.15829692780971527,0.3154906928539276,0.2616958022117615,0.2378881424665451,0.24104925990104675,0.2934669554233551,0.17974960803985596
fiction,0.22119279205799103,0.32431042194366455,0.22704675793647766,0.2414160668849945,0.2115323692560196,0.20230287313461304,0.16152691841125488,0.2927131950855255,0.1798480898141861,0.20890182256698608,0.32416829466819763,0.3987448513507843,0.19665013253688812
series,0.2484029233455658,0.2712797522544861,0.21484537422657013,0.41789430379867554,0.2261398285627365,0.31376904249191284,0.1409410983324051,0.42323020100593567,0.22268271446228027,0.23966510593891144,0.5038743615150452,0.42834165692329407,0.1709602326154709
of,0.5011631846427917,0.16895952820777893,0.2827862501144409,0.21383242309093475,0.4069072902202606,0.733189046382904,0.36650770902633667,0.2524929940700531,1.0,0.5052502155303955,0.19364769756793976,0.18793216347694397,0.1826142966747284
all,0.50777268409729,0.14317180216312408,0.3698336184024811,0.2571442127227783,0.23179835081100464,0.4860881567001343,0.235378697514534,0.25212010741233826,0.42798417806625366,0.2696802616119385,0.18378843367099762,0.11848748475313187,0.29575422406196594
time—based,0.40192079544067383,0.18316973745822906,0.26278647780418396,0.2755575180053711,0.2900453805923462,0.3456243574619293,0.16862110793590546,0.405646413564682,0.3038477599620819,0.3266136348247528,0.305599570274353,0.2588493227958679,0.32939860224723816
on,0.4245251417160034,0.1636410653591156,0.2340552806854248,0.3708709180355072,0.3909217119216919,0.5107308030128479,0.16868500411510468,0.3505461513996124,0.3966929316520691,0.3848365545272827,0.23779264092445374,0.25024503469467163,0.2714994251728058
its,0.5154205560684204,0.13759362697601318,0.1326070874929428,0.2273027002811432,0.3518870174884796,0.559237003326416,0.33212482929229736,0.2886742949485779,0.48690423369407654,0.4424409866333008,0.20492996275424957,0.11505823582410812,0.15103481709957123
over-all,0.34388333559036255,0.17925038933753967,0.3023609519004822,0.25741004943847656,0.28330564498901367,0.32418113946914673,0.1715356856584549,0.2853144705295563,0.297796368598938,0.3283471167087555,0.21176931262016296,0.28419795632362366,0.3361981511116028
broadcast,0.26385819911956787,0.18613839149475098,0.18632595241069794,0.43468156456947327,0.24068336188793182,0.2713715434074402,0.12819473445415497,0.507598340511322,0.20155203342437744,0.2046348601579666,0.5626955032348633,0.3171185553073883,0.15760008990764618
ratings,0.2222868949174881,0.08232710510492325,0.1265973597764969,0.3544621169567108,0.2160990834236145,0.23356813192367554,0.1300405114889145,0.3243867754936218,0.15600527822971344,0.1921599805355072,0.35588371753692627,0.2660597264766693,0.19248855113983154
",",0.3658004403114319,0.20407600700855255,0.3365725874900818,0.31928569078445435,0.45456063747406006,0.4933079481124878,0.26626327633857727,0.2549011707305908,0.4946078956127167,0.427140474319458,0.2778550088405609,0.240437850356102,0.31091248989105225
dvd,0.22719094157218933,0.1153966411948204,0.13500387966632843,0.27123355865478516,0.18561573326587677,0.20035067200660706,0.11106601357460022,0.2991392910480499,0.16838838160037994,0.1950719654560089,0.38303351402282715,0.26608556509017944,0.21825559437274933
and,0.506277859210968,0.21673844754695892,0.41279885172843933,0.3455478549003601,0.3740963041782379,0.5171257257461548,0.24602696299552917,0.26428648829460144,0.5116966962814331,0.3739250600337982,0.2652006149291992,0.23960810899734497,0.20544172823429108
book,0.24807968735694885,0.21069060266017914,0.23780840635299683,0.22815130650997162,0.24848085641860962,0.2652374505996704,0.1708928495645523,0.14071816205978394,0.22602593898773193,0.19186489284038544,0.17186228930950165,0.2279375046491623,0.20572158694267273
sales,0.21815170347690582,0.09777259081602097,0.10787513852119446,0.18154114484786987,0.23775486648082733,0.18809081614017487,0.16278435289859772,0.24376240372657776,0.16567732393741608,0.24190501868724823,0.23125016689300537,0.1568470299243927,0.12966734170913696
",",0.3658004403114319,0.20407600700855255,0.3365725874900818,0.31928569078445435,0.45456063747406006,0.4933079481124878,0.26626327633857727,0.2549011707305908,0.4946078956127167,0.427140474319458,0.2778550088405609,0.240437850356102,0.31091248989105225
and,0.506277859210968,0.21673844754695892,0.41279885172843933,0.3455478549003601,0.3740963041782379,0.5171257257461548,0.24602696299552917,0.26428648829460144,0.5116966962814331,0.3739250600337982,0.2652006149291992,0.23960810899734497,0.20544172823429108
itunes,0.2642216384410858,0.15385320782661438,0.1672242432832718,0.2245166003704071,0.2210027575492859,0.22764301300048828,0.18800270557403564,0.2968611419200897,0.10195858776569366,0.1976025104522705,0.3094194829463959,0.16706879436969757,0.23144569993019104
traffic—,0.20638544857501984,0.18354949355125427,0.17784368991851807,0.1202608048915863,0.218619242310524,0.2280648648738861,0.17243528366088867,0.131571963429451,0.23982353508472443,0.18358977138996124,0.17730775475502014,0.2210220843553543,0.1683356761932373
and,0.506277859210968,0.21673844754695892,0.41279885172843933,0.3455478549003601,0.3740963041782379,0.5171257257461548,0.24602696299552917,0.26428648829460144,0.5116966962814331,0.3739250600337982,0.2652006149291992,0.23960810899734497,0.20544172823429108
for,0.44095608592033386,0.1556548923254013,0.37110671401023865,0.3141973614692688,0.3863949179649353,0.4739971458911896,0.13215672969818115,0.3045625686645508,0.4185989499092102,0.44038116931915283,0.22924813628196716,0.22676996886730194,0.264628142118454
the,0.6521818041801453,0.2820442318916321,0.3733934462070465,0.319829523563385,0.48711544275283813,1.0,0.3757036626338959,0.31249719858169556,0.733189046382904,0.5829201340675354,0.20034731924533844,0.2408958077430725,0.22068053483963013
largest,0.29749369621276855,0.10847324877977371,0.12422340363264084,0.07741552591323853,0.2198711782693863,0.3757036626338959,0.9999999403953552,0.16111351549625397,0.36650770902633667,0.24042341113090515,0.10549455881118774,0.07599258422851562,0.12401245534420013
ever,0.3355220854282379,0.15791432559490204,0.362372487783432,0.14867889881134033,0.3744584918022156,0.3474041819572449,0.3269718885421753,0.263640433549881,0.22901833057403564,0.27561625838279724,0.1964109241962433,0.18810077011585236,0.3358461856842041
simulcast,0.36949974298477173,0.20454074442386627,0.2182508260011673,0.4328823685646057,0.2580203115940094,0.31249719858169556,0.16111351549625397,1.0,0.2524929940700531,0.3013118505477905,0.4342738389968872,0.23362524807453156,0.1439180225133896
of,0.5011631846427917,0.16895952820777893,0.2827862501144409,0.21383242309093475,0.4069072902202606,0.733189046382904,0.36650770902633667,0.2524929940700531,1.0,0.5052502155303955,0.19364769756793976,0.18793216347694397,0.1826142966747284
a,0.56894451379776,0.22883038222789764,0.36608949303627014,0.24886544048786163,0.4508470594882965,0.5829201340675354,0.24042341113090515,0.3013118505477905,0.5052502155303955,1.0,0.2169625610113144,0.252153217792511,0.23916715383529663
tv,0.17979581654071808,0.23672568798065186,0.20096197724342346,0.42836281657218933,0.1889979988336563,0.20034731924533844,0.10549455881118774,0.4342738389968872,0.19364769756793976,0.2169625610113144,0.9999998807907104,0.40737050771713257,0.20290863513946533
drama,0.20834355056285858,0.2582404613494873,0.2117668092250824,0.27227604389190674,0.23157335817813873,0.2408958077430725,0.07599258422851562,0.23362524807453156,0.18793216347694397,0.252153217792511,0.40737050771713257,1.0,0.21114452183246613
with,0.46403205394744873,0.17277967929840088,0.3282766342163086,0.3004990220069885,0.27411898970603943,0.4223487675189972,0.16282805800437927,0.2609887421131134,0.41827285289764404,0.3783375024795532,0.17663881182670593,0.1572226583957672,0.2433311939239502
its,0.5154205560684204,0.13759362697601318,0.1326070874929428,0.2273027002811432,0.3518870174884796,0.559237003326416,0.33212482929229736,0.2886742949485779,0.48690423369407654,0.4424409866333008,0.20492996275424957,0.11505823582410812,0.15103481709957123
50th,0.12141840904951096,0.19160239398479462,0.009327351115643978,0.13593152165412903,0.17689552903175354,0.19595111906528473,0.14310309290885925,0.1159132793545723,0.11716882884502411,0.12353889644145966,0.04623543843626976,0.04410502687096596,0.004919986240565777
anniversary,0.23320475220680237,0.17330653965473175,0.16220717132091522,0.20774516463279724,0.28924626111984253,0.29318708181381226,0.21120727062225342,0.25471243262290955,0.2393128126859665,0.1787421703338623,0.19748236238956451,0.11997956037521362,0.1981802135705948
special,0.3709421753883362,0.16843044757843018,0.21519862115383148,0.2602277398109436,0.1585642695426941,0.3027077615261078,0.15526193380355835,0.22306880354881287,0.27998968958854675,0.31333932280540466,0.1792411357164383,0.1532471925020218,0.29623302817344666
.,0.45942068099975586,0.22361043095588684,0.3541337847709656,0.3016606271266937,0.40146201848983765,0.5934505462646484,0.18871670961380005,0.31740766763687134,0.5352458953857422,0.50484299659729,0.27196308970451355,0.2663460075855255,0.4130953550338745
