,what,is,the,expression,used,to,denote,a,worst,case,complexity,as,expressed,by,time,taken,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.19952243566513062,0.3090210556983948,0.45010748505592346,0.20175977051258087,0.539380669593811,0.19013282656669617,0.2190418541431427,0.20012179017066956,0.3887844979763031,0.22785329818725586,0.370934396982193,0.3431483507156372,0.2500644326210022,0.20430970191955566
reverse,0.21305608749389648,0.19350825250148773,0.29930976033210754,0.3318733870983124,0.22615134716033936,0.24957582354545593,0.31021296977996826,0.2669696509838104,0.08165565133094788,0.30234554409980774,0.2179412543773651,0.17803235352039337,0.23433959484100342,0.1837949901819229,0.22969374060630798,0.19583022594451904,0.17596906423568726
order,0.16634008288383484,0.19403748214244843,0.3284194767475128,0.23618394136428833,0.23415376245975494,0.35544881224632263,0.19179128110408783,0.24138490855693817,0.10805539786815643,0.2293534129858017,0.2318289875984192,0.21579164266586304,0.18946334719657898,0.17732734978199005,0.16632485389709473,0.16150981187820435,0.13725648820400238
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.22825834155082703,0.3120402991771698,0.44245919585227966,0.22066441178321838,0.427140474319458,0.22239959239959717,0.2977246046066284,0.27822354435920715,0.48816442489624023,0.24414940178394318,0.3680937886238098,0.3029961884021759,0.28904372453689575,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24040144681930542,0.3150506615638733,0.48971283435821533,0.2032254934310913,0.3739250600337982,0.148040309548378,0.2394348531961441,0.2520415782928467,0.49487000703811646,0.24103379249572754,0.4289871156215668,0.3025408685207367,0.2680969834327698,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.2569258511066437,0.3718377649784088,0.535392165184021,0.2737175226211548,0.5829201340675354,0.21166902780532837,0.31022098660469055,0.21171598136425018,0.48381632566452026,0.25207287073135376,0.4408751428127289,0.43061500787734985,0.3309854567050934,0.22068053483963013
algorithm,0.2700590193271637,0.24848374724388123,0.15884782373905182,0.2770938575267792,0.2289300262928009,0.20727625489234924,0.24714593589305878,0.20294487476348877,0.11607404053211212,0.24730250239372253,0.4874947965145111,0.19048626720905304,0.2293623685836792,0.14533276855945587,0.25266581773757935,0.1260514259338379,0.21180397272109985
takes,0.15264007449150085,0.4061736762523651,0.33578023314476013,0.21842941641807556,0.2706671953201294,0.29472896456718445,0.1045728474855423,0.3491862416267395,0.1115768551826477,0.15057869255542755,0.18793460726737976,0.1749710589647293,0.16432102024555206,0.17897608876228333,0.2866765260696411,0.4564027488231659,0.10935472697019577
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.1823306530714035,0.2869652807712555,0.3679993152618408,0.2336530238389969,0.3292340338230133,0.20340532064437866,0.2244701236486435,0.2680857479572296,0.3239102065563202,0.25961312651634216,0.26502725481987,0.9999998807907104,0.23608605563640594,0.27391523122787476
o,0.1489914506673813,0.18684464693069458,0.19071193039417267,0.14022031426429749,0.11275003105401993,0.1644444614648819,0.2002743035554886,0.18840523064136505,0.1527244597673416,0.18130718171596527,0.15395109355449677,0.19234566390514374,0.12447997182607651,0.15159443020820618,0.16147908568382263,0.02231018990278244,0.23868927359580994
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.17552179098129272,0.19005385041236877,0.30882009863853455,0.2677716910839081,0.3206180930137634,0.12348665297031403,0.2248619794845581,0.19830146431922913,0.32029855251312256,0.18192970752716064,0.20696312189102173,0.28391751646995544,0.1965651512145996,0.40561532974243164
n2,0.2232850342988968,0.051488205790519714,0.06733548641204834,0.17899444699287415,0.029173526912927628,0.09934920072555542,0.23008623719215393,0.07277985662221909,0.09526021778583527,0.11250877380371094,0.20453600585460663,0.12998627126216888,0.16708531975746155,0.0337604396045208,0.14283789694309235,0.08075801283121109,0.1808086335659027
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.18878024816513062,0.1905621439218521,0.31236231327056885,0.2668914794921875,0.3640355169773102,0.11195645481348038,0.2503088414669037,0.21122688055038452,0.32161882519721985,0.180553138256073,0.2151763141155243,0.2857224941253662,0.19591942429542542,0.42300865054130554
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.33762842416763306,0.4236139953136444,0.4451248347759247,0.25733789801597595,0.44038116931915283,0.17950598895549774,0.30355575680732727,0.27243003249168396,0.44774648547172546,0.29098325967788696,0.3248702883720398,0.3992156386375427,0.2691914737224579,0.264628142118454
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.36374542117118835,0.3996967375278473,0.5759071707725525,0.32546257972717285,0.5422310829162598,0.23567719757556915,0.39866772294044495,0.36163562536239624,0.43993282318115234,0.29467105865478516,0.38438332080841064,0.43249568343162537,0.3044009506702423,0.3155723512172699
case,0.30770957469940186,0.26648613810539246,0.31022098660469055,0.2857934236526489,0.26815250515937805,0.3172709345817566,0.2531401813030243,0.3104211390018463,0.26580122113227844,1.0000001192092896,0.33170047402381897,0.3263775706291199,0.27712345123291016,0.20290634036064148,0.2244701236486435,0.19660890102386475,0.33232852816581726
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.21360130608081818,0.33111312985420227,0.4645031690597534,0.2069164365530014,0.50484299659729,0.14260300993919373,0.32712292671203613,0.21340465545654297,0.515582263469696,0.24293068051338196,0.3936232924461365,0.371569961309433,0.3141690492630005,0.4130953550338745
