,upon,learning,of,a,french,scounting,party,in,the,area,",",what,did,washington,do,?
the,0.28184252977371216,0.2504628002643585,0.733189046382904,0.5829201340675354,0.2555147111415863,0.31247392296791077,0.23779736459255219,0.6662389636039734,1.0,0.37834644317626953,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.24987076222896576,0.30239659547805786,0.22068053483963013
canadians,0.22969087958335876,0.1563604772090912,0.26469656825065613,0.24889469146728516,0.4148646891117096,0.252461701631546,0.19630201160907745,0.21263080835342407,0.3375614583492279,0.21338099241256714,0.24802275002002716,0.24321512877941132,0.21738815307617188,0.21846511960029602,0.20090822875499725,0.15116047859191895
on,0.3876325786113739,0.1940586417913437,0.3966929316520691,0.3848365545272827,0.1382952481508255,0.2756902277469635,0.23256510496139526,0.46853652596473694,0.5107308030128479,0.20868615806102753,0.49057599902153015,0.34226128458976746,0.2670976221561432,0.24410521984100342,0.3025321364402771,0.2714994251728058
may,0.18870636820793152,0.25806093215942383,0.26447007060050964,0.29255667328834534,0.18779480457305908,0.20789769291877747,0.1924455314874649,0.3424151837825775,0.2694292366504669,0.2072964906692505,0.5007920861244202,0.25739946961402893,0.3038632869720459,0.14035890996456146,0.28230178356170654,0.2768254578113556
28,-0.2325446903705597,-0.16709904372692108,-0.2696417272090912,-0.21815462410449982,-0.15012763440608978,-0.1827833652496338,-0.18302801251411438,-0.27002766728401184,-0.31177106499671936,-0.2267732471227646,-0.16259028017520905,-0.2335955947637558,-0.2346872240304947,-0.1033037081360817,-0.2172745019197464,-0.012856917455792427
in,0.20347267389297485,0.2443799525499344,0.5696388483047485,0.539380669593811,0.22093388438224792,0.2411680817604065,0.20446790754795074,1.0,0.6662389636039734,0.33632898330688477,0.5201468467712402,0.30808621644973755,0.2593238651752472,0.24838601052761078,0.23402775824069977,0.20430970191955566
what,0.2878674864768982,0.29806870222091675,0.33290785551071167,0.3320399522781372,0.17393042147159576,0.2508507966995239,0.2398013323545456,0.30808621644973755,0.42745697498321533,0.21965408325195312,0.3087472915649414,0.9999998807907104,0.4259131848812103,0.1399664729833603,0.4609605669975281,0.5051238536834717
became,0.09793432056903839,0.16463159024715424,0.3638904094696045,0.28774285316467285,0.21283064782619476,0.21783871948719025,0.2410045862197876,0.31047213077545166,0.36325156688690186,0.21906514465808868,0.2798398435115814,0.1434093862771988,0.3632316589355469,0.148955836892128,0.12161382287740707,0.11374033987522125
known,0.10637500137090683,0.18308068811893463,0.35814476013183594,0.30882248282432556,0.16354896128177643,0.1444084495306015,0.11751952767372131,0.32641831040382385,0.3624623417854309,0.17146120965480804,0.3604377806186676,0.20381177961826324,0.25943970680236816,0.05443914234638214,0.23082251846790314,0.18314571678638458
as,0.19482944905757904,0.22636070847511292,0.3886612355709076,0.39550232887268066,0.20159029960632324,0.3244456648826599,0.17884716391563416,0.3887844979763031,0.48381632566452026,0.2407972663640976,0.48816442489624023,0.31749409437179565,0.3596470057964325,0.14071886241436005,0.38329678773880005,0.27043893933296204
the,0.28184252977371216,0.2504628002643585,0.733189046382904,0.5829201340675354,0.2555147111415863,0.31247392296791077,0.23779736459255219,0.6662389636039734,1.0,0.37834644317626953,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.24987076222896576,0.30239659547805786,0.22068053483963013
battle,0.08794428408145905,0.18180519342422485,0.2291749268770218,0.1176733672618866,0.1784413456916809,0.17921176552772522,0.1600542664527893,0.24353940784931183,0.2820790410041809,0.16585147380828857,0.23037992417812347,0.17112864553928375,0.12105695903301239,0.1681729108095169,0.05768134072422981,0.1680624783039093
of,0.3224298357963562,0.23709416389465332,1.0,0.5052502155303955,0.19450366497039795,0.3030523955821991,0.23662418127059937,0.5696388483047485,0.733189046382904,0.3409860134124756,0.4946078956127167,0.33290785551071167,0.2513895630836487,0.18197377026081085,0.26150479912757874,0.1826142966747284
jumonville,0.21068818867206573,0.23972435295581818,0.28485217690467834,0.3141877353191376,0.35308951139450073,0.24521048367023468,0.1799011528491974,0.3054760992527008,0.25049227476119995,0.25522834062576294,0.3345804810523987,0.21373067796230316,0.24225324392318726,0.37708228826522827,0.1402272880077362,0.15539926290512085
glen,0.14743080735206604,0.08974280953407288,0.16495740413665771,0.15895502269268036,0.12151949852705002,0.19037027657032013,0.15683214366436005,0.20285046100616455,0.1981590837240219,0.17066523432731628,0.26398757100105286,0.11263132840394974,0.014075412414968014,0.2527570426464081,0.10877884924411774,0.08093680441379547
.,0.18839296698570251,0.24872951209545135,0.5352458953857422,0.50484299659729,0.2480926215648651,0.2387155145406723,0.23341989517211914,0.5591574311256409,0.5934505462646484,0.2760866582393646,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.285391241312027,0.3613996207714081,0.4130953550338745
,upon,learning,of,a,french,scounting,party,in,the,area,",",what,did,washington,do,?
they,0.22092117369174957,0.26468437910079956,0.3426007330417633,0.3528250455856323,0.1999853253364563,0.24973233044147491,0.18054071068763733,0.4330179989337921,0.49925389885902405,0.25624239444732666,0.390799880027771,0.4431931674480438,0.4879390597343445,0.1863655000925064,0.4667694866657257,0.2753053903579712
killed,0.15894299745559692,0.14173312485218048,0.2589981257915497,0.2230118364095688,0.13796500861644745,0.12571413815021515,0.18773767352104187,0.1957504004240036,0.23115427792072296,0.20646809041500092,0.3006497025489807,0.1862335354089737,0.24296797811985016,0.15854927897453308,0.14168688654899597,0.17928971350193024
many,0.14756755530834198,0.2936221659183502,0.37253960967063904,0.2872205972671509,0.2158181369304657,0.23934397101402283,0.15995444357395172,0.41474202275276184,0.4335206151008606,0.2414858043193817,0.40610817074775696,0.36131182312965393,0.375588983297348,0.20372965931892395,0.38738366961479187,0.2124512493610382
of,0.3224298357963562,0.23709416389465332,1.0,0.5052502155303955,0.19450366497039795,0.3030523955821991,0.23662418127059937,0.5696388483047485,0.733189046382904,0.3409860134124756,0.4946078956127167,0.33290785551071167,0.2513895630836487,0.18197377026081085,0.26150479912757874,0.1826142966747284
the,0.28184252977371216,0.2504628002643585,0.733189046382904,0.5829201340675354,0.2555147111415863,0.31247392296791077,0.23779736459255219,0.6662389636039734,1.0,0.37834644317626953,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.24987076222896576,0.30239659547805786,0.22068053483963013
canadians,0.22969087958335876,0.1563604772090912,0.26469656825065613,0.24889469146728516,0.4148646891117096,0.252461701631546,0.19630201160907745,0.21263080835342407,0.3375614583492279,0.21338099241256714,0.24802275002002716,0.24321512877941132,0.21738815307617188,0.21846511960029602,0.20090822875499725,0.15116047859191895
",",0.27234330773353577,0.22680731117725372,0.4946078956127167,0.427140474319458,0.28806620836257935,0.3334329426288605,0.21963930130004883,0.5201468467712402,0.4933079481124878,0.2664283812046051,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.25230398774147034,0.3283645510673523,0.31091248989105225
including,0.16722485423088074,0.19977763295173645,0.44195112586021423,0.21045410633087158,0.19837699830532074,0.22932066023349762,0.1561705768108368,0.35857823491096497,0.3738902807235718,0.25492727756500244,0.4127510190010071,0.18328791856765747,0.26678287982940674,0.18314000964164734,0.18796655535697937,0.1633303165435791
their,0.26562634110450745,0.247757226228714,0.4329940676689148,0.29698723554611206,0.18787698447704315,0.25418809056282043,0.166203111410141,0.34976133704185486,0.516537070274353,0.20344668626785278,0.3045167922973633,0.35142919421195984,0.38078752160072327,0.1805669665336609,0.35424983501434326,0.1898253709077835
commanding,0.27312374114990234,0.28728926181793213,0.3041609227657318,0.22588194906711578,0.19764837622642517,0.31905385851860046,0.2724384665489197,0.25103360414505005,0.31251659989356995,0.21942570805549622,0.2707129716873169,0.2354326695203781,0.2426421046257019,0.24362333118915558,0.13999825716018677,0.13242560625076294
officer,0.19392770528793335,0.13755109906196594,0.23883900046348572,0.241327702999115,0.19659748673439026,0.2830021381378174,0.24176836013793945,0.24015754461288452,0.25777485966682434,0.22939300537109375,0.2703348398208618,0.18551595509052277,0.18415500223636627,0.25018274784088135,0.12767575681209564,0.119948610663414
",",0.27234330773353577,0.22680731117725372,0.4946078956127167,0.427140474319458,0.28806620836257935,0.3334329426288605,0.21963930130004883,0.5201468467712402,0.4933079481124878,0.2664283812046051,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.25230398774147034,0.3283645510673523,0.31091248989105225
joseph,0.15042397379875183,0.10748150944709778,0.20551647245883942,0.14221104979515076,0.22230857610702515,0.1867595613002777,0.16156616806983948,0.12985283136367798,0.2251148819923401,0.16844341158866882,0.24271315336227417,0.20494906604290009,0.19009922444820404,0.18695266544818878,0.12534324824810028,0.08421234786510468
coulon,0.13178879022598267,0.0829773098230362,0.23903454840183258,0.3209463655948639,0.4199892282485962,0.25115546584129333,0.13749928772449493,0.2359401136636734,0.2725100815296173,0.18996834754943848,0.251828670501709,0.16428402066230774,0.1119174212217331,0.20783154666423798,0.0931285098195076,0.18888740241527557
de,0.12269137054681778,0.15089359879493713,0.26292696595191956,0.19532008469104767,0.3256419897079468,0.14133116602897644,0.1496175229549408,0.24818959832191467,0.23491892218589783,0.10092278569936752,0.2882855534553528,0.10476839542388916,0.09745011478662491,0.17582154273986816,0.19665305316448212,0.11064168810844421
jumonville,0.21068818867206573,0.23972435295581818,0.28485217690467834,0.3141877353191376,0.35308951139450073,0.24521048367023468,0.1799011528491974,0.3054760992527008,0.25049227476119995,0.25522834062576294,0.3345804810523987,0.21373067796230316,0.24225324392318726,0.37708228826522827,0.1402272880077362,0.15539926290512085
",",0.27234330773353577,0.22680731117725372,0.4946078956127167,0.427140474319458,0.28806620836257935,0.3334329426288605,0.21963930130004883,0.5201468467712402,0.4933079481124878,0.2664283812046051,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.25230398774147034,0.3283645510673523,0.31091248989105225
whose,0.1964452564716339,0.14647510647773743,0.37058958411216736,0.3225097060203552,0.20107154548168182,0.23414908349514008,0.1311964988708496,0.23496666550636292,0.38253846764564514,0.1808282881975174,0.25601375102996826,0.22831642627716064,0.197230726480484,0.11058538407087326,0.19081903994083405,0.16990536451339722
head,0.19115248322486877,0.07441089302301407,0.2945564389228821,0.2807295620441437,0.14781911671161652,0.13775834441184998,0.1065375879406929,0.21927717328071594,0.3079071640968323,0.16267503798007965,0.2711189091205597,0.18919230997562408,0.1776210218667984,0.15618003904819489,0.17245158553123474,0.10879309475421906
was,0.21848641335964203,0.13929663598537445,0.4069072902202606,0.4508470594882965,0.2523815333843231,0.23358306288719177,0.25508102774620056,0.45514053106307983,0.48711544275283813,0.24981513619422913,0.45456063747406006,0.22111038863658905,0.41399896144866943,0.24854253232479095,0.11523093283176422,0.18412111699581146
reportedly,0.22033192217350006,0.10965698212385178,0.16609424352645874,0.23474867641925812,0.14525923132896423,0.18162351846694946,0.16988815367221832,0.18225398659706116,0.23811356723308563,0.18252810835838318,0.22147077322006226,0.21226909756660461,0.3039431571960449,0.23623155057430267,0.13388225436210632,0.14895299077033997
split,0.09550826996564865,0.13196100294589996,0.2359420210123062,0.20198695361614227,0.09823979437351227,0.10472173243761063,0.14327071607112885,0.24171817302703857,0.2967630624771118,0.10265232622623444,0.26985031366348267,0.2802104353904724,0.11566226184368134,0.03142034262418747,0.14687509834766388,0.16133880615234375
open,0.15049082040786743,0.13096684217453003,0.17970167100429535,0.21603602170944214,0.22485241293907166,0.19686247408390045,0.1571638137102127,0.27347445487976074,0.2764171361923218,0.16736051440238953,0.28863707184791565,0.2022915631532669,0.12370607256889343,0.18788690865039825,0.1935809850692749,0.20715104043483734
by,0.3096585273742676,0.18080872297286987,0.3646814823150635,0.32094135880470276,0.23343317210674286,0.22962793707847595,0.21788416802883148,0.370934396982193,0.4408751428127289,0.22557134926319122,0.3680937886238098,0.2455483376979828,0.18574509024620056,0.2256813496351242,0.1481526494026184,0.17966607213020325
tanaghrisson,0.17542731761932373,0.1514832079410553,0.22784514725208282,0.23289324343204498,0.3113134503364563,0.25458571314811707,0.20666493475437164,0.2510523796081543,0.2783166468143463,0.23542803525924683,0.34540697932243347,0.16489608585834503,0.142964169383049,0.28273680806159973,0.08122781664133072,0.15505239367485046
with,0.2743939459323883,0.22291624546051025,0.41827285289764404,0.3783375024795532,0.1637353003025055,0.24825206398963928,0.21132639050483704,0.4080928862094879,0.4223487675189972,0.2303420901298523,0.4120737314224243,0.2464839518070221,0.25472134351730347,0.1870277225971222,0.23744353652000427,0.2433311939239502
a,0.17546571791172028,0.23662391304969788,0.5052502155303955,1.0,0.24285779893398285,0.24435903131961823,0.20141370594501495,0.539380669593811,0.5829201340675354,0.2782127559185028,0.427140474319458,0.3320399522781372,0.2552328109741211,0.17264322936534882,0.26237669587135315,0.23916715383529663
tomahawk,0.1752409189939499,0.11494830250740051,0.17911118268966675,0.3058932423591614,0.2363608181476593,0.21741938591003418,0.19702133536338806,0.18800821900367737,0.2700518071651459,0.2498525232076645,0.31432878971099854,0.2315647155046463,0.1709815114736557,0.3147207796573639,0.08808770775794983,0.17307168245315552
.,0.18839296698570251,0.24872951209545135,0.5352458953857422,0.50484299659729,0.2480926215648651,0.2387155145406723,0.23341989517211914,0.5591574311256409,0.5934505462646484,0.2760866582393646,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.285391241312027,0.3613996207714081,0.4130953550338745
