,which,species,moves,by,a,darting,motion,?
largest,0.29749369621276855,0.24821019172668457,0.11210888624191284,0.17839421331882477,0.24042341113090515,0.1803218126296997,0.1214175894856453,0.12401245534420013
ctenophores,0.37328192591667175,0.5645010471343994,0.18682226538658142,0.13966427743434906,0.25153061747550964,0.2652777433395386,0.2131023108959198,0.2054179310798645
–,0.12425179779529572,0.09715378284454346,0.09242218732833862,0.22072714567184448,0.1997407078742981,0.21265779435634613,0.1926775425672531,0.2714554965496063
up,0.36388060450553894,0.1282709538936615,0.18846510350704193,0.2738759219646454,0.32523053884506226,0.29422083497047424,0.20421597361564636,0.1819818764925003
to,0.5345056653022766,0.2193736732006073,0.2611854076385498,0.33534231781959534,0.45503583550453186,0.28965672850608826,0.26277783513069153,0.29463258385658264
1.5,-0.043305303901433945,0.10557738691568375,-0.004013782367110252,-0.032336413860321045,0.030027519911527634,0.134901762008667,-0.08918337523937225,0.007378216367214918
meters,0.2880825698375702,0.2882804870605469,0.21172481775283813,0.15965574979782104,0.2567996084690094,0.2164720892906189,0.15760068595409393,0.13794536888599396
(,0.2589828372001648,0.18460895121097565,0.16115890443325043,0.20696312189102173,0.3206180930137634,0.1734633594751358,0.18421000242233276,0.40561532974243164
4.9,0.2881458103656769,0.10835228115320206,0.11773084849119186,0.12757812440395355,0.20306351780891418,0.19143185019493103,0.1460379958152771,0.12680739164352417
ft,0.1790091097354889,0.2480262815952301,0.10962828248739243,0.12989544868469238,0.17591534554958344,0.2597350478172302,0.11809048801660538,0.17776548862457275
),0.2758678197860718,0.1479661911725998,0.17619609832763672,0.2151763141155243,0.3640355169773102,0.1964350789785385,0.19040943682193756,0.42300865054130554
long,0.34186381101608276,0.2559892237186432,0.20705550909042358,0.17269869148731232,0.3795371353626251,0.25951087474823,0.12396290898323059,0.19699987769126892
",",0.3658004403114319,0.2223871648311615,0.1881556361913681,0.3680937886238098,0.427140474319458,0.2846122086048126,0.18457698822021484,0.31091248989105225
and,0.506277859210968,0.23547904193401337,0.2176569551229477,0.4289871156215668,0.3739250600337982,0.36218100786209106,0.2186078429222107,0.20544172823429108
can,0.41132649779319763,0.29763275384902954,0.31148338317871094,0.29642900824546814,0.3915780484676361,0.27103978395462036,0.22257983684539795,0.3226337134838104
undulate,0.4039343595504761,0.40005818009376526,0.31941384077072144,0.20016628503799438,0.23219814896583557,0.3140731751918793,0.3297143578529358,0.15502730011940002
slowly,0.3767209053039551,0.20729529857635498,0.36185896396636963,0.288517028093338,0.24345050752162933,0.3045659363269806,0.277925580739975,0.10119781643152237
or,0.5105096101760864,0.2828963100910187,0.22805099189281464,0.30274316668510437,0.48853766918182373,0.2919810712337494,0.2264430671930313,0.32389625906944275
quite,0.4406697452068329,0.31491708755493164,0.26093360781669617,0.18069015443325043,0.4158429801464081,0.29579517245292664,0.1602361798286438,0.2597154676914215
rapidly,0.3204094171524048,0.2800839841365814,0.2677799165248871,0.20360058546066284,0.22376412153244019,0.3097069263458252,0.2337314337491989,0.11245343834161758
.,0.45942068099975586,0.25772613286972046,0.24566331505775452,0.3936232924461365,0.50484299659729,0.30977848172187805,0.20181286334991455,0.4130953550338745
