,what,victory,symbols,did,the,mongols,build,on,the,plains,outside,samarkand,?
pyramids,0.22330227494239807,0.2236633002758026,0.2841867506504059,0.1598294973373413,0.2945629060268402,0.3044530153274536,0.2902045249938965,0.18766707181930542,0.2945629060268402,0.30673491954803467,0.18538296222686768,0.3266984224319458,0.13544392585754395
of,0.33290785551071167,0.21037539839744568,0.276145339012146,0.2513895630836487,0.733189046382904,0.23517343401908875,0.22630037367343903,0.3966929316520691,0.733189046382904,0.2842082381248474,0.2973117530345917,0.2605690360069275,0.1826142966747284
severed,0.10068795084953308,0.2366636097431183,0.17829400300979614,0.17354895174503326,0.30564916133880615,0.3518114686012268,0.12596218287944794,0.24968931078910828,0.30564916133880615,0.2067304104566574,0.2420865148305893,0.34522730112075806,0.08613809198141098
heads,0.22840413451194763,0.10889118164777756,0.2676156163215637,0.19695110619068146,0.3017694354057312,0.1726464182138443,0.18777644634246826,0.16675719618797302,0.3017694354057312,0.2282886505126953,0.1723073124885559,0.1906331479549408,0.13046061992645264
raised,0.12998360395431519,0.13227365911006927,0.13711076974868774,0.199112206697464,0.2089216411113739,0.13062795996665955,0.16462205350399017,0.23071928322315216,0.2089216411113739,0.21493233740329742,0.1364479809999466,0.052340973168611526,0.1332261711359024
as,0.31749409437179565,0.17559123039245605,0.23502181470394135,0.3596470057964325,0.48381632566452026,0.19857051968574524,0.20841920375823975,0.36047765612602234,0.48381632566452026,0.20280010998249054,0.28646576404571533,0.14818397164344788,0.27043893933296204
a,0.3320399522781372,0.20717723667621613,0.2283145785331726,0.2552328109741211,0.5829201340675354,0.13675467669963837,0.26229962706565857,0.3848365545272827,0.5829201340675354,0.21647585928440094,0.3113526403903961,0.1994355469942093,0.23916715383529663
symbol,0.17314639687538147,0.1836029291152954,0.7318593859672546,0.10027256608009338,0.22023849189281464,0.09058119356632233,0.08636899292469025,0.14126749336719513,0.22023849189281464,0.11477701365947723,0.1699737012386322,0.22343367338180542,0.1418723464012146
of,0.33290785551071167,0.21037539839744568,0.276145339012146,0.2513895630836487,0.733189046382904,0.23517343401908875,0.22630037367343903,0.3966929316520691,0.733189046382904,0.2842082381248474,0.2973117530345917,0.2605690360069275,0.1826142966747284
victory,0.12667348980903625,1.0000001192092896,0.13276465237140656,0.18024887144565582,0.2795662581920624,0.27526557445526123,0.1692885160446167,0.12429361790418625,0.2795662581920624,0.14579041302204132,0.1400517076253891,0.2371564507484436,0.15412560105323792
.,0.3567904531955719,0.18324626982212067,0.2197662740945816,0.35288307070732117,0.5934505462646484,0.1921418309211731,0.275961309671402,0.49257001280784607,0.5934505462646484,0.28371620178222656,0.28971612453460693,0.24099032580852509,0.4130953550338745
