,what,chemist,showed,that,fire,needed,only,a,part,of,air,?
part,0.3476244807243347,0.11583489924669266,0.22705884277820587,0.37747326493263245,0.10809394717216492,0.2685070037841797,0.3272135257720947,0.3994528353214264,1.0,0.452393114566803,0.15813080966472626,0.08557961881160736
of,0.33290785551071167,0.14547590911388397,0.31843405961990356,0.41498205065727234,0.20259131491184235,0.27215874195098877,0.49632513523101807,0.5052502155303955,0.452393114566803,1.0,0.24196814000606537,0.1826142966747284
air,0.10361403971910477,0.1671835035085678,0.1607798933982849,0.19720019400119781,0.21486154198646545,0.18712641298770905,0.1701217144727707,0.23199330270290375,0.15813080966472626,0.24196814000606537,1.0000001192092896,0.1491677612066269
that,0.6297725439071655,0.14571717381477356,0.3511183559894562,1.0,0.22560954093933105,0.45214173197746277,0.6004067063331604,0.47537946701049805,0.37747326493263245,0.41498205065727234,0.19720019400119781,0.32716336846351624
he,0.3114890456199646,0.17698578536510468,0.24594488739967346,0.36068853735923767,0.22742323577404022,0.21702003479003906,0.31580641865730286,0.4393508732318878,0.2723296284675598,0.38706058263778687,0.1551557034254074,0.2089974731206894
called,0.3235960602760315,0.12181281298398972,0.30356231331825256,0.41604554653167725,0.17276272177696228,0.26120099425315857,0.31755709648132324,0.4868806302547455,0.4405199885368347,0.4222904443740845,0.1542491763830185,0.18963319063186646
spiritus,0.2161986231803894,0.23269355297088623,0.16951948404312134,0.222558856010437,0.15197642147541046,0.08471428602933884,0.09876769781112671,0.2193666398525238,0.20481525361537933,0.30101925134658813,0.13244037330150604,0.18231043219566345
nitroaereus,0.2122950553894043,0.3227115869522095,0.1558176726102829,0.3148280382156372,0.27643918991088867,0.2168768346309662,0.32554519176483154,0.258704274892807,0.18419326841831207,0.26271575689315796,0.32148849964141846,0.17964670062065125
or,0.33867141604423523,0.09662744402885437,0.22185118496418,0.4729836881160736,0.17000901699066162,0.38756439089775085,0.42634648084640503,0.48853766918182373,0.28093159198760986,0.3792596757411957,0.23161770403385162,0.32389625906944275
just,0.5854880809783936,0.09848884493112564,0.2416301965713501,0.6540043354034424,0.1801222413778305,0.41701406240463257,0.4902491867542267,0.47693389654159546,0.3153948187828064,0.35124439001083374,0.1968727707862854,0.4144178032875061
nitroaereus,0.2122950553894043,0.3227115869522095,0.1558176726102829,0.3148280382156372,0.27643918991088867,0.2168768346309662,0.32554519176483154,0.258704274892807,0.18419326841831207,0.26271575689315796,0.32148849964141846,0.17964670062065125
.,0.3567904531955719,0.21494202315807343,0.28805166482925415,0.4460422694683075,0.2511917054653168,0.31272366642951965,0.49507418274879456,0.50484299659729,0.32817673683166504,0.5352458953857422,0.2759295105934143,0.4130953550338745
