,when,did,luther,write,an,extreme,treatise,against,the,jews,?
times,0.3857055902481079,0.23068773746490479,0.17637021839618683,0.21372856199741364,0.18957601487636566,0.19516122341156006,0.12000817060470581,0.19594256579875946,0.29093852639198303,0.16587519645690918,0.18880689144134521
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.3581022024154663,0.2406754195690155,0.22035661339759827,0.31168749928474426,0.4933079481124878,0.27184903621673584,0.31091248989105225
although,0.3650384247303009,0.29252153635025024,0.1283908486366272,0.22010786831378937,0.25058484077453613,0.19803987443447113,0.2088773399591446,0.17999348044395447,0.3265823423862457,0.16613954305648804,0.15541206300258636
historians,0.1875353455543518,0.3612487018108368,0.13962656259536743,0.22754640877246857,0.15942415595054626,0.14204013347625732,0.3306125998497009,0.2123119980096817,0.2874947786331177,0.4117569327354431,0.15053395926952362
acknowledge,0.22796472907066345,0.3169863522052765,0.196632519364357,0.3194429576396942,0.21261903643608093,0.17102549970149994,0.29832199215888977,0.2272934913635254,0.25937798619270325,0.21318140625953674,0.2421250194311142
that,0.5860282182693481,0.47518548369407654,0.21746599674224854,0.36609941720962524,0.365763783454895,0.2876467704772949,0.25968894362449646,0.3318655490875244,0.5473989248275757,0.27395346760749817,0.32716336846351624
this,0.4959332048892975,0.3609912693500519,0.17328955233097076,0.3430570960044861,0.41881775856018066,0.26880741119384766,0.23140104115009308,0.27292028069496155,0.6274310946464539,0.2589765787124634,0.3155723512172699
treatise,0.09556382149457932,0.14455445110797882,0.17424321174621582,0.30924758315086365,0.13600915670394897,0.1396905481815338,1.0,0.12083033472299576,0.2190825194120407,0.18341277539730072,0.1367369443178177
was,0.37326499819755554,0.41399896144866943,0.19185513257980347,0.21129223704338074,0.3694365322589874,0.15127508342266083,0.20765262842178345,0.22972732782363892,0.48711544275283813,0.1935933530330658,0.18412111699581146
particularly,0.34923478960990906,0.2694823145866394,0.10113076865673065,0.2505408823490143,0.25727713108062744,0.22183619439601898,0.2072829157114029,0.1994919329881668,0.32132959365844727,0.1912316083908081,0.2644225060939789
extreme,0.18067298829555511,0.08957763016223907,0.16198594868183136,0.1255994737148285,0.21056818962097168,1.0000001192092896,0.1396905481815338,0.20345012843608856,0.28210628032684326,0.15524201095104218,0.12677998840808868
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.3581022024154663,0.2406754195690155,0.22035661339759827,0.31168749928474426,0.4933079481124878,0.27184903621673584,0.31091248989105225
even,0.5135882496833801,0.45816805958747864,0.13474266231060028,0.33178186416625977,0.2349194884300232,0.27047044038772583,0.16656993329524994,0.23938430845737457,0.37996912002563477,0.2254793792963028,0.30082517862319946
by,0.4376842677593231,0.18574509024620056,0.15382802486419678,0.16883166134357452,0.2719563841819763,0.2150869518518448,0.2163793444633484,0.24816733598709106,0.4408751428127289,0.17624309659004211,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.4207492768764496,0.28210628032684326,0.2190825194120407,0.3090755045413971,1.0,0.24901628494262695,0.22068053483963013
standards,0.19716012477874756,0.23814676702022552,0.16274075210094452,0.1840662807226181,0.18958452343940735,0.1565866768360138,0.19161337614059448,0.16218651831150055,0.2433546632528305,0.1517888903617859,0.2011813372373581
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.2147456258535385,0.32280945777893066,0.3050978481769562,0.3056868314743042,0.2669808566570282,0.733189046382904,0.2207300066947937,0.1826142966747284
sixteenth,0.25582239031791687,0.2072148323059082,0.17807196080684662,0.13021740317344666,0.18814760446548462,0.1412886083126068,0.2033683955669403,0.148870050907135,0.34871456027030945,0.16741590201854706,0.12440915405750275
century,0.22992412745952606,0.2333737462759018,0.1867666393518448,0.18767385184764862,0.185816690325737,0.1324353963136673,0.27955493330955505,0.127406507730484,0.3617299497127533,0.26377665996551514,0.1026201918721199
europe,0.18744638562202454,0.22473940253257751,0.12016178667545319,0.1646764576435089,0.11497823894023895,0.154699444770813,0.16339169442653656,0.17382708191871643,0.34463706612586975,0.25932541489601135,0.18278923630714417
.,0.475719153881073,0.35288307070732117,0.24907569587230682,0.2647448778152466,0.3581749200820923,0.21937976777553558,0.1687270700931549,0.28705209493637085,0.5934505462646484,0.2115412801504135,0.4130953550338745
