,what,is,the,rhine,called,in,french,?
*rīnaz,0.15815728902816772,0.19722384214401245,0.2245812863111496,0.23536986112594604,0.1801600456237793,0.23918648064136505,0.11587023735046387,0.22434574365615845
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.167837992310524,0.26549121737480164,0.5201468467712402,0.28806620836257935,0.31091248989105225
via,0.16736915707588196,0.18325740098953247,0.23979412019252777,0.10537445545196533,0.0974528044462204,0.19981135427951813,0.03254854679107666,0.19443516433238983
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.18212221562862396,0.23955528438091278,0.2865324318408966,0.1230572909116745,0.20577076077461243
frankish,0.1821095049381256,0.16241204738616943,0.3168545961380005,0.40046441555023193,0.1904863715171814,0.18507589399814606,0.3803434669971466,0.152495339512825
giving,0.28628480434417725,0.24181054532527924,0.3626074492931366,0.10939128696918488,0.21309655904769897,0.24607835710048676,0.1420040726661682,0.2052922248840332
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.18212221562862396,0.23955528438091278,0.2865324318408966,0.1230572909116745,0.20577076077461243
english,0.25060737133026123,0.24613474309444427,0.23982001841068268,0.16806156933307648,0.14260196685791016,0.19623121619224548,0.47204166650772095,0.23251567780971527
rín,0.19725275039672852,0.22478969395160675,0.24690473079681396,0.15122096240520477,0.20628109574317932,0.2713458240032196,0.19568848609924316,0.1986149251461029
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.167837992310524,0.26549121737480164,0.5201468467712402,0.28806620836257935,0.31091248989105225
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.18212221562862396,0.23955528438091278,0.2865324318408966,0.1230572909116745,0.20577076077461243
high,0.20466077327728271,0.2383800595998764,0.28034812211990356,0.11970903724431992,0.19024790823459625,0.2652597725391388,0.11777796596288681,0.11137914657592773
german,0.1960553526878357,0.19231973588466644,0.256483793258667,0.49305370450019836,0.15730810165405273,0.21098364889621735,0.4790405333042145,0.13978645205497742
rīn,0.09445355832576752,0.19188092648983002,0.23114950954914093,0.24737611413002014,0.060809776186943054,0.1990324854850769,0.1798083335161209,0.061222050338983536
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.167837992310524,0.26549121737480164,0.5201468467712402,0.28806620836257935,0.31091248989105225
dutch,0.1643560230731964,0.12900666892528534,0.1705695390701294,0.31772172451019287,0.14934012293815613,0.17559829354286194,0.45117130875587463,0.1081366017460823
rijn,0.12599071860313416,0.14968563616275787,0.15022686123847961,0.41360682249069214,0.2108420878648758,0.17666952311992645,0.2662942409515381,0.15792600810527802
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.12381801009178162,0.2546432614326477,0.3087427020072937,0.19998501241207123,0.40561532974243164
formerly,0.1585959643125534,0.3130042850971222,0.2854805290699005,0.1298975795507431,0.3799055218696594,0.25645580887794495,0.16384685039520264,0.0843876302242279
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.1230347603559494,0.5140911936759949,0.5073733329772949,0.24775905907154083,0.21848613023757935
spelled,0.15883488953113556,0.2914513647556305,0.2190741002559662,0.10277950018644333,0.3686818778514862,0.22594206035137177,0.10296118259429932,0.13924984633922577
rhijn,0.2331310361623764,0.24567444622516632,0.25715991854667664,0.6588083505630493,0.20388655364513397,0.24229274690151215,0.28222498297691345,0.2904971241950989
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.12686386704444885,0.273923397064209,0.3326910734176636,0.21857915818691254,0.42300865054130554
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.12686386704444885,0.273923397064209,0.3326910734176636,0.21857915818691254,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2089352011680603,0.300344854593277,0.5591574311256409,0.2480926215648651,0.4130953550338745
