,what,runs,from,the,balancer,in,the,statocyst,to,the,comb,rows,?
comb,0.20374168455600739,0.14220739901065826,0.23026268184185028,0.24626436829566956,0.2971821129322052,0.2280225306749344,0.24626436829566956,0.39240577816963196,0.18590781092643738,0.24626436829566956,1.0000001192092896,0.3374672532081604,0.2510223686695099
rows,0.2011227160692215,0.1876838505268097,0.12540243566036224,0.2598671019077301,0.2295147329568863,0.16420641541481018,0.2598671019077301,0.3267174959182739,0.24169988930225372,0.2598671019077301,0.3374672532081604,0.9999999403953552,0.1265581250190735
",",0.3087472915649414,0.22710935771465302,0.39760664105415344,0.4933079481124878,0.2775764465332031,0.5201468467712402,0.4933079481124878,0.30963432788848877,0.44245919585227966,0.4933079481124878,0.30344703793525696,0.17734470963478088,0.31091248989105225
and,0.31309178471565247,0.2632412016391754,0.3601827025413513,0.5171257257461548,0.2712576687335968,0.4954058527946472,0.5171257257461548,0.2893082797527313,0.48971283435821533,0.5171257257461548,0.28039759397506714,0.28445664048194885,0.20544172823429108
in,0.30808621644973755,0.2674408257007599,0.4274188280105591,0.6662389636039734,0.23624315857887268,1.0,0.6662389636039734,0.2469828873872757,0.45010748505592346,0.6662389636039734,0.2280225306749344,0.16420641541481018,0.20430970191955566
some,0.4491020441055298,0.1420806497335434,0.35210713744163513,0.4566698372364044,0.2068362981081009,0.4010399878025055,0.4566698372364044,0.3248957395553589,0.4636894166469574,0.4566698372364044,0.30058908462524414,0.28314071893692017,0.2562315762042999
species,0.14617158472537994,0.1016867607831955,0.16350167989730835,0.2522439956665039,0.18684028089046478,0.2179255336523056,0.2522439956665039,0.38360652327537537,0.2193736732006073,0.2522439956665039,0.28125742077827454,0.2278415560722351,0.1957087516784668
runs,0.17057748138904572,1.0000001192092896,0.2119603008031845,0.30832576751708984,0.16932839155197144,0.2674408257007599,0.30832576751708984,0.216119185090065,0.16705270111560822,0.30832576751708984,0.14220739901065826,0.1876838505268097,0.08094297349452972
all,0.41981086134910583,0.20500116050243378,0.2866387963294983,0.4860881567001343,0.24375802278518677,0.3335905969142914,0.4860881567001343,0.31062525510787964,0.42520734667778015,0.4860881567001343,0.2630797326564789,0.3772999048233032,0.29575422406196594
the,0.42745697498321533,0.30832576751708984,0.40150508284568787,1.0,0.3294210433959961,0.6662389636039734,1.0,0.30905142426490784,0.535392165184021,1.0,0.24626436829566956,0.2598671019077301,0.22068053483963013
way,0.4835909903049469,0.23837141692638397,0.2694782316684723,0.36217406392097473,0.3070070743560791,0.30444321036338806,0.36217406392097473,0.2737348675727844,0.4772548973560333,0.36217406392097473,0.276388555765152,0.23821480572223663,0.31575819849967957
along,0.22421957552433014,0.31258848309516907,0.279703289270401,0.39495137333869934,0.20259831845760345,0.3603311777114868,0.39495137333869934,0.19048041105270386,0.2976071536540985,0.39495137333869934,0.20714230835437775,0.29174914956092834,0.17134909331798553
the,0.42745697498321533,0.30832576751708984,0.40150508284568787,1.0,0.3294210433959961,0.6662389636039734,1.0,0.30905142426490784,0.535392165184021,1.0,0.24626436829566956,0.2598671019077301,0.22068053483963013
comb,0.20374168455600739,0.14220739901065826,0.23026268184185028,0.24626436829566956,0.2971821129322052,0.2280225306749344,0.24626436829566956,0.39240577816963196,0.18590781092643738,0.24626436829566956,1.0000001192092896,0.3374672532081604,0.2510223686695099
rows,0.2011227160692215,0.1876838505268097,0.12540243566036224,0.2598671019077301,0.2295147329568863,0.16420641541481018,0.2598671019077301,0.3267174959182739,0.24169988930225372,0.2598671019077301,0.3374672532081604,0.9999999403953552,0.1265581250190735
.,0.3567904531955719,0.2379940003156662,0.41536515951156616,0.5934505462646484,0.2787949740886688,0.5591574311256409,0.5934505462646484,0.3422413766384125,0.4645031690597534,0.5934505462646484,0.27639180421829224,0.17825132608413696,0.4130953550338745
