,whose,portrait,by,françois,clouet,was,included,in,the,jones,bequest,of,1882,?
and,0.3339773118495941,0.09115123003721237,0.4289871156215668,0.21098116040229797,0.2515476644039154,0.3740963041782379,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.26914161443710327,0.29343608021736145,0.5116966962814331,-0.14050355553627014,0.20544172823429108
miniatures,0.1770571768283844,0.22130808234214783,0.19174598157405853,0.1579013168811798,0.23818573355674744,0.11972815543413162,0.22689764201641083,0.22277434170246124,0.2262277603149414,0.12314142286777496,0.17194920778274536,0.22968396544456482,-0.03515452519059181,0.19297140836715698
(,0.2345174252986908,0.1779656559228897,0.20696312189102173,0.1960715800523758,0.2501803934574127,0.2980341613292694,0.20944266021251678,0.3087427020072937,0.33289089798927307,0.19647055864334106,0.2408660650253296,0.35032153129577637,0.06038593873381615,0.40561532974243164
not,0.36739736795425415,0.16898506879806519,0.291808545589447,0.1770562380552292,0.11886528134346008,0.2888734042644501,0.26896724104881287,0.3403114080429077,0.4310511648654938,0.1240987628698349,0.2177715003490448,0.3307090103626251,0.010379753075540066,0.41942933201789856
all,0.3025509715080261,0.040210675448179245,0.2944089472293854,0.14902083575725555,0.140947163105011,0.23179835081100464,0.35182762145996094,0.3335905969142914,0.4860881567001343,0.15088866651058197,0.16126669943332672,0.42798417806625366,-0.016496075317263603,0.29575422406196594
the,0.38253846764564514,0.18703287839889526,0.4408751428127289,0.22130244970321655,0.28415921330451965,0.48711544275283813,0.3825419843196869,0.6662389636039734,1.0,0.24446700513362885,0.27512025833129883,0.733189046382904,-0.17908993363380432,0.22068053483963013
works,0.22534018754959106,0.2577522099018097,0.2887086570262909,0.19709372520446777,0.21091382205486298,0.2401018887758255,0.20836322009563446,0.2656683027744293,0.26337864995002747,0.1691809594631195,0.1719505786895752,0.1964656114578247,0.08039659261703491,0.19597402215003967
were,0.20901553332805634,0.13788537681102753,0.4406847059726715,0.1702624261379242,0.2171534150838852,0.590133786201477,0.42708900570869446,0.3815755248069763,0.3906462490558624,0.1573609858751297,0.18561220169067383,0.34038281440734863,-0.16522757709026337,0.17890112102031708
french,0.20107154548168182,0.1325797736644745,0.23343317210674286,0.5515124201774597,0.4535975456237793,0.2523815333843231,0.13618244230747223,0.22093388438224792,0.2555147111415863,0.11285733431577682,0.12739461660385132,0.19450366497039795,-0.07793588191270828,0.1386883556842804
",",0.25601375102996826,0.16637693345546722,0.3680937886238098,0.2006458193063736,0.30472394824028015,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2674069404602051,0.3688803017139435,0.4946078956127167,-0.07802723348140717,0.31091248989105225
for,0.22978365421295166,0.19842077791690826,0.3248702883720398,0.15737950801849365,0.1320732980966568,0.3863949179649353,0.3889397978782654,0.4322226941585541,0.4739971458911896,0.19902682304382324,0.22263674437999725,0.4185989499092102,-0.010041801258921623,0.264628142118454
example,0.28134453296661377,0.21043896675109863,0.29030951857566833,0.11380459368228912,0.15624374151229858,0.16563157737255096,0.26775863766670227,0.30483278632164,0.3755223751068115,0.1930658519268036,0.18929994106292725,0.3570667505264282,0.09501975774765015,0.30374911427497864
carlo,0.14957521855831146,0.20766066014766693,0.19162945449352264,0.38843774795532227,0.31269600987434387,0.2379540652036667,0.14604000747203827,0.19279642403125763,0.15600669384002686,0.14645016193389893,0.15995733439922333,0.19275137782096863,-0.007301331032067537,0.09809290617704391
crivelli,0.14350679516792297,0.36920469999313354,0.21380329132080078,0.3960686922073364,0.49477019906044006,0.24439166486263275,0.12936238944530487,0.16534215211868286,0.20170989632606506,0.2228984832763672,0.28739655017852783,0.20236890017986298,0.0857095718383789,0.2165936976671219
's,-0.019954677671194077,-0.08347140997648239,-0.010884488001465797,0.033209461718797684,0.03326261788606644,0.008974763564765453,-0.041006240993738174,-0.037580832839012146,-0.01540423184633255,0.03993193805217743,0.03663630038499832,-0.03817026689648628,-0.035945650190114975,-0.023395681753754616
virgin,0.14950715005397797,0.21549803018569946,0.16847321391105652,0.11361939460039139,0.2544173002243042,0.21603500843048096,0.14902718365192413,0.1495865285396576,0.21732187271118164,0.07024212926626205,0.19858023524284363,0.1805724799633026,-0.03721532225608826,0.11987020075321198
and,0.3339773118495941,0.09115123003721237,0.4289871156215668,0.21098116040229797,0.2515476644039154,0.3740963041782379,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.26914161443710327,0.29343608021736145,0.5116966962814331,-0.14050355553627014,0.20544172823429108
child,0.1664162278175354,0.23348219692707062,0.15601499378681183,0.15012583136558533,0.20402386784553528,0.2058766484260559,0.16714179515838623,0.19259177148342133,0.19800683856010437,0.20873892307281494,0.18114516139030457,0.17253053188323975,0.003069384954869747,0.1979578584432602
),0.24064770340919495,0.17399489879608154,0.2151763141155243,0.19332027435302734,0.26136884093284607,0.3267642855644226,0.20644870400428772,0.3326910734176636,0.3456730246543884,0.17775073647499084,0.24630746245384216,0.3680361211299896,0.03908124938607216,0.42300865054130554
that,0.3740115463733673,0.1499822586774826,0.37496164441108704,0.15881341695785522,0.17966718971729279,0.33670201897621155,0.2736181616783142,0.435920387506485,0.5473989248275757,0.20900680124759674,0.2989782989025116,0.41498205065727234,0.022698689252138138,0.32716336846351624
formed,0.18704229593276978,0.04186497628688812,0.2924628257751465,0.09335371106863022,0.18822459876537323,0.3009849190711975,0.2254289835691452,0.27325257658958435,0.28813210129737854,0.13796459138393402,0.198929563164711,0.2871689796447754,-0.17610689997673035,0.09686966985464096
part,0.25495222210884094,0.1473582684993744,0.28271573781967163,0.09550245851278305,0.20744290947914124,0.3407018780708313,0.40727710723876953,0.4499994218349457,0.527681291103363,0.16420887410640717,0.21128502488136292,0.452393114566803,-0.20056968927383423,0.08557961881160736
of,0.37058958411216736,0.24021127820014954,0.3646814823150635,0.19206100702285767,0.25451183319091797,0.4069072902202606,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2007877230644226,0.30752936005592346,1.0,-0.16217687726020813,0.1826142966747284
the,0.38253846764564514,0.18703287839889526,0.4408751428127289,0.22130244970321655,0.28415921330451965,0.48711544275283813,0.3825419843196869,0.6662389636039734,1.0,0.24446700513362885,0.27512025833129883,0.733189046382904,-0.17908993363380432,0.22068053483963013
jones,0.155580073595047,0.10853715986013412,0.19224686920642853,0.16942554712295532,0.17941807210445404,0.23214209079742432,0.15325678884983063,0.1750783771276474,0.24446700513362885,0.9999999403953552,0.2305213063955307,0.2007877230644226,-0.01890460215508938,0.1838836669921875
bequest,0.16066209971904755,0.3290793299674988,0.2555016279220581,0.18755307793617249,0.24205411970615387,0.3015955984592438,0.2420136034488678,0.2849925756454468,0.27512025833129883,0.2305213063955307,1.0,0.30752936005592346,-0.028532205149531364,0.22906942665576935
of,0.37058958411216736,0.24021127820014954,0.3646814823150635,0.19206100702285767,0.25451183319091797,0.4069072902202606,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2007877230644226,0.30752936005592346,1.0,-0.16217687726020813,0.1826142966747284
1882,0.016735835000872612,0.01918301358819008,-0.13441531360149384,0.015338144265115261,-0.003741811029613018,-0.15778027474880219,-0.1095469743013382,-0.19429011642932892,-0.17908993363380432,-0.01890460215508938,-0.028532205149531364,-0.16217687726020813,1.0,0.08152727782726288
and,0.3339773118495941,0.09115123003721237,0.4289871156215668,0.21098116040229797,0.2515476644039154,0.3740963041782379,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.26914161443710327,0.29343608021736145,0.5116966962814331,-0.14050355553627014,0.20544172823429108
as,0.3202406167984009,0.2584902048110962,0.3815547823905945,0.16420115530490875,0.1986258178949356,0.3677520453929901,0.34162476658821106,0.3887844979763031,0.48381632566452026,0.21983103454113007,0.294470876455307,0.3886612355709076,-0.06312896311283112,0.27043893933296204
such,0.24919940531253815,0.10160865634679794,0.2736194431781769,0.1383606344461441,0.14732211828231812,0.12487147748470306,0.3985486328601837,0.2704046070575714,0.3575236201286316,0.17263257503509521,0.20714257657527924,0.3209529519081116,0.008433809503912926,0.17851735651493073
are,0.2854825556278229,0.06317828595638275,0.37842893600463867,0.14793193340301514,0.14904789626598358,0.3076191842556,0.34501078724861145,0.3841303884983063,0.40399202704429626,0.11738275736570358,0.11660011857748032,0.39081433415412903,-0.0558469258248806,0.24591213464736938
displayed,0.13672451674938202,0.28227365016937256,0.18044444918632507,0.11699476838111877,0.17024797201156616,0.12936300039291382,0.2666204869747162,0.22596381604671478,0.2887660264968872,0.13414613902568817,0.19839423894882202,0.22871877253055573,0.051681481301784515,0.20322057604789734
in,0.23496666550636292,0.14724093675613403,0.370934396982193,0.163356214761734,0.20573028922080994,0.45514053106307983,0.32433560490608215,1.0,0.6662389636039734,0.1750783771276474,0.2849925756454468,0.5696388483047485,-0.19429011642932892,0.20430970191955566
the,0.38253846764564514,0.18703287839889526,0.4408751428127289,0.22130244970321655,0.28415921330451965,0.48711544275283813,0.3825419843196869,0.6662389636039734,1.0,0.24446700513362885,0.27512025833129883,0.733189046382904,-0.17908993363380432,0.22068053483963013
galleries,0.13970120251178741,0.43192073702812195,0.18073885142803192,0.13044975697994232,0.27703261375427246,0.14833402633666992,0.24030858278274536,0.2712664008140564,0.27603694796562195,0.15568840503692627,0.3352208435535431,0.24172402918338776,-0.028666652739048004,0.1957392692565918
of,0.37058958411216736,0.24021127820014954,0.3646814823150635,0.19206100702285767,0.25451183319091797,0.4069072902202606,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2007877230644226,0.30752936005592346,1.0,-0.16217687726020813,0.1826142966747284
continental,0.1782522350549698,0.10010536760091782,0.21076206862926483,0.12272920459508896,0.16022810339927673,0.23607179522514343,0.13213585317134857,0.248937726020813,0.32723063230514526,0.11768072098493576,0.23664335906505585,0.2580660581588745,-0.1194595992565155,0.1410352885723114
art,0.07395468652248383,0.3980000913143158,0.2189643532037735,0.1805562525987625,0.2924787104129791,0.20564036071300507,0.15193471312522888,0.2282189577817917,0.20297785103321075,0.1079808920621872,0.27436313033103943,0.22648051381111145,0.0745890885591507,0.138971745967865
1600–1800,0.09119466692209244,0.15073633193969727,0.018980592489242554,0.02578158862888813,0.05588234215974808,0.09056791663169861,0.09295961260795593,0.06990563869476318,0.09531836211681366,0.09345876425504684,0.21546311676502228,0.12538248300552368,-0.21625353395938873,0.06071998551487923
",",0.25601375102996826,0.16637693345546722,0.3680937886238098,0.2006458193063736,0.30472394824028015,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2674069404602051,0.3688803017139435,0.4946078956127167,-0.07802723348140717,0.31091248989105225
including,0.25118395686149597,0.1905888170003891,0.30155983567237854,0.0852445736527443,0.16182120144367218,0.21884717047214508,0.6058855652809143,0.35857823491096497,0.3738902807235718,0.1554713100194931,0.2168206125497818,0.44195112586021423,-0.1522809863090515,0.1633303165435791
the,0.38253846764564514,0.18703287839889526,0.4408751428127289,0.22130244970321655,0.28415921330451965,0.48711544275283813,0.3825419843196869,0.6662389636039734,1.0,0.24446700513362885,0.27512025833129883,0.733189046382904,-0.17908993363380432,0.22068053483963013
portrait,0.22385504841804504,0.9999999403953552,0.195991650223732,0.23775503039360046,0.3535436689853668,0.2122184783220291,0.19585232436656952,0.14724093675613403,0.18703287839889526,0.10853715986013412,0.3290793299674988,0.24021127820014954,0.01918301358819008,0.14968478679656982
of,0.37058958411216736,0.24021127820014954,0.3646814823150635,0.19206100702285767,0.25451183319091797,0.4069072902202606,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2007877230644226,0.30752936005592346,1.0,-0.16217687726020813,0.1826142966747284
françois,0.19806818664073944,0.23775503039360046,0.23112155497074127,1.0,0.5222586989402771,0.25358033180236816,0.16360460221767426,0.163356214761734,0.22130244970321655,0.16942554712295532,0.18755307793617249,0.19206100702285767,0.015338144265115261,0.16150183975696564
",",0.25601375102996826,0.16637693345546722,0.3680937886238098,0.2006458193063736,0.30472394824028015,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2674069404602051,0.3688803017139435,0.4946078956127167,-0.07802723348140717,0.31091248989105225
duc,0.11242985725402832,0.21101747453212738,0.18230947852134705,0.47675490379333496,0.44045495986938477,0.22134777903556824,0.14070425927639008,0.19990912079811096,0.20688122510910034,0.08811692148447037,0.1698540449142456,0.22097963094711304,-0.05558839812874794,0.1750880479812622
d'alençon,0.23298747837543488,0.16777732968330383,0.20207694172859192,0.5041978359222412,0.5073239803314209,0.2006286382675171,0.13839112222194672,0.2645741105079651,0.31672000885009766,0.16705435514450073,0.22376134991645813,0.2987922430038452,-0.09600842744112015,0.28709274530410767
by,0.3384193778038025,0.195991650223732,1.0000001192092896,0.23112155497074127,0.21107769012451172,0.4752357602119446,0.2987801134586334,0.370934396982193,0.4408751428127289,0.19224686920642853,0.2555016279220581,0.3646814823150635,-0.13441531360149384,0.17966607213020325
françois,0.19806818664073944,0.23775503039360046,0.23112155497074127,1.0,0.5222586989402771,0.25358033180236816,0.16360460221767426,0.163356214761734,0.22130244970321655,0.16942554712295532,0.18755307793617249,0.19206100702285767,0.015338144265115261,0.16150183975696564
clouet,0.20414935052394867,0.3535436689853668,0.21107769012451172,0.5222586989402771,0.9999999403953552,0.26172295212745667,0.13069528341293335,0.20573028922080994,0.28415921330451965,0.17941807210445404,0.24205411970615387,0.25451183319091797,-0.003741811029613018,0.12949907779693604
",",0.25601375102996826,0.16637693345546722,0.3680937886238098,0.2006458193063736,0.30472394824028015,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2674069404602051,0.3688803017139435,0.4946078956127167,-0.07802723348140717,0.31091248989105225
gaspard,0.16678306460380554,0.26466140151023865,0.19097164273262024,0.48594412207603455,0.4763152301311493,0.26322290301322937,0.16110099852085114,0.2074143886566162,0.20091621577739716,0.24305537343025208,0.1709263175725937,0.16371841728687286,0.12028238922357559,0.14066632091999054
dughet,0.08720920979976654,0.24259483814239502,0.2392580658197403,0.2793850898742676,0.2821715772151947,0.3323172628879547,0.22594879567623138,0.22638407349586487,0.1946030557155609,0.310634970664978,0.30767905712127686,0.18225997686386108,-0.05217635631561279,0.2872669994831085
and,0.3339773118495941,0.09115123003721237,0.4289871156215668,0.21098116040229797,0.2515476644039154,0.3740963041782379,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.26914161443710327,0.29343608021736145,0.5116966962814331,-0.14050355553627014,0.20544172823429108
works,0.22534018754959106,0.2577522099018097,0.2887086570262909,0.19709372520446777,0.21091382205486298,0.2401018887758255,0.20836322009563446,0.2656683027744293,0.26337864995002747,0.1691809594631195,0.1719505786895752,0.1964656114578247,0.08039659261703491,0.19597402215003967
by,0.3384193778038025,0.195991650223732,1.0000001192092896,0.23112155497074127,0.21107769012451172,0.4752357602119446,0.2987801134586334,0.370934396982193,0.4408751428127289,0.19224686920642853,0.2555016279220581,0.3646814823150635,-0.13441531360149384,0.17966607213020325
françois,0.19806818664073944,0.23775503039360046,0.23112155497074127,1.0,0.5222586989402771,0.25358033180236816,0.16360460221767426,0.163356214761734,0.22130244970321655,0.16942554712295532,0.18755307793617249,0.19206100702285767,0.015338144265115261,0.16150183975696564
boucher,0.16270248591899872,0.28873562812805176,0.2281590700149536,0.470526784658432,0.4817657172679901,0.2227664291858673,0.11493512988090515,0.23048847913742065,0.19163161516189575,0.2680973410606384,0.2403165102005005,0.12633559107780457,-0.07368075102567673,0.09288538992404938
including,0.25118395686149597,0.1905888170003891,0.30155983567237854,0.0852445736527443,0.16182120144367218,0.21884717047214508,0.6058855652809143,0.35857823491096497,0.3738902807235718,0.1554713100194931,0.2168206125497818,0.44195112586021423,-0.1522809863090515,0.1633303165435791
his,0.39010414481163025,0.27502140402793884,0.3107621967792511,0.27742210030555725,0.2616962194442749,0.4405253231525421,0.2414456307888031,0.3598145842552185,0.4394008219242096,0.2716478705406189,0.3283073902130127,0.38364991545677185,-0.02495970018208027,0.18075084686279297
portrait,0.22385504841804504,0.9999999403953552,0.195991650223732,0.23775503039360046,0.3535436689853668,0.2122184783220291,0.19585232436656952,0.14724093675613403,0.18703287839889526,0.10853715986013412,0.3290793299674988,0.24021127820014954,0.01918301358819008,0.14968478679656982
of,0.37058958411216736,0.24021127820014954,0.3646814823150635,0.19206100702285767,0.25451183319091797,0.4069072902202606,0.4391688108444214,0.5696388483047485,0.733189046382904,0.2007877230644226,0.30752936005592346,1.0,-0.16217687726020813,0.1826142966747284
madame,0.16873593628406525,0.3407995402812958,0.1688230335712433,0.46773484349250793,0.46361681818962097,0.21083757281303406,0.16182246804237366,0.20866332948207855,0.19484542310237885,0.1561530977487564,0.23896139860153198,0.19738757610321045,-0.02924509532749653,0.19784264266490936
de,0.15022659301757812,0.19093561172485352,0.1910746693611145,0.3601621091365814,0.4321637451648712,0.20575080811977386,0.15404660999774933,0.24818959832191467,0.23491892218589783,0.14144746959209442,0.21600908041000366,0.26292696595191956,-0.05675281956791878,0.11064168810844421
pompadour,0.23999784886837006,0.42950165271759033,0.22893433272838593,0.585060179233551,0.6281926035881042,0.3094404339790344,0.2027595043182373,0.2206035703420639,0.27619731426239014,0.19204530119895935,0.2981283664703369,0.255245178937912,-0.010965775698423386,0.2170744240283966
dated,0.15140806138515472,0.16867414116859436,0.18139129877090454,0.13768117129802704,0.18864965438842773,0.22814461588859558,0.22547683119773865,0.1982845962047577,0.2046709507703781,0.11437251418828964,0.214689701795578,0.210488960146904,-0.08998987078666687,0.215650275349617
1758,0.10115528106689453,0.16230183839797974,0.18049003183841705,0.31472960114479065,0.39488309621810913,0.17758594453334808,0.13515907526016235,0.13127636909484863,0.13942837715148926,0.19739171862602234,0.22155515849590302,0.1457350105047226,-0.10324068367481232,0.16363275051116943
",",0.25601375102996826,0.16637693345546722,0.3680937886238098,0.2006458193063736,0.30472394824028015,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2674069404602051,0.3688803017139435,0.4946078956127167,-0.07802723348140717,0.31091248989105225
jean,0.14277516305446625,0.23795418441295624,0.24977658689022064,0.5703044533729553,0.4584084153175354,0.21245718002319336,0.05162942036986351,0.19998259842395782,0.2186683863401413,0.18034815788269043,0.18768379092216492,0.14357218146324158,-0.014444112777709961,0.1531364470720291
françois,0.19806818664073944,0.23775503039360046,0.23112155497074127,1.0,0.5222586989402771,0.25358033180236816,0.16360460221767426,0.163356214761734,0.22130244970321655,0.16942554712295532,0.18755307793617249,0.19206100702285767,0.015338144265115261,0.16150183975696564
de,0.15022659301757812,0.19093561172485352,0.1910746693611145,0.3601621091365814,0.4321637451648712,0.20575080811977386,0.15404660999774933,0.24818959832191467,0.23491892218589783,0.14144746959209442,0.21600908041000366,0.26292696595191956,-0.05675281956791878,0.11064168810844421
troy,0.11689538508653641,0.16358566284179688,0.1490573287010193,0.19943374395370483,0.21521148085594177,0.26456019282341003,0.12600289285182953,0.17837285995483398,0.2026389241218567,0.3059517741203308,0.26868531107902527,0.1905655413866043,-0.052912428975105286,0.19857004284858704
",",0.25601375102996826,0.16637693345546722,0.3680937886238098,0.2006458193063736,0.30472394824028015,0.45456063747406006,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2674069404602051,0.3688803017139435,0.4946078956127167,-0.07802723348140717,0.31091248989105225
jean-baptiste,0.20214170217514038,0.2939944863319397,0.26043951511383057,0.5714825391769409,0.5303077101707458,0.2893081307411194,0.07553259283304214,0.1918371021747589,0.21484804153442383,0.19497783482074738,0.21570491790771484,0.20320740342140198,-0.009005007334053516,0.14928396046161652
pater,0.23917751014232635,0.2433713674545288,0.1931728720664978,0.1222197562456131,0.18656881153583527,0.2966057360172272,0.15119774639606476,0.20608162879943848,0.219729945063591,0.2321988344192505,0.265604704618454,0.15904207527637482,0.010949156247079372,0.1586577296257019
and,0.3339773118495941,0.09115123003721237,0.4289871156215668,0.21098116040229797,0.2515476644039154,0.3740963041782379,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.26914161443710327,0.29343608021736145,0.5116966962814331,-0.14050355553627014,0.20544172823429108
their,0.5125232338905334,0.11642691493034363,0.3242124021053314,0.16916830837726593,0.16656306385993958,0.2396296262741089,0.2875930070877075,0.34976133704185486,0.516537070274353,0.1637946516275406,0.18877694010734558,0.4329940676689148,-0.03366902098059654,0.1898253709077835
contemporaries,0.22646145522594452,0.3662203550338745,0.3001972436904907,0.24066632986068726,0.28992170095443726,0.2742149531841278,0.308411180973053,0.26698702573776245,0.2599239647388458,0.20512908697128296,0.24679739773273468,0.2627115845680237,0.016608627513051033,0.09777076542377472
.,0.2718997597694397,0.19535772502422333,0.3936232924461365,0.1914563924074173,0.2631920576095581,0.40146201848983765,0.25865867733955383,0.5591574311256409,0.5934505462646484,0.2486228495836258,0.26005375385284424,0.5352458953857422,-0.1420249044895172,0.4130953550338745
