,what,is,the,name,of,the,port,city,that,was,created,?
commercial,0.12070754915475845,0.2402932196855545,0.23051398992538452,0.10337671637535095,0.21107374131679535,0.23051398992538452,0.28510162234306335,0.20089039206504822,0.18704216182231903,0.22333669662475586,0.16048139333724976,0.04216946288943291
centres,0.1298195868730545,0.24178358912467957,0.25802960991859436,0.07295335829257965,0.27108636498451233,0.25802960991859436,0.26199832558631897,0.3075082004070282,0.19849775731563568,0.17077842354774475,0.21402962505817413,0.07723820209503174
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.20519298315048218,0.3911624252796173,0.435920387506485,0.45514053106307983,0.2843434810638428,0.20430970191955566
persia,0.23393623530864716,0.1642031967639923,0.24922017753124237,0.1714048683643341,0.25637543201446533,0.24922017753124237,0.1672317385673523,0.24356478452682495,0.20934851467609406,0.20144842565059662,0.16426974534988403,0.14247620105743408
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.26668232679367065,0.35839709639549255,0.4137537479400635,0.45456063747406006,0.2755771577358246,0.31091248989105225
arabia,0.21449115872383118,0.1488800346851349,0.20754998922348022,0.10689572244882584,0.24046780169010162,0.20754998922348022,0.1909339427947998,0.23479671776294708,0.17238180339336395,0.15562750399112701,0.036791056394577026,0.14747555553913116
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.26668232679367065,0.35839709639549255,0.4137537479400635,0.45456063747406006,0.2755771577358246,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.21930254995822906,0.2827445864677429,0.4731321930885315,0.3740963041782379,0.2873832881450653,0.20544172823429108
even,0.40872135758399963,0.28202980756759644,0.37996912002563477,0.19008907675743103,0.34735506772994995,0.37996912002563477,0.1103568971157074,0.19424691796302795,0.5503504276275635,0.27441510558128357,0.25129857659339905,0.30082517862319946
india,0.23203566670417786,0.19284966588020325,0.3108653426170349,0.12794989347457886,0.29747170209884644,0.3108653426170349,0.14112898707389832,0.18411186337471008,0.23341698944568634,0.22117909789085388,0.13664430379867554,0.10473668575286865
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.22629979252815247,0.29856356978416443,0.4460422694683075,0.40146201848983765,0.3230568766593933,0.4130953550338745
