,on,what,date,did,espn,deportes,announce,their,deal,with,cbs,and,the,nfl,?
broadcaster,0.20103289186954498,0.13187484443187714,0.14032191038131714,0.14513398706912994,0.5062721967697144,0.30552518367767334,0.2598860561847687,0.13608507812023163,0.1942151039838791,0.16102023422718048,0.5402384400367737,0.2619543969631195,0.1970033198595047,0.3340354263782501,0.13187550008296967
of,0.3966929316520691,0.33290785551071167,0.19568462669849396,0.2513895630836487,0.12878696620464325,0.15270814299583435,0.23663374781608582,0.4329940676689148,0.22831951081752777,0.41827285289764404,0.16151919960975647,0.5116966962814331,0.733189046382904,0.1524115800857544,0.1826142966747284
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,0.19345609843730927,0.19800831377506256,0.2190934419631958,0.516537070274353,0.23069973289966583,0.4223487675189972,0.2283918708562851,0.5171257257461548,1.0,0.15305201709270477,0.22068053483963013
game,0.22967135906219482,0.2246788740158081,0.15443380177021027,0.19789010286331177,0.3451416492462158,0.106756791472435,0.19654089212417603,0.2491205334663391,0.21073441207408905,0.19394829869270325,0.3367152214050293,0.25192898511886597,0.285271555185318,0.3143478333950043,0.1829071193933487
",",0.49057599902153015,0.3087472915649414,0.2279704213142395,0.3015086054801941,0.18262942135334015,0.23202872276306152,0.19437241554260254,0.3045167922973633,0.2716866135597229,0.4120737314224243,0.18569420278072357,0.6633074283599854,0.4933079481124878,0.18939071893692017,0.31091248989105225
marking,0.2633328139781952,0.1852564662694931,0.23208938539028168,0.18611904978752136,0.07600854337215424,0.12402553111314774,0.20886246860027313,0.3055621385574341,0.1663297861814499,0.2508094310760498,0.10256433486938477,0.2690044045448303,0.3601176142692566,0.1745680868625641,0.12772339582443237
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,0.19345609843730927,0.19800831377506256,0.2190934419631958,0.516537070274353,0.23069973289966583,0.4223487675189972,0.2283918708562851,0.5171257257461548,1.0,0.15305201709270477,0.22068053483963013
third,0.24143609404563904,0.2033906877040863,0.1155487596988678,0.19128914177417755,0.19563929736614227,0.15011006593704224,0.13378053903579712,0.2286214977502823,0.1505994200706482,0.25535592436790466,0.14095209538936615,0.26207348704338074,0.4229298532009125,0.15617160499095917,0.15394791960716248
dedicated,0.2468518614768982,0.1580183058977127,0.2606397569179535,0.08663130551576614,0.08180470019578934,0.11157016456127167,0.2136312574148178,0.18704387545585632,0.17346195876598358,0.2172909677028656,0.1496434509754181,0.24898341298103333,0.2320098578929901,0.09295973926782608,0.12950462102890015
spanish-language,0.20654955506324768,0.3035939037799835,0.2432677149772644,0.21194985508918762,0.18362683057785034,0.2813996374607086,0.15932691097259521,0.24158306419849396,0.17190508544445038,0.17191796004772186,0.09008261561393738,0.284684419631958,0.33175456523895264,0.12628625333309174,0.3208416700363159
broadcast,0.2845228910446167,0.17857211828231812,0.186327263712883,0.17054221034049988,0.442352294921875,0.21405574679374695,0.31329604983329773,0.16217587888240814,0.232683464884758,0.1932039111852646,0.5521507263183594,0.22526025772094727,0.2713715434074402,0.26023104786872864,0.15760008990764618
of,0.3966929316520691,0.33290785551071167,0.19568462669849396,0.2513895630836487,0.12878696620464325,0.15270814299583435,0.23663374781608582,0.4329940676689148,0.22831951081752777,0.41827285289764404,0.16151919960975647,0.5116966962814331,0.733189046382904,0.1524115800857544,0.1826142966747284
the,0.5107308030128479,0.42745697498321533,0.25333094596862793,0.34736719727516174,0.19345609843730927,0.19800831377506256,0.2190934419631958,0.516537070274353,0.23069973289966583,0.4223487675189972,0.2283918708562851,0.5171257257461548,1.0,0.15305201709270477,0.22068053483963013
super,0.1569211632013321,0.13651713728904724,0.03465012088418007,0.16038043797016144,0.2034922093153,0.1081145852804184,0.07415129989385605,0.14342328906059265,0.18148668110370636,0.1518537551164627,0.23111854493618011,0.18368244171142578,0.21959073841571808,0.319060355424881,0.166326642036438
bowl,0.1334993690252304,0.15942467749118805,0.07545673102140427,0.18569406867027283,0.3075534701347351,0.13978607952594757,0.11048731952905655,0.1663845032453537,0.13113200664520264,0.18353787064552307,0.2528696060180664,0.1698254644870758,0.21576224267482758,0.48354101181030273,0.21118052303791046
.,0.49257001280784607,0.3567904531955719,0.2508279085159302,0.35288307070732117,0.19926497340202332,0.18397417664527893,0.16922476887702942,0.34427863359451294,0.21690496802330017,0.4446153938770294,0.2350580096244812,0.588965117931366,0.5934505462646484,0.1964210718870163,0.4130953550338745
