,what,has,been,analyzed,to,compare,amazon,rainfall,in,the,past,and,present,?
lower,0.20079238712787628,0.18122337758541107,0.1658165156841278,0.10844891518354416,0.233318492770195,0.19446347653865814,0.12892797589302063,0.21854548156261444,0.27455443143844604,0.3463275134563446,0.15599747002124786,0.2802542746067047,0.1648130565881729,0.08471795171499252
than,0.29388150572776794,0.32792407274246216,0.29363131523132324,0.16908173263072968,0.3192550539970398,0.3485441207885742,0.24920178949832916,0.25724348425865173,0.3270052373409271,0.3227543234825134,0.26857927441596985,0.39361441135406494,0.15400688350200653,0.24917294085025787
for,0.3017193675041199,0.450642853975296,0.39068686962127686,0.23137041926383972,0.4451248347759247,0.32835501432418823,0.165912926197052,0.12702062726020813,0.4322226941585541,0.4739971458911896,0.3203027844429016,0.5064792633056641,0.2564438581466675,0.264628142118454
the,0.42745697498321533,0.4177538752555847,0.3563927710056305,0.2337135225534439,0.535392165184021,0.26994526386260986,0.260541707277298,0.24584579467773438,0.6662389636039734,1.0,0.2747827172279358,0.5171257257461548,0.2829846143722534,0.22068053483963013
present,0.30940163135528564,0.21106018126010895,0.19942724704742432,0.12604227662086487,0.2453051209449768,0.21353021264076233,0.08765508979558945,0.12102946639060974,0.23905439674854279,0.2829846143722534,0.3334540128707886,0.2790124714374542,1.0000001192092896,0.21759982407093048
",",0.3087472915649414,0.3734780251979828,0.34873589873313904,0.17439183592796326,0.44245919585227966,0.22873489558696747,0.2214922308921814,0.2549014389514923,0.5201468467712402,0.4933079481124878,0.25483980774879456,0.6633074283599854,0.267320841550827,0.31091248989105225
and,0.31309178471565247,0.43716782331466675,0.3424558639526367,0.20057129859924316,0.48971283435821533,0.3096909821033478,0.23464977741241455,0.21498344838619232,0.4954058527946472,0.5171257257461548,0.2684100568294525,1.0,0.2790124714374542,0.20544172823429108
this,0.5489566326141357,0.4198763072490692,0.3736515939235687,0.31267979741096497,0.5759071707725525,0.32993283867836,0.15259569883346558,0.2656606137752533,0.45205554366111755,0.6274310946464539,0.28527894616127014,0.42353692650794983,0.26026690006256104,0.3155723512172699
was,0.22111038863658905,0.40313825011253357,0.518218457698822,0.21017055213451385,0.3636345863342285,0.09800519049167633,0.14616160094738007,0.202146515250206,0.45514053106307983,0.48711544275283813,0.17324605584144592,0.3740963041782379,0.1278916448354721,0.18412111699581146
almost,0.2467888444662094,0.4124043881893158,0.34787431359291077,0.11487680673599243,0.2893180847167969,0.2051793485879898,0.16051292419433594,0.224771186709404,0.3422279357910156,0.3341992199420929,0.28168702125549316,0.36736544966697693,0.16207537055015564,0.1372147500514984
certainly,0.4790121912956238,0.2507649064064026,0.39351513981819153,0.21286503970623016,0.31219273805618286,0.32484814524650574,0.20060418546199799,0.1781291663646698,0.19669848680496216,0.2813522219657898,0.33873528242111206,0.2552565634250641,0.18121938407421112,0.4394175112247467
associated,0.15836219489574432,0.24781976640224457,0.27932047843933105,0.2511690855026245,0.2648659348487854,0.2330203354358673,0.13181497156620026,0.18126359581947327,0.23328746855258942,0.2742886245250702,0.17750440537929535,0.30157923698425293,0.14675083756446838,0.1453326791524887
with,0.2464839518070221,0.44092974066734314,0.2804456949234009,0.2068551629781723,0.4239959120750427,0.2636381685733795,0.21287250518798828,0.19864265620708466,0.4080928862094879,0.4223487675189972,0.2495349645614624,0.5477725267410278,0.20671819150447845,0.2433311939239502
reduced,0.11519023776054382,0.23560944199562073,0.2916971445083618,0.3428599238395691,0.23179234564304352,0.23083876073360443,0.1122642531991005,0.27204614877700806,0.2766173183917999,0.2897622883319855,0.15493153035640717,0.266709566116333,0.08758240938186646,0.10234767943620682
moist,0.1691630482673645,0.1858142465353012,0.11122770607471466,0.12835800647735596,0.24313029646873474,0.11136883497238159,0.29526612162590027,0.4997849464416504,0.21136130392551422,0.23634515702724457,0.18848174810409546,0.26428917050361633,0.16353194415569305,0.12842220067977905
tropical,0.204971045255661,0.18080374598503113,0.17332389950752258,0.11968067288398743,0.19421429932117462,0.06174681708216667,0.3167080283164978,0.5238292217254639,0.18481527268886566,0.18640398979187012,0.17829318344593048,0.25410184264183044,0.12331565469503403,0.16629411280155182
vegetation,0.2184489667415619,0.1763431578874588,0.1956852227449417,0.16081830859184265,0.2658894658088684,0.13449198007583618,0.36174994707107544,0.4893377423286438,0.25661489367485046,0.27478766441345215,0.14936590194702148,0.30153927206993103,0.16563625633716583,0.10736152529716492
cover,0.19970405101776123,0.22327254712581635,0.17561019957065582,0.1847618669271469,0.2887181341648102,0.2434789091348648,0.21230551600456238,0.22466042637825012,0.19227565824985504,0.26727065443992615,0.10590032488107681,0.27793973684310913,0.10144269466400146,0.18414615094661713
in,0.30808621644973755,0.4173259735107422,0.3515113592147827,0.21864107251167297,0.45010748505592346,0.1632516235113144,0.12227833271026611,0.24792563915252686,1.0,0.6662389636039734,0.24275542795658112,0.4954058527946472,0.23905439674854279,0.20430970191955566
the,0.42745697498321533,0.4177538752555847,0.3563927710056305,0.2337135225534439,0.535392165184021,0.26994526386260986,0.260541707277298,0.24584579467773438,0.6662389636039734,1.0,0.2747827172279358,0.5171257257461548,0.2829846143722534,0.22068053483963013
basin,0.1565224826335907,0.18059469759464264,0.16447792947292328,0.145499125123024,0.1498844176530838,0.05154339224100113,0.41143864393234253,0.40976372361183167,0.22316701710224152,0.24553915858268738,0.1400386095046997,0.20293349027633667,0.14395315945148468,0.14685653150081635
.,0.3567904531955719,0.4105546176433563,0.33645182847976685,0.21921654045581818,0.4645031690597534,0.24470208585262299,0.262887567281723,0.21397745609283447,0.5591574311256409,0.5934505462646484,0.2363625168800354,0.588965117931366,0.23765113949775696,0.4130953550338745
