,what,is,the,smallest,number,of,bolivians,it,'s,estimated,live,in,newcastle,?
bolivians,0.2012084722518921,0.15205544233322144,0.2543167769908905,0.14588837325572968,0.12486322969198227,0.22044450044631958,1.0000001192092896,0.22920872271060944,0.05469752103090286,0.2696390450000763,0.2194816768169403,0.2202366441488266,0.20054438710212708,0.14574256539344788
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.29234784841537476,0.3024539053440094,0.5696388483047485,0.2202366441488266,0.5130809545516968,-0.037580832839012146,0.2508986294269562,0.3068392276763916,1.0,0.19270820915699005,0.20430970191955566
newcastle,0.16276082396507263,0.1841045320034027,0.2253497689962387,0.14763186872005463,0.20403559505939484,0.18781472742557526,0.20054438710212708,0.17789338529109955,-0.017262522131204605,0.15640278160572052,0.1324019879102707,0.19270820915699005,1.0000001192092896,0.0902252271771431
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24800097942352295,0.2535701394081116,0.4946078956127167,0.23122763633728027,0.48329564929008484,-0.0016132977325469255,0.2654368579387665,0.29754534363746643,0.5201468467712402,0.251589834690094,0.31091248989105225
forming,0.18138349056243896,0.2660723030567169,0.3776164948940277,0.2182576209306717,0.16287006437778473,0.36614730954170227,0.17673607170581818,0.26868152618408203,0.005129819270223379,0.17900581657886505,0.16063806414604187,0.3025292158126831,0.20503631234169006,0.11404796689748764
up,0.28591108322143555,0.2853454053401947,0.38423117995262146,0.27323806285858154,0.27514562010765076,0.32945773005485535,0.1248437762260437,0.36426842212677,-0.08862818777561188,0.20904439687728882,0.17031817138195038,0.3120773434638977,0.16100791096687317,0.1819818764925003
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.21616685390472412,0.2706126868724823,0.41548454761505127,0.23929281532764435,0.513711154460907,0.03782717138528824,0.2046545445919037,0.298321396112442,0.45010748505592346,0.23559264838695526,0.29463258385658264
1,-0.21266892552375793,-0.12491171807050705,-0.1554475575685501,-0.05211850255727768,-0.20963284373283386,-0.09473495930433273,-0.16073939204216003,-0.14533983170986176,0.003928052727133036,-0.052468281239271164,-0.06814530491828918,-0.10660158097743988,-0.06867936998605728,-0.249979168176651
%,0.20738190412521362,0.18672586977481842,0.21490740776062012,0.2498360574245453,0.2007298320531845,0.19953428208827972,0.3279554545879364,0.2159399837255478,0.031266406178474426,0.4137137532234192,0.22515340149402618,0.19465309381484985,0.11218821257352829,0.21441808342933655
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3851827085018158,0.2778518795967102,1.0,0.22044450044631958,0.38761502504348755,-0.03817026689648628,0.30473583936691284,0.27734068036079407,0.5696388483047485,0.18781472742557526,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.37486547231674194,0.35145696997642517,0.733189046382904,0.2543167769908905,0.6251175999641418,-0.01540423184633255,0.29184040427207947,0.2995128035545349,0.6662389636039734,0.2253497689962387,0.22068053483963013
population—the,0.24137872457504272,0.27158743143081665,0.2946684956550598,0.41740456223487854,0.30169877409935,0.265307754278183,0.25046491622924805,0.29262131452560425,0.01797576993703842,0.48897361755371094,0.24669411778450012,0.32516640424728394,0.16484639048576355,0.282516211271286
largest,0.13463157415390015,0.3413417339324951,0.3757036626338959,0.6086409091949463,0.2101866453886032,0.36650770902633667,0.16853195428848267,0.30890756845474243,-0.02050611935555935,0.48734501004219055,0.22052915394306183,0.3017216920852661,0.17620566487312317,0.12401245534420013
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.16632463037967682,0.30011066794395447,0.3209529519081116,0.211846724152565,0.28879642486572266,0.05073437839746475,0.14939139783382416,0.1543065756559372,0.2704046070575714,0.13593998551368713,0.17851735651493073
percentage,0.27871522307395935,0.23538601398468018,0.2736506462097168,0.298502653837204,0.42293837666511536,0.24724560976028442,0.2774251699447632,0.26621147990226746,0.14816685020923615,0.3637859523296356,0.15852634608745575,0.18874377012252808,0.2143319547176361,0.16088637709617615
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3851827085018158,0.2778518795967102,1.0,0.22044450044631958,0.38761502504348755,-0.03817026689648628,0.30473583936691284,0.27734068036079407,0.5696388483047485,0.18781472742557526,0.1826142966747284
any,0.43670421838760376,0.35691767930984497,0.4525727927684784,0.28855100274086,0.350625604391098,0.3769088089466095,0.20676229894161224,0.4118892550468445,0.09017360955476761,0.22747769951820374,0.1661825329065323,0.3135753571987152,0.2105090171098709,0.4113408327102661
uk,0.17163191735744476,0.17650434374809265,0.2143084555864334,0.16728143393993378,0.32574158906936646,0.21513383090496063,0.11656425148248672,0.21589650213718414,-0.0013451746199280024,0.11342491954565048,0.1430395543575287,0.2261405885219574,0.23818176984786987,0.20222434401512146
city,0.17493832111358643,0.3186660706996918,0.35769423842430115,0.25544285774230957,0.18381020426750183,0.32503411173820496,0.20108948647975922,0.3001909852027893,0.004406440537422895,0.24695147573947906,0.27209851145744324,0.3911624252796173,0.32860881090164185,0.13423943519592285
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24342919886112213,0.3256329298019409,0.5352458953857422,0.23251552879810333,0.5593622326850891,-0.003708066651597619,0.23778799176216125,0.32964062690734863,0.5591574311256409,0.2714749276638031,0.4130953550338745
