,who,lived,in,a,tree,to,prevent,it,from,being,cut,down,as,a,form,of,civil,disobedience,?
",",0.3365725874900818,0.32840919494628906,0.5201468467712402,0.427140474319458,0.17433692514896393,0.44245919585227966,0.19234955310821533,0.48329564929008484,0.39760664105415344,0.34499165415763855,0.23439376056194305,0.23362469673156738,0.48816442489624023,0.427140474319458,0.21805599331855774,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
which,0.3688730001449585,0.12307385355234146,0.4840516746044159,0.56894451379776,0.2098381668329239,0.5345056653022766,0.3206346333026886,0.616637647151947,0.38755592703819275,0.4268448054790497,0.29704195261001587,0.36159706115722656,0.41006597876548767,0.56894451379776,0.4024239182472229,0.5011631846427917,0.13459211587905884,0.3121037483215332,0.25814583897590637
brought,0.32684946060180664,0.2772383987903595,0.25879573822021484,0.2422461211681366,0.1645471453666687,0.35361579060554504,0.2572076618671417,0.21531027555465698,0.3001497685909271,0.3580327033996582,0.2814696729183197,0.25984615087509155,0.2719915211200714,0.2422461211681366,0.12671436369419098,0.3339962065219879,0.23051263391971588,0.26444506645202637,0.2339296191930771
medicine,0.19163823127746582,0.11988266557455063,0.2281779944896698,0.16882139444351196,0.1723007708787918,0.1913563460111618,0.18479007482528687,0.22120636701583862,0.1637396514415741,0.07267028838396072,0.08845891803503036,0.11572018265724182,0.16645358502864838,0.16882139444351196,0.10076840221881866,0.20997224748134613,0.09804972261190414,0.16166353225708008,0.14826606214046478
to,0.42656609416007996,0.1957261860370636,0.45010748505592346,0.45503583550453186,0.17880116403102875,1.0,0.3492564558982849,0.513711154460907,0.4069952368736267,0.4514104127883911,0.27572008967399597,0.33130598068237305,0.42092081904411316,0.45503583550453186,0.2772196829319,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.29463258385658264
iraq,0.15108831226825714,0.1471129059791565,0.2443525791168213,0.19861188530921936,0.0832429826259613,0.18802489340305328,0.19204403460025787,0.19838161766529083,0.14553195238113403,0.2004222273826599,0.1462285816669464,0.12527871131896973,0.18979857861995697,0.19861188530921936,0.1306893229484558,0.24110949039459229,0.2977738678455353,0.31236952543258667,0.13788843154907227
without,0.2402247190475464,0.07443474233150482,0.2553589344024658,0.2797018885612488,0.17191380262374878,0.37970873713493347,0.43948739767074585,0.23948165774345398,0.3087378740310669,0.36679938435554504,0.3257088363170624,0.2666154205799103,0.2948721945285797,0.2797018885612488,0.2701738774776459,0.3081340193748474,0.15056446194648743,0.30126285552978516,0.2928665280342102
the,0.3733934462070465,0.2897515296936035,0.6662389636039734,0.5829201340675354,0.2565799951553345,0.535392165184021,0.2841009497642517,0.6251175999641418,0.40150508284568787,0.419739305973053,0.29221418499946594,0.3325848877429962,0.48381632566452026,0.5829201340675354,0.29286009073257446,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
permission,0.360568642616272,0.09510985016822815,0.15197794139385223,0.2638487219810486,0.13070043921470642,0.39300405979156494,0.2834022045135498,0.22635670006275177,0.2335881143808365,0.2561345398426056,0.16670149564743042,0.12650451064109802,0.24627867341041565,0.2638487219810486,0.1484699696302414,0.20709235966205597,0.1989145129919052,0.36111751198768616,0.2520243525505066
of,0.2827862501144409,0.3103700876235962,0.5696388483047485,0.5052502155303955,0.23309285938739777,0.41548454761505127,0.22669163346290588,0.38761502504348755,0.4249346852302551,0.34885138273239136,0.26061776280403137,0.23279321193695068,0.3886612355709076,0.5052502155303955,0.29600051045417786,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
the,0.3733934462070465,0.2897515296936035,0.6662389636039734,0.5829201340675354,0.2565799951553345,0.535392165184021,0.2841009497642517,0.6251175999641418,0.40150508284568787,0.419739305973053,0.29221418499946594,0.3325848877429962,0.48381632566452026,0.5829201340675354,0.29286009073257446,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
u.s.,0.19341465830802917,-0.0073168412782251835,-0.003064807504415512,0.0347411222755909,-0.08242851495742798,0.09732837975025177,0.030323565006256104,0.011612125672399998,0.11246796697378159,0.07681343704462051,0.05995308607816696,0.07102474570274353,0.015271120704710484,0.0347411222755909,-0.06785386800765991,0.011562774889171124,0.00861771497875452,-0.026888160035014153,0.07886100560426712
government,0.27194860577583313,0.20309314131736755,0.3066793978214264,0.25158295035362244,0.1396137923002243,0.28343796730041504,0.20213693380355835,0.28037968277931213,0.16793464124202728,0.2148837000131607,0.18738487362861633,0.15728074312210083,0.1883569210767746,0.25158295035362244,0.18117623031139374,0.3475167155265808,0.30626749992370605,0.39617401361465454,0.18851417303085327
",",0.3365725874900818,0.32840919494628906,0.5201468467712402,0.427140474319458,0.17433692514896393,0.44245919585227966,0.19234955310821533,0.48329564929008484,0.39760664105415344,0.34499165415763855,0.23439376056194305,0.23362469673156738,0.48816442489624023,0.427140474319458,0.21805599331855774,0.4946078956127167,0.24795588850975037,0.2878543734550476,0.31091248989105225
directly,0.2773066759109497,0.07667476683855057,0.25104159116744995,0.27976194024086,0.20834939181804657,0.46690139174461365,0.27726101875305176,0.380840539932251,0.36858826875686646,0.3523520529270172,0.2548087537288666,0.2877931594848633,0.288499653339386,0.27976194024086,0.2057991325855255,0.2998887896537781,0.12980283796787262,0.20148561894893646,0.2187996357679367
achieve,0.195016548037529,0.0740068256855011,0.17567327618598938,0.2424013465642929,0.1388745903968811,0.3419070541858673,0.37934204936027527,0.19245892763137817,0.14540477097034454,0.2425657957792282,0.17233413457870483,0.20208856463432312,0.19959303736686707,0.2424013465642929,0.2046758532524109,0.24381192028522491,0.24549980461597443,0.29567745327949524,0.17526866495609283
a,0.36608949303627014,0.20276539027690887,0.539380669593811,1.0,0.20696568489074707,0.45503583550453186,0.23738086223602295,0.5452592968940735,0.322764128446579,0.3727131485939026,0.2642877995967865,0.2387222796678543,0.39550232887268066,1.0,0.3088195323944092,0.5052502155303955,0.21693918108940125,0.25352153182029724,0.23916715383529663
desired,0.13204029202461243,0.03775019943714142,0.22921150922775269,0.26779767870903015,0.2108922302722931,0.36662161350250244,0.25076234340667725,0.27174896001815796,0.1834045797586441,0.2595146894454956,0.2510400712490082,0.2447374314069748,0.2634277641773224,0.26779767870903015,0.1773195117712021,0.2489352971315384,0.16102126240730286,0.24698962271213531,0.30338212847709656
social,0.26409217715263367,0.17797353863716125,0.23382627964019775,0.2286769598722458,0.16008006036281586,0.19684761762619019,0.15872547030448914,0.16038981080055237,0.16684982180595398,0.23748290538787842,0.06108995899558067,0.13135796785354614,0.22664308547973633,0.2286769598722458,0.18199053406715393,0.2605111300945282,0.2795228660106659,0.323582261800766,0.1615191102027893
goal,0.24070286750793457,0.06290927529335022,0.2241991013288498,0.20853768289089203,0.17037276923656464,0.37094977498054504,0.2541092336177826,0.1903461366891861,0.15895266830921173,0.2141198217868805,0.15942272543907166,0.1136508658528328,0.17705819010734558,0.20853768289089203,0.047209352254867554,0.1838325709104538,0.17077134549617767,0.21402046084403992,0.1964566856622696
(,0.2443375140428543,0.16167214512825012,0.3087427020072937,0.3206180930137634,0.12142543494701385,0.30882009863853455,0.12937809526920319,0.2745298147201538,0.25806233286857605,0.1815166026353836,0.11113974452018738,0.14931032061576843,0.32029855251312256,0.3206180930137634,0.1860738843679428,0.35032153129577637,0.16291406750679016,0.14515410363674164,0.40561532974243164
such,0.2594927251338959,0.12855751812458038,0.2704046070575714,0.2706976532936096,0.1724681407213211,0.2871878743171692,0.3238815665245056,0.28879642486572266,0.24813218414783478,0.289646178483963,0.22753281891345978,0.18775604665279388,0.6207084655761719,0.2706976532936096,0.2648303806781769,0.3209529519081116,0.09689128398895264,0.20085255801677704,0.17851735651493073
as,0.3923053741455078,0.22559787333011627,0.3887844979763031,0.39550232887268066,0.18873834609985352,0.42092081904411316,0.30691957473754883,0.4461488723754883,0.3251767158508301,0.46524563431739807,0.22561363875865936,0.2080715298652649,1.0,0.39550232887268066,0.24710296094417572,0.3886612355709076,0.18100082874298096,0.25773370265960693,0.27043893933296204
the,0.3733934462070465,0.2897515296936035,0.6662389636039734,0.5829201340675354,0.2565799951553345,0.535392165184021,0.2841009497642517,0.6251175999641418,0.40150508284568787,0.419739305973053,0.29221418499946594,0.3325848877429962,0.48381632566452026,0.5829201340675354,0.29286009073257446,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
provision,0.21861547231674194,0.079833984375,0.1753181517124176,0.24391557276248932,0.13887225091457367,0.27076178789138794,0.23900708556175232,0.21352985501289368,0.21119888126850128,0.2788574993610382,0.180039644241333,0.12266290932893753,0.22451992332935333,0.24391557276248932,0.16334937512874603,0.24258814752101898,0.25281620025634766,0.4043474793434143,0.19758205115795135
of,0.2827862501144409,0.3103700876235962,0.5696388483047485,0.5052502155303955,0.23309285938739777,0.41548454761505127,0.22669163346290588,0.38761502504348755,0.4249346852302551,0.34885138273239136,0.26061776280403137,0.23279321193695068,0.3886612355709076,0.5052502155303955,0.29600051045417786,1.0,0.24698495864868164,0.31932318210601807,0.1826142966747284
medication,0.25365403294563293,0.08868376910686493,0.18923917412757874,0.30508431792259216,0.15787434577941895,0.29681551456451416,0.41195815801620483,0.3282735049724579,0.16496488451957703,0.2953435480594635,0.2410486489534378,0.21607090532779694,0.2268620878458023,0.30508431792259216,0.18834596872329712,0.2616158723831177,0.16030684113502502,0.339354008436203,0.2275196760892868
to,0.42656609416007996,0.1957261860370636,0.45010748505592346,0.45503583550453186,0.17880116403102875,1.0,0.3492564558982849,0.513711154460907,0.4069952368736267,0.4514104127883911,0.27572008967399597,0.33130598068237305,0.42092081904411316,0.45503583550453186,0.2772196829319,0.41548454761505127,0.2019355595111847,0.30665844678878784,0.29463258385658264
the,0.3733934462070465,0.2897515296936035,0.6662389636039734,0.5829201340675354,0.2565799951553345,0.535392165184021,0.2841009497642517,0.6251175999641418,0.40150508284568787,0.419739305973053,0.29221418499946594,0.3325848877429962,0.48381632566452026,0.5829201340675354,0.29286009073257446,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
sick,0.3823138475418091,0.20843341946601868,0.20524685084819794,0.28252747654914856,0.1382579505443573,0.2855961322784424,0.26133957505226135,0.24735471606254578,0.22144532203674316,0.2987978160381317,0.1921885907649994,0.2009463608264923,0.1847829967737198,0.28252747654914856,0.1263655126094818,0.2389625459909439,0.14735808968544006,0.28548356890678406,0.1836603581905365
),0.2457384318113327,0.16675110161304474,0.3326910734176636,0.3640355169773102,0.13879509270191193,0.31236231327056885,0.14125557243824005,0.28560304641723633,0.2672361731529236,0.2020954042673111,0.1394517421722412,0.1588357537984848,0.32161882519721985,0.3640355169773102,0.20926380157470703,0.3680361211299896,0.168956458568573,0.1570320576429367,0.42300865054130554
while,0.4068111777305603,0.1609790176153183,0.3399278521537781,0.3733035624027252,0.188209667801857,0.43899232149124146,0.39282265305519104,0.3401351571083069,0.35008183121681213,0.41943445801734924,0.21781188249588013,0.3019059896469116,0.4165958762168884,0.3733035624027252,0.19829416275024414,0.3366928696632385,0.17608642578125,0.26316946744918823,0.21076419949531555
openly,0.38552337884902954,0.19791589677333832,0.23383252322673798,0.19781415164470673,0.02257891371846199,0.25191524624824524,0.20139570534229279,0.22201499342918396,0.2153334617614746,0.3437280058860779,0.05601876601576805,0.07864752411842346,0.29549649357795715,0.19781415164470673,0.11332955956459045,0.14141330122947693,0.19546376168727875,0.3068491518497467,0.16308623552322388
breaking,0.16942662000656128,0.0870012491941452,0.20728740096092224,0.22045902907848358,0.12005265057086945,0.2557200789451599,0.3065272867679596,0.22309310734272003,0.1880488395690918,0.31771501898765564,0.2970522940158844,0.3216765522956848,0.21550129354000092,0.22045902907848358,0.18325050175189972,0.2451951652765274,0.15410278737545013,0.3046424388885498,0.16709092259407043
the,0.3733934462070465,0.2897515296936035,0.6662389636039734,0.5829201340675354,0.2565799951553345,0.535392165184021,0.2841009497642517,0.6251175999641418,0.40150508284568787,0.419739305973053,0.29221418499946594,0.3325848877429962,0.48381632566452026,0.5829201340675354,0.29286009073257446,0.733189046382904,0.2477465271949768,0.30963727831840515,0.22068053483963013
law,0.21111567318439484,0.12556807696819305,0.24850773811340332,0.2212858349084854,0.10445882380008698,0.259207159280777,0.19379396736621857,0.18657292425632477,0.19070591032505035,0.1606191098690033,0.08935988694429398,0.12801413238048553,0.2346976399421692,0.2212858349084854,0.13661165535449982,0.2816956341266632,0.31305259466171265,0.3980846405029297,0.1528988480567932
.,0.3541337847709656,0.31328970193862915,0.5591574311256409,0.50484299659729,0.19005756080150604,0.4645031690597534,0.24685528874397278,0.5593622326850891,0.41536515951156616,0.35574623942375183,0.2298540472984314,0.2362249493598938,0.515582263469696,0.50484299659729,0.28317511081695557,0.5352458953857422,0.2541380822658539,0.2603943943977356,0.4130953550338745
