,what,school,did,both,hank,marvin,and,bruce,welch,attend,?
rutherford,0.21765227615833282,0.1957310438156128,0.20386148989200592,0.1567227691411972,0.23201531171798706,0.16300544142723083,0.23457537591457367,0.24455277621746063,0.3100176751613617,0.16221649944782257,0.11082080751657486
grammar,0.24915918707847595,0.44774869084358215,0.2176496982574463,0.1951591670513153,0.15010657906532288,0.05990556254982948,0.23548029363155365,0.09058220684528351,0.16208450496196747,0.2874377369880676,0.19932536780834198
school,0.18774057924747467,1.0,0.19696208834648132,0.158969908952713,0.21483376622200012,0.16438113152980804,0.2752758264541626,0.17932330071926117,0.17368976771831512,0.5228912830352783,0.15091250836849213
",",0.3087472915649414,0.27141863107681274,0.3015086054801941,0.38080528378486633,0.28570157289505005,0.21384531259536743,0.6633074283599854,0.2538372874259949,0.3109765946865082,0.24214935302734375,0.31091248989105225
actors,0.19468875229358673,0.2004808485507965,0.2014581263065338,0.2678181827068329,0.16524182260036469,0.16352373361587524,0.22122350335121155,0.20868216454982758,0.2806316614151001,0.20428086817264557,0.16258424520492554
charlie,0.13311828672885895,0.20997735857963562,0.11032848805189133,0.16803401708602905,0.3827463686466217,0.3421717584133148,0.17036926746368408,0.3028395473957062,0.3493921458721161,0.11696094274520874,0.1200689822435379
hunnam,0.19506514072418213,0.21329885721206665,0.2219265252351761,0.2355676293373108,0.262248158454895,0.1841825246810913,0.30833983421325684,0.2565227448940277,0.1614648848772049,0.15164940059185028,0.22233034670352936
and,0.31309178471565247,0.2752758264541626,0.34479495882987976,0.5503310561180115,0.2761320471763611,0.20632953941822052,1.0,0.2643289566040039,0.29832378029823303,0.26535022258758545,0.20544172823429108
james,0.20536290109157562,0.17169798910617828,0.20904116332530975,0.19105325639247894,0.25589266419410706,0.3364503085613251,0.21273121237754822,0.3715822398662567,0.2851506769657135,0.18524755537509918,0.12139993160963058
scott,0.09048497676849365,0.15411601960659027,0.1324414312839508,0.1809723973274231,0.3117968738079071,0.31395360827445984,0.28129836916923523,0.3791021406650543,0.2609657645225525,0.17020954191684723,0.0875725969672203
",",0.3087472915649414,0.27141863107681274,0.3015086054801941,0.38080528378486633,0.28570157289505005,0.21384531259536743,0.6633074283599854,0.2538372874259949,0.3109765946865082,0.24214935302734375,0.31091248989105225
entertainers,0.18596988916397095,0.24368494749069214,0.14800681173801422,0.17540767788887024,0.1655464470386505,0.1882936954498291,0.2599228024482727,0.17727065086364746,0.21702852845191956,0.27751046419143677,0.14732755720615387
ant,0.1890239119529724,0.1337970793247223,0.15854409337043762,0.07453019171953201,0.12144912034273148,0.10110288113355637,0.1959230899810791,0.15645812451839447,0.15986429154872894,0.1555090844631195,0.1641456037759781
and,0.31309178471565247,0.2752758264541626,0.34479495882987976,0.5503310561180115,0.2761320471763611,0.20632953941822052,1.0,0.2643289566040039,0.29832378029823303,0.26535022258758545,0.20544172823429108
dec,0.16614139080047607,0.13138647377490997,0.09126134216785431,0.16506654024124146,0.09601922333240509,0.1426127851009369,0.2502487003803253,0.12840279936790466,0.1955537647008896,0.011244663037359715,0.2517213821411133
and,0.31309178471565247,0.2752758264541626,0.34479495882987976,0.5503310561180115,0.2761320471763611,0.20632953941822052,1.0,0.2643289566040039,0.29832378029823303,0.26535022258758545,0.20544172823429108
international,0.10870302468538284,0.18587085604667664,0.12453269958496094,0.2324800044298172,0.15346412360668182,0.1473011076450348,0.2444424331188202,0.16721582412719727,0.11704237759113312,0.18158487975597382,0.15335838496685028
footballers,0.26315897703170776,0.12825386226177216,0.1750546395778656,0.206570103764534,0.11886592954397202,0.11349260061979294,0.24612870812416077,0.1294378638267517,0.15150566399097443,0.1377338320016861,0.18930238485336304
michael,0.12049687653779984,0.14590999484062195,0.14375849068164825,0.11624940484762192,0.31535953283309937,0.2747524380683899,0.15943403542041779,0.2761814594268799,0.29209601879119873,0.15649501979351044,0.0667748749256134
carrick,0.12545059621334076,0.18996520340442657,0.10734109580516815,0.14805710315704346,0.3971366882324219,0.30476945638656616,0.2711184620857239,0.2851654589176178,0.3776613175868988,0.1576618105173111,0.13190068304538727
and,0.31309178471565247,0.2752758264541626,0.34479495882987976,0.5503310561180115,0.2761320471763611,0.20632953941822052,1.0,0.2643289566040039,0.29832378029823303,0.26535022258758545,0.20544172823429108
alan,0.134607195854187,0.1692294329404831,0.16134965419769287,0.16485151648521423,0.304406076669693,0.31491807103157043,0.20941360294818878,0.3637129068374634,0.2793501913547516,0.06311922520399094,0.12765617668628693
shearer,0.1587899923324585,0.14243917167186737,0.16471482813358307,0.1830442100763321,0.43306398391723633,0.29362404346466064,0.29938143491744995,0.31414467096328735,0.42697224020957947,0.11481483280658722,0.15499114990234375
were,0.22298263013362885,0.16513954102993011,0.4162326455116272,0.4254525601863861,0.13322682678699493,0.1645888090133667,0.42175528407096863,0.1675584763288498,0.2132396548986435,0.2799128293991089,0.17890112102031708
born,0.16581368446350098,0.2736741900444031,0.15831230580806732,0.17735248804092407,0.2856932282447815,0.21409392356872559,0.25002726912498474,0.22845624387264252,0.3405044376850128,0.23987534642219543,0.19166848063468933
in,0.30808621644973755,0.26157811284065247,0.2593238651752472,0.3960166871547699,0.16871917247772217,0.16766798496246338,0.4954058527946472,0.18656545877456665,0.20082145929336548,0.2352246344089508,0.20430970191955566
newcastle,0.16276082396507263,0.14186303317546844,0.18762841820716858,0.1409941464662552,0.17054538428783417,0.1357416957616806,0.20204751193523407,0.21413087844848633,0.22930821776390076,0.12559588253498077,0.0902252271771431
.,0.3567904531955719,0.24214158952236176,0.35288307070732117,0.42281273007392883,0.2765718698501587,0.19741632044315338,0.588965117931366,0.249752014875412,0.28042805194854736,0.1994091272354126,0.4130953550338745
