,how,old,were,some,of,the,oldest,rock,samples,found,on,the,moon,?
4.6,0.002674443880096078,0.06327872723340988,0.041380949318408966,0.09491721540689468,-0.012513916939496994,-0.009790976531803608,0.04737548902630806,-0.05831344053149223,0.0358920581638813,0.21275196969509125,0.04748288169503212,-0.009790976531803608,-0.026729995384812355,-0.006021704524755478
billion,0.2582297921180725,0.2103305459022522,0.16785979270935059,0.25739604234695435,0.19335569441318512,0.2162325382232666,0.20225955545902252,0.14849825203418732,0.16948947310447693,0.16557899117469788,0.15091213583946228,0.2162325382232666,0.18479765951633453,0.25791820883750916
years,0.21949264407157898,0.4551808536052704,0.3048669695854187,0.22341805696487427,0.2904134690761566,0.2912273406982422,0.3353780210018158,0.16024799644947052,0.2059382051229477,0.21100080013275146,0.2152649462223053,0.2912273406982422,0.18773065507411957,0.1914375126361847
for,0.3308170735836029,0.2211335301399231,0.33592689037323,0.4257155656814575,0.4185989499092102,0.4739971458911896,0.16757676005363464,0.20388811826705933,0.23178832232952118,0.19707661867141724,0.36199691891670227,0.4739971458911896,0.2043032944202423,0.264628142118454
samples,0.29787811636924744,0.1398279219865799,0.2064536213874817,0.2630777060985565,0.19450756907463074,0.2069351226091385,0.10424243658781052,0.3065677583217621,1.0000001192092896,0.26458656787872314,0.19188322126865387,0.2069351226091385,0.3050103485584259,0.1777840405702591
derived,0.15047717094421387,0.20371992886066437,0.20440877974033356,0.24331973493099213,0.28474852442741394,0.26961472630500793,0.17551720142364502,0.17219872772693634,0.2858048379421234,0.15236736834049225,0.12176051735877991,0.26961472630500793,0.09335720539093018,0.1241099163889885
from,0.22939439117908478,0.26649054884910583,0.29991888999938965,0.35210713744163513,0.4249346852302551,0.40150508284568787,0.1716088354587555,0.22637957334518433,0.24089361727237701,0.15488772094249725,0.36926645040512085,0.40150508284568787,0.1715833693742752,0.19969791173934937
the,0.33890387415885925,0.31849798560142517,0.3906462490558624,0.4566698372364044,0.733189046382904,1.0,0.30836519598960876,0.23786304891109467,0.2069351226091385,0.3452354073524475,0.5107308030128479,1.0,0.23613092303276062,0.22068053483963013
highlands,0.06501783430576324,0.2442903071641922,0.20726865530014038,0.22453095018863678,0.2648669183254242,0.28319621086120605,0.19022078812122345,0.2792074382305145,0.15669745206832886,0.19344288110733032,0.18070350587368011,0.28319621086120605,0.17970429360866547,0.07737036049365997
crust,0.2114359736442566,0.17045441269874573,0.16967783868312836,0.23896770179271698,0.21774794161319733,0.22538691759109497,0.14753024280071259,0.3945702612400055,0.28038331866264343,0.21591068804264069,0.18962004780769348,0.22538691759109497,0.35419991612434387,0.1887258142232895
.,0.3287222981452942,0.32390445470809937,0.3378238379955292,0.40663889050483704,0.5352458953857422,0.5934505462646484,0.2520267069339752,0.24835698306560516,0.20069079101085663,0.3618174195289612,0.49257001280784607,0.5934505462646484,0.2040150910615921,0.4130953550338745
