,what,kind,of,programs,can,be,credited,for,abc,'s,success,in,the,late,1950s,?
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.334749311208725,0.3675691485404968,0.41766801476478577,0.19575771689414978,0.5064792633056641,0.16453155875205994,0.06895173341035843,0.2493283897638321,0.4954058527946472,0.5171257257461548,0.3247620165348053,0.3503767251968384,0.20544172823429108
cbs,0.1950361132621765,0.13062739372253418,0.16151919960975647,0.34687602519989014,0.15729720890522003,0.1712784618139267,0.16773372888565063,0.20941372215747833,0.636570394039154,0.1045214831829071,0.19347776472568512,0.17584392428398132,0.2283918708562851,0.2876780033111572,0.18131902813911438,0.14594407379627228
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.21514803171157837,0.3139454126358032,0.39254459738731384,0.24781621992588043,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.2008737027645111,0.5201468467712402,0.4933079481124878,0.3051932752132416,0.26638489961624146,0.31091248989105225
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.334749311208725,0.3675691485404968,0.41766801476478577,0.19575771689414978,0.5064792633056641,0.16453155875205994,0.06895173341035843,0.2493283897638321,0.4954058527946472,0.5171257257461548,0.3247620165348053,0.3503767251968384,0.20544172823429108
this,0.5489566326141357,0.4221852123737335,0.45148900151252747,0.2318243682384491,0.4006461203098297,0.566177248954773,0.15636852383613586,0.5082864165306091,0.16107726097106934,0.02106832154095173,0.2890689969062805,0.45205554366111755,0.6274310946464539,0.2556518614292145,0.3505513072013855,0.3155723512172699
was,0.22111038863658905,0.1604125201702118,0.4069072902202606,0.16294841468334198,0.23099195957183838,0.42228707671165466,0.29115962982177734,0.3863949179649353,0.21565799415111542,0.008974763564765453,0.315643846988678,0.45514053106307983,0.48711544275283813,0.4393066465854645,0.2797155976295471,0.18412111699581146
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.2276356965303421,0.26527702808380127,0.3481820821762085,0.0795225128531456,0.4322226941585541,0.1697147786617279,-0.037580832839012146,0.3020555078983307,1.0,0.6662389636039734,0.3439198434352875,0.26312577724456787,0.20430970191955566
large,0.2017821967601776,0.2361026406288147,0.3569655418395996,0.1917145699262619,0.30512937903404236,0.2907196581363678,0.16116701066493988,0.22967137396335602,0.08852197974920273,0.06319566071033478,0.14423443377017975,0.2841601073741913,0.3828733265399933,0.21602734923362732,0.2990816831588745,0.1355665624141693
part,0.3476244807243347,0.23708929121494293,0.452393114566803,0.19553633034229279,0.1665269285440445,0.24258971214294434,0.2159557044506073,0.250704288482666,0.13526929914951324,0.007562864106148481,0.18016603589057922,0.4499994218349457,0.527681291103363,0.21615780889987946,0.2118779569864273,0.08557961881160736
due,0.15204688906669617,0.1661464273929596,0.2533245384693146,0.13652314245700836,0.19167451560497284,0.29785820841789246,0.13155654072761536,0.2363993525505066,0.13995635509490967,0.03925589844584465,0.20435044169425964,0.2516716718673706,0.22577603161334991,0.17438329756259918,0.24611042439937592,0.10954997688531876
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.23389451205730438,0.4979398250579834,0.4972836375236511,0.0971369668841362,0.4451248347759247,0.1762417107820511,0.03782717138528824,0.20929217338562012,0.45010748505592346,0.535392165184021,0.25809016823768616,0.41899827122688293,0.29463258385658264
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21757709980010986,0.312528520822525,0.4248143136501312,0.19653713703155518,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.2764457166194916,0.6662389636039734,1.0,0.31481194496154785,0.3424292504787445,0.22068053483963013
diverse,0.18528151512145996,0.17944590747356415,0.27690666913986206,0.1676524430513382,0.23374123871326447,0.2016422301530838,0.17821979522705078,0.1341170221567154,0.19037142395973206,0.027039075270295143,0.2987549901008606,0.1994941383600235,0.2793438136577606,0.27539217472076416,0.16373507678508759,0.07389035075902939
range,0.19613829255104065,0.16119462251663208,0.234999418258667,0.16617770493030548,0.2876698672771454,0.23725727200508118,0.10326313227415085,0.2565288841724396,0.1619783341884613,-0.008888337761163712,0.1520564705133438,0.2084861844778061,0.2311336100101471,0.10875532776117325,0.2712756097316742,0.1204894632101059
of,0.33290785551071167,0.2285657674074173,1.0,0.18037469685077667,0.2603091299533844,0.33904364705085754,0.21547365188598633,0.4185989499092102,0.14607268571853638,-0.03817026689648628,0.20485365390777588,0.5696388483047485,0.733189046382904,0.21690747141838074,0.2965795397758484,0.1826142966747284
programming,0.22725710272789001,0.1924772411584854,0.14286333322525024,0.5994382500648499,0.21111039817333221,0.23311512172222137,0.17169605195522308,0.24722188711166382,0.3165910840034485,0.011488005518913269,0.14666593074798584,0.17145347595214844,0.17869283258914948,0.18134087324142456,0.14714500308036804,0.22249025106430054
that,0.6297725439071655,0.38161981105804443,0.41498205065727234,0.3190736472606659,0.4522190988063812,0.6036020517349243,0.18429939448833466,0.4137635827064514,0.17440107464790344,0.04397977516055107,0.2163781225681305,0.435920387506485,0.5473989248275757,0.2700948715209961,0.39725083112716675,0.32716336846351624
met,0.2157946228981018,0.07442283630371094,0.2307862788438797,0.1503274142742157,0.07013259083032608,0.14667342603206635,0.20578818023204803,0.276699960231781,0.04918666183948517,-0.10467138886451721,0.2662082612514496,0.23768870532512665,0.2303115278482437,0.18884126842021942,0.1968538910150528,0.13848096132278442
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21757709980010986,0.312528520822525,0.4248143136501312,0.19653713703155518,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.2764457166194916,0.6662389636039734,1.0,0.31481194496154785,0.3424292504787445,0.22068053483963013
expectations,0.3370392322540283,0.23076841235160828,0.17444978654384613,0.3077075779438019,0.34723180532455444,0.35326093435287476,0.26521992683410645,0.3547808825969696,0.16673268377780914,0.04713241383433342,0.3884817957878113,0.23931990563869476,0.22843137383460999,0.16636915504932404,0.2964419722557068,0.2724282741546631
of,0.33290785551071167,0.2285657674074173,1.0,0.18037469685077667,0.2603091299533844,0.33904364705085754,0.21547365188598633,0.4185989499092102,0.14607268571853638,-0.03817026689648628,0.20485365390777588,0.5696388483047485,0.733189046382904,0.21690747141838074,0.2965795397758484,0.1826142966747284
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21757709980010986,0.312528520822525,0.4248143136501312,0.19653713703155518,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.2764457166194916,0.6662389636039734,1.0,0.31481194496154785,0.3424292504787445,0.22068053483963013
public,0.1729622185230255,0.12321480363607407,0.2391265481710434,0.35380396246910095,0.18920445442199707,0.22898490726947784,0.1674397587776184,0.3092794418334961,0.1555427610874176,0.060657959431409836,0.17491701245307922,0.29074716567993164,0.22857438027858734,0.1818772703409195,0.36008650064468384,0.19872993230819702
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.21514803171157837,0.3139454126358032,0.39254459738731384,0.24781621992588043,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.2008737027645111,0.5201468467712402,0.4933079481124878,0.3051932752132416,0.26638489961624146,0.31091248989105225
such,0.23989605903625488,0.35786283016204834,0.3209529519081116,0.3323920965194702,0.396209716796875,0.5239806771278381,0.2212780863046646,0.36098620295524597,0.12735801935195923,0.05073437839746475,0.18851180374622345,0.2704046070575714,0.3575236201286316,0.20003177225589752,0.21324405074119568,0.17851735651493073
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.2817786931991577,0.3245031237602234,0.5230465531349182,0.3051469624042511,0.44774648547172546,0.2286096066236496,-0.05775856226682663,0.23974087834358215,0.3887844979763031,0.48381632566452026,0.2612197697162628,0.34954363107681274,0.27043893933296204
westerns,0.24054665863513947,0.14786911010742188,0.28198978304862976,0.2597358524799347,0.1799405813217163,0.19116975367069244,0.2911585569381714,0.2538515329360962,0.287625789642334,0.09157834202051163,0.2711220681667328,0.3454063832759857,0.34763407707214355,0.23519396781921387,0.20366822183132172,0.19393256306648254
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.334749311208725,0.3675691485404968,0.41766801476478577,0.19575771689414978,0.5064792633056641,0.16453155875205994,0.06895173341035843,0.2493283897638321,0.4954058527946472,0.5171257257461548,0.3247620165348053,0.3503767251968384,0.20544172823429108
detective,0.15935367345809937,0.1432851403951645,0.21717604994773865,0.2815050482749939,0.17927788197994232,0.13343991339206696,0.26363369822502136,0.25730153918266296,0.22773604094982147,-0.01328311674296856,0.19577300548553467,0.24981169402599335,0.23875512182712555,0.20059427618980408,0.25492459535598755,0.12046074122190475
series,0.17328087985515594,0.1731864959001541,0.22268271446228027,0.32225242257118225,0.16938886046409607,0.21031107008457184,0.15626685321331024,0.2715710699558258,0.38518208265304565,0.0006390819908119738,0.24598896503448486,0.2914260923862457,0.31376904249191284,0.23181812465190887,0.18505126237869263,0.1709602326154709
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.21148164570331573,0.35783761739730835,0.4383580684661865,0.1519664227962494,0.4726039469242096,0.2567209303379059,-0.003708066651597619,0.25725793838500977,0.5591574311256409,0.5934505462646484,0.3287466764450073,0.3576008379459381,0.4130953550338745
