,what,did,luther,establish,as,a,worship,service,in,his,church,?
body,0.2143840193748474,0.17681342363357544,0.09127452969551086,0.14546866714954376,0.24814960360527039,0.26263290643692017,0.1728261411190033,0.09985063225030899,0.2549867033958435,0.2533397674560547,0.18583057820796967,0.20136451721191406
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.19669954478740692,0.48816442489624023,0.427140474319458,0.19550569355487823,0.2389259785413742,0.5201468467712402,0.3378419280052185,0.2707274258136749,0.31091248989105225
laid,0.1648951917886734,0.2033681571483612,0.10750522464513779,0.19482512772083282,0.16216455399990082,0.203324556350708,0.1933768391609192,0.13788339495658875,0.2162552922964096,0.1975925862789154,0.1906810700893402,0.11215737462043762
down,0.26226112246513367,0.2029697746038437,0.14699994027614594,0.1792469322681427,0.2080715298652649,0.2387222796678543,0.16311423480510712,0.16238081455230713,0.2321847528219223,0.21882498264312744,0.1523943692445755,0.13836295902729034
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.22806213796138763,0.39550232887268066,1.0,0.20819522440433502,0.23104366660118103,0.539380669593811,0.3497250974178314,0.19588641822338104,0.23916715383529663
new,0.2130378633737564,0.227974995970726,0.14555130898952484,0.2325100600719452,0.24585270881652832,0.3214259147644043,0.18809077143669128,0.21442657709121704,0.3758552670478821,0.24132801592350006,0.1963353157043457,0.14782847464084625
form,0.15868011116981506,0.18086659908294678,0.03321759030222893,0.18499846756458282,0.24710296094417572,0.3088195323944092,0.22989264130592346,0.14382332563400269,0.2815987169742584,0.16026289761066437,0.1477697193622589,0.1463010311126709
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.210533007979393,0.3886612355709076,0.5052502155303955,0.2610277831554413,0.18425606191158295,0.5696388483047485,0.38364991545677185,0.3079429268836975,0.1826142966747284
worship,0.2504543364048004,0.2547917664051056,0.24786995351314545,0.18403609097003937,0.21786636114120483,0.20819522440433502,0.9999999403953552,0.3009340763092041,0.17689664661884308,0.21135154366493225,0.46193012595176697,0.17813213169574738
service,0.16857224702835083,0.14130860567092896,0.2012641727924347,0.16908371448516846,0.21829554438591003,0.23104366660118103,0.3009340763092041,0.9999998807907104,0.1740635335445404,0.20076239109039307,0.22230948507785797,0.1676298975944519
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.19669954478740692,0.48816442489624023,0.427140474319458,0.19550569355487823,0.2389259785413742,0.5201468467712402,0.3378419280052185,0.2707274258136749,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.2462419867515564,0.49487000703811646,0.3739250600337982,0.23005808889865875,0.24532052874565125,0.4954058527946472,0.4234102666378021,0.1976170688867569,0.20544172823429108
wrote,0.2664989233016968,0.3485160768032074,0.24184277653694153,0.12471842765808105,0.19762034714221954,0.232523575425148,0.18336981534957886,0.08994491398334503,0.2898900806903839,0.37588781118392944,0.20654918253421783,0.19322504103183746
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.22806213796138763,0.39550232887268066,1.0,0.20819522440433502,0.23104366660118103,0.539380669593811,0.3497250974178314,0.19588641822338104,0.23916715383529663
clear,0.4239453375339508,0.27081912755966187,0.16892017424106598,0.3288291394710541,0.22141006588935852,0.24375371634960175,0.09647652506828308,0.13661573827266693,0.23860304057598114,0.19327408075332642,0.16956420242786407,0.2738020122051239
summary,0.3055417239665985,0.26932328939437866,0.15784487128257751,0.19260920584201813,0.200441375374794,0.23983044922351837,0.11201157420873642,0.23598429560661316,0.11889870464801788,0.16357232630252838,0.11069643497467041,0.35667136311531067
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.210533007979393,0.3886612355709076,0.5052502155303955,0.2610277831554413,0.18425606191158295,0.5696388483047485,0.38364991545677185,0.3079429268836975,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.31343501806259155,0.48381632566452026,0.5829201340675354,0.2739982008934021,0.22661015391349792,0.6662389636039734,0.4394008219242096,0.23846197128295898,0.22068053483963013
new,0.2130378633737564,0.227974995970726,0.14555130898952484,0.2325100600719452,0.24585270881652832,0.3214259147644043,0.18809077143669128,0.21442657709121704,0.3758552670478821,0.24132801592350006,0.1963353157043457,0.14782847464084625
faith,0.3120079040527344,0.24413958191871643,0.2839079797267914,0.2456580251455307,0.25178882479667664,0.23009571433067322,0.4517187774181366,0.20875051617622375,0.16146141290664673,0.23238010704517365,0.3661857843399048,0.2833177447319031
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.25682297348976135,0.3887844979763031,0.539380669593811,0.17689664661884308,0.1740635335445404,1.0,0.3598145842552185,0.2493300437927246,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.31343501806259155,0.48381632566452026,0.5829201340675354,0.2739982008934021,0.22661015391349792,0.6662389636039734,0.4394008219242096,0.23846197128295898,0.22068053483963013
form,0.15868011116981506,0.18086659908294678,0.03321759030222893,0.18499846756458282,0.24710296094417572,0.3088195323944092,0.22989264130592346,0.14382332563400269,0.2815987169742584,0.16026289761066437,0.1477697193622589,0.1463010311126709
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.210533007979393,0.3886612355709076,0.5052502155303955,0.2610277831554413,0.18425606191158295,0.5696388483047485,0.38364991545677185,0.3079429268836975,0.1826142966747284
two,0.23363454639911652,0.2755576968193054,0.18037931621074677,0.14135417342185974,0.3029302954673767,0.3289857804775238,0.12924520671367645,0.18647199869155884,0.36463531851768494,0.3376699388027191,0.14373718202114105,0.19645625352859497
catechisms,0.29004666209220886,0.20005305111408234,0.32172587513923645,0.20741412043571472,0.2703220546245575,0.207550510764122,0.4567086696624756,0.2652319073677063,0.24312061071395874,0.15646663308143616,0.49827179312705994,0.28553035855293274
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.2126183956861496,0.515582263469696,0.50484299659729,0.19617199897766113,0.2115515172481537,0.5591574311256409,0.3119256794452667,0.28898224234580994,0.4130953550338745
