,in,what,year,was,the,interstate,highway,system,created,?
now,0.3619694113731384,0.4903225302696228,0.1497349739074707,0.35876134037971497,0.38266420364379883,0.20862476527690887,0.2162453532218933,0.14182664453983307,0.25579994916915894,0.29641881585121155
interstate,0.20061586797237396,0.2636648714542389,0.1769166886806488,0.1020340546965599,0.21078766882419586,0.9999999403953552,0.6463026404380798,0.2439257949590683,0.11101070046424866,0.1831059604883194
5,0.0862177163362503,0.09269922226667404,0.01694861799478531,-0.020029501989483833,0.09255307912826538,0.05430595204234123,0.07768016308546066,0.008063585497438908,0.0360189713537693,0.06222071498632431
on,0.46853652596473694,0.34226128458976746,0.27628999948501587,0.3909217119216919,0.5107308030128479,0.17977392673492432,0.18394598364830017,0.21675898134708405,0.20446635782718658,0.2714994251728058
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.21078766882419586,0.20523275434970856,0.3233085572719574,0.3539263904094696,0.22068053483963013
west,0.34078434109687805,0.1946573108434677,0.1444975882768631,0.25970903038978577,0.32918402552604675,0.27777767181396484,0.2602897882461548,0.10618630051612854,0.19089356064796448,0.12088293582201004
side,0.2626299262046814,0.2532914876937866,0.12599679827690125,0.16857531666755676,0.37146830558776855,0.2316715121269226,0.22283826768398285,0.10537710040807724,0.08608962595462799,0.07831130921840668
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.19796381890773773,0.19589227437973022,0.25597915053367615,0.32043445110321045,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.21078766882419586,0.20523275434970856,0.3233085572719574,0.3539263904094696,0.22068053483963013
central,0.30844059586524963,0.17723965644836426,0.10783684998750687,0.21519865095615387,0.3417201042175293,0.17943595349788666,0.21552568674087524,0.3090604245662689,0.23041628301143646,0.14787602424621582
valley,0.2723499834537506,0.15729281306266785,0.16271744668483734,0.21369484066963196,0.2923165559768677,0.24659357964992523,0.2273213416337967,0.1351199895143509,0.13744290173053741,0.11486150324344635
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.17179317772388458,0.24056380987167358,0.18439900875091553,0.2755771577358246,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.16064485907554626,0.2364683896303177,0.231138214468956,0.2873832881450653,0.20544172823429108
thus,0.26358214020729065,0.30745524168014526,0.1509580910205841,0.22773678600788116,0.4036877751350403,0.18915434181690216,0.12281128019094467,0.20028169453144073,0.20197199285030365,0.18769288063049316
bypass,0.18596675992012024,0.25719916820526123,0.1547764241695404,0.14040203392505646,0.22766618430614471,0.39738959074020386,0.3221851885318756,0.22959139943122864,0.1754506677389145,0.18418999016284943
many,0.41474202275276184,0.36131182312965393,0.21933086216449738,0.260356068611145,0.4335206151008606,0.14215359091758728,0.1213594377040863,0.2631138563156128,0.25522369146347046,0.2124512493610382
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.19796381890773773,0.19589227437973022,0.25597915053367615,0.32043445110321045,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.21078766882419586,0.20523275434970856,0.3233085572719574,0.3539263904094696,0.22068053483963013
population,0.3268454372882843,0.2000674307346344,0.2023945301771164,0.1935066133737564,0.32044094800949097,0.2582845985889435,0.2060319185256958,0.14138665795326233,0.148964524269104,0.14449454843997955
centers,0.3050653338432312,0.22307880222797394,0.17199097573757172,0.1675269901752472,0.3307511508464813,0.3116159737110138,0.17828209698200226,0.3010519742965698,0.21109779179096222,0.16634750366210938
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.20061586797237396,0.16413514316082,0.21978288888931274,0.2843434810638428,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.21078766882419586,0.20523275434970856,0.3233085572719574,0.3539263904094696,0.22068053483963013
region,0.3524819314479828,0.2298986315727234,0.20918653905391693,0.19296804070472717,0.35020557045936584,0.25900813937187195,0.28947728872299194,0.1561690866947174,0.17155863344669342,0.13441751897335052
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.17179317772388458,0.24056380987167358,0.18439900875091553,0.2755771577358246,0.31091248989105225
instead,0.28091272711753845,0.4104403555393219,0.206660196185112,0.23083001375198364,0.3940567970275879,0.20342279970645905,0.10480467975139618,0.27583619952201843,0.2159029245376587,0.2942638397216797
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.19796381890773773,0.19589227437973022,0.25597915053367615,0.32043445110321045,0.1826142966747284
upgrading,0.1882798969745636,0.251409113407135,0.11945319175720215,0.2031470686197281,0.26137202978134155,0.24662862718105316,0.2352071851491928,0.3744444251060486,0.25714293122291565,0.21045736968517303
what,0.30808621644973755,0.9999998807907104,0.15184831619262695,0.22111038863658905,0.42745697498321533,0.2636648714542389,0.1961357742547989,0.23557309806346893,0.20714101195335388,0.5051238536834717
is,0.5394441485404968,0.28837618231773376,0.2402215600013733,0.5810302495956421,0.5823672413825989,0.16842438280582428,0.1804402470588684,0.2282046526670456,0.28467464447021484,0.22961433231830597
now,0.3619694113731384,0.4903225302696228,0.1497349739074707,0.35876134037971497,0.38266420364379883,0.20862476527690887,0.2162453532218933,0.14182664453983307,0.25579994916915894,0.29641881585121155
state,0.33316072821617126,0.24273863434791565,0.2108888030052185,0.22072885930538177,0.3097178041934967,0.4187515377998352,0.2650509476661682,0.23150566220283508,0.1830459088087082,0.1160883978009224
route,0.19557222723960876,0.23103561997413635,0.17623953521251678,0.17875562608242035,0.22322526574134827,0.5776461958885193,0.5836260318756104,0.19911465048789978,0.13268743455410004,0.10957027226686478
99,-0.04334939643740654,-0.09274294227361679,0.006415128242224455,-0.025890465825796127,-0.061377424746751785,-0.022162916138768196,-0.03453425318002701,0.06288435310125351,-0.01618131622672081,0.036831825971603394
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.22625520825386047,0.27196285128593445,0.2277725487947464,0.3230568766593933,0.4130953550338745
