,the,censuring,of,the,santer,commission,resulted,in,which,main,case,?
cresson,0.22851824760437012,0.06900796294212341,0.1990176886320114,0.22851824760437012,0.30744311213493347,0.09715426713228226,0.05337667837738991,0.19941847026348114,0.13050410151481628,0.04163309559226036,0.09576409310102463,0.1261337697505951
where,0.5003893971443176,0.33573153614997864,0.38066378235816956,0.5003893971443176,0.1780589520931244,0.1708904504776001,0.1775568425655365,0.5344807505607605,0.5477990508079529,0.30628275871276855,0.3064614236354828,0.24793872237205505
the,1.0,0.3613007068634033,0.733189046382904,1.0,0.26932787895202637,0.24418850243091583,0.2975946068763733,0.6662389636039734,0.6521818041801453,0.38631999492645264,0.31022098660469055,0.22068053483963013
european,0.3423081040382385,0.12922710180282593,0.2507138252258301,0.3423081040382385,0.19567763805389404,0.32984089851379395,0.18296463787555695,0.23319172859191895,0.2234036773443222,0.11931241303682327,0.15781351923942566,0.14560863375663757
court,0.2812081575393677,0.2565736770629883,0.28835242986679077,0.2812081575393677,0.17306417226791382,0.36450091004371643,0.21722878515720367,0.2793687880039215,0.19263212382793427,0.07215172052383423,0.4225234091281891,0.17100423574447632
of,0.733189046382904,0.3484901487827301,1.0,0.733189046382904,0.25782716274261475,0.2698368728160858,0.3479447662830353,0.5696388483047485,0.5011631846427917,0.3177044689655304,0.24743439257144928,0.1826142966747284
justice,0.23470892012119293,0.25909480452537537,0.2658293545246124,0.23470892012119293,0.2414204180240631,0.3890712857246399,0.16676799952983856,0.2678598463535309,0.16124017536640167,0.12766169011592865,0.284448504447937,0.19269752502441406
held,0.32185450196266174,0.23447786271572113,0.28960686922073364,0.32185450196266174,0.1441122442483902,0.22662730515003204,0.2443588823080063,0.3127288818359375,0.2626747488975525,0.17070870101451874,0.1021638736128807,0.14103956520557404
that,0.5473989248275757,0.39334550499916077,0.41498205065727234,0.5473989248275757,0.18296603858470917,0.22035260498523712,0.22833308577537537,0.435920387506485,0.6894589066505432,0.3140498101711273,0.4129708409309387,0.32716336846351624
a,0.5829201340675354,0.2214852273464203,0.5052502155303955,0.5829201340675354,0.3074120581150055,0.18981990218162537,0.2727489173412323,0.539380669593811,0.56894451379776,0.27217230200767517,0.3104211390018463,0.23916715383529663
commissioner,0.25271227955818176,0.26122185587882996,0.233353391289711,0.25271227955818176,0.28286099433898926,0.7926402688026428,0.23397740721702576,0.25561144948005676,0.1938101053237915,0.10986971110105515,0.14637336134910583,0.1209191158413887
giving,0.3626074492931366,0.4262080192565918,0.3440891206264496,0.3626074492931366,0.15307371318340302,0.12238559126853943,0.2321118414402008,0.24607835710048676,0.31787312030792236,0.15058419108390808,0.26861098408699036,0.2052922248840332
her,0.354963481426239,0.23832984268665314,0.27399197220802307,0.354963481426239,0.206236332654953,0.1403917819261551,0.20258048176765442,0.30892789363861084,0.3091151714324951,0.09340637177228928,0.18610544502735138,0.20310723781585693
dentist,0.1331917941570282,0.1563844531774521,0.11349116265773773,0.1331917941570282,0.2732972800731659,0.20788270235061646,0.07771362364292145,0.16362567245960236,0.16368409991264343,0.09134569764137268,0.1484638750553131,0.13779200613498688
a,0.5829201340675354,0.2214852273464203,0.5052502155303955,0.5829201340675354,0.3074120581150055,0.18981990218162537,0.2727489173412323,0.539380669593811,0.56894451379776,0.27217230200767517,0.3104211390018463,0.23916715383529663
job,0.24242734909057617,0.2486463189125061,0.2253132164478302,0.24242734909057617,0.14224646985530853,0.2752901613712311,0.06323005259037018,0.2114088088274002,0.1744823455810547,0.20745396614074707,0.15620261430740356,0.22160480916500092
",",0.4933079481124878,0.26813480257987976,0.4946078956127167,0.4933079481124878,0.29711830615997314,0.19528092443943024,0.21903154253959656,0.5201468467712402,0.3658004403114319,0.2989408075809479,0.2977246046066284,0.31091248989105225
for,0.4739971458911896,0.2776593863964081,0.4185989499092102,0.4739971458911896,0.11493125557899475,0.23846951127052307,0.28806254267692566,0.4322226941585541,0.44095608592033386,0.27491986751556396,0.30355575680732727,0.264628142118454
which,0.6521818041801453,0.3123759329319,0.5011631846427917,0.6521818041801453,0.18162472546100616,0.25648555159568787,0.32516372203826904,0.4840516746044159,1.0,0.37042954564094543,0.33281663060188293,0.25814583897590637
he,0.4571082592010498,0.236202210187912,0.38706058263778687,0.4571082592010498,0.22439897060394287,0.24690036475658417,0.19265684485435486,0.41690486669540405,0.3415409028530121,0.166281059384346,0.16707688570022583,0.2089974731206894
was,0.48711544275283813,0.21867936849594116,0.4069072902202606,0.48711544275283813,0.26896828413009644,0.28741392493247986,0.3113420605659485,0.45514053106307983,0.2830964922904968,0.21035033464431763,0.18986068665981293,0.18412111699581146
clearly,0.37195420265197754,0.3956296145915985,0.2792348265647888,0.37195420265197754,0.07306646555662155,0.27096644043922424,0.2725062370300293,0.2390805333852768,0.46585381031036377,0.18467190861701965,0.3223169445991516,0.40760257840156555
unqualified,0.28626570105552673,0.2809474468231201,0.1966622769832611,0.28626570105552673,0.18569989502429962,0.22551877796649933,0.12552428245544434,0.22545205056667328,0.22659361362457275,0.20227780938148499,0.37805482745170593,0.2545522451400757
",",0.4933079481124878,0.26813480257987976,0.4946078956127167,0.4933079481124878,0.29711830615997314,0.19528092443943024,0.21903154253959656,0.5201468467712402,0.3658004403114319,0.2989408075809479,0.2977246046066284,0.31091248989105225
did,0.34736719727516174,0.22805652022361755,0.2513895630836487,0.34736719727516174,0.11404220759868622,0.18697425723075867,0.27626562118530273,0.2593238651752472,0.2750149369239807,0.15925762057304382,0.21228672564029694,0.3023456633090973
in,0.6662389636039734,0.27980419993400574,0.5696388483047485,0.6662389636039734,0.17791689932346344,0.21326816082000732,0.3197503983974457,1.0,0.4840516746044159,0.28862449526786804,0.2190418541431427,0.20430970191955566
fact,0.32878658175468445,0.29652196168899536,0.3007645010948181,0.32878658175468445,0.07579834759235382,0.15592481195926666,0.28914839029312134,0.25253036618232727,0.4121483862400055,0.1889095902442932,0.3670404553413391,0.2798655927181244
not,0.4310511648654938,0.32757267355918884,0.3307090103626251,0.4310511648654938,0.15743543207645416,0.21429981291294098,0.23529642820358276,0.3403114080429077,0.46766895055770874,0.199325293302536,0.3788454234600067,0.41942933201789856
break,0.28229501843452454,0.16913823783397675,0.14277319610118866,0.28229501843452454,0.15120409429073334,0.10277775675058365,0.2672854959964752,0.17133235931396484,0.3484177887439728,0.13276903331279755,0.21450680494308472,0.19753244519233704
any,0.4525727927684784,0.31913483142852783,0.3769088089466095,0.4525727927684784,0.17119581997394562,0.23308111727237701,0.2568452060222626,0.3135753571987152,0.5186169743537903,0.26311081647872925,0.4125841557979584,0.4113408327102661
law,0.24548950791358948,0.286486953496933,0.2816956341266632,0.24548950791358948,0.19237184524536133,0.3065055310726166,0.14357925951480865,0.24850773811340332,0.20205146074295044,0.07402544468641281,0.3231390416622162,0.1528988480567932
.,0.5934505462646484,0.24278615415096283,0.5352458953857422,0.5934505462646484,0.2325313836336136,0.20309296250343323,0.23092694580554962,0.5591574311256409,0.45942068099975586,0.31122034788131714,0.32712292671203613,0.4130953550338745
