,what,is,one,reason,a,patient,might,choose,an,internet,pharmacy,?
),0.26259949803352356,0.37732169032096863,0.31658053398132324,0.26134905219078064,0.3640355169773102,0.17673584818840027,0.22772328555583954,0.17843452095985413,0.2873353958129883,0.1702778935432434,0.19700509309768677,0.42300865054130554
are,0.29724663496017456,0.5330929756164551,0.42537835240364075,0.28053200244903564,0.265255331993103,0.2341679036617279,0.4007396399974823,0.31677886843681335,0.1556541919708252,0.18935170769691467,0.1491841822862625,0.24591213464736938
also,0.42747777700424194,0.5012649297714233,0.48437753319740295,0.3463713824748993,0.5149940252304077,0.2716696560382843,0.46752241253852844,0.2878676950931549,0.36835694313049316,0.23901571333408356,0.2587379217147827,0.21848613023757935
recommended,0.19394323229789734,0.22583825886249542,0.2087946981191635,0.27740371227264404,0.2842293977737427,0.2517068386077881,0.3619060516357422,0.32676246762275696,0.20656439661979675,0.2071520835161209,0.21697238087654114,0.22072286903858185
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.3437597155570984,0.45503583550453186,0.2912805676460266,0.5153919458389282,0.38412243127822876,0.3138085603713989,0.21228709816932678,0.1824638396501541,0.29463258385658264
some,0.4491020441055298,0.3038453459739685,0.4537518322467804,0.3497675657272339,0.34539633989334106,0.2602582573890686,0.541539192199707,0.3382846713066101,0.2864145338535309,0.21682681143283844,0.19617655873298645,0.2562315762042999
patients,0.28700166940689087,0.16825053095817566,0.21990734338760376,0.21276722848415375,0.21911826729774475,0.8348241448402405,0.32173222303390503,0.1512218862771988,0.18558096885681152,0.14571170508861542,0.27920523285865784,0.17145128548145294
by,0.2455483376979828,0.3899846076965332,0.29445651173591614,0.18194518983364105,0.32094135880470276,0.15391533076763153,0.20839068293571472,0.21956437826156616,0.2719563841819763,0.22104105353355408,0.09795649349689484,0.17966607213020325
their,0.35142919421195984,0.2101074606180191,0.3991999328136444,0.27609744668006897,0.29698723554611206,0.26774200797080994,0.3404811918735504,0.4128645062446594,0.19624626636505127,0.17784009873867035,0.15922963619232178,0.1898253709077835
physicians,0.24258212745189667,0.12708066403865814,0.14410147070884705,0.1654495745897293,0.19939659535884857,0.3838181793689728,0.2840741276741028,0.1788504272699356,0.1727595180273056,0.15205392241477966,0.33743607997894287,0.12075905501842499
if,0.5277165174484253,0.30927813053131104,0.37931159138679504,0.41446220874786377,0.41272827982902527,0.3103584349155426,0.5989389419555664,0.4341152608394623,0.26347705721855164,0.18979309499263763,0.1983371078968048,0.4441644251346588
they,0.4431931674480438,0.330102801322937,0.4178827106952667,0.3302088975906372,0.3528250455856323,0.29686787724494934,0.44163188338279724,0.3661673665046692,0.2435421496629715,0.18609119951725006,0.22252966463565826,0.2753053903579712
are,0.29724663496017456,0.5330929756164551,0.42537835240364075,0.28053200244903564,0.265255331993103,0.2341679036617279,0.4007396399974823,0.31677886843681335,0.1556541919708252,0.18935170769691467,0.1491841822862625,0.24591213464736938
homebound,0.27827292680740356,0.30020377039909363,0.31517645716667175,0.2535296082496643,0.37776482105255127,0.21060599386692047,0.25146058201789856,0.2297409325838089,0.2141231894493103,0.31302618980407715,0.238922119140625,0.2255978137254715
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.3219331204891205,0.50484299659729,0.22164101898670197,0.27493223547935486,0.283064067363739,0.3581749200820923,0.206785187125206,0.23916830122470856,0.4130953550338745
