,how,many,members,in,the,seats,of,the,scottish,parliament,are,members,of,the,scottish,government,?
the,0.33890387415885925,0.4335206151008606,0.3321719169616699,0.6662389636039734,1.0,0.25880131125450134,0.733189046382904,1.0,0.21724988520145416,0.26521381735801697,0.40399202704429626,0.3321719169616699,0.733189046382904,1.0,0.21724988520145416,0.31798112392425537,0.22068053483963013
parliament,0.13635116815567017,0.15748974680900574,0.3503897786140442,0.2323146015405655,0.26521381735801697,0.45153921842575073,0.2885259687900543,0.26521381735801697,0.3418616056442261,1.0,0.09480422735214233,0.3503897786140442,0.2885259687900543,0.26521381735801697,0.3418616056442261,0.5386218428611755,0.1586504578590393
's,-0.026164190843701363,0.01698932610452175,0.02701987512409687,-0.037580832839012146,-0.01540423184633255,0.06529513746500015,-0.03817026689648628,-0.01540423184633255,0.09608723223209381,0.012842429801821709,-0.008927806280553341,0.02701987512409687,-0.03817026689648628,-0.01540423184633255,0.09608723223209381,0.00033092309604398906,-0.023395681753754616
elected,0.15145733952522278,0.13487686216831207,0.37164974212646484,0.21190309524536133,0.23167964816093445,0.42297348380088806,0.2767166793346405,0.23167964816093445,0.18456816673278809,0.5323356986045837,0.08523022383451462,0.37164974212646484,0.2767166793346405,0.23167964816093445,0.18456816673278809,0.3878932595252991,0.1966295689344406
msps,0.20041033625602722,0.21910056471824646,0.48753979802131653,0.20608413219451904,0.3199247419834137,0.39952531456947327,0.32335641980171204,0.3199247419834137,0.4475419521331787,0.5331769585609436,0.33991923928260803,0.48753979802131653,0.32335641980171204,0.3199247419834137,0.4475419521331787,0.42080608010292053,0.14526908099651337
and,0.33647966384887695,0.5296266674995422,0.2994427978992462,0.4954058527946472,0.5171257257461548,0.2413434535264969,0.5116966962814331,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.48576638102531433,0.2994427978992462,0.5116966962814331,0.5171257257461548,0.2972351908683777,0.2859337627887726,0.20544172823429108
2,-0.02554285153746605,-0.06294522434473038,0.0554579496383667,0.01447046548128128,-0.019434669986367226,-0.003503965213894844,-0.013777675107121468,-0.019434669986367226,-0.010084412060678005,0.06827516108751297,-0.028399748727679253,0.0554579496383667,-0.013777675107121468,-0.019434669986367226,-0.010084412060678005,-0.04555187746882439,0.001977203879505396
are,0.311818927526474,0.5655534863471985,0.31528955698013306,0.3841303884983063,0.40399202704429626,0.1952616572380066,0.39081433415412903,0.40399202704429626,0.15686963498592377,0.09480422735214233,1.0,0.31528955698013306,0.39081433415412903,0.40399202704429626,0.15686963498592377,0.20126859843730927,0.24591213464736938
seats,0.08405140787363052,0.1988271325826645,0.3095977008342743,0.26510122418403625,0.25880131125450134,1.0,0.22482673823833466,0.25880131125450134,0.2863382399082184,0.45153921842575073,0.1952616572380066,0.3095977008342743,0.22482673823833466,0.25880131125450134,0.2863382399082184,0.29626014828681946,0.10678832978010178
for,0.3308170735836029,0.40972793102264404,0.2612179219722748,0.4322226941585541,0.4739971458911896,0.21698476374149323,0.4185989499092102,0.4739971458911896,0.15676887333393097,0.23382046818733215,0.3895993232727051,0.2612179219722748,0.4185989499092102,0.4739971458911896,0.15676887333393097,0.23902073502540588,0.264628142118454
the,0.33890387415885925,0.4335206151008606,0.3321719169616699,0.6662389636039734,1.0,0.25880131125450134,0.733189046382904,1.0,0.21724988520145416,0.26521381735801697,0.40399202704429626,0.3321719169616699,0.733189046382904,1.0,0.21724988520145416,0.31798112392425537,0.22068053483963013
scottish,0.10600311309099197,0.12051273137331009,0.2065322995185852,0.16512006521224976,0.21724988520145416,0.2863382399082184,0.1698460429906845,0.21724988520145416,1.0000001192092896,0.3418616056442261,0.15686963498592377,0.2065322995185852,0.1698460429906845,0.21724988520145416,1.0000001192092896,0.17260609567165375,0.06442669779062271
law,0.18813064694404602,0.1860491931438446,0.11179608851671219,0.24850773811340332,0.24548950791358948,0.12021413445472717,0.2816956341266632,0.24548950791358948,0.13914988934993744,0.35454997420310974,0.13009320199489594,0.11179608851671219,0.2816956341266632,0.24548950791358948,0.13914988934993744,0.3640907108783722,0.1528988480567932
officers,0.19844265282154083,0.23738780617713928,0.4403330683708191,0.23425941169261932,0.2831277847290039,0.23466137051582336,0.24383078515529633,0.2831277847290039,0.1138535887002945,0.27630850672721863,0.22431616485118866,0.4403330683708191,0.24383078515529633,0.2831277847290039,0.1138535887002945,0.3789760172367096,0.14072641730308533
–,0.13681066036224365,0.12880176305770874,0.1857890635728836,0.23687128722667694,0.2607575058937073,0.11536037176847458,0.2799985408782959,0.2607575058937073,0.22467324137687683,0.17685334384441376,0.08885963261127472,0.1857890635728836,0.2799985408782959,0.2607575058937073,0.22467324137687683,0.1700754165649414,0.2714554965496063
the,0.33890387415885925,0.4335206151008606,0.3321719169616699,0.6662389636039734,1.0,0.25880131125450134,0.733189046382904,1.0,0.21724988520145416,0.26521381735801697,0.40399202704429626,0.3321719169616699,0.733189046382904,1.0,0.21724988520145416,0.31798112392425537,0.22068053483963013
lord,0.17180049419403076,0.1546841263771057,0.1432185024023056,0.18930333852767944,0.2489406019449234,0.028620129451155663,0.20127125084400177,0.2489406019449234,0.24523000419139862,0.28902938961982727,0.13319167494773865,0.1432185024023056,0.20127125084400177,0.2489406019449234,0.24523000419139862,0.2138320505619049,0.09544310718774796
advocate,0.1473827064037323,0.15443776547908783,0.13947708904743195,0.16992348432540894,0.16703304648399353,0.05426986515522003,0.22164754569530487,0.16703304648399353,0.20478729903697968,0.23847973346710205,0.14691078662872314,0.13947708904743195,0.22164754569530487,0.16703304648399353,0.20478729903697968,0.28756797313690186,0.19954998791217804
and,0.33647966384887695,0.5296266674995422,0.2994427978992462,0.4954058527946472,0.5171257257461548,0.2413434535264969,0.5116966962814331,0.5171257257461548,0.2972351908683777,0.26227831840515137,0.48576638102531433,0.2994427978992462,0.5116966962814331,0.5171257257461548,0.2972351908683777,0.2859337627887726,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.3321719169616699,0.6662389636039734,1.0,0.25880131125450134,0.733189046382904,1.0,0.21724988520145416,0.26521381735801697,0.40399202704429626,0.3321719169616699,0.733189046382904,1.0,0.21724988520145416,0.31798112392425537,0.22068053483963013
solicitor,0.18159925937652588,0.17721843719482422,0.23246125876903534,0.24985161423683167,0.2400369942188263,0.21064935624599457,0.21574857831001282,0.2400369942188263,0.2897307276725769,0.4132137596607208,0.11640110611915588,0.23246125876903534,0.21574857831001282,0.2400369942188263,0.2897307276725769,0.3925881087779999,0.13810652494430542
general,0.19638104736804962,0.21976788341999054,0.15332673490047455,0.259066641330719,0.28634732961654663,0.20993751287460327,0.28352999687194824,0.28634732961654663,0.16125184297561646,0.24502259492874146,0.15219135582447052,0.15332673490047455,0.28352999687194824,0.28634732961654663,0.16125184297561646,0.3210046589374542,0.1972234547138214
for,0.3308170735836029,0.40972793102264404,0.2612179219722748,0.4322226941585541,0.4739971458911896,0.21698476374149323,0.4185989499092102,0.4739971458911896,0.15676887333393097,0.23382046818733215,0.3895993232727051,0.2612179219722748,0.4185989499092102,0.4739971458911896,0.15676887333393097,0.23902073502540588,0.264628142118454
scotland,0.1224040538072586,0.13961808383464813,0.1442057341337204,0.24716059863567352,0.23846951127052307,0.20223256945610046,0.2208399921655655,0.23846951127052307,0.667405903339386,0.33239492774009705,0.19172759354114532,0.1442057341337204,0.2208399921655655,0.23846951127052307,0.667405903339386,0.22436054050922394,0.09160218387842178
",",0.22659391164779663,0.40610817074775696,0.2357054501771927,0.5201468467712402,0.4933079481124878,0.22755272686481476,0.4946078956127167,0.4933079481124878,0.21369139850139618,0.25442883372306824,0.4062570035457611,0.2357054501771927,0.4946078956127167,0.4933079481124878,0.21369139850139618,0.27344048023223877,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.3290669620037079,0.2792111933231354,0.3733934462070465,0.20975743234157562,0.2827862501144409,0.3733934462070465,0.27621203660964966,0.237068772315979,0.27294138073921204,0.3290669620037079,0.2827862501144409,0.3733934462070465,0.27621203660964966,0.27194860577583313,0.26220351457595825
are,0.311818927526474,0.5655534863471985,0.31528955698013306,0.3841303884983063,0.40399202704429626,0.1952616572380066,0.39081433415412903,0.40399202704429626,0.15686963498592377,0.09480422735214233,1.0,0.31528955698013306,0.39081433415412903,0.40399202704429626,0.15686963498592377,0.20126859843730927,0.24591213464736938
not,0.4869767427444458,0.4369727373123169,0.2104467898607254,0.3403114080429077,0.4310511648654938,0.2094612866640091,0.3307090103626251,0.4310511648654938,0.19732609391212463,0.22406005859375,0.46186959743499756,0.2104467898607254,0.3307090103626251,0.4310511648654938,0.19732609391212463,0.2722996473312378,0.41942933201789856
elected,0.15145733952522278,0.13487686216831207,0.37164974212646484,0.21190309524536133,0.23167964816093445,0.42297348380088806,0.2767166793346405,0.23167964816093445,0.18456816673278809,0.5323356986045837,0.08523022383451462,0.37164974212646484,0.2767166793346405,0.23167964816093445,0.18456816673278809,0.3878932595252991,0.1966295689344406
members,0.20418256521224976,0.25127971172332764,0.9999998807907104,0.196792870759964,0.3321719169616699,0.3095977008342743,0.28120753169059753,0.3321719169616699,0.2065322995185852,0.3503897786140442,0.31528955698013306,0.9999998807907104,0.28120753169059753,0.3321719169616699,0.2065322995185852,0.222846120595932,0.10212311148643494
of,0.2480744868516922,0.37253960967063904,0.28120753169059753,0.5696388483047485,0.733189046382904,0.22482673823833466,1.0,0.733189046382904,0.1698460429906845,0.2885259687900543,0.39081433415412903,0.28120753169059753,1.0,0.733189046382904,0.1698460429906845,0.3475167155265808,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.3321719169616699,0.6662389636039734,1.0,0.25880131125450134,0.733189046382904,1.0,0.21724988520145416,0.26521381735801697,0.40399202704429626,0.3321719169616699,0.733189046382904,1.0,0.21724988520145416,0.31798112392425537,0.22068053483963013
parliament,0.13635116815567017,0.15748974680900574,0.3503897786140442,0.2323146015405655,0.26521381735801697,0.45153921842575073,0.2885259687900543,0.26521381735801697,0.3418616056442261,1.0,0.09480422735214233,0.3503897786140442,0.2885259687900543,0.26521381735801697,0.3418616056442261,0.5386218428611755,0.1586504578590393
but,0.43101516366004944,0.46599987149238586,0.24694132804870605,0.48674455285072327,0.4859698414802551,0.2449844926595688,0.39942997694015503,0.4859698414802551,0.20022492110729218,0.21308359503746033,0.47990062832832336,0.24694132804870605,0.39942997694015503,0.4859698414802551,0.20022492110729218,0.2775489091873169,0.27921953797340393
are,0.311818927526474,0.5655534863471985,0.31528955698013306,0.3841303884983063,0.40399202704429626,0.1952616572380066,0.39081433415412903,0.40399202704429626,0.15686963498592377,0.09480422735214233,1.0,0.31528955698013306,0.39081433415412903,0.40399202704429626,0.15686963498592377,0.20126859843730927,0.24591213464736938
members,0.20418256521224976,0.25127971172332764,0.9999998807907104,0.196792870759964,0.3321719169616699,0.3095977008342743,0.28120753169059753,0.3321719169616699,0.2065322995185852,0.3503897786140442,0.31528955698013306,0.9999998807907104,0.28120753169059753,0.3321719169616699,0.2065322995185852,0.222846120595932,0.10212311148643494
of,0.2480744868516922,0.37253960967063904,0.28120753169059753,0.5696388483047485,0.733189046382904,0.22482673823833466,1.0,0.733189046382904,0.1698460429906845,0.2885259687900543,0.39081433415412903,0.28120753169059753,1.0,0.733189046382904,0.1698460429906845,0.3475167155265808,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.3321719169616699,0.6662389636039734,1.0,0.25880131125450134,0.733189046382904,1.0,0.21724988520145416,0.26521381735801697,0.40399202704429626,0.3321719169616699,0.733189046382904,1.0,0.21724988520145416,0.31798112392425537,0.22068053483963013
scottish,0.10600311309099197,0.12051273137331009,0.2065322995185852,0.16512006521224976,0.21724988520145416,0.2863382399082184,0.1698460429906845,0.21724988520145416,1.0000001192092896,0.3418616056442261,0.15686963498592377,0.2065322995185852,0.1698460429906845,0.21724988520145416,1.0000001192092896,0.17260609567165375,0.06442669779062271
government,0.21719732880592346,0.27652618288993835,0.222846120595932,0.3066793978214264,0.31798112392425537,0.29626014828681946,0.3475167155265808,0.31798112392425537,0.17260609567165375,0.5386218428611755,0.20126859843730927,0.222846120595932,0.3475167155265808,0.31798112392425537,0.17260609567165375,1.0000001192092896,0.18851417303085327
.,0.3287222981452942,0.3974229395389557,0.21119362115859985,0.5591574311256409,0.5934505462646484,0.2494688183069229,0.5352458953857422,0.5934505462646484,0.20125295221805573,0.23747818171977997,0.3452940285205841,0.21119362115859985,0.5352458953857422,0.5934505462646484,0.20125295221805573,0.2521961033344269,0.4130953550338745
