,what,is,an,examine,of,work,that,a,centrifugal,governor-equipped,steam,engine,was,n't,suitable,for,?
not,0.5449194312095642,0.3776007890701294,0.3722182512283325,0.2981211543083191,0.3307090103626251,0.3568844795227051,0.6600887179374695,0.3791346549987793,0.2910524010658264,0.2804211974143982,0.24001364409923553,0.1736949235200882,0.2888734042644501,-0.11552248895168304,0.3750583529472351,0.39280617237091064,0.41942933201789856
suitable,0.312705934047699,0.23944979906082153,0.2588408887386322,0.17493604123592377,0.24775509536266327,0.2700484097003937,0.3712400794029236,0.2824271619319916,0.24668996036052704,0.23923102021217346,0.22398681938648224,0.1754915416240692,0.13268624246120453,-0.04604131728410721,0.9999998807907104,0.41336748003959656,0.1929006725549698
for,0.3017193675041199,0.43268078565597534,0.3236706852912903,0.27226734161376953,0.4185989499092102,0.4087657630443573,0.4137635827064514,0.44038116931915283,0.21839764714241028,0.21663448214530945,0.19393667578697205,0.17779722809791565,0.3863949179649353,-0.05512906610965729,0.41336748003959656,0.9999999403953552,0.264628142118454
operations,0.1829104721546173,0.18517667055130005,0.1916370540857315,0.1714954525232315,0.28191348910331726,0.26716282963752747,0.2147424817085266,0.2154437005519867,0.31038936972618103,0.3081311881542206,0.24251072108745575,0.20159511268138885,0.17603980004787445,-0.07754181325435638,0.19009831547737122,0.27237167954444885,0.13622350990772247
requiring,0.23015210032463074,0.16455000638961792,0.16899141669273376,0.26530933380126953,0.26946085691452026,0.32908666133880615,0.35411882400512695,0.2638072371482849,0.32305118441581726,0.3948271572589874,0.21079280972480774,0.22068345546722412,0.06839247047901154,-0.09676314890384674,0.3368479609489441,0.34026676416397095,0.19080378115177155
constant,0.22559526562690735,0.1972285658121109,0.14934922754764557,0.2207895666360855,0.25393494963645935,0.21673427522182465,0.2775205373764038,0.26609575748443604,0.4232039749622345,0.16463109850883484,0.26014384627342224,0.2350691258907318,0.11607828736305237,-0.01576508767902851,0.22821956872940063,0.18285220861434937,0.14516431093215942
speed,0.23285695910453796,0.21955357491970062,0.2180529236793518,0.13127513229846954,0.1947416365146637,0.1958024650812149,0.28472527861595154,0.2531464993953705,0.46514061093330383,0.2012670338153839,0.3738003075122833,0.3154596984386444,0.2205008864402771,-0.07304657250642776,0.14063760638237,0.2231474667787552,0.17392314970493317
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.18642987310886383,0.4946078956127167,0.3283594250679016,0.4137537479400635,0.427140474319458,0.20244556665420532,0.27795153856277466,0.2264556586742401,0.19789794087409973,0.45456063747406006,0.11016341298818588,0.25451523065567017,0.4464869201183319,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.2025681436061859,0.22048400342464447,0.3209529519081116,0.2557113766670227,0.4479874074459076,0.2706976532936096,0.30040639638900757,0.19290931522846222,0.27096763253211975,0.12399271875619888,0.12487147748470306,-0.11531715095043182,0.3728328347206116,0.36098620295524597,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.37218472361564636,0.2197408527135849,0.3886612355709076,0.32418152689933777,0.4735107421875,0.39550232887268066,0.24016247689723969,0.24325303733348846,0.20776431262493134,0.15144379436969757,0.3677520453929901,-0.08284513652324677,0.2647213041782379,0.44774648547172546,0.27043893933296204
cotton,0.12234673649072647,0.17218106985092163,0.12302850931882858,0.05791102349758148,0.24396564066410065,0.2214353084564209,0.16968733072280884,0.1666473150253296,0.2610820233821869,0.13651716709136963,0.2799314558506012,0.20978549122810364,0.19306883215904236,-1.0821042451425456e-05,0.22875382006168365,0.19449813663959503,0.11310630291700363
spinning,0.17971843481063843,0.1664152294397354,0.19162586331367493,0.13967347145080566,0.20557618141174316,0.2378680258989334,0.27583226561546326,0.3203321397304535,0.5330875515937805,0.10344182699918747,0.35256290435791016,0.28004151582717896,0.12841209769248962,-0.08371970057487488,0.19735096395015717,0.1729394942522049,0.13299976289272308
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.2390889972448349,0.5352458953857422,0.33121398091316223,0.4460422694683075,0.50484299659729,0.2542785704135895,0.29505032300949097,0.22855372726917267,0.21814921498298645,0.40146201848983765,0.01884327083826065,0.25102895498275757,0.4726039469242096,0.4130953550338745
