,whose,needs,will,the,growth,in,pharmacy,informatics,meet,?
needs,0.1554776132106781,1.0,0.5423519611358643,0.24302323162555695,0.16537432372570038,0.18482829630374908,0.22616730630397797,0.32704779505729675,0.2871045768260956,0.34586572647094727
of,0.37058958411216736,0.17594867944717407,0.2473582625389099,0.733189046382904,0.2679378092288971,0.5696388483047485,0.18226979672908783,0.30146297812461853,0.25706547498703003,0.1826142966747284
major,0.12742619216442108,0.13251490890979767,0.1409427672624588,0.31775903701782227,0.252146452665329,0.3249945342540741,0.18632832169532776,0.20611146092414856,0.21497629582881927,0.19788557291030884
national,0.1112518459558487,0.14365336298942566,0.11895865947008133,0.32739606499671936,0.10869525372982025,0.28915393352508545,0.12670886516571045,0.22848263382911682,0.1194622665643692,0.15643028914928436
and,0.3339773118495941,0.305831640958786,0.35983073711395264,0.5171257257461548,0.2731747627258301,0.4954058527946472,0.21655313670635223,0.23827087879180908,0.31950852274894714,0.20544172823429108
international,0.1268877536058426,0.208367720246315,0.18563561141490936,0.23719607293605804,0.13063716888427734,0.26377472281455994,0.11333686113357544,0.24737673997879028,0.1461641490459442,0.15335838496685028
patient,0.18581140041351318,0.315987765789032,0.2686096131801605,0.2195289433002472,0.2316759079694748,0.18493591248989105,0.28659823536872864,0.19272245466709137,0.14882251620292664,0.24355199933052063
information,0.16198667883872986,0.3473142385482788,0.2931429147720337,0.3143121302127838,0.17664176225662231,0.20385970175266266,0.1674494743347168,0.8111563324928284,0.19624373316764832,0.24875912070274353
projects,0.2416074573993683,0.2959933280944824,0.3480285704135895,0.23802334070205688,0.19923558831214905,0.19637514650821686,0.13693198561668396,0.2983868420124054,0.22272522747516632,0.3193145990371704
and,0.3339773118495941,0.305831640958786,0.35983073711395264,0.5171257257461548,0.2731747627258301,0.4954058527946472,0.21655313670635223,0.23827087879180908,0.31950852274894714,0.20544172823429108
health,0.14831143617630005,0.2809123396873474,0.2602420151233673,0.2340974360704422,0.3380087614059448,0.2500189542770386,0.32834142446517944,0.32211384177207947,0.18359676003456116,0.16094304621219635
system,0.11117738485336304,0.2673758566379547,0.21854417026042938,0.3233085572719574,0.2121696025133133,0.21978288888931274,0.17292633652687073,0.20366068184375763,0.1248718723654747,0.15556083619594574
interoperability,0.19953030347824097,0.3685376048088074,0.3017890453338623,0.23517881333827972,0.288358598947525,0.1848415732383728,0.23125194013118744,0.40216246247291565,0.16454720497131348,0.22275319695472717
goals,0.11452062427997589,0.09075290709733963,0.1231493204832077,0.11426310986280441,0.176179438829422,0.1082669347524643,0.027523213997483253,0.11636307835578918,0.17970724403858185,0.16318443417549133
.,0.2718997597694397,0.23357591032981873,0.33682769536972046,0.5934505462646484,0.2825547754764557,0.5591574311256409,0.23916830122470856,0.2241586595773697,0.26616400480270386,0.4130953550338745
