,other,than,the,san,diego,metropolitan,area,",",what,other,area,are,the,communities,along,interstates,15,and,215,connected,with,?
the,0.44152235984802246,0.3227543234825134,1.0,0.2858080565929413,0.20885010063648224,0.24378018081188202,0.37834644317626953,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.37834644317626953,0.40399202704429626,1.0,0.24729211628437042,0.39495137333869934,0.25118377804756165,-0.011810222640633583,0.5171257257461548,-0.03287012502551079,0.31369513273239136,0.4223487675189972,0.22068053483963013
san,0.19091297686100006,0.12380602955818176,0.2858080565929413,0.9999999403953552,0.6883842349052429,0.22343556582927704,0.22260162234306335,0.25561806559562683,0.19375550746917725,0.19091297686100006,0.22260162234306335,0.13921020925045013,0.2858080565929413,0.17548346519470215,0.19343438744544983,0.2412983477115631,0.052093375474214554,0.23541347682476044,0.04856359586119652,0.10513021051883698,0.20429159700870514,0.10952327400445938
diego,0.1986868679523468,0.13701565563678741,0.20885010063648224,0.6883842349052429,0.9999999403953552,0.21943987905979156,0.1622200906276703,0.25578492879867554,0.16958405077457428,0.1986868679523468,0.1622200906276703,0.16360539197921753,0.20885010063648224,0.1855475902557373,0.11924503743648529,0.18996360898017883,0.06946798413991928,0.2412230372428894,0.05158015340566635,0.07983218878507614,0.1760377287864685,0.11438121646642685
metropolitan,0.10734670609235764,0.1714480221271515,0.24378018081188202,0.22343556582927704,0.21943987905979156,1.0,0.4260755181312561,0.2417047619819641,0.15624397993087769,0.10734670609235764,0.4260755181312561,0.1675286591053009,0.24378018081188202,0.22995100915431976,0.1600872129201889,0.3207401633262634,-0.034099794924259186,0.19939453899860382,-0.037290189415216446,0.23575322329998016,0.1766650676727295,0.1861504763364792
area,0.21664315462112427,0.19351425766944885,0.37834644317626953,0.22260162234306335,0.1622200906276703,0.4260755181312561,1.0,0.2664283812046051,0.21965408325195312,0.21664315462112427,1.0,0.25780194997787476,0.37834644317626953,0.2974197268486023,0.2586073875427246,0.3329606056213379,-0.027839746326208115,0.3044000566005707,0.04634306579828262,0.2861975133419037,0.2303420901298523,0.12640461325645447
as,0.42805421352386475,0.40532299876213074,0.48381632566452026,0.1967049092054367,0.17728382349014282,0.17416566610336304,0.2407972663640976,0.48816442489624023,0.31749409437179565,0.42805421352386475,0.2407972663640976,0.3826591968536377,0.48381632566452026,0.218340665102005,0.31813573837280273,0.18978554010391235,-0.03221907466650009,0.49487000703811646,-0.052438944578170776,0.12269873917102814,0.40387406945228577,0.27043893933296204
they,0.5182796120643616,0.3383907079696655,0.49925389885902405,0.16093860566616058,0.13555671274662018,0.1359422653913498,0.25624239444732666,0.390799880027771,0.4431931674480438,0.5182796120643616,0.25624239444732666,0.610666811466217,0.49925389885902405,0.2708493173122406,0.2803424000740051,0.18632107973098755,0.01090446300804615,0.5073080658912659,0.09757227450609207,0.2579641342163086,0.42091572284698486,0.2753053903579712
do,0.34946969151496887,0.2387038916349411,0.30239659547805786,0.16552835702896118,0.1367844045162201,0.13078783452510834,0.19017988443374634,0.3283645510673523,0.4609605669975281,0.34946969151496887,0.19017988443374634,0.41111594438552856,0.30239659547805786,0.2068774551153183,0.1786094307899475,0.24053049087524414,-0.05615809187293053,0.276123583316803,0.06450618803501129,0.21595774590969086,0.23744353652000427,0.4093979299068451
with,0.44086363911628723,0.3028803765773773,0.4223487675189972,0.20429159700870514,0.1760377287864685,0.1766650676727295,0.2303420901298523,0.4120737314224243,0.2464839518070221,0.44086363911628723,0.2303420901298523,0.38996943831443787,0.4223487675189972,0.1854606419801712,0.47997185587882996,0.22086603939533234,0.03467172011733055,0.5477725267410278,0.07353461533784866,0.28264787793159485,0.9999999403953552,0.2433311939239502
the,0.44152235984802246,0.3227543234825134,1.0,0.2858080565929413,0.20885010063648224,0.24378018081188202,0.37834644317626953,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.37834644317626953,0.40399202704429626,1.0,0.24729211628437042,0.39495137333869934,0.25118377804756165,-0.011810222640633583,0.5171257257461548,-0.03287012502551079,0.31369513273239136,0.4223487675189972,0.22068053483963013
inland,0.23385083675384521,0.21852560341358185,0.28756555914878845,0.2793642580509186,0.2013392597436905,0.23723936080932617,0.4484561085700989,0.2774789035320282,0.17397060990333557,0.23385083675384521,0.4484561085700989,0.19508755207061768,0.28756555914878845,0.3557206988334656,0.2842874526977539,0.28054121136665344,0.03710611164569855,0.3125506639480591,0.13289545476436615,0.2084553837776184,0.2225460410118103,0.1506642997264862
empire,0.17392708361148834,0.14746993780136108,0.32532164454460144,0.13284581899642944,0.11342835426330566,0.13930201530456543,0.1999080330133438,0.27646857500076294,0.21723191440105438,0.17392708361148834,0.1999080330133438,0.10024821758270264,0.32532164454460144,0.22896501421928406,0.10883931070566177,0.17325852811336517,-0.039571136236190796,0.27479609847068787,-0.007877913303673267,0.059018611907958984,0.16165103018283844,0.14909450709819794
.,0.41511186957359314,0.3594527542591095,0.5934505462646484,0.24563752114772797,0.2188110053539276,0.21727578341960907,0.2760866582393646,0.6812511086463928,0.3567904531955719,0.41511186957359314,0.2760866582393646,0.3452940285205841,0.5934505462646484,0.2306760847568512,0.27491724491119385,0.2480456829071045,-0.05741225555539131,0.588965117931366,0.02759511023759842,0.2379520833492279,0.4446153938770294,0.4130953550338745
