,how,many,bits,are,often,in,the,primes,used,for,rsa,public,key,cryptography,algorithms,?
(,0.1676948219537735,0.1455259770154953,0.15325927734375,0.23263892531394958,0.1375083178281784,0.3087427020072937,0.33289089798927307,0.210494726896286,0.19005385041236877,0.3357032239437103,0.2092890739440918,0.1609111875295639,0.17496483027935028,0.13967818021774292,0.12209267914295197,0.40561532974243164
for,0.3308170735836029,0.40972793102264404,0.2355286031961441,0.3895993232727051,0.37495917081832886,0.4322226941585541,0.4739971458911896,0.23085950314998627,0.4236139953136444,0.9999999403953552,0.2253197580575943,0.3092794418334961,0.23655444383621216,0.25359827280044556,0.25604015588760376,0.264628142118454
example,0.39914554357528687,0.43096116185188293,0.3283472955226898,0.4108889698982239,0.48267167806625366,0.30483278632164,0.3755223751068115,0.2566288113594055,0.48354339599609375,0.45665353536605835,0.301116406917572,0.14509497582912445,0.24724151194095612,0.2579944133758545,0.2905621826648712,0.30374911427497864
",",0.22659391164779663,0.40610817074775696,0.2353145182132721,0.4062570035457611,0.24139221012592316,0.5201468467712402,0.4933079481124878,0.29003697633743286,0.3120402991771698,0.4464869201183319,0.22157862782478333,0.2588968276977539,0.20467913150787354,0.19954098761081696,0.22988320887088776,0.31091248989105225
512-bit,0.23619356751441956,0.10145978629589081,0.4352492690086365,0.21587063372135162,0.23338189721107483,0.18029308319091797,0.23123489320278168,0.2151934653520584,0.1593950241804123,0.2868896424770355,0.25382205843925476,0.24992457032203674,0.26011672616004944,0.29491856694221497,0.32860755920410156,0.281229168176651
primes,0.1886630654335022,0.2377949059009552,0.24834232032299042,0.2606703042984009,0.23943747580051422,0.20882321894168854,0.22359657287597656,1.0,0.2170487493276596,0.23085950314998627,0.21858444809913635,0.12457007169723511,0.19834928214550018,0.3143845498561859,0.4177032709121704,0.18851876258850098
are,0.311818927526474,0.5655534863471985,0.32704514265060425,1.0,0.5443448424339294,0.3841303884983063,0.40399202704429626,0.2606703042984009,0.3322218656539917,0.3895993232727051,0.18413212895393372,0.18111367523670197,0.18694549798965454,0.2141665369272232,0.2718161344528198,0.24591213464736938
frequently,0.2850501835346222,0.38650545477867126,0.25657331943511963,0.36301812529563904,0.6343604922294617,0.259593665599823,0.2643548250198364,0.2262384295463562,0.3594604432582855,0.26217588782310486,0.2524246573448181,0.27969372272491455,0.17122605443000793,0.20992650091648102,0.19681416451931,0.21401989459991455
used,0.34819337725639343,0.38759201765060425,0.2974990904331207,0.3322218656539917,0.521835446357727,0.3090210556983948,0.3718377649784088,0.2170487493276596,0.9999998807907104,0.4236139953136444,0.25175875425338745,0.21347127854824066,0.2001657783985138,0.2809755802154541,0.28042757511138916,0.22430120408535004
for,0.3308170735836029,0.40972793102264404,0.2355286031961441,0.3895993232727051,0.37495917081832886,0.4322226941585541,0.4739971458911896,0.23085950314998627,0.4236139953136444,0.9999999403953552,0.2253197580575943,0.3092794418334961,0.23655444383621216,0.25359827280044556,0.25604015588760376,0.264628142118454
rsa,0.18883496522903442,0.16782987117767334,0.21113906800746918,0.18413212895393372,0.24215184152126312,0.16345453262329102,0.18751341104507446,0.21858444809913635,0.25175875425338745,0.2253197580575943,0.9999999403953552,0.3306620121002197,0.36462634801864624,0.5119518041610718,0.4818285405635834,0.1906125843524933
and,0.33647966384887695,0.5296266674995422,0.2434743493795395,0.48576638102531433,0.42465832829475403,0.4954058527946472,0.5171257257461548,0.24551862478256226,0.3150506615638733,0.5064792633056641,0.19112084805965424,0.3227643668651581,0.21098192036151886,0.13288335502147675,0.13509784638881683,0.20544172823429108
1024-bit,0.24002483487129211,0.18977323174476624,0.4563033878803253,0.26410046219825745,0.30502310395240784,0.1242159903049469,0.22218452394008636,0.13785594701766968,0.20992429554462433,0.3099953234195709,0.2507084608078003,0.21265527606010437,0.24352557957172394,0.2669653296470642,0.2750972807407379,0.21431182324886322
primes,0.1886630654335022,0.2377949059009552,0.24834232032299042,0.2606703042984009,0.23943747580051422,0.20882321894168854,0.22359657287597656,1.0,0.2170487493276596,0.23085950314998627,0.21858444809913635,0.12457007169723511,0.19834928214550018,0.3143845498561859,0.4177032709121704,0.18851876258850098
are,0.311818927526474,0.5655534863471985,0.32704514265060425,1.0,0.5443448424339294,0.3841303884983063,0.40399202704429626,0.2606703042984009,0.3322218656539917,0.3895993232727051,0.18413212895393372,0.18111367523670197,0.18694549798965454,0.2141665369272232,0.2718161344528198,0.24591213464736938
typical,0.24768081307411194,0.3185737729072571,0.30415913462638855,0.30390527844429016,0.4548000395298004,0.2587708830833435,0.28039172291755676,0.12115789949893951,0.3674396276473999,0.2583286166191101,0.14044766128063202,0.096710704267025,0.1973230540752411,0.2147204726934433,0.22015303373336792,0.15633712708950043
for,0.3308170735836029,0.40972793102264404,0.2355286031961441,0.3895993232727051,0.37495917081832886,0.4322226941585541,0.4739971458911896,0.23085950314998627,0.4236139953136444,0.9999999403953552,0.2253197580575943,0.3092794418334961,0.23655444383621216,0.25359827280044556,0.25604015588760376,0.264628142118454
diffie–hellman,0.30802300572395325,0.25539538264274597,0.2850218713283539,0.2309054434299469,0.31375953555107117,0.23025526106357574,0.2675749659538269,0.2532923221588135,0.24684695899486542,0.3143383264541626,0.45865193009376526,0.3207013010978699,0.49888813495635986,0.5496421456336975,0.4570735692977905,0.2117975354194641
.,0.3287222981452942,0.3974229395389557,0.21033011376857758,0.3452940285205841,0.30710849165916443,0.5591574311256409,0.5934505462646484,0.2564551830291748,0.33111312985420227,0.4726039469242096,0.18952679634094238,0.21888655424118042,0.2404657006263733,0.1461692452430725,0.1675408035516739,0.4130953550338745
),0.17939934134483337,0.16602720320224762,0.17704404890537262,0.2373749315738678,0.16039077937602997,0.3326910734176636,0.3456730246543884,0.20394806563854218,0.1905621439218521,0.3639558255672455,0.20636841654777527,0.15635275840759277,0.17377310991287231,0.13443614542484283,0.1253371387720108,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.21033011376857758,0.3452940285205841,0.30710849165916443,0.5591574311256409,0.5934505462646484,0.2564551830291748,0.33111312985420227,0.4726039469242096,0.18952679634094238,0.21888655424118042,0.2404657006263733,0.1461692452430725,0.1675408035516739,0.4130953550338745
