,when,did,the,deal,between,peck,",",brown,and,westinghouse,take,place,?
induction,0.2217346578836441,0.09851984679698944,0.26266005635261536,0.103195920586586,0.14623384177684784,0.1489369124174118,0.1864306777715683,0.13090640306472778,0.1685180962085724,0.3256383240222931,0.13092991709709167,0.11736800521612167,0.1510571390390396
motor,0.2386704683303833,0.13840025663375854,0.26024484634399414,0.19938814640045166,0.16788926720619202,0.05793444439768791,0.16592276096343994,0.042851053178310394,0.20162664353847504,0.3054238557815552,0.17210565507411957,0.15619896352291107,0.0637441948056221
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2461770474910736,0.40645647048950195,0.2566913664340973,0.6633074283599854,0.28234389424324036,1.0,0.2865493595600128,0.296702116727829,0.2813849449157715,0.20544172823429108
transformer,0.20083583891391754,0.05910522863268852,0.23115745186805725,0.20150473713874817,0.11717189103364944,0.1579606831073761,0.23363947868347168,0.16283859312534332,0.26012691855430603,0.3070892095565796,0.22735629975795746,0.14757347106933594,0.10542736202478409
designs,0.23208068311214447,0.20797550678253174,0.2415979504585266,0.164498433470726,0.20285899937152863,0.07797946780920029,0.18473142385482788,0.14615409076213837,0.24024057388305664,0.2627469599246979,0.15334396064281464,0.1629021167755127,0.12927207350730896
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.2706057131290436,0.24671313166618347,0.21819545328617096,0.4464869201183319,0.15957298874855042,0.5064792633056641,0.25690075755119324,0.33445194363594055,0.3033463954925537,0.264628142118454
$,0.17828483879566193,0.23203131556510925,0.23367542028427124,0.2863842844963074,0.1625010073184967,0.17974595725536346,0.21166811883449554,0.14466024935245514,0.20277954638004303,0.1781255006790161,0.1624404937028885,0.17180003225803375,0.2786129117012024
"60,000",0.1271096020936966,-0.042426615953445435,0.04733072593808174,-0.1621106117963791,-0.08719740808010101,0.12317956984043121,0.024645335972309113,0.04513668268918991,-0.023831376805901527,-0.10001513361930847,0.046253882348537445,0.009940422140061855,0.017969369888305664
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.23030675947666168,0.41100412607192993,0.2105751633644104,0.5201468467712402,0.20236437022686005,0.4954058527946472,0.2579890191555023,0.21975718438625336,0.38128477334976196,0.20430970191955566
cash,0.2519286870956421,0.18680845201015472,0.20180898904800415,0.2588934898376465,0.07891294360160828,0.21808908879756927,0.2564946413040161,0.2216547280550003,0.2646300196647644,0.2336149513721466,0.1769404113292694,0.13738088309764862,0.19009602069854736
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2461770474910736,0.40645647048950195,0.2566913664340973,0.6633074283599854,0.28234389424324036,1.0,0.2865493595600128,0.296702116727829,0.2813849449157715,0.20544172823429108
stock,0.189175546169281,0.0815865769982338,0.21356552839279175,0.15321075916290283,0.13648492097854614,0.15364502370357513,0.24178752303123474,0.16939370334148407,0.1762690395116806,0.27284663915634155,0.10734193027019501,0.16608069837093353,0.14784406125545502
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2461770474910736,0.40645647048950195,0.2566913664340973,0.6633074283599854,0.28234389424324036,1.0,0.2865493595600128,0.296702116727829,0.2813849449157715,0.20544172823429108
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.2528302073478699,0.29385313391685486,0.24783697724342346,0.427140474319458,0.21047969162464142,0.3739250600337982,0.25513118505477905,0.2789212465286255,0.3079278767108917,0.23916715383529663
royalty,0.1255550980567932,0.16705602407455444,0.2179536670446396,0.14162768423557281,0.17634829878807068,0.06090790778398514,0.20218288898468018,0.08139444887638092,0.1828586310148239,0.23174773156642914,0.07947611808776855,0.13446499407291412,0.17703236639499664
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.22831951081752777,0.3737983703613281,0.163420632481575,0.4946078956127167,0.19249911606311798,0.5116966962814331,0.28119996190071106,0.29282352328300476,0.2685627043247223,0.1826142966747284
$,0.17828483879566193,0.23203131556510925,0.23367542028427124,0.2863842844963074,0.1625010073184967,0.17974595725536346,0.21166811883449554,0.14466024935245514,0.20277954638004303,0.1781255006790161,0.1624404937028885,0.17180003225803375,0.2786129117012024
2.50,-0.20624330639839172,-0.19621486961841583,-0.09707387536764145,-0.14821358025074005,-0.04989293962717056,-0.3058282434940338,-0.11035042256116867,-0.21344031393527985,-0.16101762652397156,-0.25097405910491943,-0.2291218489408493,-0.17991137504577637,-0.2835139334201813
per,0.18134598433971405,0.14237605035305023,0.21691934764385223,0.15529286861419678,0.18713054060935974,0.019264625385403633,0.26711323857307434,0.11199046671390533,0.21036672592163086,0.13784749805927277,0.17625100910663605,0.16007648408412933,0.22323818504810333
ac,0.14342348277568817,0.08334841579198837,0.11894276738166809,0.06156901642680168,0.10406319051980972,0.047738898545503616,0.1705707460641861,0.055853039026260376,0.08613406121730804,0.2760004699230194,0.1408422738313675,0.03413780406117439,0.19071458280086517
horsepower,0.23358698189258575,0.21618662774562836,0.22541259229183197,0.24580976366996765,0.14984169602394104,0.1423712819814682,0.23243539035320282,0.2133311927318573,0.2379676252603531,0.31094062328338623,0.10443628579378128,0.12811179459095,0.2179865539073944
produced,0.194610595703125,0.16971632838249207,0.22045251727104187,0.15766960382461548,0.24422825872898102,0.17715270817279816,0.22260788083076477,0.21062423288822174,0.24455034732818604,0.30717894434928894,0.09833177924156189,0.14940401911735535,0.1623450517654419
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.19881702959537506,0.28115302324295044,0.21817539632320404,0.3680937886238098,0.22148872911930084,0.4289871156215668,0.2823614776134491,0.1697900891304016,0.22235022485256195,0.17966607213020325
each,0.3531915247440338,0.20516681671142578,0.470844566822052,0.19144904613494873,0.35306447744369507,0.11365953832864761,0.207483172416687,0.1530008465051651,0.2984027564525604,0.18319763243198395,0.29666659235954285,0.23668771982192993,0.21173812448978424
motor,0.2386704683303833,0.13840025663375854,0.26024484634399414,0.19938814640045166,0.16788926720619202,0.05793444439768791,0.16592276096343994,0.042851053178310394,0.20162664353847504,0.3054238557815552,0.17210565507411957,0.15619896352291107,0.0637441948056221
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.21690496802330017,0.30295518040657043,0.2531663477420807,0.6812511086463928,0.3447112441062927,0.588965117931366,0.3097001910209656,0.3045158088207245,0.2844318151473999,0.4130953550338745
