,what,is,the,name,of,the,french,colony,established,in,1564,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.22093388438224792,0.25087448954582214,0.3118882477283478,1.0,0.017495596781373024,0.20430970191955566
1564,0.13681700825691223,0.01647874526679516,0.08015293627977371,0.024077139794826508,0.02283889427781105,0.08015293627977371,-0.009407998993992805,0.03181712329387665,0.0017534814542159438,0.017495596781373024,1.0,0.11914143711328506
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.2523815333843231,0.25879696011543274,0.26515325903892517,0.45514053106307983,0.09030459821224213,0.18412111699581146
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2555147111415863,0.2740810811519623,0.33092597126960754,0.6662389636039734,0.08015293627977371,0.22068053483963013
site,0.21561308205127716,0.2314486801624298,0.288954496383667,0.16784511506557465,0.24291633069515228,0.288954496383667,0.08497968316078186,0.17746242880821228,0.218116894364357,0.20704983174800873,-0.06606988608837128,0.2014765441417694
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.19450366497039795,0.2552715241909027,0.2735237777233124,0.5696388483047485,0.02283889427781105,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2555147111415863,0.2740810811519623,0.33092597126960754,0.6662389636039734,0.08015293627977371,0.22068053483963013
french,0.17393042147159576,0.19312386214733124,0.2555147111415863,0.18910211324691772,0.19450366497039795,0.2555147111415863,1.0000001192092896,0.2202957570552826,0.16478145122528076,0.22093388438224792,-0.009407998993992805,0.1386883556842804
colony,0.26261213421821594,0.18422435224056244,0.2740810811519623,0.17989234626293182,0.2552715241909027,0.2740810811519623,0.2202957570552826,1.0000001192092896,0.2822689116001129,0.25087448954582214,0.03181712329387665,0.13831071555614471
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.19450366497039795,0.2552715241909027,0.2735237777233124,0.5696388483047485,0.02283889427781105,0.1826142966747284
fort,0.19451747834682465,0.1701865792274475,0.2420126497745514,0.13392047584056854,0.18979716300964355,0.2420126497745514,0.27450791001319885,0.29569774866104126,0.16931501030921936,0.24152536690235138,0.10365525633096695,0.15686731040477753
caroline,0.19310812652111053,0.14639832079410553,0.2156924456357956,0.12435735762119293,0.2054101526737213,0.2156924456357956,0.1764221489429474,0.1714012324810028,0.1319483369588852,0.22602996230125427,0.093983955681324,0.13168026506900787
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.28806620836257935,0.23671650886535645,0.22739723324775696,0.5201468467712402,0.045321788638830185,0.31091248989105225
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.27018114924430847,0.4999135136604309,0.5514441132545471,0.18462896347045898,0.16270461678504944,0.19688352942466736,0.4129433035850525,0.014929733239114285,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.19450366497039795,0.2552715241909027,0.2735237777233124,0.5696388483047485,0.02283889427781105,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2555147111415863,0.2740810811519623,0.33092597126960754,0.6662389636039734,0.08015293627977371,0.22068053483963013
earliest,0.23163363337516785,0.22056961059570312,0.32825469970703125,0.2005222737789154,0.33267632126808167,0.32825469970703125,0.0831102579832077,0.27474334836006165,0.24863791465759277,0.3064194619655609,0.003250101348385215,0.139415442943573
european,0.15324164927005768,0.16083641350269318,0.3423081040382385,0.12683334946632385,0.2507138252258301,0.3423081040382385,0.30328667163848877,0.2192874699831009,0.18241068720817566,0.23319172859191895,0.0001685127936070785,0.14560863375663757
settlements,0.24496693909168243,0.2297375649213791,0.24227768182754517,0.17455728352069855,0.2813670039176941,0.24227768182754517,0.09238934516906738,0.4527106285095215,0.3000451326370239,0.31333258748054504,0.03886237367987633,0.1671062707901001
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.22093388438224792,0.25087448954582214,0.3118882477283478,1.0,0.017495596781373024,0.20430970191955566
what,0.9999998807907104,0.28837618231773376,0.42745697498321533,0.18623162806034088,0.33290785551071167,0.42745697498321533,0.17393042147159576,0.26261213421821594,0.14869536459445953,0.30808621644973755,0.13681700825691223,0.5051238536834717
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.19312386214733124,0.18422435224056244,0.1754443645477295,0.5394441485404968,0.01647874526679516,0.22961433231830597
now,0.4903225302696228,0.39589470624923706,0.38266420364379883,0.26047030091285706,0.29182544350624084,0.38266420364379883,0.1410968154668808,0.2804777920246124,0.2452143430709839,0.3619694113731384,0.06378988176584244,0.29641881585121155
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2555147111415863,0.2740810811519623,0.33092597126960754,0.6662389636039734,0.08015293627977371,0.22068053483963013
continental,0.19292454421520233,0.20451797544956207,0.32723063230514526,0.09160668402910233,0.2580660581588745,0.32723063230514526,0.17705680429935455,0.23328585922718048,0.1541995257139206,0.248937726020813,-0.03903714567422867,0.1410352885723114
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.1602238416671753,0.3187655806541443,0.34367692470550537,0.18045975267887115,0.21387866139411926,0.23238983750343323,0.3938477039337158,-0.01918593980371952,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.17846445739269257,0.30884552001953125,0.3463578522205353,0.20538386702537537,0.23405301570892334,0.23627129197120667,0.3977442979812622,-0.013773578219115734,0.16272737085819244
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2480926215648651,0.23889021575450897,0.23771190643310547,0.5591574311256409,0.059346795082092285,0.4130953550338745
