,what,did,the,mongol,army,throw,in,their,catapults,?
the,0.42745697498321533,0.34736719727516174,1.0,0.2924198508262634,0.31011611223220825,0.23050227761268616,0.6662389636039734,0.516537070274353,0.34916219115257263,0.22068053483963013
army,0.1698741316795349,0.21148359775543213,0.31011611223220825,0.27053940296173096,1.0000001192092896,0.14043070375919342,0.25258398056030273,0.19182993471622467,0.27489471435546875,0.180583193898201
catapulted,0.25873127579689026,0.2693462073802948,0.3111423850059509,0.2719305753707886,0.24342431128025055,0.3365238904953003,0.2381073385477066,0.31782081723213196,0.818507194519043,0.1869298219680786
the,0.42745697498321533,0.34736719727516174,1.0,0.2924198508262634,0.31011611223220825,0.23050227761268616,0.6662389636039734,0.516537070274353,0.34916219115257263,0.22068053483963013
infected,0.18830068409442902,0.17882992327213287,0.2435249239206314,0.15013788640499115,0.17096979916095734,0.1807459592819214,0.22323578596115112,0.27218103408813477,0.28506454825401306,0.17761120200157166
corpses,0.21915291249752045,0.22679723799228668,0.23590198159217834,0.13633310794830322,0.31530311703681946,0.298397034406662,0.21583378314971924,0.27585819363594055,0.349248468875885,0.20278875529766083
over,0.28007611632347107,0.2535076439380646,0.39856547117233276,0.20371398329734802,0.21975788474082947,0.2149074524641037,0.3605569899082184,0.3300269544124603,0.28244534134864807,0.25742942094802856
the,0.42745697498321533,0.34736719727516174,1.0,0.2924198508262634,0.31011611223220825,0.23050227761268616,0.6662389636039734,0.516537070274353,0.34916219115257263,0.22068053483963013
city,0.17493832111358643,0.12266099452972412,0.35769423842430115,0.24547837674617767,0.2515457570552826,0.02369683049619198,0.3911624252796173,0.18052278459072113,0.20205262303352356,0.13423943519592285
walls,0.15050138533115387,0.13863658905029297,0.28179097175598145,0.24536262452602386,0.2107672542333603,0.1952732503414154,0.23112986981868744,0.2451016753911972,0.4054754376411438,0.06935364007949829
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.22712039947509766,0.2669098675251007,0.20400571823120117,0.5696388483047485,0.4329940676689148,0.2543894648551941,0.1826142966747284
kaffa,0.22930045425891876,0.15361905097961426,0.3763728439807892,0.3607730567455292,0.2531310021877289,0.13879825174808502,0.2950730621814728,0.16688184440135956,0.2355443388223648,0.16061149537563324
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2125127911567688,0.22938482463359833,0.32880792021751404,0.45010748505592346,0.44619059562683105,0.3600410223007202,0.29463258385658264
infect,0.17676633596420288,0.10770950466394424,0.22799581289291382,0.16887061297893524,0.16426797211170197,0.17718501389026642,0.21794897317886353,0.22553403675556183,0.2697208523750305,0.17003796994686127
the,0.42745697498321533,0.34736719727516174,1.0,0.2924198508262634,0.31011611223220825,0.23050227761268616,0.6662389636039734,0.516537070274353,0.34916219115257263,0.22068053483963013
inhabitants,0.14762155711650848,0.04312184080481529,0.2644902467727661,0.2046496868133545,0.20116174221038818,0.037122100591659546,0.29904377460479736,0.1934572160243988,0.22815734148025513,0.1312350630760193
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.16751837730407715,0.28860729932785034,0.22780419886112213,0.5591574311256409,0.34427863359451294,0.2761556804180145,0.4130953550338745
