,how,many,balls,did,josh,norman,intercept,?
.,0.3287222981452942,0.3974229395389557,0.243580624461174,0.35288307070732117,0.18748652935028076,0.24800069630146027,0.19699883460998535,0.4130953550338745
,how,many,balls,did,josh,norman,intercept,?
carolina,0.1482512354850769,0.12399670481681824,0.13117089867591858,0.18489903211593628,0.1460513323545456,0.17143699526786804,0.18196775019168854,0.11847445368766785
's,-0.026164190843701363,0.01698932610452175,0.016945987939834595,0.05069678649306297,0.040377527475357056,-0.10612574219703674,-0.03596949577331543,-0.023395681753754616
secondary,0.1384657621383667,0.18097048997879028,0.09740778803825378,0.16505715250968933,0.066502146422863,0.0412934236228466,0.08664941787719727,0.18118004500865936
featured,0.18270574510097504,0.2732047140598297,0.15121756494045258,0.2333149015903473,0.2686329185962677,0.0872521698474884,0.07325588166713715,0.2944096624851227
pro,0.18713277578353882,0.13571034371852875,0.03167660906910896,0.14497412741184235,0.06966833025217056,0.1360224485397339,0.23929664492607117,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.28976407647132874,0.18569406867027283,0.10961292684078217,0.12926612794399261,0.27851518988609314,0.21118052303791046
safety,0.18442712724208832,0.18394866585731506,0.14772824943065643,0.19075745344161987,0.16454362869262695,0.15051035583019257,0.29335498809814453,0.1443338692188263
kurt,0.1913425326347351,0.14710445702075958,0.0823233425617218,0.2179439663887024,0.28701886534690857,0.11774199455976486,0.1778118908405304,0.12989398837089539
coleman,0.18769362568855286,0.12599876523017883,0.161573126912117,0.1538219451904297,0.370208203792572,0.28681066632270813,0.2121802568435669,0.16031531989574432
",",0.22659391164779663,0.40610817074775696,0.22560124099254608,0.3015086054801941,0.21876341104507446,0.20281735062599182,0.1632789969444275,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.15663576126098633,0.34038686752319336,0.26249101758003235,0.18241798877716064,0.12643104791641235,0.26220351457595825
led,0.15437260270118713,0.2798413932323456,0.10246802121400833,0.3213953971862793,0.14123637974262238,0.15998470783233643,0.2070964276790619,0.09273858368396759
the,0.33890387415885925,0.4335206151008606,0.15505968034267426,0.34736719727516174,0.1496332734823227,0.23459704220294952,0.20747563242912292,0.22068053483963013
team,0.0986802950501442,0.09326329827308655,0.1975487619638443,0.1497787982225418,0.1494867205619812,0.14922496676445007,0.23422680795192719,0.11243411153554916
with,0.3525622487068176,0.35744401812553406,0.2273027002811432,0.25472134351730347,0.16061310470104218,0.18110549449920654,0.20805449783802032,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.23153100907802582,0.2552328109741211,0.1471080332994461,0.16633400321006775,0.20426490902900696,0.23916715383529663
career,0.1729160100221634,0.23794417083263397,0.14912757277488708,0.2809877395629883,0.28928443789482117,0.14737632870674133,0.22248388826847076,0.1300809234380722
high,0.16700881719589233,0.27441489696502686,0.07273885607719421,0.15957149863243103,0.10867854207754135,0.12995494902133942,0.1001773551106453,0.11137914657592773
seven,0.20032188296318054,0.28098854422569275,0.19906337559223175,0.11491922289133072,0.1531611979007721,0.09448208659887314,0.19236813485622406,0.1732930988073349
interceptions,0.2084771692752838,0.21864065527915955,0.3101029098033905,0.21840861439704895,0.2938694655895233,0.17567777633666992,0.8758106827735901,0.10945115238428116
",",0.22659391164779663,0.40610817074775696,0.22560124099254608,0.3015086054801941,0.21876341104507446,0.20281735062599182,0.1632789969444275,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.18624253571033478,0.3330625295639038,0.19883586466312408,0.18095026910305023,0.25125887989997864,0.21076419949531555
also,0.43506327271461487,0.6258217096328735,0.21777963638305664,0.39334940910339355,0.1811225861310959,0.18132078647613525,0.2015678733587265,0.21848613023757935
racking,0.21720391511917114,0.2336263358592987,0.31507599353790283,0.2108302116394043,0.10483099520206451,0.09740480780601501,0.33369898796081543,0.19295835494995117
up,0.2819872200489044,0.2688518464565277,0.27016642689704895,0.21613863110542297,0.17463387548923492,0.17727531492710114,0.1641027331352234,0.1819818764925003
88,-0.06487582623958588,-0.09002693742513657,-0.07846730947494507,-0.048082027584314346,-0.08186717331409454,-0.13114820420742035,-0.05722379684448242,0.0018956762505695224
tackles,0.20144808292388916,0.14041443169116974,0.3205568790435791,0.2027961164712906,0.30160588026046753,0.16531087458133698,0.4741855561733246,0.20188532769680023
and,0.33647966384887695,0.5296266674995422,0.24338111281394958,0.34479495882987976,0.21061235666275024,0.21611377596855164,0.2088622748851776,0.20544172823429108
pro,0.18713277578353882,0.13571034371852875,0.03167660906910896,0.14497412741184235,0.06966833025217056,0.1360224485397339,0.23929664492607117,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.28976407647132874,0.18569406867027283,0.10961292684078217,0.12926612794399261,0.27851518988609314,0.21118052303791046
cornerback,0.0867813304066658,0.07561516016721725,0.2834709584712982,0.12083956599235535,0.3473372459411621,0.22839680314064026,0.4238572120666504,0.12237537652254105
josh,0.16762511432170868,0.12872961163520813,0.1397504061460495,0.13811172544956207,1.0000001192092896,0.21721115708351135,0.2543349266052246,0.1523149460554123
norman,0.15114782750606537,0.2098868191242218,0.11990011483430862,0.1672605574131012,0.21721115708351135,1.0000001192092896,0.15158434212207794,0.12243545055389404
",",0.22659391164779663,0.40610817074775696,0.22560124099254608,0.3015086054801941,0.21876341104507446,0.20281735062599182,0.1632789969444275,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.15663576126098633,0.34038686752319336,0.26249101758003235,0.18241798877716064,0.12643104791641235,0.26220351457595825
developed,0.1512427031993866,0.34483596682548523,0.05835552513599396,0.24445466697216034,0.08511729538440704,0.17472049593925476,0.11279004067182541,0.10763012617826462
into,0.2303972691297531,0.2618265151977539,0.20249250531196594,0.14888085424900055,0.10439880937337875,0.04780393838882446,0.22573916614055634,0.15662476420402527
a,0.29312583804130554,0.2872205972671509,0.23153100907802582,0.2552328109741211,0.1471080332994461,0.16633400321006775,0.20426490902900696,0.23916715383529663
shutdown,0.24569986760616302,0.2308083176612854,0.18921145796775818,0.18337944149971008,0.14468199014663696,0.10287471115589142,0.276256263256073,0.22903333604335785
corner,0.1440357118844986,0.1465318650007248,0.23109601438045502,0.1278831958770752,0.10246389359235764,0.16177546977996826,0.11593842506408691,0.10029187798500061
during,0.26830652356147766,0.3661181330680847,0.09245684742927551,0.30679523944854736,0.1489141583442688,0.16555255651474,0.2130753993988037,0.1325719803571701
the,0.33890387415885925,0.4335206151008606,0.15505968034267426,0.34736719727516174,0.1496332734823227,0.23459704220294952,0.20747563242912292,0.22068053483963013
season,0.13036081194877625,0.14251810312271118,0.2004167139530182,0.19368280470371246,0.2729761302471161,0.11219742894172668,0.27120527625083923,0.16793298721313477
and,0.33647966384887695,0.5296266674995422,0.24338111281394958,0.34479495882987976,0.21061235666275024,0.21611377596855164,0.2088622748851776,0.20544172823429108
had,0.2549138069152832,0.40130746364593506,0.13493745028972626,0.540525496006012,0.17295688390731812,0.23290006816387177,0.1642165631055832,0.20728366076946259
four,0.1955733299255371,0.4139232039451599,0.2080172300338745,0.20222175121307373,0.11419110745191574,0.18943659961223602,0.14851608872413635,0.14532537758350372
interceptions,0.2084771692752838,0.21864065527915955,0.3101029098033905,0.21840861439704895,0.2938694655895233,0.17567777633666992,0.8758106827735901,0.10945115238428116
",",0.22659391164779663,0.40610817074775696,0.22560124099254608,0.3015086054801941,0.21876341104507446,0.20281735062599182,0.1632789969444275,0.31091248989105225
two,0.2499001920223236,0.5147606730461121,0.2153441458940506,0.2755576968193054,0.16616785526275635,0.17483480274677277,0.2358597218990326,0.19645625352859497
of,0.2480744868516922,0.37253960967063904,0.1570722758769989,0.2513895630836487,0.04671921953558922,0.15827171504497528,0.13585923612117767,0.1826142966747284
which,0.4852597713470459,0.5168171525001526,0.26629310846328735,0.2750149369239807,0.08524084091186523,0.1315736174583435,0.25400570034980774,0.25814583897590637
were,0.2082374095916748,0.4804460406303406,0.1998787671327591,0.4162326455116272,0.165453240275383,0.1889636218547821,0.13265275955200195,0.17890112102031708
returned,0.1224946528673172,0.20358699560165405,0.11520963162183762,0.32570260763168335,0.19041530787944794,0.1396002173423767,0.24717724323272705,0.07695316523313522
for,0.3308170735836029,0.40972793102264404,0.1764461100101471,0.318512886762619,0.2264750897884369,0.1822807788848877,0.2700331211090088,0.264628142118454
touchdowns,0.15057362616062164,0.1144808754324913,0.35835206508636475,0.20483340322971344,0.32869958877563477,0.11825412511825562,0.6253822445869446,0.1509619653224945
.,0.3287222981452942,0.3974229395389557,0.243580624461174,0.35288307070732117,0.18748652935028076,0.24800069630146027,0.19699883460998535,0.4130953550338745
