,when,will,roman,numerals,be,used,again,to,denote,the,super,bowl,number,?
practice,0.24361737072467804,0.21334341168403625,0.2321038544178009,0.26670295000076294,0.2743644714355469,0.32384344935417175,0.14813892543315887,0.289366751909256,0.27996712923049927,0.27333036065101624,0.168790802359581,0.10187067836523056,0.2364598661661148,0.21386858820915222
of,0.3757161796092987,0.2473582625389099,0.31028008460998535,0.2555062174797058,0.33904364705085754,0.3075267970561981,0.24152639508247375,0.41548454761505127,0.2576083242893219,0.733189046382904,0.14718765020370483,0.2243070751428604,0.2778518795967102,0.1826142966747284
branding,0.21682274341583252,0.24665966629981995,0.14294500648975372,0.11847613751888275,0.22991205751895905,0.2567980885505676,0.21180595457553864,0.27085813879966736,0.25192394852638245,0.26101231575012207,0.21105733513832092,0.1050693467259407,0.22882887721061707,0.16631950438022614
super,0.20393483340740204,0.1544499397277832,0.07821496576070786,0.27254608273506165,0.1880253106355667,0.18133796751499176,0.15010406076908112,0.17783479392528534,0.14859868586063385,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.19262047111988068,0.166326642036438
bowl,0.20523639023303986,0.1507955938577652,0.12339023500680923,0.26416486501693726,0.18567830324172974,0.19533489644527435,0.17074501514434814,0.16993016004562378,0.0933828204870224,0.21576224267482758,0.4848237931728363,1.0,0.14966735243797302,0.21118052303791046
games,0.19408148527145386,0.19471357762813568,0.13043218851089478,0.3210026025772095,0.18187981843948364,0.1337311863899231,0.2133655548095703,0.23381441831588745,0.14027367532253265,0.2676136791706085,0.3565964996814728,0.2931278944015503,0.17382411658763885,0.1360001415014267
with,0.5075214505195618,0.33888739347457886,0.16514341533184052,0.16614378988742828,0.36101722717285156,0.3047430217266083,0.33511000871658325,0.4239959120750427,0.2603070139884949,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2513769268989563,0.2433311939239502
roman,0.1767279952764511,0.13640916347503662,1.0,0.4669416546821594,0.16603216528892517,0.18938834965229034,0.1781197190284729,0.24710409343242645,0.17699915170669556,0.2862859070301056,0.07821496576070786,0.12339023500680923,0.16428028047084808,0.1663191318511963
numerals,0.2174287587404251,0.16965042054653168,0.4669416546821594,1.0,0.21984203159809113,0.2823783755302429,0.14068308472633362,0.21088573336601257,0.4273633062839508,0.25819507241249084,0.27254608273506165,0.26416486501693726,0.433815598487854,0.22188253700733185
",",0.36674630641937256,0.29706671833992004,0.26863154768943787,0.23818567395210266,0.39254459738731384,0.3120402991771698,0.36606305837631226,0.44245919585227966,0.22066441178321838,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2535701394081116,0.31091248989105225
a,0.44397395849227905,0.3401327431201935,0.18130378425121307,0.20948180556297302,0.39883795380592346,0.3864384889602661,0.3266791105270386,0.45503583550453186,0.3047402501106262,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.2992287278175354,0.23916715383529663
practice,0.24361737072467804,0.21334341168403625,0.2321038544178009,0.26670295000076294,0.2743644714355469,0.32384344935417175,0.14813892543315887,0.289366751909256,0.27996712923049927,0.27333036065101624,0.168790802359581,0.10187067836523056,0.2364598661661148,0.21386858820915222
established,0.18169470131397247,0.06649353355169296,0.16586624085903168,0.1516844779253006,0.11399583518505096,0.18702277541160583,0.17403042316436768,0.15850777924060822,0.1552477777004242,0.33092597126960754,0.0677686259150505,0.09894891828298569,0.14429239928722382,0.15917523205280304
at,0.38876327872276306,0.26192525029182434,0.15289406478405,0.11684606969356537,0.30379733443260193,0.22295412421226501,0.2766803801059723,0.36524343490600586,0.09627537429332733,0.457212895154953,0.11449114978313446,0.2709662914276123,0.20500339567661285,0.21978627145290375
super,0.20393483340740204,0.1544499397277832,0.07821496576070786,0.27254608273506165,0.1880253106355667,0.18133796751499176,0.15010406076908112,0.17783479392528534,0.14859868586063385,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.19262047111988068,0.166326642036438
bowl,0.20523639023303986,0.1507955938577652,0.12339023500680923,0.26416486501693726,0.18567830324172974,0.19533489644527435,0.17074501514434814,0.16993016004562378,0.0933828204870224,0.21576224267482758,0.4848237931728363,1.0,0.14966735243797302,0.21118052303791046
v,0.20079591870307922,0.2025434374809265,0.1573350727558136,0.2176586240530014,0.11805149912834167,0.1392776072025299,0.16078497469425201,0.2109750658273697,0.09333261102437973,0.18580520153045654,0.12199956178665161,0.17199891805648804,0.1366957128047943,0.28677162528038025
",",0.36674630641937256,0.29706671833992004,0.26863154768943787,0.23818567395210266,0.39254459738731384,0.3120402991771698,0.36606305837631226,0.44245919585227966,0.22066441178321838,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2535701394081116,0.31091248989105225
would,0.4219970703125,0.7075439691543579,0.21116627752780914,0.21986085176467896,0.5202695727348328,0.35597336292266846,0.38726508617401123,0.5965728163719177,0.26053786277770996,0.4133751392364502,0.16404198110103607,0.17156143486499786,0.22908863425254822,0.37178951501846313
be,0.4451393485069275,0.4925616979598999,0.16603216528892517,0.21984203159809113,1.0,0.3731876611709595,0.32521769404411316,0.4972836375236511,0.29297739267349243,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.28840136528015137,0.3324260413646698
temporarily,0.46707767248153687,0.32498934864997864,0.16546212136745453,0.13996119797229767,0.3268773555755615,0.20664168894290924,0.3527354300022125,0.38873597979545593,0.11519737541675568,0.35498616099357605,0.16314555704593658,0.13392890989780426,0.09986013174057007,0.11896703392267227
suspended,0.27219924330711365,0.18854740262031555,0.14428016543388367,0.20410187542438507,0.19595713913440704,0.23938870429992676,0.22992637753486633,0.20259469747543335,0.18463478982448578,0.28768354654312134,0.194660022854805,0.21673765778541565,0.11604934930801392,0.13118882477283478
",",0.36674630641937256,0.29706671833992004,0.26863154768943787,0.23818567395210266,0.39254459738731384,0.3120402991771698,0.36606305837631226,0.44245919585227966,0.22066441178321838,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2535701394081116,0.31091248989105225
and,0.4716290831565857,0.35983073711395264,0.2730041444301605,0.20779448747634888,0.41766801476478577,0.3150506615638733,0.34503087401390076,0.48971283435821533,0.2032254934310913,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.28545793890953064,0.20544172823429108
that,0.5860282182693481,0.4857470989227295,0.20374512672424316,0.2481309473514557,0.6036020517349243,0.37621384859085083,0.3886644244194031,0.5436353087425232,0.28340375423431396,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.32951247692108154,0.32716336846351624
the,0.5091903209686279,0.3635469079017639,0.2862859070301056,0.25819507241249084,0.4248143136501312,0.3718377649784088,0.4104243218898773,0.535392165184021,0.2737175226211548,1.0,0.21959073841571808,0.21576224267482758,0.35145696997642517,0.22068053483963013
game,0.22596776485443115,0.2308308631181717,0.11391695588827133,0.25392043590545654,0.24152140319347382,0.15115390717983246,0.18859943747520447,0.2540906071662903,0.1545884907245636,0.285271555185318,0.3480181396007538,0.2413962334394455,0.18881799280643463,0.1829071193933487
would,0.4219970703125,0.7075439691543579,0.21116627752780914,0.21986085176467896,0.5202695727348328,0.35597336292266846,0.38726508617401123,0.5965728163719177,0.26053786277770996,0.4133751392364502,0.16404198110103607,0.17156143486499786,0.22908863425254822,0.37178951501846313
be,0.4451393485069275,0.4925616979598999,0.16603216528892517,0.21984203159809113,1.0,0.3731876611709595,0.32521769404411316,0.4972836375236511,0.29297739267349243,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.28840136528015137,0.3324260413646698
named,0.2802571952342987,0.13993361592292786,0.10008247196674347,0.1596381515264511,0.17938804626464844,0.19178250432014465,0.195975661277771,0.23689822852611542,0.14806373417377472,0.3521348536014557,0.2206273078918457,0.18541297316551208,0.16574423015117645,0.1297498345375061
using,0.4100514352321625,0.3506723940372467,0.13972263038158417,0.29941174387931824,0.4113650619983673,0.6102309226989746,0.21316641569137573,0.3678804934024811,0.27304160594940186,0.28364112973213196,0.12041214108467102,0.10332484543323517,0.2584289014339447,0.2804589569568634
arabic,0.15539835393428802,0.11160098016262054,0.1966908574104309,0.41452375054359436,0.1725313663482666,0.25871631503105164,0.10160253196954727,0.22180728614330292,0.24123968183994293,0.23818454146385193,0.18190370500087738,0.1547006070613861,0.12393417209386826,0.18792502582073212
numerals,0.2174287587404251,0.16965042054653168,0.4669416546821594,1.0,0.21984203159809113,0.2823783755302429,0.14068308472633362,0.21088573336601257,0.4273633062839508,0.25819507241249084,0.27254608273506165,0.26416486501693726,0.433815598487854,0.22188253700733185
as,0.4437963366508484,0.3047071695327759,0.22062699496746063,0.21114006638526917,0.5230465531349182,0.35160550475120544,0.33001670241355896,0.42092081904411316,0.24681927263736725,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.26786008477211,0.27043893933296204
super,0.20393483340740204,0.1544499397277832,0.07821496576070786,0.27254608273506165,0.1880253106355667,0.18133796751499176,0.15010406076908112,0.17783479392528534,0.14859868586063385,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.19262047111988068,0.166326642036438
bowl,0.20523639023303986,0.1507955938577652,0.12339023500680923,0.26416486501693726,0.18567830324172974,0.19533489644527435,0.17074501514434814,0.16993016004562378,0.0933828204870224,0.21576224267482758,0.4848237931728363,1.0,0.14966735243797302,0.21118052303791046
50,0.06190349534153938,0.07188837975263596,0.01018556673079729,0.0405484102666378,0.015184788033366203,-0.016424573957920074,0.06001971289515495,-0.024239253252744675,0.06686306744813919,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.011617548763751984,0.030512850731611252
as,0.4437963366508484,0.3047071695327759,0.22062699496746063,0.21114006638526917,0.5230465531349182,0.35160550475120544,0.33001670241355896,0.42092081904411316,0.24681927263736725,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.26786008477211,0.27043893933296204
opposed,0.26777365803718567,0.2067873626947403,0.17820458114147186,0.22317832708358765,0.2828388512134552,0.31553876399993896,0.2480187714099884,0.2678636610507965,0.23502449691295624,0.24302934110164642,0.09677048772573471,0.12780041992664337,0.1838875710964203,0.23428945243358612
to,0.5423505902290344,0.5091033577919006,0.24710409343242645,0.21088573336601257,0.4972836375236511,0.40058770775794983,0.4861571192741394,1.0,0.2229822427034378,0.535392165184021,0.17783479392528534,0.16993016004562378,0.2706126868724823,0.29463258385658264
super,0.20393483340740204,0.1544499397277832,0.07821496576070786,0.27254608273506165,0.1880253106355667,0.18133796751499176,0.15010406076908112,0.17783479392528534,0.14859868586063385,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.19262047111988068,0.166326642036438
bowl,0.20523639023303986,0.1507955938577652,0.12339023500680923,0.26416486501693726,0.18567830324172974,0.19533489644527435,0.17074501514434814,0.16993016004562378,0.0933828204870224,0.21576224267482758,0.4848237931728363,1.0,0.14966735243797302,0.21118052303791046
l.,-0.011399283073842525,-0.013924051076173782,0.05787437781691551,0.01405404508113861,-0.007723958697170019,-0.05573413148522377,-0.006675377953797579,-0.004813444335013628,0.10949882864952087,0.06809674203395844,0.058923691511154175,-0.052533600479364395,0.019969334825873375,0.05018472298979759
the,0.5091903209686279,0.3635469079017639,0.2862859070301056,0.25819507241249084,0.4248143136501312,0.3718377649784088,0.4104243218898773,0.535392165184021,0.2737175226211548,1.0,0.21959073841571808,0.21576224267482758,0.35145696997642517,0.22068053483963013
use,0.3298092782497406,0.410645067691803,0.17430752515792847,0.3054240047931671,0.4528608024120331,0.7127541303634644,0.1826864331960678,0.47261837124824524,0.3667293190956116,0.34342584013938904,0.17267648875713348,0.13564810156822205,0.27984145283699036,0.32795652747154236
of,0.3757161796092987,0.2473582625389099,0.31028008460998535,0.2555062174797058,0.33904364705085754,0.3075267970561981,0.24152639508247375,0.41548454761505127,0.2576083242893219,0.733189046382904,0.14718765020370483,0.2243070751428604,0.2778518795967102,0.1826142966747284
roman,0.1767279952764511,0.13640916347503662,1.0,0.4669416546821594,0.16603216528892517,0.18938834965229034,0.1781197190284729,0.24710409343242645,0.17699915170669556,0.2862859070301056,0.07821496576070786,0.12339023500680923,0.16428028047084808,0.1663191318511963
numerals,0.2174287587404251,0.16965042054653168,0.4669416546821594,1.0,0.21984203159809113,0.2823783755302429,0.14068308472633362,0.21088573336601257,0.4273633062839508,0.25819507241249084,0.27254608273506165,0.26416486501693726,0.433815598487854,0.22188253700733185
will,0.42625120282173157,1.0,0.13640916347503662,0.16965042054653168,0.4925616979598999,0.3126991391181946,0.4039391279220581,0.5091033577919006,0.22652903199195862,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.2512786388397217,0.35046905279159546
be,0.4451393485069275,0.4925616979598999,0.16603216528892517,0.21984203159809113,1.0,0.3731876611709595,0.32521769404411316,0.4972836375236511,0.29297739267349243,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.28840136528015137,0.3324260413646698
reinstated,0.28859299421310425,0.2663031220436096,0.2652885317802429,0.2735072076320648,0.2713692784309387,0.21946005523204803,0.36013394594192505,0.30955785512924194,0.15411026775836945,0.2586565315723419,0.11153620481491089,0.11042346805334091,0.11489519476890564,0.29092538356781006
for,0.43402108550071716,0.3647450804710388,0.13499169051647186,0.18570570647716522,0.3801851272583008,0.4236139953136444,0.3308057188987732,0.4451248347759247,0.25733789801597595,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.2861633002758026,0.264628142118454
super,0.20393483340740204,0.1544499397277832,0.07821496576070786,0.27254608273506165,0.1880253106355667,0.18133796751499176,0.15010406076908112,0.17783479392528534,0.14859868586063385,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.19262047111988068,0.166326642036438
bowl,0.20523639023303986,0.1507955938577652,0.12339023500680923,0.26416486501693726,0.18567830324172974,0.19533489644527435,0.17074501514434814,0.16993016004562378,0.0933828204870224,0.21576224267482758,0.4848237931728363,1.0,0.14966735243797302,0.21118052303791046
li,0.18981222808361053,0.17211708426475525,0.14842745661735535,0.1693873405456543,0.1556791365146637,0.1046355590224266,0.10269232839345932,0.0824500098824501,0.06202232837677002,0.1979183703660965,0.24357181787490845,0.18137063086032867,0.1652686595916748,0.17020992934703827
.,0.475719153881073,0.33682769536972046,0.27629324793815613,0.25345009565353394,0.4383580684661865,0.33111312985420227,0.3829076290130615,0.4645031690597534,0.2069164365530014,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.3256329298019409,0.4130953550338745
