,where,were,schirra,",",eisele,and,cunningham,relocated,to,after,different,astronauts,were,selected,for,the,as-258,mission,?
as-258,0.20874135196208954,0.05515480041503906,0.18351154029369354,0.17582957446575165,0.1119278222322464,0.15157777070999146,0.07067965716123581,0.11016036570072174,0.2262529879808426,0.14340528845787048,0.1404997855424881,0.22168885171413422,0.05515480041503906,0.09788834303617477,0.1714508831501007,0.17412622272968292,1.0000001192092896,0.2130030244588852,0.20682428777217865
crew,0.17521944642066956,0.2108691781759262,0.4056386351585388,0.2217068374156952,0.214498832821846,0.22802916169166565,0.22287537157535553,0.14542213082313538,0.21819929778575897,0.21056842803955078,0.11935065686702728,0.44052642583847046,0.2108691781759262,0.1897643804550171,0.22704027593135834,0.25329816341400146,0.18688376247882843,0.30851319432258606,0.16586194932460785
",",0.3149496018886566,0.36755475401878357,0.33227598667144775,1.0000001192092896,0.2767774164676666,0.6633074283599854,0.33806002140045166,0.23454871773719788,0.44245919585227966,0.38860568404197693,0.32220861315727234,0.23683924973011017,0.36755475401878357,0.21025213599205017,0.4464869201183319,0.4933079481124878,0.17582957446575165,0.21226151287555695,0.31091248989105225
and,0.43859338760375977,0.42175528407096863,0.22293023765087128,0.6633074283599854,0.18173886835575104,1.0,0.2998959720134735,0.2557746171951294,0.48971283435821533,0.3765919506549835,0.39536112546920776,0.20313000679016113,0.42175528407096863,0.25557422637939453,0.5064792633056641,0.5171257257461548,0.15157777070999146,0.16932862997055054,0.20544172823429108
schirra,0.1435087025165558,0.18380433320999146,0.9999998807907104,0.33227598667144775,0.6040735840797424,0.22293023765087128,0.3900860846042633,0.14589135348796844,0.19579409062862396,0.23335571587085724,0.11060572415590286,0.3757939636707306,0.18380433320999146,0.1674332469701767,0.16839751601219177,0.24150578677654266,0.18351154029369354,0.31948521733283997,0.196621835231781
",",0.3149496018886566,0.36755475401878357,0.33227598667144775,1.0000001192092896,0.2767774164676666,0.6633074283599854,0.33806002140045166,0.23454871773719788,0.44245919585227966,0.38860568404197693,0.32220861315727234,0.23683924973011017,0.36755475401878357,0.21025213599205017,0.4464869201183319,0.4933079481124878,0.17582957446575165,0.21226151287555695,0.31091248989105225
eisele,0.10106489807367325,0.2007489800453186,0.6040735840797424,0.2767774164676666,1.0,0.18173886835575104,0.3125852346420288,0.13760286569595337,0.11079759895801544,0.23200194537639618,0.1006951630115509,0.32225653529167175,0.2007489800453186,0.2623755931854248,0.19878441095352173,0.25543972849845886,0.1119278222322464,0.20944993197917938,0.15890517830848694
and,0.43859338760375977,0.42175528407096863,0.22293023765087128,0.6633074283599854,0.18173886835575104,1.0,0.2998959720134735,0.2557746171951294,0.48971283435821533,0.3765919506549835,0.39536112546920776,0.20313000679016113,0.42175528407096863,0.25557422637939453,0.5064792633056641,0.5171257257461548,0.15157777070999146,0.16932862997055054,0.20544172823429108
cunningham,0.12956872582435608,0.24072173237800598,0.3900860846042633,0.33806002140045166,0.3125852346420288,0.2998959720134735,1.0,0.13735395669937134,0.21435794234275818,0.25129663944244385,0.11457926779985428,0.2725413143634796,0.24072173237800598,0.20347769558429718,0.3030519485473633,0.2787105143070221,0.07067965716123581,0.19846224784851074,0.1501266211271286
were,0.2363632768392563,1.0000001192092896,0.18380433320999146,0.36755475401878357,0.2007489800453186,0.42175528407096863,0.24072173237800598,0.27871185541152954,0.31913647055625916,0.36224013566970825,0.3418048620223999,0.2418980598449707,1.0000001192092896,0.18268117308616638,0.33592689037323,0.3906462490558624,0.05515480041503906,0.16210246086120605,0.17890112102031708
reassigned,0.2786843180656433,0.29371553659439087,0.2117546647787094,0.2586834728717804,0.19684413075447083,0.26189374923706055,0.2116430103778839,0.3520382344722748,0.37499916553497314,0.3436754643917084,0.293366402387619,0.10717426985502243,0.29371553659439087,0.3380272686481476,0.2945460379123688,0.3821982741355896,0.08678234368562698,0.1440688818693161,0.22778236865997314
as,0.35409465432167053,0.3025437891483307,0.21685218811035156,0.48816442489624023,0.20064349472522736,0.49487000703811646,0.21820037066936493,0.19487054646015167,0.42092081904411316,0.3014480769634247,0.2646806538105011,0.1389600783586502,0.3025437891483307,0.25986120104789734,0.44774648547172546,0.48381632566452026,0.2581368088722229,0.1715000569820404,0.27043893933296204
the,0.5003893971443176,0.3906462490558624,0.24150578677654266,0.4933079481124878,0.25543972849845886,0.5171257257461548,0.2787105143070221,0.3594534695148468,0.535392165184021,0.4565047025680542,0.36412742733955383,0.197182759642601,0.3906462490558624,0.31003430485725403,0.4739971458911896,1.0,0.17412622272968292,0.22673439979553223,0.22068053483963013
apollo,0.08840306103229523,0.183358833193779,0.4246577322483063,0.19808128476142883,0.3578231930732727,0.15251155197620392,0.2608494162559509,0.1316699981689453,0.23190522193908691,0.18112117052078247,0.07958588749170303,0.5551470518112183,0.183358833193779,0.17875351011753082,0.18462510406970978,0.2169172167778015,0.1885853409767151,0.4094500243663788,0.191528782248497
1,-0.12200809270143509,-0.20452795922756195,-0.10385274887084961,-0.15742997825145721,-0.06981846690177917,-0.20516018569469452,-0.23487792909145355,-0.11520139127969742,-0.2769182622432709,-0.14776575565338135,-0.24495260417461395,-0.11238443106412888,-0.20452795922756195,-0.2713397443294525,-0.31088897585868835,-0.1554475575685501,-0.09114646166563034,-0.13297705352306366,-0.249979168176651
backup,0.17163224518299103,0.1282145082950592,0.16487734019756317,0.2779006063938141,0.12290864437818527,0.20560340583324432,0.20649045705795288,0.23386962711811066,0.26305389404296875,0.1991530805826187,0.22500956058502197,0.14363422989845276,0.1282145082950592,0.25027865171432495,0.31058427691459656,0.16621318459510803,0.151388481259346,0.13796564936637878,0.17985056340694427
crew,0.17521944642066956,0.2108691781759262,0.4056386351585388,0.2217068374156952,0.214498832821846,0.22802916169166565,0.22287537157535553,0.14542213082313538,0.21819929778575897,0.21056842803955078,0.11935065686702728,0.44052642583847046,0.2108691781759262,0.1897643804550171,0.22704027593135834,0.25329816341400146,0.18688376247882843,0.30851319432258606,0.16586194932460785
.,0.41390106081962585,0.3378238379955292,0.29777461290359497,0.6812511086463928,0.26259469985961914,0.588965117931366,0.3285086452960968,0.22727832198143005,0.4645031690597534,0.35870397090911865,0.31511759757995605,0.23320762813091278,0.3378238379955292,0.25913435220718384,0.4726039469242096,0.5934505462646484,0.23938286304473877,0.2227463275194168,0.4130953550338745
